athlete_id,first_name,last_name,gp,gs,minutes,goals,assists,points,shots,sog,gwg,pk_goals,pk_att,yc,rc,gk_ga,gk_gaa,gk_saves,gk_sv_pct,gk_shutouts
fh_5d45f3ed25ad,Naomi,Esterowitz,9,0,83,0,0,0,3,1,0,0,0,,,,,,,
fh_f4d314cf912b,Megan,Frank,16,0,142,0,0,0,0,0,0,0,0,,,,,,,
fh_76d568674598,Ava,Hughes,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_0da7ddbd8867,Amy,Lanouette,16,16,849,0,0,0,0,0,0,0,0,,,,,,,
fh_68831b80b39f,Alexis,Williams,2,0,2,0,0,0,0,0,0,0,0,,,,,,,
fh_bb34f8982831,Hettie,Whittington,18,18,1104,9,9,27,37,15,3,4,5,,,,,,,
fh_e4e7055632a9,Poppy,Beales,18,18,868,12,1,25,66,32,5,0,0,,,,,,,
fh_f7ffa36ac4ab,Victoria,Collee,17,17,1025,7,2,16,28,14,0,0,0,,,,,,,
fh_8a81ec88a1c2,Ymre,Massée,18,18,958,5,5,15,48,28,2,0,0,,,,,,,
fh_a482bd60b90b,Lauren,Venter,18,18,1023,3,1,7,42,26,1,0,0,,,,,,,
fh_64ecf0f7fa1d,Ella,Ou,15,0,212,2,2,6,5,4,0,0,0,,,,,,,
fh_a822d00c4ef3,Chiara,Picciafuoco,18,18,1111,2,2,6,37,17,0,0,0,,,,,,,
fh_f05418ac53e1,Emma,Ramsey,18,18,1015,2,0,4,12,7,0,0,0,,,,,,,
fh_5ed3464abf51,Tabs,Collier,13,1,282,1,1,3,11,4,0,0,0,,,,,,,
fh_54456231751f,Kaitlyn,Chang,18,18,1104,0,2,2,1,1,0,0,0,,,,,,,
fh_b0d0491fe924,Carys,Isherwood,18,17,1067,0,2,2,1,1,0,0,0,,,,,,,
fh_3a96eab33235,Maddy,Zavalick,18,18,872,0,2,2,1,0,0,0,0,,,,,,,
fh_a9e5a0f10571,CC,Wolf,8,1,157,0,1,1,1,1,0,0,0,,,,,,,
fh_b4ebdebb1576,Issy,Baileff,8,0,145,0,0,0,3,1,0,0,0,,,,,,,
fh_b3355cf9349e,Gigi,Caldero,2,0,16,0,0,0,2,2,0,0,0,,,,,,,
fh_ddc23038fad3,Carys,Donahoe,10,0,100,0,0,0,4,2,0,0,0,,,,,,,
fh_bdb1b4fc741a,Emma,Mueller,2,0,15,0,0,0,0,0,0,0,0,,,,,,,
fh_63e536eeda44,Amelie,Schwarzkopf,17,17,984,0,0,0,0,0,0,0,0,,,26,1.59,71,0.732,2
fh_2b9564a2319f,Maddie,Shepherd,3,1,120,0,0,0,0,0,0,0,0,,,1,0.5,3,0.75,1
fh_c0415779188a,Pilar,Mengotti,22,21,1131,10,6,26,72,38,1,0,0,,,,,,,
fh_9b6465dc2a4d,Alex,Senior,22,21,968,10,5,25,60,35,2,0,0,,,,,,,
fh_20aa9ef22548,Rylee,LaLoup,22,4,612,9,3,21,31,23,2,0,0,,,,,,,
fh_48722e240fe7,Kaelyn,Fogelson,22,17,880,8,3,19,20,15,2,0,0,,,,,,,
fh_94bc6626e6f1,Camille,Perlov,22,22,979,8,3,19,41,28,2,0,0,,,,,,,
fh_13cd5bf5d61c,Alice,Pifferi,22,22,1211,2,10,14,5,5,1,0,2,,,,,,,
fh_578c7311db05,Noor,Hellemans,21,21,1174,2,7,11,17,6,1,0,0,,,,,,,
fh_b14c3d4cbca9,Courtland,Schumacher,22,21,1016,2,5,9,11,8,1,0,0,,,,,,,
fh_292e23f47fe0,Catalina,Ness,21,17,884,1,6,8,32,15,0,0,2,,,,,,,
fh_1c58b4d96b9c,Autumn,Bartush,22,8,781,3,0,6,22,13,0,0,0,,,,,,,
fh_928b96822675,Amanda,Dressel,18,0,389,3,0,6,10,8,0,0,0,,,,,,,
fh_1630f2d6542a,Kylie,Corcoran,22,2,768,2,1,5,17,11,0,0,1,,,,,,,
fh_21557e7adb92,Catherine,Fitzgerald,20,20,770,2,0,4,20,10,1,0,0,,,,,,,
fh_c486868e2e2e,Alyse,Wanchisen,18,0,470,0,2,2,8,3,0,0,0,,,,,,,
fh_f4139a7a50f3,Grace,Camera,2,0,30,0,0,0,1,1,0,0,0,,,,,,,
fh_75a8a7b088bb,Maggie,Dowd,5,1,133,0,0,0,0,0,0,0,0,,,,,,,
fh_f3a399896c55,Paige,Jackson,3,0,75,0,0,0,0,0,0,0,0,,,0,0.0,1,1.0,0
fh_d0165637ce00,Beatrice,Loevenich,12,0,113,0,0,0,1,0,0,0,0,,,,,,,
fh_b9e4cc30f2b0,Kelley,Monahan,8,0,93,0,0,0,0,0,0,0,0,,,,,,,
fh_a99c9aba2197,Payton,Rahn,22,22,1240,0,0,0,0,0,0,0,0,,,27,1.3,57,0.679,4
fh_e81161001696,Rory,Saxon,3,0,29,0,0,0,1,0,0,0,0,,,,,,,
fh_1998a6aad4b9,Ella,Bowman,16,15,928,5,5,15,35,20,2,2,3,,,,,,,
fh_58fc0cebcd56,Lucia,Campaño,14,14,704,5,1,11,16,9,1,0,0,,,,,,,
fh_2ae3d4a40b9b,Amelie,Luessmann,16,14,546,5,1,11,18,14,0,0,0,,,,,,,
fh_eb687a4dbef7,Olivia,Galiotos,16,16,927,3,3,9,20,8,0,0,0,,,,,,,
fh_c5b2465d4adf,Riley,Dumigan,16,16,702,1,3,5,12,10,1,0,0,,,,,,,
fh_f54c69e8c925,Zoe,Schaffer,14,12,490,1,2,4,10,8,0,0,0,,,,,,,
fh_c2b326d6f243,Ally,Brosie,16,4,514,1,0,2,3,2,0,0,0,,,,,,,
fh_a8842c4a2ec6,Katherina,Cohen,14,3,285,1,0,2,1,1,0,0,0,,,,,,,
fh_31bbdda799f0,Gemma,Franco,16,5,495,1,0,2,8,4,0,0,0,,,,,,,
fh_213772b301e8,Georgia,Thornton,15,0,418,0,2,2,8,5,0,0,0,,,,,,,
fh_6b63f41e3dfe,Ruby,Walsh,16,16,862,1,0,2,9,6,0,0,0,,,,,,,
fh_7e03565bd102,Florentina,Terra,16,14,671,0,1,1,0,0,0,0,0,,,,,,,
fh_4b0a5ae4b903,Isabel,Andrews,2,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_15a7a2a3c05d,Maria,Ariza Solans,4,0,66,0,0,0,0,0,0,0,0,,,,,,,
fh_9f9ab71881e0,Ava,Carlson,16,16,788,0,0,0,0,0,0,0,0,,,,,,,
fh_f9705f12e4c7,Raina,Johns,16,16,851,0,0,0,1,0,0,0,0,,,,,,,
fh_27b16aed193d,McLaine,Leik,8,0,92,0,0,0,0,0,0,0,0,,,,,,,
fh_87eb03492d61,Kylie,McKinley,10,0,223,0,0,0,0,0,0,0,0,,,,,,,
fh_d29953ddbe0c,Ava,Russo,12,12,559,0,0,0,1,1,0,0,0,,,,,,,
fh_dac644f31fca,Alex,Sewell,10,2,144,0,0,0,0,0,0,0,0,,,,,,,
fh_9d58f89fd108,Megan,Spear,10,0,177,0,0,0,0,0,0,0,0,,,,,,,
fh_90c0e353d331,Lilly,Venezia,13,0,187,0,0,0,1,1,0,0,0,,,,,,,
fh_ed638b2b94fc,Madeline,Windsor,15,0,142,0,0,0,1,1,0,0,0,,,,,,,
fh_fb2957339c59,Ciara,Ryan,17,17,927,3,1,7,5,5,0,0,0,,,,,,,
fh_7f22faba3186,Jade,Shabo,17,16,747,3,1,7,18,13,0,0,0,,,,,,,
fh_1fc343f023ea,Delaney,Weiler,17,5,643,2,3,7,18,10,1,0,0,,,,,,,
fh_380fe06d5e9f,Darla,Mahoney,17,14,771,2,1,5,16,9,1,1,2,,,,,,,
fh_758ec4d1bf21,Gianna,Cioni,17,15,605,1,0,2,11,6,1,0,0,,,,,,,
fh_b79462603b7b,Erin,Cottam,17,12,494,1,0,2,8,5,0,0,0,,,,,,,
fh_8e1ed01dd480,Whitney,Dacko,17,2,440,1,0,2,2,1,0,0,0,,,,,,,
fh_de2b3dfd2135,Gracie,Lloyd,17,15,744,0,1,1,3,1,0,0,0,,,,,,,
fh_ea73f11f1939,Emily,Beichert,13,0,300,0,0,0,2,0,0,0,0,,,,,,,
fh_97846138be59,Abigail,Boudreau,3,0,15,0,0,0,0,0,0,0,0,,,,,,,
fh_ee08bf093a08,Izzy,Breslin,3,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_b1d192b351aa,Paige,Degeorge,17,17,898,0,0,0,10,5,0,0,0,,,,,,,
fh_6ae930c98f4b,Reilly,Desmond,7,0,78,0,0,0,0,0,0,0,0,,,,,,,
fh_f5aff3075a92,Isabelle,Gardiner,17,17,923,0,0,0,0,0,0,0,0,,,76,5.04,151,0.665,0
fh_2214faa141e5,Zoe,Gitlin,2,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_9d4f0c86fb78,Ayla,Hallock,2,1,15,0,0,0,0,0,0,0,0,,,,,,,
fh_b3077bdadc50,Madeline,Harrington,17,16,964,0,0,0,4,1,0,0,0,,,,,,,
fh_5b9e9bb0930d,Amaya,Smith,5,0,74,0,0,0,0,0,0,0,0,,,,,,,
fh_743b4d0449da,Madeline,Wagner,17,17,968,0,0,0,7,5,0,0,0,,,,,,,
fh_54ca33d32784,Kaitlyn,Welsh,17,16,966,0,0,0,6,3,0,0,1,,,,,,,
fh_5dbddf8c9537,Kayla,Whitters,9,0,95,0,0,0,0,0,0,0,0,,,13,7.73,9,0.409,0
fh_ff2b4c7558cb,Francisca,Eschoyez,18,17,1054,13,9,35,84,45,2,1,3,,,,,,,
fh_1176fc716495,Mo,Quaile,18,18,1019,7,1,15,28,23,2,0,0,,,,,,,
fh_9c81fe62dc2b,Rozemarijn,Van Keulen,8,7,416,4,4,12,14,8,0,0,0,,,,,,,
fh_7d6152d40892,Cameron,Brower,18,15,932,3,5,11,25,16,1,0,1,,,,,,,
fh_93cab8b95564,Lucia,Donati,18,18,985,2,6,10,16,9,0,0,0,,,,,,,
fh_d87f8f1dc3b0,Maaike,Van Wensen,16,16,961,4,0,8,11,6,1,0,0,,,,,,,
fh_5e05972f3f56,Lauren,Keyte,18,18,922,1,1,3,5,5,1,0,0,,,,,,,
fh_77f78dd8742e,Katie,Shanahan,18,17,1039,0,3,3,9,3,0,0,0,,,,,,,
fh_8043d9e153ad,Ava,Bleier,17,0,207,1,0,2,5,3,0,0,0,,,,,,,
fh_34823303e129,Zoe,Bjelac,3,0,33,0,0,0,0,0,0,0,0,,,,,,,
fh_9521d14712a2,Martina,Calveira,17,17,716,0,0,0,4,2,0,0,0,,,,,,,
fh_cae05a3af65f,Charlie,Caunter,17,3,615,0,0,0,2,2,0,0,0,,,,,,,
fh_d72bae660a51,Laci,Coppola,9,0,62,0,0,0,0,0,0,0,0,,,,,,,
fh_05a75378f9a4,Jaelyn,Crossman,5,0,22,0,0,0,0,0,0,0,0,,,,,,,
fh_f67f5ebf7637,Audrey,Everett,3,0,48,0,0,0,0,0,0,0,0,,,,,,,
fh_9e8c3ec6b525,Veronica,Goettner,5,0,72,0,0,0,0,0,0,0,0,,,,,,,
fh_d646d76a80fd,Jule,Hoefer,18,18,1066,0,0,0,1,0,0,0,0,,,,,,,
fh_eb5b2dd85bd0,Lauren,Kane,5,1,108,0,0,0,0,0,0,0,0,,,,,,,
fh_d33c2fda85b6,Alexa,Kidd,3,0,14,0,0,0,0,0,0,0,0,,,,,,,
fh_0a71e930019c,Emma,Nelson,16,3,360,0,0,0,2,1,0,0,0,,,,,,,
fh_1447678fa3bf,Cristina,Torres,18,18,1041,0,0,0,0,0,0,0,0,,,,,,,
fh_99f353cacd79,Lily,Wolfe,3,1,32,0,0,0,1,1,0,0,0,,,,,,,
fh_15a969695e84,Hailey,Vogt,18,5,392,6,0,12,20,10,0,4,5,,,,,,,
fh_e0a013aa8e32,Ines,Braithwaite,18,16,822,3,5,11,21,16,1,0,0,,,,,,,
fh_bbea1d631f1c,Holly,DeAngelo,18,11,736,2,7,11,24,16,0,0,0,,,,,,,
fh_fafb33235d72,Celia,Benson,18,18,1071,4,2,10,36,16,1,0,0,,,,,,,
fh_1006e9566a1a,Emma,Brayford,16,14,813,4,0,8,28,15,1,0,1,,,,,,,
fh_f5a521a6cd6e,Cassie,Chapjian,17,8,477,4,0,8,12,9,2,0,0,,,,,,,
fh_881b9cb2bb7a,Lizzie,Mendrzycki,18,12,744,4,0,8,15,8,1,0,0,,,,,,,
fh_011d9b13ead2,Bridget,McLaughlin,18,6,393,1,5,7,20,17,1,0,0,,,,,,,
fh_14304dba4d32,Amelia,Pellegrini,18,13,651,0,6,6,7,3,0,0,0,,,,,,,
fh_396a4a19fdfa,Blaire,Sparks,18,12,588,2,1,5,39,22,0,0,0,,,,,,,
fh_673a0937a67a,Cate,McConaghy,18,8,695,2,0,4,5,4,0,0,0,,,,,,,
fh_757bf4807cf0,Emma-Rose,Phillips,12,1,189,2,0,4,10,9,0,0,0,,,,,,,
fh_1ade00d2875e,Jenna,Baxter,15,9,539,1,1,3,18,9,0,0,0,,,,,,,
fh_c4a048997273,Jaden,Ray,18,18,1035,0,3,3,5,2,0,0,0,,,,,,,
fh_bcfb76630ecd,Raena,Crandall,13,1,177,1,0,2,10,3,0,0,0,,,,,,,
fh_e9315d316dcc,Bell,Mazza,16,3,344,0,2,2,1,1,0,0,0,,,,,,,
fh_0397ca1e2314,Ella,Barrett,6,0,16,0,0,0,1,1,0,0,0,,,,,,,
fh_3075c10f2ef1,Ruby,Butler,7,4,255,0,0,0,0,0,0,0,0,,,,,,,
fh_850caa90cb93,Brianna,Cooper,17,14,836,0,0,0,0,0,0,0,0,,,,,,,
fh_a6a47947a68e,Lizzie,Day,4,0,12,0,0,0,2,1,0,0,0,,,,,,,
fh_3d8827b285b9,Sophia,DePrima,18,14,755,0,0,0,1,0,0,0,0,,,,,,,
fh_cd45406677f5,Hanna,Hasso,15,3,309,0,0,0,3,3,0,0,0,,,,,,,
fh_0467327d87ea,Erin,Lynch,15,4,320,0,0,0,0,0,0,0,0,,,,,,,
fh_c9e43813f03e,Eva,Stones,6,0,37,0,0,0,0,0,0,0,0,,,,,,,
fh_1cef5ccfc48e,Jocelyn,Webber,5,1,95,0,0,0,1,1,0,0,0,,,,,,,
fh_e3a28fcbd28d,Valeria,Perales,18,18,996,13,6,32,53,38,4,0,0,,,,,,,
fh_1c5fe304a703,Semra,Said,17,16,793,7,5,19,29,17,3,0,0,,,,,,,
fh_628bad5ca935,Emma,Bonshak,18,18,1124,6,3,15,13,10,0,0,0,,,,,,,
fh_ad6a1e411971,Anna,Finn,18,18,1084,5,4,14,41,24,1,0,0,,,,,,,
fh_4fa14aa34655,Megan,Normile,18,18,1118,4,4,12,42,22,0,2,2,,,,,,,
fh_f2b26b3b2108,Ang,Borisow,18,18,1017,3,3,9,18,13,0,0,0,,,,,,,
fh_4d1135501dce,Ryleigh,Damminger,17,10,793,1,1,3,4,3,0,0,0,,,,,,,
fh_4a0a1b8e12b2,Martina,de Cespedes,17,6,614,1,0,2,7,6,0,0,0,,,,,,,
fh_ffd5ea1105cd,Mackenzie,Smith,17,8,596,1,0,2,7,1,0,0,0,,,,,,,
fh_a76e200692de,Amanda,Walker,18,4,373,1,0,2,6,5,0,0,0,,,,,,,
fh_640d734b8f4a,Samantha,Biondi,15,12,519,0,1,1,4,2,0,0,0,,,,,,,
fh_113fc258171a,Sam,Connolly,15,2,319,0,0,0,3,3,0,0,0,,,,,,,
fh_a1ec1aced4bf,Liv,Cox,11,1,80,0,0,0,2,2,0,0,0,,,,,,,
fh_66651072d51b,Sarah,Fitzpatrick,12,2,176,0,0,0,0,0,0,0,0,,,1,4.28,1,0.5,0
fh_c3a59a5aec9d,Jaime,Haas,8,0,62,0,0,0,2,1,0,0,0,,,,,,,
fh_6c153bff8c74,Hailey,Hoffman,16,10,428,0,0,0,2,2,0,0,0,,,,,,,
fh_3c29a4eda1f5,Kate,Mahmud,17,17,1057,0,0,0,1,1,0,0,0,,,,,,,
fh_00a5b27bdba6,Jade,Regnart,18,18,1098,0,0,0,0,0,0,0,0,,,48,2.6,132,0.733,2
fh_05e2d35a5182,Julia,Verratti,19,18,841,6,2,14,16,9,1,0,0,,,,,,,
fh_380ab1513862,Jade,Vandevoorde,19,19,1047,3,4,10,22,15,1,0,0,,,,,,,
fh_178efd07fcc3,Ellie,Francois,18,10,569,2,2,6,7,5,0,0,0,,,,,,,
fh_bd850e5fa312,Jessica,Rochat,19,19,1148,2,2,6,21,8,0,0,0,,,,,,,
fh_7463b1eb4565,Grace,Clokie,19,18,741,2,0,4,18,12,1,0,0,,,,,,,
fh_1d74735f78d4,Emma,van Hal,19,19,1081,1,2,4,45,25,0,1,2,,,,,,,
fh_8722c7df3541,Emily,Kate Covert,19,15,666,0,3,3,18,8,0,0,0,,,,,,,
fh_4cdcf00169b4,Reagan,Kunkle,16,0,323,1,1,3,8,6,0,0,0,,,,,,,
fh_0a4ca6cc161d,Lauren,Lewis,19,18,976,1,0,2,1,1,0,0,0,,,,,,,
fh_a0d395542c63,Maddie,Summitt,18,2,393,1,0,2,6,4,0,0,0,,,,,,,
fh_c645fc3eccc4,Braiden,Scheffler,18,0,295,0,1,1,3,1,0,0,0,,,,,,,
fh_2f3b8e3bb53a,Christine,Ditizio,19,19,877,0,0,0,17,10,0,0,0,,,,,,,
fh_d99d78545976,Riley,Hannick,16,0,147,0,0,0,4,2,0,0,0,,,,,,,
fh_5b7cd521cbc9,Emalene,Harter,18,0,372,0,0,0,3,1,0,0,0,,,,,,,
fh_dd204ec5b1db,Carleigh,Hofelich,15,13,828,0,0,0,0,0,0,0,0,,,,,,,
fh_aadd79bba174,Cali,Hyman,1,1,60,0,0,0,0,0,0,0,0,,,,,,,
fh_ab6df102584d,Jemimah,Kriechelberg,18,1,260,0,0,0,5,5,0,0,0,,,,,,,
fh_f121ac52d76c,Caroline,Massey,18,0,195,0,0,0,1,0,0,0,0,,,,,,,
fh_e7f84614eb05,Caity,McGough,19,19,1149,0,0,0,1,1,0,0,0,,,,,,,
fh_e982b3f78701,Chidochashe,Munyonga,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_42878193c382,Lois,van Wijk,16,10,655,0,0,0,1,0,0,0,0,,,,,,,
fh_778d5a104ad2,Malena,Sabez,21,21,1103,25,1,51,96,61,4,2,4,,,,,,,
fh_0cef0da89225,Justina,Intzes,21,18,791,20,5,45,82,51,6,0,1,,,,,,,
fh_57589008368b,Berta,Mata,20,20,1043,8,22,38,30,20,0,0,0,,,,,,,
fh_84183fa0d7f3,Sloane,Wearren,20,15,736,7,9,23,31,19,1,1,2,,,,,,,
fh_9ef1c096f689,Bet,Gifra,21,20,999,7,8,22,41,27,1,0,0,,,,,,,
fh_077cd4832207,Kylie,Coughlin,21,5,779,2,10,14,10,8,0,0,0,,,,,,,
fh_ef8b4f7a56d0,Paula,Navarro,21,20,1047,2,10,14,11,6,0,0,0,,,,,,,
fh_81825128f2a6,Becca,Lawn,21,17,916,0,11,11,1,1,0,0,0,,,,,,,
fh_181c9f251775,Lucia,Ventos,21,19,1001,5,0,10,15,9,2,0,0,,,,,,,
fh_087c3624ce49,Riley,Mazzalupi,20,20,908,2,1,5,13,8,0,0,1,,,,,,,
fh_ba52744d3fb3,Meg,Canfield,21,0,281,1,2,4,8,5,0,0,0,,,,,,,
fh_6355fb707c36,Judit,Garcia Gregori,21,5,582,1,2,4,13,7,1,0,0,,,,,,,
fh_d4fe0c53e475,Virginia,Olin,13,0,79,2,0,4,4,2,0,0,0,,,,,,,
fh_141a98ebab3d,Clara,Bertolot,19,0,246,1,0,2,4,4,0,0,0,,,,,,,
fh_a817acdb64b7,Jülia,Fernandez,21,20,1004,1,0,2,9,7,0,0,0,,,,,,,
fh_fe24c8f9f6e6,Finley,Payne,16,1,162,1,0,2,6,4,1,0,0,,,,,,,
fh_2b70dc906038,Imke,Breedijk,17,2,278,0,0,0,12,2,0,0,0,,,,,,,
fh_2d980b817ac8,Izzy,Hass,17,1,110,0,0,0,0,0,0,0,0,,,,,,,
fh_c11818568a7e,Avery,Kuzmicky,3,0,22,0,0,0,0,0,0,0,0,,,,,,,
fh_afea1047a2cb,Jilly,Lawn,15,1,194,0,0,0,0,0,0,0,0,,,,,,,
fh_3de5bc66a7f2,Abby,Moore,9,1,145,0,0,0,0,0,0,0,0,,,,,,,
fh_339f1b6f6d07,Maggie,Reed,19,0,363,0,0,0,4,2,0,0,0,,,,,,,
fh_8d91fec0db18,Elena,Schumacher,9,0,82,0,0,0,1,1,0,0,0,,,,,,,
fh_e549cee71ad3,Nicky,Sjouken,21,21,1270,0,0,0,0,0,0,0,0,,,,,,,
fh_85cf039fb137,MC,Wolz,11,0,107,0,0,0,3,1,0,0,0,,,,,,,
fh_54a2a62a48c8,Emily,Barrett,17,12,777,8,2,18,46,29,2,1,2,,,,,,,
fh_e2046285b727,Fiene,Jenniskens,20,4,450,1,15,17,12,7,1,0,0,,,,,,,
fh_4059079af2b4,Gabrielle,Benkenstein,17,14,865,3,10,16,15,11,1,0,0,,,,,,,
fh_72be95431eb5,Elena,Clococeanu,19,17,1037,4,7,15,33,17,0,2,2,,,,,,,
fh_ffe8ad8d7ec1,Alexa,Collins,20,14,921,6,1,13,21,16,2,0,0,,,,,,,
fh_f41d013d682c,Neva,Eisenga,19,15,803,5,3,13,34,23,1,0,0,,,,,,,
fh_08585f73ee1a,Lina,Kroeger,20,20,1159,6,1,13,40,20,0,0,0,,,,,,,
fh_7baeff6ab008,Cara,Falconer,18,17,1012,3,4,10,6,6,0,0,0,,,,,,,
fh_8c7812f929df,Sophie,Kent,20,16,931,4,1,9,14,11,1,0,0,,,,,,,
fh_4fa05faf0315,Kristy,Leonard,20,6,552,3,1,7,22,9,0,0,0,,,,,,,
fh_5f262ae77fcc,Elani,Sherwood,20,18,1012,2,3,7,26,19,2,0,0,,,,,,,
fh_2b60fe967214,Megan,Carpenter,20,5,482,2,2,6,3,3,1,0,0,,,,,,,
fh_b430ca8dfc75,Savanna,Henderson,18,17,943,1,2,4,4,3,2,0,0,,,,,,,
fh_3a68ec838b9a,Izzy,Larimore,15,2,157,1,0,2,1,1,0,0,0,,,,,,,
fh_6cc8457a50c5,Sophia,Ponzini,14,1,140,0,1,1,4,1,0,0,0,,,,,,,
fh_01a55e9fea43,Amy,Cornfield,13,0,89,0,0,0,0,0,0,0,0,,,,,,,
fh_c827dcad613d,Anna,Cowan,7,0,50,0,0,0,0,0,0,0,0,,,,,,,
fh_0810ddfd30b2,Izzy,Geoghegan,6,0,29,0,0,0,1,0,0,0,0,,,,,,,
fh_ddb7126c8a8a,Macarena,Gonzalez,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_4824cd7371f6,Jenna,Herbster,20,4,384,0,0,0,2,1,0,0,0,,,,,,,
fh_b9753ba059ca,Katelyn,Kearns,3,0,6,0,0,0,1,1,0,0,0,,,,,,,
fh_45a21e6c9f07,Alexys,Moore,13,2,91,0,0,0,4,3,0,0,0,,,,,,,
fh_2f1a2e9133a7,Myrte,van Herwijnen,20,20,1248,0,0,0,0,0,0,0,0,,,,,,,
fh_719f360d73a2,Mallory,Camryn,19,19,1086,18,6,42,85,53,4,1,1,,,,,,,
fh_365bd3a3ebe2,Carolena,Ryon,17,16,776,10,1,21,39,25,4,1,1,,,,,,,
fh_df68a1c28a20,Mora,Rulli,19,19,1040,4,9,17,29,18,0,0,0,,,,,,,
fh_49bb19622865,Cameron,Pluciennik,19,10,623,6,2,14,24,17,1,0,0,,,,,,,
fh_d92bd401dc24,Hailey,Bainer,19,19,1134,3,4,10,25,13,1,0,0,,,,,,,
fh_b28c28d5b63d,Amelia,Lane,19,7,465,1,4,6,8,7,0,0,2,,,,,,,
fh_85eb10f28b50,Peyton,Pallman,14,0,121,2,1,5,3,2,0,0,0,,,,,,,
fh_8877bb925735,Annabelle,Cotroneo,19,19,1109,1,2,4,7,3,0,0,0,,,,,,,
fh_fc3db3c0ac18,Teah,Savignano,19,19,1022,0,3,3,8,3,0,0,0,,,,,,,
fh_4e7175412ac0,Bri,Eckenroth,16,0,170,1,0,2,6,3,0,0,0,,,,,,,
fh_c93177846d56,Lola,Pardo,16,1,198,1,0,2,4,2,0,0,0,,,,,,,
fh_31a030b7a565,Shannon,Dwyer,19,17,970,0,1,1,2,0,0,0,0,,,,,,,
fh_9b29c50c97dc,Violet,Barton,19,19,1038,0,0,0,2,0,0,0,0,,,,,,,
fh_e2bdccdf7f9b,Jenna,Billig,7,3,179,0,0,0,0,0,0,0,0,,,,,,,
fh_6fe887ec1afc,Kiley,Bowker,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_2be5fd39bb3f,Molly,Claus,1,0,15,0,0,0,0,0,0,0,0,,,,,,,
fh_8239efefab1c,Ashley,Cogger,19,16,955,0,0,0,0,0,0,0,0,,,,,,,
fh_40dec1364f66,Nora,Evans,2,1,44,0,0,0,0,0,0,0,0,,,,,,,
fh_2d81176f882e,Pleun,Van Gent,19,19,1041,0,0,0,2,2,0,0,0,,,,,,,
fh_a606dabdfe63,Sophia,Havrilla,13,1,132,0,0,0,4,3,0,0,0,,,,,,,
fh_38679b07a378,Rosa,Ruiz Hellin,11,0,89,0,0,0,0,0,0,0,0,,,,,,,
fh_0e0f96cf5a02,Madeleine,Krewet,1,0,9,0,0,0,0,0,0,0,0,,,,,,,
fh_54f32088090b,Grace,Shepherd,19,4,344,0,0,0,2,2,0,0,0,,,,,,,
fh_c63ddb3db5d4,Maybritt,Duwel,15,13,769,7,2,16,25,15,1,0,0,,,,,,,
fh_76224df6eb06,Emma,Rolston,15,15,752,6,1,13,36,22,2,0,0,,,,,,,
fh_f1335ad879f4,Emma,Seger,14,13,625,4,4,12,15,9,0,0,0,,,,,,,
fh_b0fb2bf14761,Lauren,Conroy,15,14,825,5,0,10,11,7,1,1,1,,,,,,,
fh_98f76df1995b,Eva,Usoz,15,15,722,4,2,10,34,16,0,0,0,,,,,,,
fh_57707d3e9a9f,Maia,Sarrabayrouse,15,15,793,0,5,5,24,11,0,0,0,,,,,,,
fh_78aad635df4e,Marissa,Skinner,15,8,560,2,1,5,12,8,0,0,0,,,,,,,
fh_3ac030b4388b,Tess,Gately,15,1,452,2,0,4,16,7,0,0,0,,,,,,,
fh_ea685f6101e9,Delfina,Larripa,15,11,646,1,2,4,35,18,0,0,0,,,,,,,
fh_3a6553a68d9e,Roos,ten Pas,15,0,276,0,1,1,5,3,0,0,0,,,,,,,
fh_b5ea55b1b8f5,Torie,Del Collo,15,3,388,0,0,0,4,2,0,0,0,,,,,,,
fh_f285707cd6c7,Julianne,Conroy,11,8,389,0,0,0,2,1,0,0,0,,,,,,,
fh_6cc8d0b672f9,Floortje,van Eijden,6,1,152,0,0,0,0,0,0,0,0,,,,,,,
fh_6da4bd8fd94b,Mary,Kate Finnan,14,10,538,0,0,0,3,2,0,0,0,,,,,,,
fh_2c28a679731d,Adelaide,Gagnon,9,0,168,0,0,0,2,2,0,0,0,,,,,,,
fh_eb649146f467,Lucy,Keeler,8,0,109,0,0,0,1,1,0,0,0,,,,,,,
fh_b605921c87f4,Sophia,Livingston,15,0,285,0,0,0,1,0,0,0,0,,,,,,,
fh_622606c1ca80,Emily,Robertson,9,4,275,0,0,0,0,0,0,0,0,,,,,,,
fh_29fd4acfe4fc,Ashlyn,Taylor,14,14,645,0,0,0,2,2,0,0,0,,,,,,,
fh_d479d5fdf484,Allison,Wood,15,14,791,0,0,0,0,0,0,0,0,,,,,,,
fh_6ab795720774,Marina,Evert,17,16,886,5,3,13,25,21,0,0,0,,,,,,,
fh_d184f9dae1c6,Ava,Jones,17,14,783,3,0,6,6,5,0,0,0,,,,,,,
fh_f337bdbb33e8,Delaney,Lentz,17,17,1005,2,0,4,13,7,1,0,0,,,,,,,
