athlete_id,first_name,last_name,gp,gs,minutes,goals,assists,points,shots,sog,gwg,pk_goals,pk_att,yc,rc,gk_ga,gk_gaa,gk_saves,gk_sv_pct,gk_shutouts
fh_7a08a1c32f5c,Liz,Klompmaker,16,16,839,16,2,34,77,32,4,0,0,,,,,,,
fh_88f7c94a32ae,Olivia,Sharratt,16,15,826,6,3,15,10,7,1,1,1,,,,,,,
fh_a08f10b5185d,Holly,Pears,16,14,711,4,3,11,21,11,1,0,0,,,,,,,
fh_7c3f94ebdd99,Zara,Schmitz,16,12,570,3,4,10,14,7,1,0,0,,,,,,,
fh_c4364b0e6b21,Maya,Hoepfner,14,14,853,3,2,8,19,7,0,0,0,,,,,,,
fh_6757a6b5517c,Josefina,Moyano,16,6,706,2,4,8,13,4,0,0,0,,,,,,,
fh_d842dba64cf7,Lieve,Schalk,16,16,976,0,7,7,3,2,0,0,0,,,,,,,
fh_7c4aa1b00114,Agustina,Daud,16,16,882,1,3,5,7,1,0,0,0,,,,,,,
fh_3715ffb5008a,Victoria,Beiro,11,2,290,1,2,4,8,3,0,0,0,,,,,,,
fh_2d81fe6e7008,Morgan,Kallmann,15,2,432,1,2,4,8,4,0,0,0,,,,,,,
fh_6e0a910bea1b,Hannah,Ward,3,0,12,1,0,2,1,1,0,0,0,,,,,,,
fh_c5e4239754f2,Emma,Becker,16,16,891,0,1,1,0,0,0,0,0,,,,,,,
fh_a7de035ec238,Adya,Kadam,10,1,161,0,1,1,0,0,0,0,0,,,,,,,
fh_a3253a710e6f,Is,Panikowski,6,0,99,0,1,1,1,0,0,0,0,,,,,,,
fh_e09ea1f734d0,Delphine,Ayitey-Hammond,13,11,708,0,0,0,0,0,0,0,0,,,27,2.39,47,0.635,2
fh_c14e55d41fbf,Mia,DiGiulio,15,9,631,0,0,0,3,0,0,0,0,,,,,,,
fh_7ef1cbb47508,Elizabeth,Edmonston,2,0,64,0,0,0,0,0,0,0,0,,,,,,,
fh_450dd8e55881,Lauren,Halenkamp,2,1,75,0,0,0,0,0,0,0,0,,,7,7.0,8,0.533,0
fh_7f3e3346a983,Samantha,Imokawa,2,0,6,0,0,0,0,0,0,0,0,,,,,,,
fh_6202ed60275b,Tina,Jolly,3,2,120,0,0,0,0,0,0,0,0,,,3,2.0,2,0.4,1
fh_59b159a64a12,Jaiya,Labana,4,0,67,0,0,0,0,0,0,0,0,,,,,,,
fh_747a7a45e145,Jessica,Lewis,15,13,639,0,0,0,2,2,0,0,0,,,,,,,
fh_56325727b09f,Anika,Miedema,5,0,51,0,0,0,0,0,0,0,0,,,,,,,
fh_83b1cf367765,Audrey,Post,4,2,145,0,0,0,0,0,0,0,0,,,6,2.48,3,0.333,0
fh_625cf4f0e51e,Cassidy,Puleo,15,7,412,0,0,0,0,0,0,0,0,,,,,,,
fh_c7423d15ae9b,Samantha,Reder,1,0,15,0,0,0,0,0,0,0,0,,,,,,,
fh_027282156328,Ryleigh,Heck,23,23,1166,19,13,51,64,41,3,0,0,,,,,,,
fh_ef919101c83d,Dani,Mendez,23,23,1075,15,16,46,39,25,4,0,0,,,,,,,
fh_8afeef2ad236,Charly,Bruder,21,19,932,18,6,42,119,72,6,0,0,,,,,,,
fh_ab0360e1d7e7,Isabel,Boere,23,23,1303,9,8,26,79,43,3,0,0,,,,,,,
fh_714ecf8334d8,Sanne,Hak,23,23,1177,7,10,24,24,12,2,3,3,,,,,,,
fh_a05be05fbd08,Kara,Heck,23,4,699,8,5,21,31,19,1,0,0,,,,,,,
fh_fba875cdf729,Reese,Anetsberger,23,23,1095,5,9,19,27,14,1,0,0,,,,,,,
fh_55d33be3355b,Eliza,Perrin,21,0,530,3,1,7,6,5,0,0,0,,,,,,,
fh_77003fc45ad3,Sietske,Brüning,18,17,880,0,6,6,5,1,0,0,0,,,,,,,
fh_42d786c6b9ed,Coco,Courtright,23,6,763,1,2,4,6,2,0,0,0,,,,,,,
fh_ab0f61c1d1d7,Ella,Barbacci,14,0,283,1,0,2,2,1,0,0,0,,,,,,,
fh_314fb8356751,Molly,Catchpole,23,23,1220,0,1,1,7,4,0,0,0,,,,,,,
fh_00c2ab03332d,Sylvie,Notine,10,0,207,0,1,1,1,1,0,0,0,,,,,,,
fh_a74c76e24826,Olivia,Anderson,4,0,37,0,0,0,0,0,0,0,0,,,,,,,
fh_e9c07c3f2fc5,Caroline,Golden,5,0,37,0,0,0,0,0,0,0,0,,,,,,,
fh_b6484a7b4604,Hope,Haynes,23,23,1185,0,0,0,1,1,0,0,0,,,,,,,
fh_835cc280e1ea,Jenna,Narleski,2,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_34456ba3010a,Grace,Pottebaum,23,23,1362,0,0,0,0,0,0,0,0,,,,,,,
fh_728a68e91fbd,Merritt,Skubisz,23,11,674,0,0,0,0,0,0,0,0,,,,,,,
fh_fb6a7c75c72a,Katie,Wimmer,23,12,867,0,0,0,0,0,0,0,0,,,,,,,
fh_6e4e94b7e580,Mia,Schoenbeck,20,20,1065,23,5,51,84,52,7,3,4,,,,,,,
fh_358ae39862b3,Lauren,Storey,15,15,743,14,6,34,79,49,2,1,1,,,,,,,
fh_3ed66c1b8543,Mia,Montag,18,18,1022,5,18,28,16,13,1,0,0,,,,,,,
fh_d73c9912a4c1,Sarah,Mudd,20,1,222,9,0,18,20,16,2,0,0,,,,,,,
fh_827e0c349abe,Faye,Janse,20,19,1025,6,2,14,52,27,1,0,1,,,,,,,
fh_32a805ab4b98,Amelia,Frey,20,10,377,4,0,8,14,12,0,0,0,,,,,,,
fh_ae3a1961432e,Logan,Marthinus,20,16,845,2,4,8,15,9,1,0,0,,,,,,,
fh_ddc951f0acd4,Lena,Keller,18,17,910,1,4,6,23,10,0,0,0,,,,,,,
fh_07af0dfc9364,Ava,Moore,20,20,1056,1,3,5,26,9,0,0,0,,,,,,,
fh_7337df9fb56a,Florence,Tuthill,20,13,706,0,5,5,2,1,0,0,0,,,,,,,
fh_f3564bc49858,Rory,Heslin,16,0,100,1,1,3,4,2,0,0,0,,,,,,,
fh_f345e9b5c2cf,Georgia,Pollock,20,1,186,0,3,3,9,2,0,0,0,,,,,,,
fh_7780ebe9a60a,Rachel,Thetford,19,2,242,0,3,3,13,8,0,0,0,,,,,,,
fh_14d03dee80a5,Lexi,Causa,12,0,120,1,0,2,1,1,0,0,0,,,,,,,
fh_1eabf0229484,Reabetswe,Phume,20,20,1123,0,1,1,2,1,0,0,0,,,,,,,
fh_9bd6b4c54031,Brooke,Bettencourt,19,14,727,0,0,0,10,4,0,0,0,,,,,,,
fh_31ac3b6c9223,Calista,Boos,2,0,0,0,0,0,1,0,0,0,0,,,,,,,
fh_e7ae1df1e52f,Ruby,Butterfield,9,1,100,0,0,0,0,0,0,0,0,,,,,,,
fh_9a968586cc66,Brenna,Campagna,18,0,122,0,0,0,4,2,0,0,0,,,,,,,
fh_90fc3a155a06,Allie,Campbell,19,5,255,0,0,0,0,0,0,0,0,,,,,,,
fh_66845f4ef4f0,Caroline,Grebe,7,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_31c6446d8c28,Penelope,Kousouris,6,0,13,0,0,0,0,0,0,0,0,,,,,,,
fh_e25a5721d549,Georgia,Leary,11,0,97,0,0,0,0,0,0,0,0,,,,,,,
fh_ab0e2db60626,Sarah,Grace Raynes,14,5,364,0,0,0,0,0,0,0,0,,,,,,,
fh_7d428d4a4f57,Ellie,Todd,19,19,1032,0,0,0,0,0,0,0,0,,,,,,,
fh_1276240583fa,Bo,van Kempen,20,20,1126,23,7,53,81,55,4,5,6,,,,,,,
fh_7be0bbd3be34,Pati,Strunk,20,20,1004,2,23,27,8,5,0,0,0,,,,,,,
fh_8e9b60a4b3d6,Hattie,Madden,20,20,977,9,1,19,32,22,1,0,0,,,,,,,
fh_9680339c8f63,Aubrey,Turner,20,20,942,7,4,18,32,18,3,0,0,,,,,,,
fh_d55a8f7cf17b,Lana,Hamilton,20,4,512,1,14,16,11,8,1,0,0,,,,,,,
fh_5b54a5cbd94a,Liz,Stange,17,15,682,2,9,13,17,10,1,0,0,,,,,,,
fh_4ba9e90961ca,Danique,Schuurman,20,20,1015,5,2,12,21,10,2,0,0,,,,,,,
fh_a83ab478a917,Ally,Snyder,20,0,330,4,0,8,9,7,1,0,0,,,,,,,
fh_2e23787bdea8,Lieke,Leeggangers,20,19,836,3,0,6,24,13,0,0,0,,,,,,,
fh_d3a1c1102b35,Karsin,Beatty,16,0,159,2,0,4,4,3,0,0,0,,,,,,,
fh_8b04e4166c31,Aiden,Drabick,20,19,942,0,3,3,12,7,0,0,0,,,,,,,
fh_69f35d842acf,Sammie,Goin,17,0,255,1,1,3,8,6,0,0,0,,,,,,,
fh_ddff1af2176d,Bo,Madden,20,20,947,0,2,2,6,3,0,0,0,,,,,,,
fh_ce33ddc50b6a,Henni,Nation,19,1,390,0,2,2,5,3,0,0,0,,,,,,,
fh_6656fed15fad,Taylor,Bigbie,20,1,599,0,0,0,17,6,0,0,0,,,,,,,
fh_c496717257d0,Jessie,Eiselin,20,19,742,0,0,0,0,0,0,0,0,,,,,,,
fh_4495f0fd3e4d,Phoebe,Hall,12,0,200,0,0,0,0,0,0,0,0,,,,,,,
fh_ded0c29e9d11,Tane,King,17,1,500,0,0,0,0,0,0,0,0,,,,,,,
fh_a4418c57a6f0,Lotti,Knights,20,20,941,0,0,0,1,1,0,0,0,,,,,,,
fh_3c1a32887ece,Carla,Mauer,1,0,16,0,0,0,0,0,0,0,0,,,,,,,
fh_0075c026779a,Grace,O'Connor,17,0,196,0,0,0,0,0,0,0,0,,,,,,,
fh_143e37dda10a,Catalina,Pravda,4,0,43,0,0,0,3,2,0,0,0,,,,,,,
fh_232b99f64497,Sarah,Smalley,13,0,84,0,0,0,3,2,0,0,0,,,,,,,
fh_c392fad8f918,Sophia,Lefranc,17,17,,7,8,22,44,32,2,0,0,,,,,,,
fh_839f448457f8,Alicia,Battistelli,19,6,,9,2,20,31,21,3,2,3,,,,,,,
fh_c114cf4d22ce,Consu,de Castro,19,19,,7,3,17,41,26,3,0,0,,,,,,,
fh_68b0a8cf1fbe,Veerle,Nijhuis,19,19,,7,2,16,39,24,0,1,1,,,,,,,
fh_0b9a133b0116,Maddie,Priestly,19,14,,5,2,12,20,14,1,0,0,,,,,,,
fh_bd1d92c7ba3f,Maddy,Weaver,19,18,,3,2,8,4,4,1,0,0,,,,,,,
fh_bb1c9f8a10ac,Addie,DelOrefice,19,17,,3,1,7,31,21,0,0,0,,,,,,,
fh_62409c95ef39,Mora,Fernandez de Oliveira,19,8,,0,5,5,9,5,0,0,0,,,,,,,
fh_16c764c35d54,Gabby,Santini,19,17,,2,1,5,12,3,0,0,0,,,,,,,
fh_e0f6f92db39e,Fiona,McMahon,19,19,,0,4,4,1,1,0,0,0,,,,,,,
fh_b721d741331d,Isi,McMahon,19,1,,1,0,2,6,2,0,0,0,,,,,,,
fh_93759a82c062,Klara,Mikulaskova,14,10,,0,2,2,10,5,0,0,0,,,,,,,
fh_db413697e617,Lara,Cleophas,19,13,,0,1,1,5,1,0,0,0,,,,,,,
fh_c86225f7c82b,Abby,Wilber,15,7,,0,1,1,6,2,0,0,0,,,,,,,
fh_36f5777bcd84,Gloria,Allen,7,0,,0,0,0,0,0,0,0,0,,,,,,,
fh_c94ec646f3d4,Maya,Bilanin,2,0,,0,0,0,0,0,0,0,0,,,,,,,
fh_49f915b71c89,Ila,Gunner,4,0,,0,0,0,0,0,0,0,0,,,3,2.4,2,0.4,0
fh_f1d97b4e6909,Ainsley,Hubbard,9,3,,0,0,0,0,0,0,0,0,,,,,,,
fh_a71fec56acdf,Kate,Stockwell,4,0,,0,0,0,0,0,0,0,0,,,,,,,
fh_71a9927995ff,Merle,Vaandrager,19,19,,0,0,0,0,0,0,0,0,,,27,1.44,85,0.759,4
fh_30a276ff6440,Emily,Weaver,13,0,,0,0,0,2,1,0,0,0,,,,,,,
fh_2e130cbb7ebb,Alaina,McVeigh,21,21,1086,15,9,39,68,42,4,1,3,,,,,,,
fh_3a747ccc2c05,Julia,Boehringer,21,21,1073,10,5,25,38,21,3,0,0,,,,,,,
fh_295f9d37d941,Madison,Beach,21,21,1164,3,12,18,20,12,1,0,0,,,,,,,
fh_e2f774c71c2a,Macy,Szukics,21,21,1274,3,6,12,35,11,1,0,0,,,,,,,
fh_d7bf06693bbc,Maggie,Kondrath,20,13,826,4,3,11,13,10,0,1,1,,,,,,,
fh_45c0b8abeb68,Ashley,Stockdale,21,21,1002,4,1,9,13,10,1,0,0,,,,,,,
fh_d395d942066a,Shae,Wozniak,14,7,391,4,1,9,11,7,0,0,0,,,,,,,
fh_fbb4264e8828,Sofia,Fidalgo Schioppa,12,10,487,2,0,4,5,3,1,0,0,,,,,,,
fh_3a039cd82b55,Kyle,Massey,21,0,385,1,1,3,12,8,0,0,0,,,,,,,
fh_9cb351dd62c1,Juliette,Schulten,21,21,1162,1,1,3,10,5,0,0,0,,,,,,,
fh_9a3f3f98a87f,Paige,Bitting,21,21,1268,0,2,2,2,1,0,0,0,,,,,,,
fh_0711e6c6df25,Issy,Carey,16,0,258,1,0,2,5,4,0,0,0,,,,,,,
fh_f0704fd43bcf,Reagan,Ciabattoni,6,0,53,1,0,2,1,1,0,0,0,,,,,,,
fh_93770951a0b1,Lily,Soldan,7,0,90,1,0,2,1,1,0,0,0,,,,,,,
fh_6544e7f9ca1c,Brynn,Crouse,21,0,468,0,1,1,9,5,0,0,0,,,,,,,
fh_b450480e75e1,Brooke,Borzymowski,3,0,17,0,0,0,0,0,0,0,0,,,,,,,
fh_72ea90172e1a,Stella,Bumgarner,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_cd1b241879bb,Gracie,Butler,2,0,3,0,0,0,0,0,0,0,0,,,,,,,
fh_5e4b4c1d135f,Kaiya,Chepow,21,21,1257,0,0,0,0,0,0,0,0,,,,,,,
fh_ade9a9bc00de,Ava,Cickavage,21,21,1180,0,0,0,3,2,0,0,0,,,,,,,
fh_8aaabb2e43d0,Kate,Donnellan,5,0,19,0,0,0,0,0,0,0,0,,,,,,,
fh_79f5e5632719,Juliette,Gatsonides,9,0,99,0,0,0,1,1,0,0,0,,,,,,,
fh_2538570eec91,Sophia,Miller,20,1,389,0,0,0,0,0,0,0,0,,,,,,,
fh_e33d68a517d1,Abigail,Spear,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
fh_7f8f8704bb9e,Madelieve,Drion,16,16,750,5,1,11,19,16,1,0,0,,,,,,,
fh_a2668c717506,Alex,De Cain,16,16,808,4,2,10,23,16,0,0,0,,,,,,,
fh_ed3653f3e9ab,Melea,Weber,16,1,432,4,0,8,18,12,1,0,0,,,,,,,
fh_d45a35abf3d4,Madeline,Leigh,16,16,999,2,3,7,27,12,1,0,0,,,,,,,
fh_dee90945b681,Eva,Kluskens,16,16,742,1,4,6,15,9,0,0,0,,,,,,,
fh_160deba5696a,Caroline,Chisholm,16,11,558,2,1,5,23,11,0,1,1,,,,,,,
fh_ab620adadf82,Mia,Garber,16,16,796,2,0,4,24,10,0,0,0,,,,,,,
fh_473a4a343652,Martina,Giacchino,16,16,790,0,4,4,12,7,0,0,0,,,,,,,
fh_196bc1a916e5,Klara,Mueffelmann,16,15,620,1,2,4,21,8,1,0,0,,,,,,,
fh_efe666e69c62,Laila,Rosenquest,16,16,958,1,1,3,19,10,0,0,0,,,,,,,
fh_b65f54808381,Maeve,Seeger,16,16,993,1,1,3,5,3,1,0,0,,,,,,,
fh_55d1f2af2e92,Kate,Bock,11,0,80,1,0,2,1,1,0,0,0,,,,,,,
fh_262830e32b95,Sophia,Sisco,16,4,628,1,0,2,4,2,0,0,0,,,,,,,
fh_f115edd667db,Charlotte,Kramer,13,13,637,0,0,0,0,0,0,0,0,,,,,,,
fh_4f7981ec0eb9,Ava,Meehan,16,0,305,0,0,0,6,4,0,0,0,,,,,,,
fh_6500b2e70a5f,Lilly,Pergola,7,0,76,0,0,0,2,2,0,0,0,,,,,,,
fh_a4034bbc79ef,Caroline,Powell,2,0,15,0,0,0,0,0,0,0,0,,,,,,,
fh_12c6c9fdbb52,Maisy,Ricciardelli,16,0,276,0,0,0,3,3,0,0,0,,,,,,,
fh_47515a19b620,Kike,Van der Veen,3,0,25,0,0,0,0,0,0,0,0,,,,,,,
fh_06b92a109b24,Carine,Van Wiechen,12,3,377,0,0,0,0,0,0,0,0,,,,,,,
fh_420f0cb8a95e,Rylie,Wollerton,18,17,733,11,4,26,45,27,1,0,0,,,,,,,
fh_652deb035690,Gigi,Edwards,18,4,529,4,3,11,13,13,0,0,0,,,,,,,
fh_ccb630d688f3,Lauren,Masters,18,17,837,3,4,10,15,8,1,0,0,,,,,,,
fh_69f665b2f17a,Annabel,Sep,18,18,1093,4,2,10,35,15,1,0,0,,,,,,,
fh_d415876b5475,Izzy,Bianco,18,18,829,3,3,9,19,8,1,0,0,,,,,,,
fh_f97ef109054c,Tyler,Everslage,18,17,698,3,2,8,19,12,0,0,0,,,,,,,
fh_e986056ae340,Gracie,Potter,18,13,697,2,4,8,4,4,0,0,0,,,,,,,
fh_46a5bca607a3,Aubreigh,Uba,18,1,364,3,1,7,7,4,1,2,2,,,,,,,
fh_88092079f46d,Chloe,Cuzzupe,18,18,770,3,0,6,8,6,2,0,0,,,,,,,
fh_dc0ce0ba202a,Sophia,Parker,18,9,557,0,5,5,6,4,0,0,0,,,,,,,
fh_d70abd94f36d,Mary,Wordelmann,18,1,427,2,1,5,5,3,0,0,0,,,,,,,
fh_d3aa876c0051,Emily,Eaton,15,14,744,1,1,3,1,1,0,0,0,,,,,,,
fh_619494c2a9d8,Trijntje,Herfkens,18,10,736,0,2,2,0,0,0,0,0,,,,,,,
fh_bee747dc1f4d,Tatum,Kroon,17,17,791,0,2,2,1,0,0,0,0,,,,,,,
fh_ccf92760c645,Luciana,Carpenter,18,5,614,0,1,1,0,0,0,0,0,,,,,,,
fh_36aa77c2a3e2,Tatum,Bohnert,3,0,82,0,0,0,0,0,0,0,0,,,,,,,
fh_c38c4a004f75,Alessia,Cicuto,7,2,175,0,0,0,0,0,0,0,0,,,,,,,
fh_22daf7116344,Addison,Jay,18,1,452,0,0,0,1,1,0,0,0,,,,,,,
fh_6ed82224cf82,Megan,Mauzy,3,0,35,0,0,0,0,0,0,0,0,,,,,,,
fh_6c0595eaa38f,Jaelen,Perez,17,0,364,0,0,0,5,2,0,0,0,,,,,,,
fh_7c5a3d79bb99,Emily,Young,17,16,999,0,0,0,0,0,0,0,0,,,,,,,
fh_489a470a12ab,Callie,Caito,17,17,718,6,1,13,25,14,0,0,0,,,,,,,
fh_0de92a4f4c2a,Megan,Smith,17,11,684,5,1,11,13,11,2,0,0,,,,,,,
fh_96698138ca79,Alexa,Sedicino,18,17,754,2,4,8,14,7,1,0,0,,,,,,,
fh_efab80d0f977,Natalie,Griffin,18,18,911,3,1,7,6,5,0,0,0,,,,,,,
fh_35975d9c88b6,Claire,Joss,18,18,1072,2,2,6,20,5,0,0,0,,,,,,,
fh_415abd026b86,Elyse,Bouchard,18,17,695,1,3,5,6,3,0,0,0,,,,,,,
fh_8ee6f2f134d5,Maddy,DeFilippo,16,0,328,2,0,4,7,6,1,0,0,,,,,,,
fh_1e3e53f8a6ee,Julie,Diderich,18,0,446,1,2,4,3,1,0,0,0,,,,,,,
fh_a5b8b88f25a3,Gabrielle,Dwyer,18,16,883,0,3,3,1,0,0,0,0,,,,,,,
fh_d7eb6c304ed1,Emerson,Johnson,18,14,725,1,0,2,7,5,0,0,0,,,,,,,
fh_9147a21ac050,Lauren,Rothwell,18,8,523,0,2,2,6,3,0,0,0,,,,,,,
fh_1432c38454f9,India,Hayes,18,1,382,0,1,1,3,3,0,0,0,,,,,,,
fh_255ffd0192e6,Ellie,Picard,16,0,382,0,1,1,4,2,0,0,0,,,,,,,
fh_1c31c3954c77,Zoe,Bates,18,6,408,0,0,0,4,4,0,0,0,,,,,,,
fh_9777b4f03b60,Kerin,Birch,18,17,736,0,0,0,5,2,0,0,0,,,,,,,
fh_1a312afb8cbf,Elsa,Bishop,18,7,619,0,0,0,1,0,0,0,0,,,,,,,
fh_f45c16e1e1c4,Sara,DeSousa,9,4,275,0,0,0,0,0,0,0,0,,,12,2.64,24,0.667,2
fh_0453ce45587b,Carly,Dimock,8,0,83,0,0,0,0,0,0,0,0,,,,,,,
fh_5ad96701c1a0,Maud,van Lierop,14,13,768,0,0,0,0,0,0,0,0,,,42,3.22,78,0.65,2
fh_700f1587e653,Liv,Martino,4,0,8,0,0,0,0,0,0,0,0,,,,,,,
fh_1484a6aaab3c,Ella,Murphy,8,0,49,0,0,0,0,0,0,0,0,,,,,,,
fh_555b5de1c2a0,Jenny,Sorrentino,18,13,706,0,0,0,0,0,0,0,0,,,,,,,
fh_c570e38033c4,Pilar,Lorenzini,19,19,1165,12,1,25,53,28,1,1,1,,,,,,,
fh_81d5ebe61b3e,Tessa,Overgoor,19,19,960,10,4,24,52,33,1,0,0,,,,,,,
fh_7107c0cf3200,Jette,Kurz,19,18,1013,10,2,22,35,25,2,0,0,,,,,,,
fh_54c6c5ef664a,Mara,Küskes,19,19,1131,5,8,18,39,28,2,1,1,,,,,,,
fh_3eda985400a2,Indy,van Ek,19,19,1076,4,4,12,18,9,1,0,0,,,,,,,
fh_232b7f4039a5,Emma,Staron,19,19,868,5,2,12,10,7,2,0,0,,,,,,,
fh_65d330d2dc07,Olivia,Bell,19,19,1126,0,9,9,10,4,0,0,0,,,,,,,
fh_8caac04bbc25,Jenna,Zunic,15,14,783,2,3,7,7,4,2,0,0,,,,,,,
fh_46d06484a3e2,Lillian,Willis,19,16,970,1,4,6,11,10,0,0,1,,,,,,,
fh_4a3d84426904,Sophia,Schoonmaker,19,19,1094,1,3,5,17,11,0,0,0,,,,,,,
fh_58b56a8a64ab,Sarah,Salameh,17,3,441,2,0,4,5,5,0,0,0,,,,,,,
fh_d0fb281fb982,Rylee,Zunic,17,1,231,0,1,1,3,3,0,0,1,,,,,,,
fh_d89616840936,Nina,Faupel,5,1,86,0,0,0,0,0,0,0,0,,,2,1.39,6,0.75,
fh_5dfbdf737d08,Emma,Peeters,19,18,1060,0,0,0,0,0,0,0,0,,,26,1.47,76,0.745,
fh_95dd45ed3e8d,Mathilda,Prada,19,5,582,0,0,0,3,2,0,0,0,,,,,,,
fh_236a04b749a4,Samantha,Siter,17,0,244,0,0,0,3,2,0,0,0,,,,,,,
fh_93cc8acf83ff,Nicole,Poulakis,19,19,1002,23,8,54,65,45,5,3,5,,,,,,,
fh_86cba2aaa388,Kathelijne,Knuttel,19,19,911,14,12,40,51,35,4,0,0,,,,,,,
fh_37333a40e93d,Faye,Meijer,19,19,957,9,6,24,79,40,1,0,0,,,,,,,
fh_d32c1acd9f5b,Tasmin,Cookman,19,19,945,4,11,19,55,34,0,0,2,,,,,,,
fh_2b387c4f13dd,Addison,MacNeil,19,19,1009,3,12,18,13,9,0,0,0,,,,,,,
fh_fcb1401ff395,Marlijn,Swaan,19,19,1152,6,0,12,41,23,1,0,0,,,,,,,
fh_a6ec93d1ad70,Emily,Coughlin,19,3,348,4,0,8,8,6,0,0,0,,,,,,,
fh_bbcf954beefa,Louette,Petiet,19,19,1010,1,3,5,5,3,0,0,0,,,,,,,
fh_89fb32cba121,Brecken,Calcari,19,0,254,1,1,3,2,2,0,0,0,,,,,,,
fh_080bd0205b29,Kay,Murphy,19,0,294,1,1,3,4,3,1,0,0,,,,,,,
fh_aa30674a6186,Emily,Layton,15,0,131,1,0,2,1,1,0,0,0,,,,,,,
fh_606c04bcce29,Abigail,Armlin,19,16,819,0,0,0,0,0,0,0,0,,,,,,,
fh_e8e254e6ec74,Madilynn,Clark,17,0,481,0,0,0,0,0,0,0,0,,,,,,,
fh_d1af1d791f4f,Makayla,Clark,11,0,97,0,0,0,0,0,0,0,0,,,,,,,
fh_1b0452c8b722,Molly-Kate,Dempsey,3,0,58,0,0,0,0,0,0,0,0,,,,,,,
fh_47d9e726653c,Katie,Garrison,8,0,104,0,0,0,0,0,0,0,0,,,,,,,
fh_b7903bdf3e43,Julia,Graves,3,0,43,0,0,0,0,0,0,0,0,,,,,,,
fh_daea97d7b766,Abby,Johnson,18,18,1086,0,0,0,0,0,0,0,0,,,,,,,
fh_9b93b2436233,Abigail,Johnson,19,19,1113,0,0,0,0,0,0,0,0,,,,,,,
fh_cc65eb961853,Megan,Marthins,5,0,46,0,0,0,0,0,0,0,0,,,,,,,
fh_3aab1fcc09bd,Chloe,Miller,5,0,73,0,0,0,0,0,0,0,0,,,,,,,
fh_a90ce389d67d,Kerigan,Ross,6,1,80,0,0,0,0,0,0,0,0,,,,,,,
fh_427898c9cdeb,Morgan,Valeri,1,0,3,0,0,0,0,0,0,0,0,,,,,,,
fh_02922e8892e4,Becky,Ward,19,19,851,0,0,0,0,0,0,0,0,,,,,,,
fh_62d1314e6b89,Karlijn,Kerkhof,18,17,999,14,9,37,77,44,3,2,3,,,,,,,
fh_97ac7993b222,Madison,Leeper,18,18,887,8,6,22,27,17,1,0,0,,,,,,,
fh_e3d99f7bfb90,Alice,Van Hemelen,18,18,964,5,4,14,37,18,1,0,0,,,,,,,
fh_02c51bca517b,Rena,Pistilli,17,17,988,4,6,14,10,6,1,1,1,,,,,,,
fh_24e05d87951c,Ava,Clarke,18,11,638,5,0,10,22,13,0,0,0,,,,,,,
fh_eb695d5d8a9c,Karli,Penrod,12,12,518,5,0,10,21,15,0,0,0,,,,,,,
fh_ff527fa976be,Florine,Gerrits,18,17,886,2,5,9,16,7,1,0,0,,,,,,,
fh_cac16ddfd49a,Haley,Wernig,17,6,458,2,2,6,2,2,1,0,0,,,,,,,
fh_83ba1a00964f,Christina,Wagner,18,11,747,1,3,5,10,7,0,0,0,,,,,,,
fh_8777f5a705d1,Holly,Beckinsale,11,1,266,1,2,4,6,3,0,0,0,,,,,,,
fh_07abab6b6536,Alexa,Guarneri,18,1,499,2,0,4,9,6,0,0,0,,,,,,,
fh_5eabc57ea0ad,Audrey,Carter,15,7,398,1,1,3,13,5,0,0,0,,,,,,,
fh_0b5cbaefe0af,Kathryn,Guertin,1,0,15,1,0,2,3,2,0,0,0,,,,,,,
fh_1b7740237fec,Helena,Herlocher,4,0,79,1,0,2,1,1,0,0,0,,,,,,,
fh_fb89ffbb6ead,Jaedyn,Scarlatos,10,2,193,1,0,2,4,4,0,0,0,,,,,,,
fh_c36c6910f9c5,Aurise,Tattrie,18,18,1001,1,0,2,1,1,0,0,0,,,,,,,
fh_21d7dc8cf04b,Cate,Kleeman,18,17,988,0,1,1,0,0,0,0,0,,,,,,,
fh_328f322a1959,Maggie,Dowd,7,2,127,0,0,0,0,0,0,0,0,,,,,,,
fh_1d21f48626ff,Megan,MacMiller,5,0,45,0,0,0,0,0,0,0,0,,,,,,,
fh_d13a9129b41b,Lindsey,McGurl,13,1,248,0,0,0,6,4,0,0,0,,,,,,,
fh_a204005ba155,Veerle,Mous,18,18,1017,0,0,0,0,0,0,0,0,,,,,,,
fh_4893bedbb604,Brynn,Somers,13,4,426,0,0,0,0,0,0,0,0,,,,,,,
fh_7b6054549d34,Peyton,Rieger,18,18,806,10,7,27,30,21,5,0,0,,,,,,,
fh_a0e23f72f9b1,Lucia,Magro,18,18,844,9,2,20,43,24,3,3,3,,,,,,,
fh_a0fc98a1e703,Mathéa,Lassalle,18,16,848,6,2,14,39,19,0,0,0,,,,,,,
fh_a38c230ad0e7,Mara,Lenting,18,18,956,4,6,14,18,12,0,0,0,,,,,,,
fh_369baafabb0a,Kathryn,Gauvin,18,18,705,5,2,12,25,19,0,0,0,,,,,,,
fh_9d3d8814dc28,Agustina,Tucceri,18,18,1028,2,4,8,28,11,1,0,0,,,,,,,
