school,sport,gender,division,conference,athletes,intl
Sioux Falls,track_indoor,Men,D2,Northern Sun Intercollegiate Conference,43,0
Sioux Falls,track_indoor,Women,D2,Northern Sun Intercollegiate Conference,43,0
Sioux Falls,track_outdoor,Men,D2,Northern Sun Intercollegiate Conference,43,0
Sioux Falls,track_outdoor,Women,D2,Northern Sun Intercollegiate Conference,43,0
Sioux Falls,volleyball,Women,D2,Northern Sun Intercollegiate Conference,18,0
Sioux Falls,wrestling,Men,D2,Northern Sun Intercollegiate Conference,30,0
Sioux Falls,wrestling,Women,D2,Northern Sun Intercollegiate Conference,19,1
Skidmore,baseball,Men,D3,Liberty League,33,2
Skidmore,basketball,Men,D3,Liberty League,14,2
Skidmore,basketball,Women,D3,Liberty League,13,0
Skidmore,field_hockey,Women,D3,Liberty League,20,0
Skidmore,golf,Men,D3,Liberty League,9,1
Skidmore,ice_hockey,Men,D3,Liberty League,30,2
Skidmore,lacrosse,Men,D3,Liberty League,45,1
Skidmore,lacrosse,Women,D3,Liberty League,32,0
Skidmore,rowing,Women,D3,Liberty League,44,3
Skidmore,soccer,Men,D3,Liberty League,32,1
Skidmore,soccer,Women,D3,Liberty League,29,0
Skidmore,softball,Women,D3,Liberty League,18,0
Skidmore,swimming,Men,D3,Liberty League,16,1
Skidmore,swimming,Women,D3,Liberty League,26,0
Skidmore,tennis,Men,D3,Liberty League,9,4
Skidmore,tennis,Women,D3,Liberty League,7,2
Skidmore,volleyball,Women,D3,Liberty League,16,0
Slippery Rock,baseball,Men,D2,Pennsylvania State Athletic Conference,36,0
Slippery Rock,basketball,Men,D2,Pennsylvania State Athletic Conference,15,0
Slippery Rock,basketball,Women,D2,Pennsylvania State Athletic Conference,13,1
Slippery Rock,cross_country,Men,D2,Pennsylvania State Athletic Conference,23,0
Slippery Rock,cross_country,Women,D2,Pennsylvania State Athletic Conference,24,0
Slippery Rock,field_hockey,Women,D2,Pennsylvania State Athletic Conference,23,2
Slippery Rock,football,Men,D2,Pennsylvania State Athletic Conference,99,0
Slippery Rock,lacrosse,Women,D2,Pennsylvania State Athletic Conference,29,0
Slippery Rock,soccer,Men,D2,Pennsylvania State Athletic Conference,28,10
Slippery Rock,soccer,Women,D2,Pennsylvania State Athletic Conference,34,0
Slippery Rock,softball,Women,D2,Pennsylvania State Athletic Conference,24,0
Slippery Rock,tennis,Women,D2,Pennsylvania State Athletic Conference,7,4
Slippery Rock,track_indoor,Men,D2,Pennsylvania State Athletic Conference,77,0
Slippery Rock,track_indoor,Women,D2,Pennsylvania State Athletic Conference,75,0
Slippery Rock,track_outdoor,Men,D2,Pennsylvania State Athletic Conference,77,0
Slippery Rock,track_outdoor,Women,D2,Pennsylvania State Athletic Conference,75,0
Slippery Rock,volleyball,Women,D2,Pennsylvania State Athletic Conference,22,0
Smith,basketball,Women,D3,New England Women's and Men's Athletic Conference,16,1
Smith,cross_country,Women,D3,New England Women's and Men's Athletic Conference,12,0
Smith,field_hockey,Women,D3,New England Women's and Men's Athletic Conference,21,1
Smith,lacrosse,Women,D3,New England Women's and Men's Athletic Conference,27,0
Smith,rowing,Women,D3,New England Women's and Men's Athletic Conference,46,0
Smith,soccer,Women,D3,New England Women's and Men's Athletic Conference,23,1
Smith,softball,Women,D3,New England Women's and Men's Athletic Conference,17,0
Smith,swimming,Women,D3,New England Women's and Men's Athletic Conference,22,0
Smith,tennis,Women,D3,New England Women's and Men's Athletic Conference,12,2
Smith,track_indoor,Women,D3,New England Women's and Men's Athletic Conference,27,1
Smith,track_outdoor,Women,D3,New England Women's and Men's Athletic Conference,27,1
Smith,volleyball,Women,D3,New England Women's and Men's Athletic Conference,17,0
South Alabama,baseball,Men,D1,Sun Belt Conference,41,0
South Alabama,basketball,Men,D1,Sun Belt Conference,13,1
South Alabama,basketball,Women,D1,Sun Belt Conference,15,3
South Alabama,cross_country,Men,D1,Sun Belt Conference,11,2
South Alabama,cross_country,Women,D1,Sun Belt Conference,11,0
South Alabama,football,Men,D1,Sun Belt Conference,117,3
South Alabama,golf,Men,D1,Sun Belt Conference,7,4
South Alabama,golf,Women,D1,Sun Belt Conference,8,4
South Alabama,soccer,Women,D1,Sun Belt Conference,24,13
South Alabama,softball,Women,D1,Sun Belt Conference,25,2
South Alabama,tennis,Men,D1,Sun Belt Conference,7,6
South Alabama,tennis,Women,D1,Sun Belt Conference,7,6
South Alabama,track_indoor,Men,D1,Sun Belt Conference,46,7
South Alabama,track_indoor,Women,D1,Sun Belt Conference,40,3
South Alabama,track_outdoor,Men,D1,Sun Belt Conference,46,7
South Alabama,track_outdoor,Women,D1,Sun Belt Conference,40,3
South Alabama,volleyball,Women,D1,Sun Belt Conference,16,0
South Carolina,baseball,Men,D1,Southeastern Conference,37,0
South Carolina,basketball,Men,D1,Southeastern Conference,15,3
South Carolina,basketball,Women,D1,Southeastern Conference,12,3
South Carolina,beach_volleyball,Women,D1,Southeastern Conference,19,0
South Carolina,cross_country,Women,D1,Southeastern Conference,17,5
South Carolina,equestrian,Women,D1,Southeastern Conference,49,0
South Carolina,football,Men,D1,Southeastern Conference,113,1
South Carolina,golf,Men,D1,Southeastern Conference,10,3
South Carolina,golf,Women,D1,Southeastern Conference,8,7
South Carolina,soccer,Men,D1,Southeastern Conference,28,12
South Carolina,soccer,Women,D1,Southeastern Conference,28,1
South Carolina,softball,Women,D1,Southeastern Conference,23,0
South Carolina,swimming,Men,D1,Southeastern Conference,20,6
South Carolina,swimming,Women,D1,Southeastern Conference,30,5
South Carolina,tennis,Men,D1,Southeastern Conference,8,5
South Carolina,tennis,Women,D1,Southeastern Conference,10,5
South Carolina,track_indoor,Men,D1,Southeastern Conference,30,4
South Carolina,track_indoor,Women,D1,Southeastern Conference,44,6
South Carolina,track_outdoor,Men,D1,Southeastern Conference,30,4
South Carolina,track_outdoor,Women,D1,Southeastern Conference,44,6
South Carolina,volleyball,Women,D1,Southeastern Conference,18,2
South Carolina St.,basketball,Men,D1,Mid-Eastern Athletic Conference,14,14
South Carolina St.,basketball,Women,D1,Mid-Eastern Athletic Conference,15,0
South Carolina St.,cross_country,Men,D1,Mid-Eastern Athletic Conference,14,6
South Carolina St.,cross_country,Women,D1,Mid-Eastern Athletic Conference,14,4
South Carolina St.,football,Men,D1,Mid-Eastern Athletic Conference,99,9
South Carolina St.,soccer,Women,D1,Mid-Eastern Athletic Conference,17,2
South Carolina St.,softball,Women,D1,Mid-Eastern Athletic Conference,19,0
South Carolina St.,tennis,Men,D1,Mid-Eastern Athletic Conference,13,12
South Carolina St.,tennis,Women,D1,Mid-Eastern Athletic Conference,7,5
South Carolina St.,track_indoor,Men,D1,Mid-Eastern Athletic Conference,42,1
South Carolina St.,track_indoor,Women,D1,Mid-Eastern Athletic Conference,29,1
South Carolina St.,track_outdoor,Men,D1,Mid-Eastern Athletic Conference,42,1
South Carolina St.,track_outdoor,Women,D1,Mid-Eastern Athletic Conference,29,1
South Carolina St.,volleyball,Women,D1,Mid-Eastern Athletic Conference,16,0
South Dakota,basketball,Men,D1,The Summit League,17,1
South Dakota,basketball,Women,D1,The Summit League,15,0
South Dakota,cross_country,Men,D1,The Summit League,12,0
South Dakota,cross_country,Women,D1,The Summit League,20,1
South Dakota,football,Men,D1,The Summit League,99,2
South Dakota,golf,Men,D1,The Summit League,10,0
South Dakota,golf,Women,D1,The Summit League,8,2
South Dakota,soccer,Women,D1,The Summit League,29,1
South Dakota,softball,Women,D1,The Summit League,23,0
South Dakota,swimming,Men,D1,The Summit League,28,0
South Dakota,swimming,Women,D1,The Summit League,31,3
South Dakota,tennis,Women,D1,The Summit League,8,6
South Dakota,track_indoor,Men,D1,The Summit League,49,1
South Dakota,track_indoor,Women,D1,The Summit League,58,5
South Dakota,track_outdoor,Men,D1,The Summit League,49,1
South Dakota,track_outdoor,Women,D1,The Summit League,58,5
South Dakota,triathlon,Women,D1,The Summit League,6,2
South Dakota,volleyball,Women,D1,The Summit League,17,0
South Dakota Mines,basketball,Men,D2,Rocky Mountain Athletic Conference,14,2
South Dakota Mines,basketball,Women,D2,Rocky Mountain Athletic Conference,15,1
South Dakota Mines,cross_country,Men,D2,Rocky Mountain Athletic Conference,26,8
South Dakota Mines,cross_country,Women,D2,Rocky Mountain Athletic Conference,12,5
South Dakota Mines,football,Men,D2,Rocky Mountain Athletic Conference,99,4
South Dakota Mines,golf,Men,D2,Rocky Mountain Athletic Conference,13,1
South Dakota Mines,golf,Women,D2,Rocky Mountain Athletic Conference,9,0
South Dakota Mines,soccer,Men,D2,Rocky Mountain Athletic Conference,37,8
South Dakota Mines,track_indoor,Men,D2,Rocky Mountain Athletic Conference,65,22
South Dakota Mines,track_indoor,Women,D2,Rocky Mountain Athletic Conference,26,11
South Dakota Mines,track_outdoor,Men,D2,Rocky Mountain Athletic Conference,65,22
South Dakota Mines,track_outdoor,Women,D2,Rocky Mountain Athletic Conference,26,11
South Dakota Mines,volleyball,Women,D2,Rocky Mountain Athletic Conference,18,1
South Dakota St.,baseball,Men,D1,Summit League,34,1
South Dakota St.,basketball,Men,D1,Summit League,14,0
South Dakota St.,basketball,Women,D1,Summit League,13,0
South Dakota St.,cross_country,Men,D1,Summit League,19,2
South Dakota St.,cross_country,Women,D1,Summit League,26,1
South Dakota St.,equestrian,Women,D1,Summit League,26,1
South Dakota St.,football,Men,D1,Summit League,115,0
South Dakota St.,golf,Men,D1,Summit League,9,0
South Dakota St.,golf,Women,D1,Summit League,8,2
South Dakota St.,soccer,Women,D1,Summit League,28,1
South Dakota St.,softball,Women,D1,Summit League,26,0
South Dakota St.,swimming,Men,D1,Summit League,32,1
South Dakota St.,swimming,Women,D1,Summit League,32,5
South Dakota St.,track_indoor,Men,D1,Summit League,58,2
South Dakota St.,track_indoor,Women,D1,Summit League,63,2
South Dakota St.,track_outdoor,Men,D1,Summit League,58,2
South Dakota St.,track_outdoor,Women,D1,Summit League,63,2
South Dakota St.,volleyball,Women,D1,Summit League,15,0
South Dakota St.,wrestling,Men,D1,Summit League,37,0
South Fla.,baseball,Men,D1,American Conference,41,1
South Fla.,basketball,Men,D1,American Conference,15,4
South Fla.,basketball,Women,D1,American Conference,15,10
South Fla.,beach_volleyball,Women,D1,American Conference,15,5
South Fla.,cross_country,Men,D1,American Conference,8,1
South Fla.,cross_country,Women,D1,American Conference,8,1
South Fla.,football,Men,D1,American Conference,112,6
South Fla.,golf,Men,D1,American Conference,6,3
South Fla.,golf,Women,D1,American Conference,9,8
South Fla.,lacrosse,Women,D1,American Conference,39,0
South Fla.,soccer,Men,D1,American Conference,27,16
South Fla.,soccer,Women,D1,American Conference,29,13
South Fla.,softball,Women,D1,American Conference,28,0
South Fla.,tennis,Men,D1,American Conference,10,9
South Fla.,tennis,Women,D1,American Conference,8,8
South Fla.,track_indoor,Men,D1,American Conference,35,14
South Fla.,track_indoor,Women,D1,American Conference,40,7
South Fla.,track_outdoor,Men,D1,American Conference,35,14
South Fla.,track_outdoor,Women,D1,American Conference,40,7
South Fla.,volleyball,Women,D1,American Conference,18,1
Southeast Mo. St.,baseball,Men,D1,Ohio Valley Conference,37,3
Southeast Mo. St.,basketball,Men,D1,Ohio Valley Conference,14,2
Southeast Mo. St.,basketball,Women,D1,Ohio Valley Conference,12,1
Southeast Mo. St.,cross_country,Men,D1,Ohio Valley Conference,15,2
Southeast Mo. St.,cross_country,Women,D1,Ohio Valley Conference,14,4
Southeast Mo. St.,football,Men,D1,Ohio Valley Conference,103,0
Southeast Mo. St.,gymnastics,Women,D1,Ohio Valley Conference,20,0
Southeast Mo. St.,soccer,Women,D1,Ohio Valley Conference,26,2
Southeast Mo. St.,softball,Women,D1,Ohio Valley Conference,23,0
Southeast Mo. St.,tennis,Women,D1,Ohio Valley Conference,8,6
Southeast Mo. St.,track_indoor,Men,D1,Ohio Valley Conference,38,3
Southeast Mo. St.,track_indoor,Women,D1,Ohio Valley Conference,35,5
Southeast Mo. St.,track_outdoor,Men,D1,Ohio Valley Conference,38,3
Southeast Mo. St.,track_outdoor,Women,D1,Ohio Valley Conference,35,5
Southeast Mo. St.,volleyball,Women,D1,Ohio Valley Conference,17,0
Southeastern La.,baseball,Men,D1,Southland Conference,45,0
Southeastern La.,basketball,Men,D1,Southland Conference,12,2
Southeastern La.,basketball,Women,D1,Southland Conference,7,0
Southeastern La.,beach_volleyball,Women,D1,Southland Conference,14,3
Southeastern La.,cross_country,Men,D1,Southland Conference,8,0
Southeastern La.,cross_country,Women,D1,Southland Conference,7,1
Southeastern La.,football,Men,D1,Southland Conference,101,5
Southeastern La.,golf,Men,D1,Southland Conference,10,2
Southeastern La.,soccer,Women,D1,Southland Conference,30,3
Southeastern La.,softball,Women,D1,Southland Conference,25,1
Southeastern La.,tennis,Women,D1,Southland Conference,9,6
Southeastern La.,track_indoor,Men,D1,Southland Conference,32,5
Southeastern La.,track_indoor,Women,D1,Southland Conference,21,3
Southeastern La.,track_outdoor,Men,D1,Southland Conference,32,5
Southeastern La.,track_outdoor,Women,D1,Southland Conference,21,3
Southeastern La.,volleyball,Women,D1,Southland Conference,19,3
Southeastern Oklahoma State,baseball,Men,D2,Great American Conference,44,0
Southeastern Oklahoma State,basketball,Men,D2,Great American Conference,17,7
Southeastern Oklahoma State,basketball,Women,D2,Great American Conference,15,0
Southeastern Oklahoma State,cross_country,Women,D2,Great American Conference,17,0
Southeastern Oklahoma State,football,Men,D2,Great American Conference,122,0
Southeastern Oklahoma State,golf,Men,D2,Great American Conference,9,0
Southeastern Oklahoma State,golf,Women,D2,Great American Conference,6,0
Southeastern Oklahoma State,softball,Women,D2,Great American Conference,21,0
Southeastern Oklahoma State,tennis,Men,D2,Great American Conference,10,8
Southeastern Oklahoma State,tennis,Women,D2,Great American Conference,7,7
Southeastern Oklahoma State,track_indoor,Women,D2,Great American Conference,39,0
Southeastern Oklahoma State,track_outdoor,Women,D2,Great American Conference,39,0
Southeastern Oklahoma State,volleyball,Women,D2,Great American Conference,17,0
Southern Arkansas,baseball,Men,D2,Great American Conference,49,0
Southern Arkansas,basketball,Men,D2,Great American Conference,17,0
Southern Arkansas,basketball,Women,D2,Great American Conference,14,3
Southern Arkansas,cross_country,Men,D2,Great American Conference,19,0
Southern Arkansas,cross_country,Women,D2,Great American Conference,12,0
Southern Arkansas,football,Men,D2,Great American Conference,109,0
Southern Arkansas,golf,Men,D2,Great American Conference,6,3
Southern Arkansas,golf,Women,D2,Great American Conference,5,0
Southern Arkansas,softball,Women,D2,Great American Conference,34,4
Southern Arkansas,tennis,Men,D2,Great American Conference,10,10
Southern Arkansas,tennis,Women,D2,Great American Conference,7,5
Southern Arkansas,track_indoor,Men,D2,Great American Conference,54,1
Southern Arkansas,track_indoor,Women,D2,Great American Conference,39,0
Southern Arkansas,track_outdoor,Men,D2,Great American Conference,54,1
Southern Arkansas,track_outdoor,Women,D2,Great American Conference,39,0
Southern Arkansas,volleyball,Women,D2,Great American Conference,14,0
Southern California,baseball,Men,D1,Big Ten Conference,40,2
Southern California,basketball,Men,D1,Big Ten Conference,16,0
Southern California,basketball,Women,D1,Big Ten Conference,14,4
Southern California,beach_volleyball,Women,D1,Big Ten Conference,20,3
Southern California,cross_country,Women,D1,Big Ten Conference,10,0
Southern California,football,Men,D1,Big Ten Conference,114,3
Southern California,golf,Men,D1,Big Ten Conference,7,5
Southern California,golf,Women,D1,Big Ten Conference,7,1
Southern California,lacrosse,Women,D1,Big Ten Conference,33,0
Southern California,rowing,Women,D1,Big Ten Conference,49,11
Southern California,soccer,Women,D1,Big Ten Conference,27,4
Southern California,swimming,Men,D1,Big Ten Conference,31,12
Southern California,swimming,Women,D1,Big Ten Conference,29,7
Southern California,tennis,Men,D1,Big Ten Conference,10,7
Southern California,tennis,Women,D1,Big Ten Conference,8,4
Southern California,track_indoor,Men,D1,Big Ten Conference,31,8
Southern California,track_indoor,Women,D1,Big Ten Conference,35,2
Southern California,track_outdoor,Men,D1,Big Ten Conference,31,8
Southern California,track_outdoor,Women,D1,Big Ten Conference,35,2
Southern California,volleyball,Men,D1,Big Ten Conference,21,1
Southern California,volleyball,Women,D1,Big Ten Conference,18,0
Southern California,water_polo,Men,D1,Big Ten Conference,24,6
Southern California,water_polo,Women,D1,Big Ten Conference,23,4
Southern Connecticut State,baseball,Men,D2,Northeast-10 Conference,34,0
Southern Connecticut State,basketball,Men,D2,Northeast-10 Conference,14,0
Southern Connecticut State,basketball,Women,D2,Northeast-10 Conference,14,3
Southern Connecticut State,cross_country,Men,D2,Northeast-10 Conference,12,0
Southern Connecticut State,cross_country,Women,D2,Northeast-10 Conference,12,0
Southern Connecticut State,field_hockey,Women,D2,Northeast-10 Conference,22,2
Southern Connecticut State,football,Men,D2,Northeast-10 Conference,111,0
Southern Connecticut State,gymnastics,Women,D2,Northeast-10 Conference,25,4
Southern Connecticut State,lacrosse,Women,D2,Northeast-10 Conference,29,0
Southern Connecticut State,soccer,Men,D2,Northeast-10 Conference,28,11
Southern Connecticut State,soccer,Women,D2,Northeast-10 Conference,26,3
Southern Connecticut State,softball,Women,D2,Northeast-10 Conference,22,0
Southern Connecticut State,swimming,Men,D2,Northeast-10 Conference,26,0
Southern Connecticut State,swimming,Women,D2,Northeast-10 Conference,24,1
Southern Connecticut State,track_indoor,Men,D2,Northeast-10 Conference,66,1
Southern Connecticut State,track_indoor,Women,D2,Northeast-10 Conference,37,1
Southern Connecticut State,track_outdoor,Men,D2,Northeast-10 Conference,66,1
Southern Connecticut State,track_outdoor,Women,D2,Northeast-10 Conference,37,1
Southern Connecticut State,volleyball,Women,D2,Northeast-10 Conference,20,2
Southern Ill.,baseball,Men,D1,Missouri Valley Conference,35,3
Southern Ill.,basketball,Men,D1,Missouri Valley Conference,14,2
Southern Ill.,basketball,Women,D1,Missouri Valley Conference,13,4
Southern Ill.,cross_country,Men,D1,Missouri Valley Conference,8,0
Southern Ill.,cross_country,Women,D1,Missouri Valley Conference,8,0
Southern Ill.,football,Men,D1,Missouri Valley Conference,109,1
Southern Ill.,golf,Men,D1,Missouri Valley Conference,9,4
Southern Ill.,golf,Women,D1,Missouri Valley Conference,7,1
Southern Ill.,soccer,Women,D1,Missouri Valley Conference,24,7
Southern Ill.,softball,Women,D1,Missouri Valley Conference,21,0
Southern Ill.,swimming,Men,D1,Missouri Valley Conference,26,8
Southern Ill.,swimming,Women,D1,Missouri Valley Conference,24,11
Southern Ill.,track_indoor,Men,D1,Missouri Valley Conference,36,1
Southern Ill.,track_indoor,Women,D1,Missouri Valley Conference,37,4
Southern Ill.,track_outdoor,Men,D1,Missouri Valley Conference,36,1
Southern Ill.,track_outdoor,Women,D1,Missouri Valley Conference,37,4
Southern Ill.,volleyball,Women,D1,Missouri Valley Conference,17,3
Southern Ind.,baseball,Men,D1,Ohio Valley Conference,44,1
Southern Ind.,basketball,Men,D1,Ohio Valley Conference,15,2
Southern Ind.,basketball,Women,D1,Ohio Valley Conference,13,0
Southern Ind.,cross_country,Men,D1,Ohio Valley Conference,36,0
Southern Ind.,cross_country,Women,D1,Ohio Valley Conference,21,0
Southern Ind.,golf,Men,D1,Ohio Valley Conference,9,1
Southern Ind.,golf,Women,D1,Ohio Valley Conference,7,2
Southern Ind.,soccer,Men,D1,Ohio Valley Conference,26,2
Southern Ind.,soccer,Women,D1,Ohio Valley Conference,30,0
Southern Ind.,softball,Women,D1,Ohio Valley Conference,22,1
Southern Ind.,swimming,Men,D1,Ohio Valley Conference,26,0
Southern Ind.,swimming,Women,D1,Ohio Valley Conference,27,1
Southern Ind.,tennis,Men,D1,Ohio Valley Conference,9,5
Southern Ind.,tennis,Women,D1,Ohio Valley Conference,7,4
Southern Ind.,track_indoor,Men,D1,Ohio Valley Conference,37,0
Southern Ind.,track_indoor,Women,D1,Ohio Valley Conference,22,0
Southern Ind.,track_outdoor,Men,D1,Ohio Valley Conference,37,0
Southern Ind.,track_outdoor,Women,D1,Ohio Valley Conference,22,0
Southern Ind.,volleyball,Women,D1,Ohio Valley Conference,15,0
Southern Maine,baseball,Men,D3,Little East Conference,41,2
Southern Maine,basketball,Men,D3,Little East Conference,19,2
Southern Maine,basketball,Women,D3,Little East Conference,17,1
Southern Maine,cross_country,Men,D3,Little East Conference,13,0
Southern Maine,cross_country,Women,D3,Little East Conference,12,1
Southern Maine,field_hockey,Women,D3,Little East Conference,23,0
Southern Maine,golf,Men,D3,Little East Conference,11,1
Southern Maine,golf,Women,D3,Little East Conference,8,0
Southern Maine,ice_hockey,Men,D3,Little East Conference,30,10
Southern Maine,ice_hockey,Women,D3,Little East Conference,21,12
Southern Maine,lacrosse,Men,D3,Little East Conference,32,0
Southern Maine,lacrosse,Women,D3,Little East Conference,21,1
Southern Maine,soccer,Men,D3,Little East Conference,33,0
Southern Maine,soccer,Women,D3,Little East Conference,33,3
Southern Maine,softball,Women,D3,Little East Conference,23,0
Southern Maine,tennis,Men,D3,Little East Conference,11,3
Southern Maine,track_indoor,Men,D3,Little East Conference,37,0
Southern Maine,track_indoor,Women,D3,Little East Conference,40,3
Southern Maine,track_outdoor,Men,D3,Little East Conference,37,0
Southern Maine,track_outdoor,Women,D3,Little East Conference,40,3
Southern Maine,volleyball,Women,D3,Little East Conference,15,0
Southern Maine,wrestling,Men,D3,Little East Conference,29,0
Southern Miss.,baseball,Men,D1,Sun Belt Conference,42,0
Southern Miss.,basketball,Men,D1,Sun Belt Conference,18,5
Southern Miss.,basketball,Women,D1,Sun Belt Conference,13,0
Southern Miss.,beach_volleyball,Women,D1,Sun Belt Conference,17,6
Southern Miss.,football,Men,D1,Sun Belt Conference,110,2
Southern Miss.,golf,Men,D1,Sun Belt Conference,10,5
Southern Miss.,golf,Women,D1,Sun Belt Conference,9,4
Southern Miss.,soccer,Women,D1,Sun Belt Conference,26,10
Southern Miss.,softball,Women,D1,Sun Belt Conference,28,0
Southern Miss.,tennis,Men,D1,Sun Belt Conference,10,8
Southern Miss.,tennis,Women,D1,Sun Belt Conference,10,10
Southern Miss.,track_indoor,Men,D1,Sun Belt Conference,31,1
Southern Miss.,track_indoor,Women,D1,Sun Belt Conference,34,1
Southern Miss.,track_outdoor,Men,D1,Sun Belt Conference,31,1
Southern Miss.,track_outdoor,Women,D1,Sun Belt Conference,34,1
Southern Miss.,volleyball,Women,D1,Sun Belt Conference,18,1
Southern Nazarene,baseball,Men,D2,Great American Conference,42,0
Southern Nazarene,basketball,Men,D2,Great American Conference,14,2
Southern Nazarene,basketball,Women,D2,Great American Conference,18,6
Southern Nazarene,cross_country,Men,D2,Great American Conference,6,0
Southern Nazarene,cross_country,Women,D2,Great American Conference,6,0
Southern Nazarene,football,Men,D2,Great American Conference,157,4
Southern Nazarene,golf,Men,D2,Great American Conference,16,3
Southern Nazarene,golf,Women,D2,Great American Conference,9,0
Southern Nazarene,soccer,Men,D2,Great American Conference,29,15
Southern Nazarene,soccer,Women,D2,Great American Conference,31,0
Southern Nazarene,softball,Women,D2,Great American Conference,33,0
Southern Nazarene,stunt,Women,D2,Great American Conference,33,0
Southern Nazarene,track_indoor,Men,D2,Great American Conference,26,1
Southern Nazarene,track_indoor,Women,D2,Great American Conference,22,0
Southern Nazarene,track_outdoor,Men,D2,Great American Conference,26,1
Southern Nazarene,track_outdoor,Women,D2,Great American Conference,22,0
Southern Nazarene,volleyball,Women,D2,Great American Conference,20,0
Southern New Hampshire,baseball,Men,D2,Northeast-10 Conference,40,2
Southern New Hampshire,basketball,Men,D2,Northeast-10 Conference,13,2
Southern New Hampshire,basketball,Women,D2,Northeast-10 Conference,11,0
Southern New Hampshire,cross_country,Men,D2,Northeast-10 Conference,7,0
Southern New Hampshire,cross_country,Women,D2,Northeast-10 Conference,9,0
Southern New Hampshire,field_hockey,Women,D2,Northeast-10 Conference,19,5
Southern New Hampshire,golf,Men,D2,Northeast-10 Conference,9,0
Southern New Hampshire,ice_hockey,Men,D2,Northeast-10 Conference,30,9
Southern New Hampshire,lacrosse,Men,D2,Northeast-10 Conference,49,1
Southern New Hampshire,lacrosse,Women,D2,Northeast-10 Conference,27,1
Southern New Hampshire,soccer,Men,D2,Northeast-10 Conference,29,15
Southern New Hampshire,soccer,Women,D2,Northeast-10 Conference,29,2
Southern New Hampshire,softball,Women,D2,Northeast-10 Conference,18,0
Southern New Hampshire,tennis,Men,D2,Northeast-10 Conference,11,10
Southern New Hampshire,tennis,Women,D2,Northeast-10 Conference,7,7
Southern New Hampshire,track_indoor,Women,D2,Northeast-10 Conference,26,0
Southern New Hampshire,track_outdoor,Women,D2,Northeast-10 Conference,26,0
Southern New Hampshire,volleyball,Women,D2,Northeast-10 Conference,14,0
Southern U.,baseball,Men,D1,Southwestern Athletic Conference,40,0
Southern U.,basketball,Men,D1,Southwestern Athletic Conference,17,1
Southern U.,basketball,Women,D1,Southwestern Athletic Conference,15,0
Southern U.,bowling,Women,D1,Southwestern Athletic Conference,6,1
Southern U.,cross_country,Men,D1,Southwestern Athletic Conference,9,0
Southern U.,cross_country,Women,D1,Southwestern Athletic Conference,11,3
Southern U.,football,Men,D1,Southwestern Athletic Conference,95,1
Southern U.,golf,Men,D1,Southwestern Athletic Conference,9,1
Southern U.,golf,Women,D1,Southwestern Athletic Conference,6,2
Southern U.,soccer,Women,D1,Southwestern Athletic Conference,27,7
Southern U.,softball,Women,D1,Southwestern Athletic Conference,22,0
Southern U.,tennis,Men,D1,Southwestern Athletic Conference,7,7
Southern U.,tennis,Women,D1,Southwestern Athletic Conference,8,4
Southern U.,track_indoor,Men,D1,Southwestern Athletic Conference,29,0
Southern U.,track_indoor,Women,D1,Southwestern Athletic Conference,30,4
Southern U.,track_outdoor,Men,D1,Southwestern Athletic Conference,29,0
Southern U.,track_outdoor,Women,D1,Southwestern Athletic Conference,30,4
Southern U.,volleyball,Women,D1,Southwestern Athletic Conference,20,1
Southern Utah,basketball,Men,D1,Western Athletic Conference,15,1
Southern Utah,basketball,Women,D1,Western Athletic Conference,14,3
Southern Utah,cross_country,Men,D1,Western Athletic Conference,14,1
Southern Utah,cross_country,Women,D1,Western Athletic Conference,10,0
Southern Utah,football,Men,D1,Western Athletic Conference,110,1
Southern Utah,golf,Men,D1,Western Athletic Conference,9,3
Southern Utah,golf,Women,D1,Western Athletic Conference,9,4
Southern Utah,gymnastics,Women,D1,Western Athletic Conference,23,3
Southern Utah,soccer,Women,D1,Western Athletic Conference,26,4
Southern Utah,softball,Women,D1,Western Athletic Conference,20,0
Southern Utah,track_indoor,Men,D1,Western Athletic Conference,41,5
Southern Utah,track_indoor,Women,D1,Western Athletic Conference,34,2
Southern Utah,track_outdoor,Men,D1,Western Athletic Conference,41,5
Southern Utah,track_outdoor,Women,D1,Western Athletic Conference,34,2
Southern Utah,volleyball,Women,D1,Western Athletic Conference,18,4
Southern Virginia,baseball,Men,D3,USA South Athletic Conference,38,2
Southern Virginia,basketball,Men,D3,USA South Athletic Conference,17,0
Southern Virginia,basketball,Women,D3,USA South Athletic Conference,13,2
Southern Virginia,beach_volleyball,Women,D3,Independent,16,0
Southern Virginia,cross_country,Men,D3,USA South Athletic Conference,6,0
Southern Virginia,cross_country,Women,D3,USA South Athletic Conference,13,0
Southern Virginia,football,Men,D3,USA South Athletic Conference,89,6
Southern Virginia,golf,Men,D3,USA South Athletic Conference,18,1
Southern Virginia,golf,Women,D3,USA South Athletic Conference,11,0
Southern Virginia,lacrosse,Men,D3,USA South Athletic Conference,34,0
Southern Virginia,lacrosse,Women,D3,USA South Athletic Conference,13,0
Southern Virginia,soccer,Men,D3,USA South Athletic Conference,36,1
Southern Virginia,soccer,Women,D3,USA South Athletic Conference,30,4
Southern Virginia,softball,Women,D3,USA South Athletic Conference,22,0
Southern Virginia,swimming,Men,D3,USA South Athletic Conference,9,1
Southern Virginia,swimming,Women,D3,USA South Athletic Conference,14,1
