school,sport,gender,division,conference,athletes,intl
Fresno St.,softball,Women,D1,Mountain West Conference,26,1
Fresno St.,swimming,Women,D1,Mountain West Conference,30,9
Fresno St.,tennis,Women,D1,Mountain West Conference,6,4
Fresno St.,track_indoor,Women,D1,Mountain West Conference,37,6
Fresno St.,track_outdoor,Men,D1,Mountain West Conference,21,0
Fresno St.,track_outdoor,Women,D1,Mountain West Conference,37,6
Fresno St.,volleyball,Women,D1,Mountain West Conference,16,0
Fresno St.,water_polo,Women,D1,Mountain West Conference,24,10
Frostburg State,acro_tumbling,Women,D2,Mountain East Conference,27,0
Frostburg State,baseball,Men,D2,Mountain East Conference,42,0
Frostburg State,basketball,Men,D2,Mountain East Conference,20,1
Frostburg State,basketball,Women,D2,Mountain East Conference,17,0
Frostburg State,cross_country,Men,D2,Mountain East Conference,13,0
Frostburg State,cross_country,Women,D2,Mountain East Conference,13,0
Frostburg State,field_hockey,Women,D2,Mountain East Conference,24,0
Frostburg State,football,Men,D2,Mountain East Conference,120,0
Frostburg State,lacrosse,Men,D2,Mountain East Conference,53,2
Frostburg State,lacrosse,Women,D2,Mountain East Conference,32,0
Frostburg State,rugby,Women,D2,Mountain East Conference,27,0
Frostburg State,soccer,Men,D2,Mountain East Conference,33,4
Frostburg State,soccer,Women,D2,Mountain East Conference,28,0
Frostburg State,softball,Women,D2,Mountain East Conference,18,1
Frostburg State,swimming,Men,D2,Mountain East Conference,19,0
Frostburg State,swimming,Women,D2,Mountain East Conference,15,0
Frostburg State,tennis,Men,D2,Mountain East Conference,9,4
Frostburg State,tennis,Women,D2,Mountain East Conference,8,4
Frostburg State,track_indoor,Men,D2,Mountain East Conference,49,0
Frostburg State,track_indoor,Women,D2,Mountain East Conference,33,0
Frostburg State,track_outdoor,Men,D2,Mountain East Conference,49,0
Frostburg State,track_outdoor,Women,D2,Mountain East Conference,33,0
Frostburg State,volleyball,Women,D2,Mountain East Conference,23,1
Frostburg State,wrestling,Men,D2,Mountain East Conference,40,0
Frostburg State,wrestling,Women,D2,Mountain East Conference,27,0
Furman,basketball,Men,D1,Southern Conference,15,1
Furman,basketball,Women,D1,Southern Conference,14,2
Furman,football,Men,D1,Southern Conference,117,0
Furman,golf,Men,D1,Southern Conference,9,1
Furman,golf,Women,D1,Southern Conference,7,2
Furman,lacrosse,Women,D1,Southern Conference,42,0
Furman,soccer,Men,D1,Southern Conference,29,3
Furman,soccer,Women,D1,Southern Conference,34,0
Furman,softball,Women,D1,Southern Conference,20,0
Furman,tennis,Men,D1,Southern Conference,11,4
Furman,tennis,Women,D1,Southern Conference,7,3
Furman,track_indoor,Men,D1,Southern Conference,24,2
Furman,track_indoor,Women,D1,Southern Conference,20,1
Furman,track_outdoor,Men,D1,Southern Conference,24,2
Furman,track_outdoor,Women,D1,Southern Conference,20,1
Furman,volleyball,Women,D1,Southern Conference,18,0
Ga. Southern,baseball,Men,D1,Sun Belt Conference,38,0
Ga. Southern,basketball,Men,D1,Sun Belt Conference,17,3
Ga. Southern,basketball,Women,D1,Sun Belt Conference,8,0
Ga. Southern,cross_country,Women,D1,Sun Belt Conference,44,2
Ga. Southern,football,Men,D1,Sun Belt Conference,116,3
Ga. Southern,golf,Men,D1,Sun Belt Conference,9,3
Ga. Southern,golf,Women,D1,Sun Belt Conference,8,3
Ga. Southern,soccer,Men,D1,Sun Belt Conference,30,19
Ga. Southern,soccer,Women,D1,Sun Belt Conference,26,2
Ga. Southern,softball,Women,D1,Sun Belt Conference,21,0
Ga. Southern,swimming,Women,D1,Sun Belt Conference,27,3
Ga. Southern,tennis,Men,D1,Sun Belt Conference,8,6
Ga. Southern,tennis,Women,D1,Sun Belt Conference,9,7
Ga. Southern,track_indoor,Women,D1,Sun Belt Conference,39,2
Ga. Southern,track_outdoor,Women,D1,Sun Belt Conference,39,2
Ga. Southern,volleyball,Women,D1,Sun Belt Conference,17,1
Gallaudet,basketball,Men,D3,United East Conference,13,1
Gallaudet,basketball,Women,D3,United East Conference,12,0
Gallaudet,cross_country,Men,D3,United East Conference,8,2
Gallaudet,cross_country,Women,D3,United East Conference,4,0
Gallaudet,football,Men,D3,United East Conference,59,0
Gallaudet,soccer,Men,D3,United East Conference,19,4
Gallaudet,softball,Women,D3,United East Conference,13,0
Gallaudet,stunt,Women,D3,Independent,16,1
Gallaudet,swimming,Men,D3,Atlantic East Conference,4,0
Gallaudet,swimming,Women,D3,United East Conference,11,0
Gallaudet,track_indoor,Men,D3,United East Conference,20,1
Gallaudet,track_indoor,Women,D3,United East Conference,5,0
Gallaudet,track_outdoor,Men,D3,United East Conference,20,1
Gallaudet,track_outdoor,Women,D3,United East Conference,5,0
Gallaudet,triathlon,Women,D3,Independent,10,0
Gallaudet,volleyball,Men,D3,United East Conference,15,1
Gallaudet,volleyball,Women,D3,United East Conference,12,0
Gannon,acro_tumbling,Women,D2,Pennsylvania State Athletic Conference,43,3
Gannon,baseball,Men,D2,Pennsylvania State Athletic Conference,44,1
Gannon,basketball,Men,D2,Pennsylvania State Athletic Conference,13,3
Gannon,basketball,Women,D2,Pennsylvania State Athletic Conference,14,2
Gannon,cross_country,Men,D2,Pennsylvania State Athletic Conference,17,2
Gannon,cross_country,Women,D2,Pennsylvania State Athletic Conference,14,0
Gannon,football,Men,D2,Pennsylvania State Athletic Conference,109,2
Gannon,golf,Men,D2,Pennsylvania State Athletic Conference,12,7
Gannon,golf,Women,D2,Pennsylvania State Athletic Conference,10,4
Gannon,lacrosse,Women,D2,Pennsylvania State Athletic Conference,26,0
Gannon,soccer,Men,D2,Pennsylvania State Athletic Conference,47,31
Gannon,soccer,Women,D2,Pennsylvania State Athletic Conference,43,6
Gannon,softball,Women,D2,Pennsylvania State Athletic Conference,25,0
Gannon,swimming,Men,D2,Pennsylvania State Athletic Conference,22,7
Gannon,swimming,Women,D2,Pennsylvania State Athletic Conference,24,9
Gannon,volleyball,Women,D2,Pennsylvania State Athletic Conference,16,3
Gannon,water_polo,Men,D2,Pennsylvania State Athletic Conference,18,10
Gannon,water_polo,Women,D2,Pennsylvania State Athletic Conference,14,3
Gannon,wrestling,Men,D2,Pennsylvania State Athletic Conference,47,0
Gannon,wrestling,Women,D2,Pennsylvania State Athletic Conference,26,1
Gardner-Webb,baseball,Men,D1,Big South Conference,51,2
Gardner-Webb,basketball,Men,D1,Big South Conference,17,0
Gardner-Webb,basketball,Women,D1,Big South Conference,12,4
Gardner-Webb,cross_country,Men,D1,Big South Conference,9,0
Gardner-Webb,cross_country,Women,D1,Big South Conference,8,0
Gardner-Webb,football,Men,D1,Big South Conference,127,1
Gardner-Webb,golf,Men,D1,Big South Conference,9,1
Gardner-Webb,golf,Women,D1,Big South Conference,7,3
Gardner-Webb,lacrosse,Women,D1,Big South Conference,31,0
Gardner-Webb,soccer,Men,D1,Big South Conference,34,20
Gardner-Webb,soccer,Women,D1,Big South Conference,44,4
Gardner-Webb,softball,Women,D1,Big South Conference,25,2
Gardner-Webb,swimming,Men,D1,Big South Conference,18,5
Gardner-Webb,swimming,Women,D1,Big South Conference,16,0
Gardner-Webb,track_indoor,Men,D1,Big South Conference,26,0
Gardner-Webb,track_indoor,Women,D1,Big South Conference,27,1
Gardner-Webb,track_outdoor,Men,D1,Big South Conference,26,0
Gardner-Webb,track_outdoor,Women,D1,Big South Conference,27,1
Gardner-Webb,volleyball,Women,D1,Big South Conference,21,0
Gardner-Webb,wrestling,Men,D1,Big South Conference,40,0
Geneva,baseball,Men,D3,Presidents' Athletic Conference,37,0
Geneva,basketball,Men,D3,Presidents' Athletic Conference,22,0
Geneva,basketball,Women,D3,Presidents' Athletic Conference,20,1
Geneva,cross_country,Men,D3,Presidents' Athletic Conference,19,0
Geneva,cross_country,Women,D3,Presidents' Athletic Conference,21,0
Geneva,football,Men,D3,Presidents' Athletic Conference,88,1
Geneva,golf,Men,D3,Presidents' Athletic Conference,11,1
Geneva,golf,Women,D3,Presidents' Athletic Conference,7,0
Geneva,lacrosse,Women,D3,Presidents' Athletic Conference,16,0
Geneva,soccer,Men,D3,Presidents' Athletic Conference,35,0
Geneva,soccer,Women,D3,Presidents' Athletic Conference,24,0
Geneva,softball,Women,D3,Presidents' Athletic Conference,27,1
Geneva,tennis,Men,D3,Presidents' Athletic Conference,10,1
Geneva,tennis,Women,D3,Presidents' Athletic Conference,13,0
Geneva,track_indoor,Men,D3,Presidents' Athletic Conference,43,1
Geneva,track_indoor,Women,D3,Presidents' Athletic Conference,39,0
Geneva,track_outdoor,Men,D3,Presidents' Athletic Conference,43,1
Geneva,track_outdoor,Women,D3,Presidents' Athletic Conference,39,0
Geneva,volleyball,Men,D3,Presidents' Athletic Conference,17,0
Geneva,volleyball,Women,D3,Presidents' Athletic Conference,18,1
George Fox,baseball,Men,D3,Northwest Conference,47,1
George Fox,basketball,Men,D3,Northwest Conference,14,0
George Fox,basketball,Women,D3,Northwest Conference,16,0
George Fox,cross_country,Men,D3,Northwest Conference,35,0
George Fox,cross_country,Women,D3,Northwest Conference,26,0
George Fox,football,Men,D3,Northwest Conference,119,0
George Fox,golf,Men,D3,Northwest Conference,8,0
George Fox,golf,Women,D3,Northwest Conference,6,2
George Fox,lacrosse,Women,D3,Northwest Conference,17,0
George Fox,soccer,Men,D3,Northwest Conference,35,0
George Fox,soccer,Women,D3,Northwest Conference,26,0
George Fox,softball,Women,D3,Northwest Conference,27,0
George Fox,stunt,Women,D3,Independent,43,0
George Fox,swimming,Men,D3,Northwest Conference,13,0
George Fox,swimming,Women,D3,Northwest Conference,17,0
George Fox,tennis,Men,D3,Northwest Conference,8,3
George Fox,tennis,Women,D3,Northwest Conference,8,0
George Fox,track_indoor,Men,D3,Northwest Conference,82,0
George Fox,track_indoor,Women,D3,Northwest Conference,64,1
George Fox,track_outdoor,Men,D3,Northwest Conference,82,0
George Fox,track_outdoor,Women,D3,Northwest Conference,64,1
George Fox,volleyball,Women,D3,Northwest Conference,16,1
George Mason,baseball,Men,D1,Atlantic 10 Conference,32,2
George Mason,basketball,Men,D1,Atlantic 10 Conference,16,4
George Mason,basketball,Women,D1,Atlantic 10 Conference,15,2
George Mason,cross_country,Men,D1,Atlantic 10 Conference,13,0
George Mason,cross_country,Women,D1,Atlantic 10 Conference,13,3
George Mason,golf,Men,D1,Atlantic 10 Conference,7,2
George Mason,lacrosse,Women,D1,Atlantic 10 Conference,31,0
George Mason,rowing,Women,D1,Atlantic 10 Conference,30,0
George Mason,soccer,Men,D1,Atlantic 10 Conference,27,0
George Mason,soccer,Women,D1,Atlantic 10 Conference,25,0
George Mason,softball,Women,D1,Atlantic 10 Conference,19,0
George Mason,swimming,Men,D1,Atlantic 10 Conference,22,1
George Mason,swimming,Women,D1,Atlantic 10 Conference,25,0
George Mason,tennis,Men,D1,Atlantic 10 Conference,9,4
George Mason,tennis,Women,D1,Atlantic 10 Conference,12,3
George Mason,track_indoor,Men,D1,Atlantic 10 Conference,51,2
George Mason,track_indoor,Women,D1,Atlantic 10 Conference,40,10
George Mason,track_outdoor,Men,D1,Atlantic 10 Conference,51,2
George Mason,track_outdoor,Women,D1,Atlantic 10 Conference,40,10
George Mason,volleyball,Men,D1,Atlantic 10 Conference,18,1
George Mason,volleyball,Women,D1,Atlantic 10 Conference,19,0
George Mason,wrestling,Men,D1,Atlantic 10 Conference,26,0
George Washington,baseball,Men,D1,Atlantic 10 Conference,36,1
George Washington,basketball,Men,D1,Atlantic 10 Conference,15,4
George Washington,basketball,Women,D1,Atlantic 10 Conference,14,3
George Washington,cross_country,Men,D1,Atlantic 10 Conference,22,3
George Washington,cross_country,Women,D1,Atlantic 10 Conference,31,1
George Washington,golf,Men,D1,Atlantic 10 Conference,8,7
George Washington,gymnastics,Women,D1,Atlantic 10 Conference,19,3
George Washington,lacrosse,Women,D1,Atlantic 10 Conference,31,0
George Washington,rowing,Women,D1,Atlantic 10 Conference,51,4
George Washington,soccer,Men,D1,Atlantic 10 Conference,27,11
George Washington,soccer,Women,D1,Atlantic 10 Conference,28,2
George Washington,softball,Women,D1,Atlantic 10 Conference,16,0
George Washington,swimming,Men,D1,Atlantic 10 Conference,24,6
George Washington,swimming,Women,D1,Atlantic 10 Conference,22,8
George Washington,tennis,Women,D1,Atlantic 10 Conference,9,5
George Washington,track_indoor,Women,D1,Atlantic 10 Conference,31,1
George Washington,track_outdoor,Men,D1,Atlantic 10 Conference,22,3
George Washington,track_outdoor,Women,D1,Atlantic 10 Conference,31,1
George Washington,volleyball,Women,D1,Atlantic 10 Conference,16,1
George Washington,water_polo,Men,D1,Atlantic 10 Conference,17,7
Georgetown,baseball,Men,D1,Big East Conference,39,0
Georgetown,basketball,Men,D1,Big East Conference,17,5
Georgetown,basketball,Women,D1,Big East Conference,15,1
Georgetown,field_hockey,Women,D1,Big East Conference,27,1
Georgetown,football,Men,D1,Big East Conference,101,3
Georgetown,golf,Men,D1,Big East Conference,9,0
Georgetown,golf,Women,D1,Big East Conference,8,2
Georgetown,lacrosse,Men,D1,Big East Conference,49,2
Georgetown,lacrosse,Women,D1,Big East Conference,37,0
Georgetown,rowing,Women,D1,Big East Conference,74,2
Georgetown,soccer,Men,D1,Big East Conference,28,5
Georgetown,soccer,Women,D1,Big East Conference,27,0
Georgetown,softball,Women,D1,Big East Conference,18,0
Georgetown,swimming,Men,D1,Big East Conference,27,1
Georgetown,swimming,Women,D1,Big East Conference,30,1
Georgetown,tennis,Men,D1,Big East Conference,11,3
Georgetown,tennis,Women,D1,Big East Conference,10,1
Georgetown,track_indoor,Men,D1,Big East Conference,39,7
Georgetown,track_indoor,Women,D1,Big East Conference,30,1
Georgetown,track_outdoor,Men,D1,Big East Conference,39,7
Georgetown,track_outdoor,Women,D1,Big East Conference,30,1
Georgetown,volleyball,Women,D1,Big East Conference,15,0
Georgia,baseball,Men,D1,Southeastern Conference,41,1
Georgia,basketball,Men,D1,Southeastern Conference,15,1
Georgia,basketball,Women,D1,Southeastern Conference,12,2
Georgia,cross_country,Men,D1,Southeastern Conference,6,4
Georgia,cross_country,Women,D1,Southeastern Conference,9,2
Georgia,equestrian,Women,D1,Southeastern Conference,47,0
Georgia,football,Men,D1,Southeastern Conference,128,3
Georgia,golf,Men,D1,Southeastern Conference,7,1
Georgia,golf,Women,D1,Southeastern Conference,8,4
Georgia,gymnastics,Women,D1,Southeastern Conference,20,2
Georgia,soccer,Women,D1,Southeastern Conference,30,2
Georgia,softball,Women,D1,Southeastern Conference,24,0
Georgia,swimming,Men,D1,Southeastern Conference,23,11
Georgia,swimming,Women,D1,Southeastern Conference,27,1
Georgia,tennis,Men,D1,Southeastern Conference,3,1
Georgia,tennis,Women,D1,Southeastern Conference,11,7
Georgia,track_indoor,Men,D1,Southeastern Conference,22,5
Georgia,track_indoor,Women,D1,Southeastern Conference,36,9
Georgia,track_outdoor,Men,D1,Southeastern Conference,22,5
Georgia,track_outdoor,Women,D1,Southeastern Conference,36,9
Georgia,volleyball,Women,D1,Southeastern Conference,16,1
Georgia College,baseball,Men,D2,Peach Belt Conference,39,0
Georgia College,basketball,Men,D2,Peach Belt Conference,17,0
Georgia College,basketball,Women,D2,Peach Belt Conference,14,1
Georgia College,cross_country,Men,D2,Peach Belt Conference,15,0
Georgia College,cross_country,Women,D2,Peach Belt Conference,17,2
Georgia College,golf,Men,D2,Peach Belt Conference,9,0
Georgia College,soccer,Women,D2,Peach Belt Conference,28,2
Georgia College,softball,Women,D2,Peach Belt Conference,22,0
Georgia College,tennis,Men,D2,Peach Belt Conference,8,4
Georgia College,tennis,Women,D2,Peach Belt Conference,7,3
Georgia College,volleyball,Women,D2,Peach Belt Conference,19,1
Georgia Southwestern State,baseball,Men,D2,Peach Belt Conference,32,0
Georgia Southwestern State,basketball,Men,D2,Peach Belt Conference,13,2
Georgia Southwestern State,basketball,Women,D2,Peach Belt Conference,11,2
Georgia Southwestern State,cross_country,Men,D2,Peach Belt Conference,6,0
Georgia Southwestern State,cross_country,Women,D2,Peach Belt Conference,7,2
Georgia Southwestern State,golf,Men,D2,Peach Belt Conference,7,7
Georgia Southwestern State,soccer,Men,D2,Peach Belt Conference,32,8
Georgia Southwestern State,soccer,Women,D2,Peach Belt Conference,29,1
Georgia Southwestern State,softball,Women,D2,Peach Belt Conference,17,0
Georgia Southwestern State,tennis,Women,D2,Peach Belt Conference,6,4
Georgia St.,baseball,Men,D1,Sun Belt Conference,42,0
Georgia St.,basketball,Men,D1,Sun Belt Conference,15,3
Georgia St.,basketball,Women,D1,Sun Belt Conference,13,2
Georgia St.,beach_volleyball,Women,D1,Sun Belt Conference,15,1
Georgia St.,cross_country,Women,D1,Sun Belt Conference,11,2
Georgia St.,football,Men,D1,Sun Belt Conference,118,3
Georgia St.,golf,Men,D1,Sun Belt Conference,9,3
Georgia St.,golf,Women,D1,Sun Belt Conference,9,5
Georgia St.,soccer,Men,D1,Sun Belt Conference,26,11
Georgia St.,soccer,Women,D1,Sun Belt Conference,27,10
Georgia St.,softball,Women,D1,Sun Belt Conference,22,0
Georgia St.,tennis,Men,D1,Sun Belt Conference,10,6
Georgia St.,tennis,Women,D1,Sun Belt Conference,7,7
Georgia St.,track_indoor,Women,D1,Sun Belt Conference,33,4
Georgia St.,track_outdoor,Women,D1,Sun Belt Conference,33,4
Georgia St.,volleyball,Women,D1,Sun Belt Conference,17,7
Georgia Tech,baseball,Men,D1,Atlantic Coast Conference,36,1
Georgia Tech,basketball,Men,D1,Atlantic Coast Conference,11,3
Georgia Tech,basketball,Women,D1,Atlantic Coast Conference,13,5
Georgia Tech,cross_country,Men,D1,Atlantic Coast Conference,13,0
Georgia Tech,cross_country,Women,D1,Atlantic Coast Conference,17,1
Georgia Tech,football,Men,D1,Atlantic Coast Conference,105,1
Georgia Tech,softball,Women,D1,Atlantic Coast Conference,24,0
Georgia Tech,swimming,Women,D1,Atlantic Coast Conference,39,11
Georgia Tech,tennis,Men,D1,Atlantic Coast Conference,8,4
Georgia Tech,tennis,Women,D1,Atlantic Coast Conference,7,5
Georgia Tech,track_indoor,Men,D1,Atlantic Coast Conference,23,0
Georgia Tech,track_indoor,Women,D1,Atlantic Coast Conference,30,1
Georgia Tech,track_outdoor,Men,D1,Atlantic Coast Conference,23,0
Georgia Tech,track_outdoor,Women,D1,Atlantic Coast Conference,30,1
Georgian Court,acro_tumbling,Women,D2,Central Atlantic Collegiate Conference,21,0
Georgian Court,baseball,Men,D2,Central Atlantic Collegiate Conference,50,4
Georgian Court,basketball,Men,D2,Central Atlantic Collegiate Conference,24,1
Georgian Court,basketball,Women,D2,Central Atlantic Collegiate Conference,18,6
Georgian Court,cross_country,Men,D2,Central Atlantic Collegiate Conference,7,0
Georgian Court,cross_country,Women,D2,Central Atlantic Collegiate Conference,7,0
Georgian Court,lacrosse,Men,D2,Central Atlantic Collegiate Conference,34,2
Georgian Court,lacrosse,Women,D2,Central Atlantic Collegiate Conference,21,0
Georgian Court,soccer,Men,D2,Central Atlantic Collegiate Conference,65,23
Georgian Court,soccer,Women,D2,Central Atlantic Collegiate Conference,33,0
Georgian Court,track_indoor,Men,D2,Central Atlantic Collegiate Conference,30,1
Georgian Court,track_indoor,Women,D2,Central Atlantic Collegiate Conference,21,2
Georgian Court,track_outdoor,Men,D2,Central Atlantic Collegiate Conference,30,1
Georgian Court,track_outdoor,Women,D2,Central Atlantic Collegiate Conference,21,2
Georgian Court,volleyball,Women,D2,Central Atlantic Collegiate Conference,17,1
Gettysburg,baseball,Men,D3,Centennial Conference,54,1
Gettysburg,basketball,Men,D3,Centennial Conference,16,4
Gettysburg,basketball,Women,D3,Centennial Conference,15,1
Gettysburg,cross_country,Men,D3,Centennial Conference,14,0
Gettysburg,cross_country,Women,D3,Centennial Conference,16,0
Gettysburg,field_hockey,Women,D3,Centennial Conference,25,0
Gettysburg,football,Men,D3,Centennial Conference,92,4
Gettysburg,golf,Men,D3,Centennial Conference,12,0
Gettysburg,golf,Women,D3,Centennial Conference,8,0
Gettysburg,lacrosse,Men,D3,Centennial Conference,61,0
Gettysburg,lacrosse,Women,D3,Centennial Conference,37,0
Gettysburg,soccer,Men,D3,Centennial Conference,38,6
Gettysburg,soccer,Women,D3,Centennial Conference,44,0
Gettysburg,softball,Women,D3,Centennial Conference,24,0
Gettysburg,swimming,Men,D3,Centennial Conference,24,1
Gettysburg,swimming,Women,D3,Centennial Conference,24,0
Gettysburg,tennis,Men,D3,Centennial Conference,20,0
Gettysburg,tennis,Women,D3,Centennial Conference,9,1
Gettysburg,track_indoor,Men,D3,Centennial Conference,38,2
Gettysburg,track_indoor,Women,D3,Centennial Conference,29,0
Gettysburg,track_outdoor,Men,D3,Centennial Conference,38,2
Gettysburg,track_outdoor,Women,D3,Centennial Conference,29,0
Gettysburg,volleyball,Women,D3,Centennial Conference,18,0
Gettysburg,wrestling,Men,D3,Centennial Conference,34,1
Glenville State,acro_tumbling,Women,D2,Mountain East Conference,20,0
Glenville State,baseball,Men,D2,Mountain East Conference,41,7
Glenville State,basketball,Men,D2,Mountain East Conference,15,2
Glenville State,basketball,Women,D2,Mountain East Conference,16,4
Glenville State,cross_country,Men,D2,Mountain East Conference,16,1
Glenville State,cross_country,Women,D2,Mountain East Conference,11,0
Glenville State,football,Men,D2,Mountain East Conference,95,3
Glenville State,golf,Men,D2,Mountain East Conference,16,7
Glenville State,golf,Women,D2,Mountain East Conference,10,3
Glenville State,soccer,Women,D2,Mountain East Conference,24,13
Glenville State,softball,Women,D2,Mountain East Conference,27,0
Glenville State,track_indoor,Men,D2,Mountain East Conference,37,3
Glenville State,track_indoor,Women,D2,Mountain East Conference,23,0
Glenville State,track_outdoor,Men,D2,Mountain East Conference,37,3
Glenville State,track_outdoor,Women,D2,Mountain East Conference,23,0
Glenville State,volleyball,Women,D2,Mountain East Conference,20,4
Glenville State,wrestling,Men,D2,Mountain East Conference,40,0
Goldey-Beacom,baseball,Men,D2,Central Atlantic Collegiate Conference,40,1
Goldey-Beacom,basketball,Men,D2,Central Atlantic Collegiate Conference,16,2
Goldey-Beacom,basketball,Women,D2,Central Atlantic Collegiate Conference,14,3
Goldey-Beacom,cross_country,Men,D2,Central Atlantic Collegiate Conference,12,3
Goldey-Beacom,cross_country,Women,D2,Central Atlantic Collegiate Conference,6,3
Goldey-Beacom,soccer,Men,D2,Central Atlantic Collegiate Conference,32,10
Goldey-Beacom,soccer,Women,D2,Central Atlantic Collegiate Conference,27,10
Goldey-Beacom,softball,Women,D2,Central Atlantic Collegiate Conference,23,0
Goldey-Beacom,track_outdoor,Men,D2,Central Atlantic Collegiate Conference,20,3
Goldey-Beacom,track_outdoor,Women,D2,Central Atlantic Collegiate Conference,15,8
Goldey-Beacom,volleyball,Women,D2,Central Atlantic Collegiate Conference,16,3
Gonzaga,baseball,Men,D1,West Coast Conference,36,3
Gonzaga,basketball,Men,D1,West Coast Conference,16,15
Gonzaga,basketball,Women,D1,West Coast Conference,13,4
Gonzaga,cross_country,Men,D1,West Coast Conference,32,1
Gonzaga,cross_country,Women,D1,West Coast Conference,32,5
Gonzaga,golf,Men,D1,West Coast Conference,6,1
Gonzaga,golf,Women,D1,West Coast Conference,8,1
Gonzaga,rowing,Women,D1,West Coast Conference,61,7
Gonzaga,soccer,Men,D1,West Coast Conference,28,2
Gonzaga,soccer,Women,D1,West Coast Conference,28,1
Gonzaga,tennis,Men,D1,West Coast Conference,8,5
Gonzaga,tennis,Women,D1,West Coast Conference,10,3
Gonzaga,track_indoor,Men,D1,West Coast Conference,33,1
Gonzaga,track_indoor,Women,D1,West Coast Conference,36,5
Gonzaga,track_outdoor,Men,D1,West Coast Conference,33,1
Gonzaga,track_outdoor,Women,D1,West Coast Conference,36,5
Gonzaga,volleyball,Women,D1,West Coast Conference,16,2
Gordon,baseball,Men,D3,Conference of New England,27,1
Gordon,basketball,Men,D3,Conference of New England,19,1
Gordon,basketball,Women,D3,Conference of New England,14,0
Gordon,cross_country,Men,D3,Conference of New England,11,0
Gordon,cross_country,Women,D3,Conference of New England,13,0
Gordon,field_hockey,Women,D3,Conference of New England,20,0
Gordon,golf,Men,D3,Conference of New England,12,1
Gordon,golf,Women,D3,Conference of New England,6,0
Gordon,lacrosse,Men,D3,Conference of New England,21,0
Gordon,lacrosse,Women,D3,Conference of New England,18,0
Gordon,rowing,Women,D3,Conference of New England,17,1
Gordon,soccer,Men,D3,Conference of New England,28,2
Gordon,soccer,Women,D3,Conference of New England,25,0
Gordon,softball,Women,D3,Conference of New England,22,1
Gordon,swimming,Men,D3,Conference of New England,9,0
Gordon,swimming,Women,D3,Conference of New England,18,1
Gordon,tennis,Men,D3,Conference of New England,7,2
Gordon,tennis,Women,D3,Conference of New England,10,0
Gordon,track_indoor,Men,D3,Conference of New England,30,0
Gordon,track_indoor,Women,D3,Conference of New England,26,0
Gordon,track_outdoor,Men,D3,Conference of New England,30,0
Gordon,track_outdoor,Women,D3,Conference of New England,26,0
Gordon,volleyball,Women,D3,Conference of New England,17,1
Goucher,basketball,Men,D3,Landmark Conference,40,2
Goucher,basketball,Women,D3,Landmark Conference,20,0
Goucher,cross_country,Men,D3,Landmark Conference,7,0
Goucher,cross_country,Women,D3,Landmark Conference,6,0
Goucher,field_hockey,Women,D3,Landmark Conference,42,14
Goucher,golf,Men,D3,Landmark Conference,10,3
Goucher,golf,Women,D3,Landmark Conference,6,1
Goucher,lacrosse,Men,D3,Landmark Conference,54,0
Goucher,lacrosse,Women,D3,Landmark Conference,40,0
Goucher,soccer,Men,D3,Landmark Conference,62,14
Goucher,soccer,Women,D3,Landmark Conference,36,4
Goucher,swimming,Men,D3,Landmark Conference,7,2
Goucher,swimming,Women,D3,Landmark Conference,9,2
Goucher,tennis,Men,D3,Landmark Conference,9,7
Goucher,tennis,Women,D3,Landmark Conference,7,2
Goucher,track_indoor,Men,D3,Landmark Conference,8,1
Goucher,track_indoor,Women,D3,Landmark Conference,6,1
Goucher,track_outdoor,Men,D3,Landmark Conference,8,1
Goucher,track_outdoor,Women,D3,Landmark Conference,6,1
Goucher,volleyball,Women,D3,Landmark Conference,32,0
Grambling,baseball,Men,D1,Southwestern Athletic Conference,35,1
Grambling,basketball,Men,D1,Southwestern Athletic Conference,14,2
Grambling,basketball,Women,D1,Southwestern Athletic Conference,13,2
Grambling,bowling,Women,D1,Southwestern Athletic Conference,6,0
Grambling,cross_country,Men,D1,Southwestern Athletic Conference,5,0
Grambling,cross_country,Women,D1,Southwestern Athletic Conference,5,0
Grambling,football,Men,D1,Southwestern Athletic Conference,98,1
Grambling,soccer,Women,D1,Southwestern Athletic Conference,26,5
Grambling,softball,Women,D1,Southwestern Athletic Conference,24,0
Grambling,tennis,Women,D1,Southwestern Athletic Conference,5,4
Grambling,track_indoor,Men,D1,Southwestern Athletic Conference,23,2
Grambling,track_indoor,Women,D1,Southwestern Athletic Conference,25,0
Grambling,track_outdoor,Men,D1,Southwestern Athletic Conference,23,2
Grambling,track_outdoor,Women,D1,Southwestern Athletic Conference,25,0
Grambling,volleyball,Women,D1,Southwestern Athletic Conference,17,0
Grand Canyon,baseball,Men,D1,Mountain West Conference,44,1
Grand Canyon,basketball,Men,D1,Mountain West Conference,15,3
Grand Canyon,basketball,Women,D1,Mountain West Conference,16,6
Grand Canyon,beach_volleyball,Women,D1,Mountain West Conference,17,4
Grand Canyon,cross_country,Men,D1,Mountain West Conference,14,2
Grand Canyon,cross_country,Women,D1,Mountain West Conference,11,0
Grand Canyon,golf,Men,D1,Mountain West Conference,9,5
Grand Canyon,golf,Women,D1,Mountain West Conference,8,6
Grand Canyon,soccer,Men,D1,Mountain West Conference,30,11
Grand Canyon,soccer,Women,D1,Mountain West Conference,30,4
Grand Canyon,softball,Women,D1,Mountain West Conference,23,0
Grand Canyon,swimming,Men,D1,Mountain West Conference,27,12
