athlete_id,first_name,last_name,mp,sets,kills,errors,ta,pct,assists,digs,aces,serve_errors,block_solos,block_assists,blocks,recv_errors,points
vb_a41655c85c21,Zoë,Gillen-Malveaux,19,64,106,35,235,0.302,4,,0,0,,,,,139.0
vb_c12fd86291a8,Lauren,Ingram,19,48,7,11,61,-0.066,4,,1,6,,,,,8.5
vb_1b97aea50565,Grace,Thrower,6,6,1,0,1,1.0,0,,0,0,,,,,1.0
vb_7a212c9d0111,Sydney,Tomlak,23,57,0,0,4,0.0,3,,0,0,,,,,0.0
vb_e0f3909264bd,Breonna,Goss,29,88,86,40,280,0.164,7,,4,6,,,,,118.5
vb_ed30e6c052e3,Millie,Muir,21,44,6,1,37,0.135,220,,2,6,,,,,15.5
vb_5eaff8c36579,Taylor,Williams,31,110,331,136,1101,0.177,22,,33,29,,,,,388.0
vb_95ef2507dd81,Mailinh,Godschall,31,112,1,1,15,0.0,138,,30,67,,,,,31.0
vb_b0c6f2e2d5c0,Ashby,Zubchevich,30,102,330,205,883,0.142,22,,31,71,,,,,378.0
vb_93fa3c3272d1,Avery,Hamlin,28,66,98,70,366,0.077,14,,13,19,,,,,120.0
vb_747a039a2367,Christina,Barrow,20,53,3,1,9,0.222,21,,8,13,,,,,11.0
vb_a7912fb4b8cb,Olivia,Wayne,27,82,149,70,437,0.181,4,,8,26,,,,,173.5
vb_392c01e650c7,Ngozi,Iloh,30,106,183,66,458,0.255,7,,11,22,,,,,246.0
vb_f6e308ad829d,Aly,Donoghue,6,6,0,0,0,0.0,1,,0,0,,,,,0.0
vb_5c710bce866a,Charlotte,Glass,31,95,46,18,166,0.169,615,,5,24,,,,,62.5
vb_17dc11abd4f9,Nikki,Quinn,14,36,3,0,7,0.429,169,,2,12,,,,,7.0
vb_90744b8aedd5,Ava,Utterback,20,47,27,11,64,0.25,0,,12,28,,,,,40.5
vb_89d7f22664ac,Kamden,Schrand,33,125,0,1,8,-0.125,82,,34,48,,,,,34.0
vb_7293a331700f,Addison,Makun,8,11,11,6,24,0.208,0,,0,0,,,,,17.0
vb_53d8579c3373,Hannah,Kenny,33,124,2,2,10,0.0,50,,36,40,,,,,38.0
vb_c89bb69a7268,Chloe,Chicoine,33,124,413,94,1145,0.279,62,,15,23,,,,,446.5
vb_71cc9ed8b691,Nayelis,Cabello,32,122,82,27,278,0.198,1271,,25,23,,,,,162.0
vb_4580c1dc7888,Molly,Wilson,26,65,3,1,7,0.286,46,,7,17,,,,,10.0
vb_6219b7f45f59,Hannah,Sherman,33,121,122,48,278,0.266,6,,0,0,,,,,222.5
vb_671adb05279d,Jessica,Drapp,7,7,0,0,0,0.0,0,,0,1,,,,,0.0
vb_c54ccaec8bbe,Cara,Cresse,33,123,301,93,607,0.343,6,,8,5,,,,,414.5
vb_c14b5a01de99,Molly,Urban,15,29,0,0,0,0.0,1,,4,13,,,,,4.0
vb_ea656d9066a3,Alanna,Bankston,7,7,4,3,13,0.077,0,,0,0,,,,,5.0
vb_afd5bd21e51f,Payton,Petersen,33,121,393,159,1011,0.231,32,,16,36,,,,,436.5
vb_da42864b93f7,Kalyssa,Blackshear,32,120,336,80,857,0.299,8,,0,0,,,,,399.5
vb_1735c7f3551b,Reese,Robins,12,22,14,10,44,0.091,1,,0,0,,,,,21.5
vb_a57430383913,Mackenzie,Boyer,4,8,6,1,14,0.357,2,,0,0,,,,,8.5
vb_1ab41ca862a8,Zoe,Behrendt,31,116,6,1,20,0.25,675,,21,22,,,,,28.0
vb_f9b8434c09de,Lauren,Schutter,28,95,69,23,158,0.291,4,,0,0,,,,,140.5
vb_ab20ad5b3339,Erin,Curtis,13,21,2,1,5,0.2,0,,1,8,,,,,3.0
vb_0f5c05847b36,Meghan,Clifford,8,16,13,8,35,0.143,1,,0,1,,,,,25.0
vb_df9f7da75a59,Julia,Bohlinger,31,113,2,0,6,0.333,16,,10,20,,,,,12.0
vb_368e650657a2,Sadie,Swift,4,6,1,1,5,0.0,0,,0,2,,,,,3.5
vb_90bad85dbdc4,Sienna,Cozza,21,74,1,1,7,0.0,347,,17,34,,,,,18.0
vb_cfc997e120e3,Bridget,Malone,23,38,84,26,229,0.253,1,,1,3,,,,,91.5
vb_5865a75b872f,Emily,Bobbitt,14,45,3,2,10,0.1,185,,9,19,,,,,12.0
vb_dcfd05390ce8,Jackie,Taylor,31,115,149,58,347,0.262,7,,29,52,,,,,266.0
vb_fed0fbfa24af,Safi,Hampton,31,114,399,151,1070,0.232,13,,17,23,,,,,440.5
vb_93787e6d80d4,Laynie,Smith,31,117,249,89,593,0.27,4,,0,0,,,,,311.0
vb_012b88966878,Maddy,May,31,117,1,4,14,-0.214,140,,23,17,,,,,24.0
vb_4b507c064f1c,Hailey,Pearce,30,96,233,96,613,0.223,15,,14,26,,,,,272.0
vb_efa160630a82,Cadence,Shea,4,4,0,0,0,0.0,0,,0,1,,,,,0.0
vb_0dc62cfff46b,Chelsea,Thorpe,31,117,318,115,740,0.274,13,,1,1,,,,,365.5
vb_8bcc15fc3a23,Marisse,Turner,4,5,2,0,5,0.4,0,,0,0,,,,,3.0
vb_5a4b5774e149,Veronica,Sierzant,10,27,45,8,104,0.356,66,,2,3,,,,,56.0
vb_9015cc4c268f,Emma,Ortiz,17,51,0,1,1,-1.0,4,,8,12,,,,,8.0
vb_3d531df95a19,Elizabeth,Turner,5,9,9,4,17,0.294,0,,0,3,,,,,10.0
vb_c6e0ab604d1c,Marie,Laurio,23,49,55,36,187,0.102,4,,2,17,,,,,63.0
vb_c814859c998f,Sydnie,Waller,26,85,169,65,428,0.243,4,,0,0,,,,,197.0
vb_179ca86abd74,Skylar,George,30,102,296,157,956,0.145,10,,30,51,,,,,349.0
vb_6f483615c031,Reese,Teves,19,63,1,2,4,-0.25,14,,22,28,,,,,23.0
vb_bb531777b481,Rana,Yamada,30,111,1,0,11,0.091,99,,21,30,,,,,22.0
vb_35570a05aba7,Zharia,Harris-Waddy,24,87,134,37,363,0.267,11,,11,12,,,,,195.0
vb_9731f741f931,Tehya,Maeva,30,109,60,11,161,0.304,1004,,29,33,,,,,114.5
vb_4a1129221bb6,Piper,Willinger,10,18,0,0,0,0.0,11,,5,8,,,,,5.0
vb_43898e14b836,Oreva,Evivie,13,31,22,6,64,0.25,1,,0,0,,,,,36.0
vb_7ee5a940e3a5,Gabriella,McLaughlin,30,111,418,194,1317,0.17,27,,24,23,,,,,465.5
vb_f4328f2407f6,Soana,Lea'ea,30,111,167,72,469,0.203,4,,0,0,,,,,215.5
vb_457d044b8969,Ashlee,Gnau,10,27,0,0,0,0.0,0,,6,8,,,,,6.0
vb_9c6487a4548d,Sophia,Johnson,30,112,3,1,9,0.222,95,399,20,32,0,0,0.0,20,23.0
vb_6cad6aa21955,Ashleigh,Woodruff,4,8,5,3,18,0.111,0,2,0,0,1,4,5.0,0,8.0
vb_f97c9fa1c6e7,Francesca,Popescu,30,112,0,0,4,0.0,43,268,28,38,0,0,0.0,13,28.0
vb_88ee99c5b80f,Mikayla,Hayden,30,111,251,106,617,0.235,3,56,21,40,13,113,126.0,2,341.5
vb_7be6ee59ad1b,Annemarie,O'Gara,23,62,34,18,121,0.132,2,13,0,1,0,26,26.0,0,47.0
vb_49d6da986b81,Dominique,Phills,29,99,210,148,683,0.091,6,134,5,20,5,41,46.0,33,240.5
vb_9621c45efc90,Grace,Agolli,10,13,11,6,26,0.192,0,7,0,1,0,0,0.0,2,11.0
vb_78e026156cbd,Natalie,Lau,14,36,17,5,44,0.273,238,58,7,4,1,14,15.0,1,32.0
vb_62815ea96d4d,Elise,Lau,16,46,0,0,4,0.0,3,67,5,2,0,0,0.0,19,5.0
vb_a8cbd66fb611,Sawyer,Thomsen,19,70,96,33,271,0.232,1,9,0,4,3,49,52.0,2,123.5
vb_fa7ec7438383,Arissa,Carbonara,24,68,155,106,523,0.094,3,105,8,14,2,17,19.0,30,173.5
vb_74587fe0f136,Ashley,Li,28,75,131,67,380,0.168,2,20,1,1,1,25,26.0,3,145.5
vb_3f8d19c0ca17,Maria,Știrbu,28,90,10,4,61,0.098,775,188,15,32,1,40,41.0,2,46.0
vb_51a1e394eac2,Cherlin,Antonio,6,19,23,12,72,0.153,0,7,0,0,1,1,2.0,0,24.5
vb_f4c4d390e315,Sophie,Scott,16,42,54,19,140,0.25,2,10,0,1,6,22,28.0,1,71.0
vb_8f5b3e13ebc6,Peyton,DeJardin,30,104,265,146,838,0.142,13,170,15,31,4,26,30.0,29,297.0
vb_938616880bf9,Zuzia,Maciejewicz,30,115,3,1,19,0.105,107,,8,36,,,,,11.0
vb_5e7ab64e9901,Clara,Vondran,27,92,105,37,323,0.211,20,,16,18,,,,,126.0
vb_2dc414c331cc,Alyssa,Forelli,18,46,7,0,17,0.412,72,,0,0,,,,,14.5
vb_a433bd175f22,Hailey,McFadden,9,20,13,16,39,-0.077,2,,1,4,,,,,24.0
vb_40f4fe4b8709,Sa'Mya,Dorsey,28,85,101,57,335,0.131,1,,0,0,,,,,128.0
vb_acdd52cabd7a,Laurna,Kerr,22,67,0,1,4,-0.25,12,,2,19,,,,,2.0
vb_64d92408ae87,Courtney,Bryant,30,115,379,125,1220,0.208,12,,41,36,,,,,446.5
vb_1f25d246f2de,Lily,Cropper,29,111,132,50,329,0.249,11,,22,21,,,,,213.5
vb_45d3653a88b0,Ashley,Mullen,14,50,0,1,5,-0.2,190,,2,16,,,,,2.0
vb_86d9e670497d,Talia,Francom,30,106,125,39,320,0.269,8,,0,0,,,,,213.5
vb_16393e231933,Jordan,Smith,30,103,210,115,617,0.154,7,,2,3,,,,,245.5
vb_79ab6d7c5d22,Sydney,Daniels,30,102,1,0,8,0.125,12,,17,19,,,,,18.0
vb_97a6f0718eb4,Rebecca,Ring,29,97,283,147,818,0.166,2,,7,16,,,,,312.5
vb_0ee131cc69f6,Elaisa,Villar,30,115,15,7,85,0.094,804,,29,53,,,,,52.0
vb_eacca85ee782,Malaya,Jones,33,123,526,114,1096,0.376,10,259,25,65,2,94,96.0,1,600.0
vb_8287d05f4b8f,Sarah,Frazee,19,57,0,0,3,0.0,11,58,0,0,0,0,0.0,12,0.0
vb_5ffc25027e9d,Kennedi,Rogers,22,64,175,56,437,0.272,4,53,4,8,3,27,30.0,10,195.5
vb_17516c62c351,Christa,Wilburn,33,120,122,50,375,0.192,13,190,47,85,4,16,20.0,36,181.0
vb_06dd56641c7e,Casey,Batenhorst,33,122,0,0,0,0.0,6,36,32,55,0,0,0.0,0,32.0
vb_3e3454f9b20b,Mia,Silva,21,56,0,0,0,0.0,4,45,7,11,0,0,0.0,0,7.0
vb_855561f4e00b,Averi,Carlson,33,123,49,11,141,0.27,1396,257,28,23,7,78,85.0,0,123.0
vb_99ac7ddfb2e5,Brooke,Gilmour,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_cafb699ac3c2,Natalia,Newsome,18,71,121,23,215,0.456,4,13,0,1,5,63,68.0,1,157.5
vb_66ab5520bf76,Jentry,Lamirand,19,48,19,12,69,0.101,6,41,3,5,3,3,6.0,2,26.5
vb_c34e14b028bd,Jordyn,Schilling,33,123,2,2,13,0.0,115,368,31,27,0,0,0.0,11,33.0
vb_1db7c76e9ea0,Madison,Scheer,27,74,150,44,400,0.265,3,38,8,10,2,21,23.0,3,170.5
vb_653562522e29,Maggie,Croft,32,102,37,10,79,0.342,4,40,15,23,4,51,55.0,1,81.5
vb_624fc7394335,Favor,Anyanwu,33,123,206,48,386,0.409,7,43,0,1,20,158,178.0,1,305.0
vb_d13084794072,Jadyn,Livings,24,86,310,114,697,0.281,15,159,9,30,2,34,36.0,36,338.0
vb_56d11b4fd85d,Dhru,Lalaji,31,92,0,0,1,0.0,9,,8,6,,,,,8.0
vb_0af63318618f,Patrycja,Lagida,30,109,299,132,822,0.203,12,,32,36,,,,,346.0
vb_76b0c84ef453,Anya,Santrac,8,9,7,10,25,-0.12,0,,0,0,,,,,8.5
vb_5b5613d74fb0,Elena,Dragani,15,21,0,0,0,0.0,0,,0,4,,,,,0.0
vb_8b5b729deba7,Sadie,Poeck,29,93,149,76,420,0.174,5,,0,0,,,,,178.0
vb_6bd7f7519e40,Olivia,Fish,13,27,43,19,130,0.185,4,,0,0,,,,,48.5
vb_9c3ade81ef84,Kelis,Hawkins,29,101,105,46,255,0.231,2,,0,0,,,,,159.0
vb_730e7beb18ed,Becca,Bellows,31,113,17,5,46,0.261,599,,29,46,,,,,46.0
vb_7847565c400d,Ryleigh,Whitekettle,31,107,266,131,620,0.218,3,,0,0,,,,,307.0
vb_e546d630f51a,Sanaa,Williams,31,112,145,42,333,0.309,17,,20,29,,,,,225.0
vb_3ed0f68128f2,Rian,Baker,31,113,12,1,34,0.324,549,,27,29,,,,,39.0
vb_b7ae34b4a1f5,Paige,Crawford,31,112,362,151,1021,0.207,10,,23,42,,,,,401.5
vb_a8d2cc2d3d51,Ivana,Cvetkovic,12,21,5,3,24,0.083,1,,1,1,,,,,14.5
vb_eb3b1c06bb49,Emma,Farrell,31,113,1,0,8,0.125,164,,20,16,,,,,21.5
vb_129f23c011c1,Olivia,Murphy,11,32,65,23,177,0.237,3,,0,0,,,,,72.0
vb_071da205c91e,Emery,Dupes,35,117,0,0,4,0.0,72,,1,6,,,,,1.0
vb_4659145f3177,Olivia,Babcock,35,125,646,184,1383,0.334,31,,36,57,,,,,746.5
vb_729a79aa9613,Sophia,Gregoire,26,55,78,21,158,0.361,2,,5,9,,,,,89.0
vb_74958225c11a,Izzy,Masten,35,125,0,1,7,-0.143,21,,22,26,,,,,22.0
vb_649ce47420e6,Blaire,Bayless,34,120,318,92,764,0.296,16,,0,4,,,,,349.0
vb_7e82c2a67462,Ryla,Jones,28,83,107,26,212,0.382,6,,0,1,,,,,157.5
vb_2f30c58b1d9a,Marina,Pezelj,33,111,178,71,457,0.234,33,,18,18,,,,,219.0
vb_7416072beedc,Dalia,Vîrlan,7,11,15,2,27,0.481,3,,2,1,,,,,25.5
vb_d1fcf09f0222,Mallorie,Meyer,35,127,1,0,3,0.333,78,,29,23,,,,,30.0
vb_c23f5ea842ec,Kiana,Dinn,5,7,0,0,0,0.0,1,,3,0,,,,,3.0
vb_5b1be0f71d51,Brooke,Mosher,35,125,63,23,144,0.278,1247,,47,95,,,,,140.5
vb_1fc8454d6446,Dagmar,Mourits,16,56,123,57,361,0.183,18,,3,10,,,,,146.0
vb_fda3723bb0a0,Abbey,Emch,29,75,74,13,125,0.488,7,,2,4,,,,,116.5
vb_845115e9cb78,Bre,Kelley,32,115,173,36,357,0.384,13,,0,0,,,,,261.5
vb_f99a17887b88,Haiti,Tautua'a,34,113,1,0,4,0.25,108,,18,14,,,,,21.5
vb_0493242a0e0e,Eve,Roman,20,59,0,0,3,0.0,8,75,6,6,0,0,0.0,7,6.0
vb_c1027899ccc6,Alexandra,Koleva,19,72,13,3,34,0.294,450,181,9,17,0,8,8.0,0,26.0
vb_a7842d4787a6,Regan,Kadel,26,92,16,9,55,0.127,592,158,11,11,0,9,9.0,0,31.5
vb_aab92fd63077,Matilda,Tjernqvist,3,7,2,0,9,0.222,0,1,0,0,0,5,5.0,0,4.5
vb_0d32517e54ad,Eleanor,Dorritie,17,46,42,22,145,0.138,2,8,2,1,1,12,13.0,0,51.0
vb_c0dfae112f1d,Maya,Coblentz-Brown,26,96,255,70,678,0.273,1,34,1,1,3,43,46.0,0,280.5
vb_467e7409f604,Emily,Cronkhite,26,98,3,2,11,0.091,90,401,20,27,0,1,1.0,39,23.5
vb_8d43e0d7f075,Hannah,Olmstead,14,51,44,16,107,0.262,2,6,2,5,3,47,50.0,0,72.5
vb_1fea7c982762,Viktoria,Dimitrova,19,73,251,95,740,0.211,4,96,3,17,8,44,52.0,23,284.0
vb_0fc4280274bc,Sophia,Holland,17,55,60,25,154,0.227,1,5,2,2,1,44,45.0,0,85.0
vb_a86062085b95,Jalia,Dublin,7,13,21,17,66,0.061,0,4,0,0,0,6,6.0,0,24.0
vb_9f2095877678,Merima,Smajlovic,26,100,349,124,966,0.233,12,315,17,14,4,41,45.0,35,390.5
vb_70fd9abefd9a,Selestine,Liu Asomua,5,15,10,1,27,0.333,1,6,7,5,1,10,11.0,0,23.0
vb_2393d4fa670d,Celeste,Ocampo,16,54,0,0,0,0.0,10,91,6,5,0,0,0.0,5,6.0
vb_9700efb0394b,Briana,Binagi,25,83,111,48,345,0.183,7,84,14,12,0,21,21.0,23,135.5
vb_343fae5e3404,Francesca,Pierdonati,24,80,93,32,216,0.282,4,37,9,11,3,66,69.0,0,138.0
vb_1faf3d72a656,Ali,Natt,31,77,2,1,6,0.167,5,,10,15,,,,,12.0
vb_9ccbb84aba3c,Danica,Rach,30,95,75,35,248,0.161,8,,16,24,,,,,96.5
vb_b68b82c0243f,Hanna,Hoffman,18,42,0,0,13,0.0,119,,9,8,,,,,9.0
vb_afb5cd51a6da,Grace,Milliken,14,26,20,7,53,0.245,2,,0,3,,,,,31.5
vb_9fe6000aa4c7,Aubrey,Moore,18,64,4,2,11,0.182,277,,18,15,,,,,22.0
vb_021e72472be0,Sam,Hoppes,28,80,140,63,336,0.229,5,,3,4,,,,,166.0
vb_b93cde8c5b9c,Audrey,Ross,31,108,384,162,1029,0.216,16,,12,28,,,,,425.0
vb_4845f406a0a4,Anna,Herrington,32,111,218,84,556,0.241,9,,0,0,,,,,259.0
vb_627792c4d0ea,Lucy,Mott,32,111,6,4,43,0.047,624,,30,41,,,,,43.0
vb_9847881673ba,Brooklyn,Yelland,32,112,1,0,19,0.053,164,,31,44,,,,,32.0
vb_58315693573f,Cornelia,Roach,31,102,125,36,289,0.308,12,,10,10,,,,,192.5
vb_02cd4444f10a,Sofija,Marjanovic,21,63,69,49,262,0.076,5,,21,14,,,,,104.0
vb_e6b159886039,Naomi,Watson,4,4,0,1,2,-0.5,0,,0,0,,,,,0.0
vb_fde24d6b6a81,Savannah,Curtis,28,58,0,0,0,0.0,3,,11,6,,,,,11.0
vb_9cdbf5873e35,Sequoia,Layne,29,89,153,84,397,0.174,2,,1,0,,,,,171.0
vb_f72c7ab82255,Bella,Ehrlich,31,111,130,46,316,0.266,3,,12,17,,,,,217.5
vb_57bb29795ba8,Isabelle,Poehlein,5,12,38,3,68,0.515,0,,0,0,,,,,43.0
vb_1aeff2b83e87,Milly,Wolf,3,4,0,1,4,-0.25,13,,0,1,,,,,0.0
vb_c6c222eb9d9b,Mariana,Cova,26,101,202,126,776,0.098,22,228,28,23,2,16,18.0,60,240.0
vb_ec2410500d1b,Aries,Fontaine,19,61,124,66,428,0.136,0,70,6,6,3,19,22.0,13,142.5
vb_12c590676629,Ela,Akay,24,78,0,0,1,0.0,31,162,2,3,0,0,0.0,12,2.0
vb_cd59ea71d08d,Emma,Wild,20,63,131,100,419,0.074,21,107,7,16,3,13,16.0,25,147.5
vb_0ac0c60a7f22,Taylor,West,22,86,133,47,376,0.229,3,39,3,9,10,61,71.0,2,176.5
vb_7d80f20a8725,Sara,Siefert,15,49,1,2,7,-0.143,10,29,10,11,0,0,0.0,8,11.0
vb_bbfa1d1aa7c3,Martina,Gonzalo Cortes,18,68,139,68,422,0.168,6,80,4,9,4,40,44.0,2,167.0
vb_cf7d5d9968f9,Giselle,Parker,19,74,86,34,218,0.239,9,19,0,0,8,43,51.0,0,115.5
vb_63054f0bf6c3,Doga,Emil,24,92,3,3,13,0.0,94,250,17,15,0,0,0.0,24,20.0
vb_6f5a65fb6e63,Cece,Marino,23,81,25,9,85,0.188,353,126,11,12,3,14,17.0,0,46.0
vb_bee9f132a91c,Ema,Torres,20,73,220,89,564,0.232,15,131,14,15,3,22,25.0,11,248.0
vb_997d7f330763,Rowan,Schreiber,11,42,46,20,126,0.206,2,9,7,6,9,26,35.0,1,75.0
vb_f89b4dc6567c,Madison,MacKaig,5,6,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_6fc541ed035a,Ashlynn,Berns,11,22,1,1,3,0.0,18,8,2,1,0,0,0.0,0,3.0
vb_84e16a031398,Finley,McAndrew,21,83,23,7,68,0.235,464,198,21,18,0,5,5.0,0,46.5
vb_224ca38c953f,Maria,Olga Siapani,26,92,71,26,194,0.232,852,263,21,29,0,44,44.0,0,114.0
vb_e297f47d1b34,Brooke,Malek,22,75,3,1,14,0.143,54,297,15,19,0,0,0.0,15,18.0
vb_6cc19efedca6,Gabriella,Karman,26,96,180,51,377,0.342,19,58,31,32,10,99,109.0,0,270.5
vb_8b3ba0042007,Shynelle,Woroniuk,26,98,383,138,1239,0.198,15,218,26,34,1,36,37.0,41,428.0
vb_eba307dc74e1,Kiki,Provatas,26,91,2,4,9,-0.222,20,163,9,16,0,0,0.0,11,11.0
vb_75f34d3b4923,Anna,Myhal,25,80,139,61,451,0.173,15,159,20,17,4,19,23.0,28,172.5
vb_702bb33ad170,Kasia,Barletta,26,92,4,1,18,0.167,55,269,37,25,0,0,0.0,22,41.0
vb_8e059b154e1c,Elif,Yasar,7,14,0,1,22,-0.045,92,22,4,5,0,1,1.0,0,4.5
vb_66dd3bcb8307,Nia,Gibson,3,5,8,5,27,0.111,0,1,0,0,0,1,1.0,0,8.5
vb_515659661a55,Tori,Wilson,26,91,168,53,374,0.307,6,13,0,0,2,57,59.0,0,198.5
vb_e5cb84619399,Campbell,Robinson,8,12,23,9,64,0.219,0,5,1,2,0,6,6.0,0,27.0
vb_dab1dc556e48,McKenna,Collins,8,21,25,18,89,0.079,0,10,0,0,0,4,4.0,5,27.0
vb_61913e616ece,Sophie,Burkey,6,9,0,0,1,0.0,1,4,0,0,0,0,0.0,0,0.0
vb_65e29f03453e,Kendall,Harris,26,95,214,64,608,0.247,10,92,9,6,2,56,58.0,1,253.0
vb_3cc4b3e1756d,Duri,Harden,4,7,8,6,30,0.067,1,7,0,1,1,2,3.0,0,10.0
vb_5dd7550eb08c,Molly,Penn,14,38,0,0,1,0.0,3,31,5,10,0,0,0.0,0,5.0
vb_5bb976ebc35e,Serin,Maden,25,97,1,2,25,-0.04,544,153,34,28,0,1,1.0,1,35.5
vb_50605ccd7bad,Hannah,Dobbs,25,90,245,111,772,0.174,11,194,16,9,5,21,26.0,28,276.5
vb_bf3af9fe62b6,Laura,Fuehrer,24,98,170,52,339,0.348,5,27,0,1,13,101,114.0,0,233.5
vb_f479cef797b9,Jada,James,6,17,34,22,116,0.103,5,23,1,6,2,6,8.0,5,40.0
vb_d77f90884f7d,Izzy,Ostvig,25,101,95,35,272,0.221,507,151,6,21,8,55,63.0,1,136.5
vb_3cddd99cdb6c,Jalynn,Brown,25,100,358,162,984,0.199,11,183,33,39,3,42,45.0,27,415.0
vb_f6016d2b93b5,Claudia,Llamas,25,100,247,127,699,0.172,5,80,14,33,4,69,73.0,0,299.5
vb_8f501ff11068,Hannah,Howard,25,101,1,0,12,0.083,120,457,31,27,0,0,0.0,32,32.0
vb_68debb613b99,Ema,Djordjevic,24,78,16,13,76,0.039,3,40,17,18,3,7,10.0,0,39.5
vb_d8e306d156d5,Ella,McAllister,19,63,0,1,5,-0.2,7,65,1,3,0,0,0.0,8,1.0
vb_e79ae33dfd3e,Helen,Frankovich,22,86,127,39,269,0.327,3,17,0,3,3,73,76.0,0,166.5
vb_938d45b9d5d6,Carrina,Barron,27,102,0,1,11,-0.091,87,396,25,30,0,0,0.0,24,25.0
vb_fa7b706e8123,Madison,Koeller,26,94,41,13,149,0.188,815,209,29,27,1,21,22.0,0,81.5
vb_984d87818dde,London,Hunt,28,100,145,34,322,0.345,8,27,2,5,10,60,70.0,0,187.0
vb_48a055966dec,Madison,Keem,14,42,1,0,11,0.091,154,48,6,16,0,0,0.0,1,7.0
vb_ec6018615926,Claudia,Camacho-Castro,28,105,3,0,10,0.3,41,223,38,57,0,0,0.0,25,41.0
vb_3e54e97167ac,Brookelyn,Talmadge,26,94,178,32,360,0.406,4,12,1,1,8,64,72.0,1,219.0
vb_897bc70e9e20,Ruth,Ochelli,26,86,204,74,510,0.255,3,38,4,1,0,41,41.0,0,228.5
vb_7953c0366783,Nina,Gavin,22,67,32,16,108,0.148,2,23,17,23,1,2,3.0,0,51.0
vb_18b30bfe6177,Hannah,Jackson,4,6,12,5,32,0.219,0,2,0,1,0,1,1.0,3,12.5
vb_7b0b05273265,Ana,Fuertes-Brito,13,34,34,21,89,0.146,2,15,3,17,0,1,1.0,3,37.5
vb_389ff9221657,Arianna,Ugolini,28,105,419,172,1122,0.22,14,255,43,48,1,27,28.0,30,476.5
vb_c9021ce3a8b3,Melis,Isik,16,34,14,6,35,0.229,142,37,7,8,0,0,0.0,0,21.0
vb_b6a83c9c363a,Lea,Mackey,18,46,50,37,156,0.083,0,19,0,0,1,22,23.0,1,62.0
vb_33b2922413ea,Kaitlin,Curran,23,89,202,121,566,0.143,11,183,34,37,0,21,21.0,35,246.5
vb_70fc483d1b04,Maeve,Voltz,13,25,38,11,79,0.342,0,3,0,0,1,12,13.0,0,45.0
vb_b8e7eee3f29b,Natalie,Ricevuto,10,23,37,31,129,0.047,1,23,1,3,0,4,4.0,7,40.0
vb_24f2b0aeea99,Jannelize,Perez,18,45,0,0,0,0.0,11,,9,12,,,,,9.0
vb_60c06de8fa1f,Miray,Su Keskin,20,45,0,0,0,0.0,2,,3,5,,,,,3.0
vb_76d436416e07,Ellery,Singleton,22,70,0,0,18,0.0,225,,14,20,,,,,14.0
vb_902cf3f90439,Lindsey,Kriendler,23,77,84,30,266,0.203,3,,0,0,,,,,106.5
vb_dd820b7bb5e4,Lucy,Chertock,22,85,274,139,776,0.174,10,,12,17,,,,,309.5
vb_9a4db80dc5ac,Dylan,Hunt,22,81,39,27,149,0.081,7,,22,30,,,,,64.0
vb_cd943cd9b0fc,Elena,Chappell,4,5,0,0,1,0.0,0,,0,0,,,,,0.0
vb_0d8b718ce6b2,Katie,Smith,7,17,0,0,0,0.0,0,,1,6,,,,,1.0
vb_8bdc241d1ef0,Rachel,Grier,23,88,212,37,442,0.396,6,,18,16,,,,,289.5
vb_b6e6ebb2dce6,Milan,Curl,8,9,2,5,17,-0.176,0,,1,1,,,,,3.0
vb_6b1f63b74ad6,Raya,Evlogieva,1,1,0,0,0,0.0,0,,0,0,,,,,0.0
vb_7076f0c9f9a3,Reilly,Garrity,9,10,0,0,0,0.0,10,,0,0,,,,,0.0
vb_ad6629f17f00,Meredith,Hohnbaum,23,84,169,62,477,0.224,3,,0,0,,,,,196.5
vb_7d6973f27cd9,Olivia,Maulding,1,1,0,0,1,0.0,0,,0,0,,,,,0.5
vb_a7dc593afaee,Evelyn,Brenton,20,53,57,18,128,0.305,2,,0,1,,,,,83.5
vb_a712d270dcd5,Varvara,Zvereva,17,49,38,10,97,0.289,1,,0,0,,,,,59.5
vb_ca7b695abfb0,Avery,LePore,23,88,2,1,18,0.056,85,,28,27,,,,,30.0
vb_f03b49598249,Jessica,Shattles,23,88,16,6,69,0.145,545,,23,22,,,,,43.0
vb_450eb762020a,Millie,Grove,23,82,119,50,452,0.153,1,,0,0,,,,,131.5
vb_9afebe81a485,Taryn,Gilreath,27,101,81,29,265,0.196,767,,22,31,,,,,127.5
vb_a4930a96ce76,Brooklyn,Allison,13,50,2,1,10,0.1,42,,7,4,,,,,9.0
vb_b473ff3764bd,Katie,Schuele,23,66,2,2,20,0.0,161,,15,20,,,,,17.0
vb_aafd90ea5414,Ekwe,Anwah,16,36,28,12,67,0.239,2,,0,1,,,,,37.5
vb_66c40f29ef12,Alli,Butrum,26,87,13,13,59,0.0,18,,12,20,,,,,27.5
vb_3d0eadec8d45,Kai,Bailey,27,97,190,75,395,0.291,10,,0,11,,,,,250.5
vb_31bd53bba49e,Aulie,Huff,27,97,254,84,639,0.266,7,,7,11,,,,,295.5
