athlete_id,first_name,last_name,mp,sets,kills,errors,ta,pct,assists,digs,aces,serve_errors,block_solos,block_assists,blocks,recv_errors,points
vb_bfb5a6a779a6,Amalee,Doyle,3,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_4f9b3e465fab,Olivia,Aniol,29,108,243,95,539,0.275,8,43,9,19,21,97,118.0,0,321.5
vb_6015ad38b7f9,Ayana,Solan,2,2,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_7d2001a676ac,Cami,Kelsay,8,14,9,8,31,0.032,1,15,1,4,1,0,1.0,4,11.0
vb_df3c9ec20470,Ta'Niya,Logart,9,15,1,0,2,0.5,2,6,0,1,0,0,0.0,4,1.0
vb_d890c4ec750c,Jadyn,Padilla,28,96,1,2,51,-0.02,61,338,27,20,0,0,0.0,18,28.0
vb_6e84768a1c94,Mikayla,White,27,93,69,34,344,0.102,588,217,9,16,10,29,39.0,1,102.5
vb_ea0b58aac454,Tess,De Zanet,20,69,155,95,515,0.117,4,122,20,16,6,13,19.0,10,187.5
vb_5713b3b67248,Karsyn,Smith,27,73,1,0,8,0.125,4,75,5,9,0,0,0.0,7,6.0
vb_df124a13f600,Jesselix,Acevedo Lebron,14,27,0,2,3,-0.667,0,15,2,4,0,0,0.0,1,2.0
vb_05177f2cb05e,Jayla,Adams,21,67,35,11,131,0.183,3,14,1,1,6,22,28.0,1,53.0
vb_75790952b0c1,Cameryn,Barclay,19,61,69,44,255,0.098,0,18,0,3,2,28,30.0,2,85.0
vb_0ab509221cb9,Ece,Ozdemir,27,90,248,96,765,0.199,12,199,28,31,6,8,14.0,51,286.0
vb_281b532a7b12,Ivanny,Blackwood,22,70,175,86,484,0.184,4,86,13,20,15,21,36.0,3,213.5
vb_cf8aa4418d89,Molly,Appleby,3,4,0,1,1,-1.0,0,0,0,0,0,1,1.0,0,0.5
vb_b0f0bc17a19f,Avery,Lane,5,8,1,2,11,-0.091,0,1,0,1,0,0,0.0,0,1.0
vb_1ddac78b3b6c,Dalaney,Uranga,8,17,8,1,22,0.318,0,4,0,0,0,3,3.0,2,9.5
vb_19da16e7db16,Ryann,Eastes,20,49,1,4,35,-0.086,157,66,1,2,0,0,0.0,0,2.0
vb_3c103fef3784,Rylyn,McCarty,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_ab9c69e228d8,Sabré,Robinson,1,1,0,1,1,-1.0,0,0,0,0,0,1,1.0,0,0.5
vb_e1cb05aeee9f,Macey,Nehring,29,107,2,1,25,0.04,96,433,28,22,0,0,0.0,39,30.0
vb_d0cea573073e,Ryland,Pledger,7,9,0,3,10,-0.3,0,0,0,0,0,0,0.0,0,0.0
vb_a8c94e8a4893,Megan,Rek,8,15,21,4,41,0.415,1,2,0,0,6,8,14.0,1,31.0
vb_058f56a09b51,Summer,van Meerveld,29,106,10,2,54,0.148,550,206,31,57,0,0,0.0,0,41.0
vb_6dc5c8fdca75,Camryn,McGough,29,104,180,39,402,0.351,3,27,0,5,15,88,103.0,0,239.0
vb_7c7d6d4ffbc3,Kathryn,Christie,25,83,126,34,392,0.235,1,45,0,0,3,23,26.0,0,140.5
vb_88ae6a19c573,Sara,Freeman,29,107,1,0,12,0.083,5,265,16,31,0,0,0.0,19,17.0
vb_b2a9db99753a,Annie,Davis,2,2,1,0,2,0.5,0,0,0,0,0,0,0.0,1,1.0
vb_657d6d66d7eb,Payton,Cash,24,52,54,23,198,0.157,7,12,2,0,3,23,26.0,0,70.5
vb_b98d859c199c,Sophie,Mae Smith,29,107,9,9,62,0.0,643,237,19,43,0,0,0.0,0,28.0
vb_e2c6a3d6e593,Jaya,Tarver,7,13,9,2,24,0.292,0,7,0,1,3,4,7.0,0,14.0
vb_19537e0d5df3,Kenzy,McArtor,17,27,30,23,115,0.061,1,12,1,1,0,1,1.0,1,31.5
vb_3956d0ea9d2f,Alexa,Grogan,4,7,1,4,5,-0.6,0,4,0,0,0,0,0.0,0,1.0
vb_db4195660945,Lauren,Cary,26,89,131,43,336,0.262,11,57,34,34,17,67,84.0,1,215.5
vb_96b3ca7aea98,Chloe,Jones,29,107,295,89,910,0.226,8,393,12,18,9,34,43.0,31,333.0
vb_f7704b820180,Katy,Geurin,28,93,214,69,599,0.242,4,40,0,0,6,48,54.0,0,244.0
vb_7b87ef7c8223,Jordyn,Zink,1,2,2,1,3,0.333,1,1,0,0,1,1,2.0,0,3.5
vb_80e8a759fb5f,Abri,Galante,5,5,0,0,0,0.0,1,1,0,1,0,0,0.0,0,0.0
vb_554a12f913c0,Margaret,Addison Scott,12,19,8,5,46,0.065,0,10,0,0,1,10,11.0,0,14.0
vb_fc96ae796e9f,Haley,Fairchild,31,104,163,38,408,0.306,10,30,0,0,20,66,86.0,1,216.0
vb_a31f42eceff3,Paige,Webb,3,3,2,1,6,0.167,0,0,0,0,3,1,4.0,0,5.5
vb_3094be325d58,Madi,Landry,8,11,21,6,49,0.306,0,2,0,0,0,2,2.0,0,22.0
vb_6eddf8bc5871,Kylie,Kisgen,31,110,1,2,24,-0.042,94,654,23,13,0,0,0.0,15,24.0
vb_02aa689bf366,Sophie,Henry,6,9,28,7,47,0.447,0,1,1,1,2,9,11.0,0,35.5
vb_171e9fc4b708,Riley,Braziel,31,108,275,103,990,0.174,13,338,32,21,5,20,25.0,25,322.0
vb_86d76036d509,Delaney,Gonzalez,12,23,0,0,0,0.0,1,24,3,2,0,0,0.0,1,3.0
vb_d6ab863978d0,Peyton,Church,30,103,3,1,15,0.133,23,280,20,17,0,0,0.0,25,23.0
vb_830f56ec099d,Kailey,Thedford,31,107,326,124,1144,0.177,5,73,0,1,4,29,33.0,10,344.5
vb_1e4407616f85,Leah,Gardner,31,108,248,46,554,0.365,12,47,16,16,39,77,116.0,0,341.5
vb_eed011cd9ab1,Emma,Hill,5,9,5,6,24,-0.042,0,0,0,0,0,2,2.0,0,6.0
vb_4f9b713874b5,Mack,Bidwell,14,24,0,1,12,-0.083,79,37,1,5,0,0,0.0,0,1.0
vb_4004ad17fcea,Ann,Marie Tice,14,25,0,0,1,0.0,3,15,3,4,0,0,0.0,3,3.0
vb_1ae0f6336318,Courtney,Hanson,31,110,84,16,247,0.275,1083,377,47,28,2,32,34.0,0,149.0
vb_4294e6a60add,Emily,Adams,31,109,287,66,808,0.274,11,76,0,0,5,57,62.0,0,320.5
vb_7a72e5dbcfbd,Eryn,Dawson,4,4,4,4,17,0.0,0,1,0,0,0,2,2.0,0,5.0
vb_4fd6e240fdec,Savannah,Whitaker,31,107,24,18,122,0.049,16,299,35,15,0,5,5.0,21,61.5
vb_2ed817b5f6e9,Christen,Tarter,30,114,1,1,31,0.0,63,415,19,33,0,0,0.0,17,20.0
vb_70fee24df64e,Macie,Bowden,4,6,2,0,5,0.4,28,10,2,1,0,0,0.0,0,4.0
vb_edbb42811347,Lauren,Dinunzi,32,120,7,3,41,0.098,87,416,41,33,0,0,0.0,19,48.0
vb_64695a7f2851,Cadence,Davis,1,1,3,0,5,0.6,0,1,0,0,0,0,0.0,0,3.0
vb_36eee625dc48,Jenna,Peters,32,120,410,164,1116,0.22,17,328,25,23,11,44,55.0,36,468.0
vb_77233019970a,Isa,Swiatkowski,8,15,0,0,1,0.0,0,4,1,6,0,0,0.0,0,1.0
vb_bd89952025a1,Alyx,Snyder,25,69,0,0,4,0.0,6,41,22,17,0,0,0.0,0,22.0
vb_9cea9227137d,Ashley,Chmielewski,5,15,12,10,57,0.035,0,8,0,0,2,3,5.0,1,15.5
vb_2eb081972b43,Ava,Horn,22,65,95,27,200,0.34,5,10,0,3,6,34,40.0,2,118.0
vb_03ec361ee849,Saige,Avery,32,120,145,65,445,0.18,735,275,36,37,2,32,34.0,0,199.0
vb_96150d1139de,Ashley,Aselage,32,120,312,108,731,0.279,3,41,0,2,10,59,69.0,1,351.5
vb_0a6b7d696876,Gabrielle,Kirker,32,115,7,4,48,0.063,581,200,37,19,0,1,1.0,0,44.5
vb_16be32f6d87f,Chloe,Gels,23,62,22,19,85,0.035,2,33,17,22,0,3,3.0,1,40.5
vb_9c08d6a566dd,Brynn,Clark,18,45,50,27,140,0.164,8,25,11,11,2,28,30.0,0,77.0
vb_381c90f4aad4,Natalie,Jones,3,3,3,4,17,-0.059,0,3,0,0,0,0,0.0,0,3.0
vb_72408aaa53c7,Bailey,Christiansen,9,13,17,5,38,0.316,2,4,0,1,1,11,12.0,0,23.5
vb_8e30fd0a6aba,Addy,Wade,6,8,10,2,30,0.267,0,0,0,0,0,1,1.0,0,10.5
vb_ae0cac5a4f80,Logan,Rubel,32,114,296,158,765,0.18,8,139,2,12,4,23,27.0,24,313.5
vb_bd17405f1657,Grace,Zinchuk,32,119,286,63,661,0.337,11,19,1,6,17,90,107.0,1,349.0
vb_520b8ddb82dd,Emily,Boyer,32,114,34,9,119,0.21,769,323,55,34,1,3,4.0,0,91.5
vb_ac842a6a1a55,Lauren,Safrit,31,110,179,71,576,0.188,8,157,0,5,6,45,51.0,5,207.5
vb_12e04aedfb03,Bella,Babbitt,1,2,2,1,6,0.167,0,2,0,0,0,0,0.0,0,2.0
vb_8bf51a40ec5a,Shelby,Jabour,18,45,0,0,3,0.0,3,50,2,6,0,0,0.0,6,2.0
vb_43c671bd737c,Makenzie,Moseley,8,13,4,3,22,0.045,0,14,0,0,0,1,1.0,0,4.5
vb_a02f0e78c0fe,Sophia,Warren,1,1,0,0,1,0.0,0,0,0,0,0,1,1.0,0,0.5
vb_652633cafb96,Payton,Sandefer,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_e28716a85856,Rylee,Unruh,31,111,377,91,1150,0.249,40,354,50,29,12,31,43.0,30,454.5
vb_132b22bde9e7,Elle,Parisi,9,22,0,0,0,0.0,5,31,2,4,0,0,0.0,1,2.0
vb_169f3690cf1a,Allie,Stricker,32,113,294,128,863,0.192,2,97,4,5,6,44,50.0,4,326.0
vb_95e5cfb34c67,Melody,Donegan,29,93,170,73,481,0.202,3,47,0,2,3,25,28.0,3,185.5
vb_56f2c425805c,Morgan,Hamel,12,16,16,5,35,0.314,1,1,0,1,4,9,13.0,0,24.5
vb_9775d0a0b09c,Ellie,Gehrke,5,9,8,6,34,0.059,1,18,1,2,0,0,0.0,6,9.0
vb_27178a6298f2,Madi,Barnes,30,100,25,2,72,0.319,402,187,25,36,0,1,1.0,0,50.5
vb_233b5eb7cd03,Ada,Ingvardsen,25,76,0,1,5,-0.2,12,139,19,12,0,0,0.0,12,19.0
vb_24ea7b5b3aa8,Lillian,Noble,29,78,96,25,239,0.297,6,41,22,17,10,51,61.0,0,153.5
vb_f6a1d9d691e7,Taya,McReynolds,16,26,23,11,80,0.15,2,6,0,0,2,1,3.0,2,25.5
vb_9c862c358f07,Karsyn,Hunter,31,112,0,1,21,-0.048,97,586,19,7,0,0,0.0,22,19.0
vb_26cccc44f1a3,Bella,Chittum,2,4,4,3,13,0.077,0,3,0,0,1,2,3.0,0,6.0
vb_bffac600afe2,Ady,Horn,7,13,3,2,10,0.1,36,10,0,5,0,0,0.0,0,3.0
vb_179e8cc6b13e,Addison,Dale,20,58,59,31,171,0.164,0,25,7,14,13,37,50.0,0,97.5
vb_eb122379dfb1,Aja,Green,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0.0
vb_bdb6c4f76e7e,Emily,Kate Jones,16,21,27,18,92,0.098,0,20,0,2,0,4,4.0,1,29.0
vb_109204b6bf59,Mackenzie,Frazee,32,109,221,67,539,0.286,8,29,3,3,43,74,117.0,2,304.0
vb_765f8e9803e1,Camila,Rodriguez,19,69,1,1,14,0.0,260,107,25,22,0,0,0.0,0,26.0
vb_d0fbf21c1854,Kadence,Ackmann,21,77,214,128,663,0.13,19,193,32,34,2,21,23.0,19,258.5
vb_fb2ad6b96bf9,Sara,Griesbauer,14,29,0,0,1,0.0,4,26,5,5,0,0,0.0,5,5.0
vb_ce18f14fb0d8,Cyanna,Shirley,21,73,122,52,330,0.212,3,30,0,1,2,46,48.0,0,147.0
vb_b8e1dfd67791,Emily,Cineus,18,66,107,48,267,0.221,3,27,16,28,14,49,63.0,0,161.5
vb_63f64cdb2ec4,Ileann,Alessandra Perez,15,48,55,22,134,0.246,1,11,1,3,9,30,39.0,0,80.0
vb_39e1724cf9c2,Alice,Bender,21,78,2,0,21,0.095,75,276,33,25,0,0,0.0,47,35.0
vb_39fbd3e0cf3a,Jaliyah,Johnson,18,65,102,75,352,0.077,3,46,1,4,0,19,19.0,4,112.5
vb_6384a5d8d3dc,Makenna,Crawford,3,8,1,2,5,-0.2,26,9,2,2,0,0,0.0,0,3.0
vb_37e62657a53c,Aralyn,Saulys,21,78,10,4,44,0.136,402,155,31,22,0,2,2.0,1,42.0
vb_7d9fe521fb36,Keelah,Chambliss,19,62,133,57,324,0.235,8,42,2,3,2,9,11.0,16,141.5
vb_bcec2cf754a9,Skyler,Tennant,21,77,81,43,294,0.129,22,179,27,3,1,7,8.0,28,112.5
vb_7005d96ce162,McKenzie,Eddington,6,19,20,8,52,0.231,0,1,0,0,2,5,7.0,0,24.5
vb_9814dbe5fff0,Leah,Mendez,10,28,20,17,65,0.046,0,4,0,2,4,18,22.0,0,33.0
vb_b08a31411196,Savanna,Rogers,24,54,1,3,7,-0.286,8,39,6,14,0,0,0.0,0,7.0
vb_5b635fdce943,Lexi,Berry,31,104,119,69,409,0.122,12,176,25,25,2,11,13.0,21,151.5
vb_65996a23696b,Brighten,Sedmack,23,58,64,35,200,0.145,5,43,9,15,4,11,15.0,7,82.5
vb_c8acd4120f5d,Renee,Direny,9,10,4,2,10,0.2,0,0,1,0,0,2,2.0,0,6.0
vb_ee7159aa5b33,Nae,Jordan,26,72,168,44,381,0.325,0,34,0,2,1,27,28.0,1,182.5
vb_42465ae8bd12,Maggie,Patterson,32,121,6,3,39,0.077,122,511,44,56,0,0,0.0,31,50.0
vb_0667a613aacd,Savanna,FauntLeRoy,14,25,18,3,39,0.385,152,44,7,2,0,9,9.0,0,29.5
vb_294306d91a6e,Sydney,Corbett,32,116,174,62,538,0.208,16,203,20,37,2,23,25.0,17,207.5
vb_df3ea4dff750,Kelsey,Rogers,32,122,244,80,565,0.29,9,49,9,17,14,99,113.0,0,316.5
vb_7315670de015,Erin,Guffin,4,4,2,0,2,1.0,0,2,0,0,0,0,0.0,0,2.0
vb_da598cd36167,Mia,Rees,8,10,0,2,9,-0.222,0,2,2,2,0,0,0.0,0,2.0
vb_5a4809c1a393,Sofia,Augusto,32,112,71,43,292,0.096,23,198,11,14,1,2,3.0,9,84.0
vb_9a022efe5b6d,Liani,Sierra,21,45,0,0,1,0.0,12,16,5,12,0,2,2.0,0,6.0
vb_2250dd897ba2,Harper,Stokes,32,122,234,59,505,0.347,9,31,8,8,18,86,104.0,0,303.0
vb_d4e0554fb401,Eduarda,Dutra,21,72,2,0,5,0.4,11,136,8,14,0,0,0.0,4,10.0
vb_9404dbc602c6,Addison,Chapman,10,11,3,4,10,-0.1,0,2,0,0,0,0,0.0,0,3.0
vb_91726d63bd25,Grace,Reynolds,28,109,88,30,268,0.216,1121,314,41,20,4,32,36.0,2,149.0
vb_2ff7beb67559,Kaley,Board,31,104,300,137,822,0.198,7,113,10,24,5,40,45.0,15,335.0
vb_4dcb9dc3a962,Rachel,Smith,23,74,185,45,415,0.337,1,28,0,0,8,34,42.0,1,210.0
vb_13acfb6f15dc,Isabella,Oliver,7,9,0,0,0,0.0,0,1,0,3,0,0,0.0,0,0.0
vb_2c931ed83a83,Kristina,Peric,30,119,621,236,1737,0.222,22,330,38,59,6,39,45.0,65,684.5
vb_f57e7d7a3f00,Alyssa,Groves,32,128,5,4,62,0.016,128,730,71,72,0,0,0.0,42,76.0
vb_8c0d9d34b28d,Alexa,Arnold,31,115,4,3,29,0.034,15,100,32,26,0,1,1.0,5,36.5
vb_ad75e7a1477f,Neeyah,Shahid-Stevenson,32,124,116,84,456,0.07,4,49,0,0,5,80,85.0,1,161.0
vb_7e8fc5f67cba,Vivien,Andrea Fehervari,32,128,71,55,364,0.044,30,306,41,51,1,14,15.0,34,120.0
vb_7478ef6a2200,Nuri,Shahid-Stevenson,32,128,167,50,424,0.276,4,47,4,3,23,102,125.0,2,245.0
vb_8cdcb70f4a43,Alice,DiFrancesco,30,119,96,34,269,0.23,1035,339,50,60,2,30,32.0,2,163.0
vb_bbeb6d6e4f79,Catelina,Luzader,8,16,2,1,10,0.1,101,21,1,5,1,4,5.0,0,6.0
vb_09a248119dc1,Rayssa,Satlher,32,126,1,4,15,-0.2,19,134,48,34,0,0,0.0,23,49.0
vb_9c8af66eecb0,Elyana,Ortiz,32,118,231,113,728,0.162,9,42,2,1,0,26,26.0,11,246.0
vb_abf4e8deea85,Alani,Duncan,32,128,190,56,436,0.307,3,24,0,0,23,89,112.0,0,257.5
vb_efdbb3d208ed,Lola,Chagnon,9,17,0,1,2,-0.5,1,8,0,1,0,0,0.0,2,0.0
vb_7ff14cbe7039,Jessica,Krug,27,99,1,1,30,0.0,54,517,35,32,0,0,0.0,35,36.0
vb_4ea7a574d22e,Tatum,Hall,1,1,0,0,2,0.0,0,1,0,0,0,1,1.0,0,0.5
vb_87d67e2ffd89,Avery,Barrett,14,29,3,1,8,0.25,56,13,7,6,0,0,0.0,0,10.0
vb_69f4c5c6cced,Ellie,Zuro Cirino,30,110,451,162,1274,0.227,7,255,31,30,6,35,41.0,41,505.5
vb_5f8de248a750,Abby,Berry,30,109,34,4,110,0.273,1067,222,45,27,4,26,30.0,0,96.0
vb_62494a4c91be,Avery,Koontz,29,100,2,1,9,0.111,19,219,7,13,0,0,0.0,22,9.0
vb_5cf4ff24499c,Alanna,Rivera,4,10,0,0,0,0.0,0,2,4,7,0,0,0.0,0,4.0
vb_16c6732d96fa,Caroline,Knight,30,110,354,181,1043,0.166,10,251,45,41,8,34,42.0,28,424.0
vb_ab2e85aa0bb1,Mallory,Pinske,27,97,117,37,372,0.215,5,65,38,40,17,69,86.0,0,206.5
vb_6c94f2c53055,Journey,Welling,10,23,21,10,55,0.2,1,1,0,0,3,28,31.0,0,38.0
vb_a4dfb8f9a72c,Natalie,Lippincott,28,94,135,68,424,0.158,7,78,6,13,9,51,60.0,0,175.5
vb_fc7eee7f8c41,Brooke,Pelloni,19,44,31,19,116,0.103,2,7,5,14,4,12,16.0,0,46.0
vb_4be3b00e8014,Dannika,Susko,30,104,181,65,434,0.267,7,46,1,1,15,55,70.0,1,224.5
vb_18ea65d7b1c4,Sadie,Reese,3,6,1,0,1,1.0,1,1,0,2,0,0,0.0,0,1.0
vb_180519ed417c,Isabella,Gomez,3,5,0,1,1,-1.0,4,3,1,3,0,0,0.0,0,1.0
vb_5f5d936468d9,Anna,Ritter,19,42,0,1,7,-0.143,3,34,5,12,0,0,0.0,10,5.0
vb_4cd494d0068b,Kiara,Harmon,23,46,8,3,21,0.238,0,9,10,24,0,4,4.0,1,20.0
vb_cca80b0b14bd,Sasha,Purdin,4,4,2,1,5,0.2,0,1,1,1,0,1,1.0,0,3.5
vb_a42022bee552,Anna,Dean,29,106,251,71,584,0.308,6,85,14,29,35,131,166.0,1,365.5
vb_94ef8364f156,Josie,McCroskey,29,109,0,0,8,0.0,101,568,25,28,0,0,0.0,16,25.0
vb_10f7e98e00db,Mia,Brown,11,27,0,0,1,0.0,0,15,2,3,0,0,0.0,2,2.0
vb_927ec0588e8c,Kassidy,Nixon,29,109,147,80,551,0.122,10,310,13,44,0,43,43.0,26,181.5
vb_db7f23df35c8,Jesa,Wallace,29,109,12,11,53,0.019,776,240,20,31,1,10,11.0,0,38.0
vb_22fd989aac76,Kennedy,Behnke,12,32,53,18,117,0.299,1,5,0,0,5,25,30.0,0,70.5
vb_137008159edc,Alexis,Bittner,23,43,2,1,8,0.125,6,79,5,4,0,0,0.0,8,7.0
vb_586d4df37ec5,Abby,Carr,27,90,1,1,12,0.0,376,123,15,31,0,1,1.0,2,16.5
vb_05246adc9e8f,Vix,Vilott,29,108,250,117,820,0.162,8,329,38,40,5,54,59.0,61,320.0
vb_42422458a4e0,Don'Yah,Cosie,28,91,142,60,338,0.243,2,15,1,2,18,111,129.0,0,216.5
vb_7bf9911b17cb,Julia,Hicks,3,9,24,7,55,0.309,0,12,1,0,0,0,0.0,2,25.0
vb_721870c45dc0,Maliyah,Johnson,28,101,251,90,816,0.197,2,54,0,0,9,65,74.0,0,292.5
vb_e1a27b6f912b,Carmyn,Lawson,2,2,2,0,6,0.333,0,1,0,0,0,0,0.0,1,2.0
vb_3a8d6d889f05,Maddi,LaPointe,29,106,207,78,694,0.186,2,37,0,0,3,93,96.0,0,256.5
vb_cf65ed784f7e,Alayna,Pruitt,22,47,38,37,163,0.006,0,26,1,3,2,10,12.0,8,46.0
vb_c5faa4912b68,Lauryn,Uyemura,25,85,1,1,6,0.0,9,140,2,13,0,0,0.0,31,3.0
vb_e26ddf07db4a,Kendal,Allaire,20,52,55,41,186,0.075,3,15,0,6,3,16,19.0,0,66.0
vb_ee520f59f24a,Brooke,Sanford,25,83,109,74,373,0.094,2,27,3,12,3,26,29.0,0,128.0
vb_e6ba4cda271c,Sabrina,Landman,26,93,166,99,593,0.113,3,40,15,22,2,33,35.0,5,199.5
vb_47a65bfb274a,Bailey,Nichols,26,93,83,25,282,0.206,676,217,36,29,5,25,30.0,0,136.5
vb_efde134a238d,Krissy,Brei,26,92,3,4,30,-0.033,52,294,12,32,0,0,0.0,13,15.0
vb_cadbf128745f,Isabella,Smith,24,86,239,112,775,0.164,13,190,25,33,2,14,16.0,35,273.0
vb_e8aa6b8277e3,Aaliyah,Rodrakkwan,26,85,3,12,48,-0.188,28,168,14,21,0,1,1.0,28,17.5
vb_0881e708d898,Braiziah,Dixon,26,93,153,55,398,0.246,9,49,9,23,28,55,83.0,1,217.5
vb_b6b9dff96790,Jacie,Kaniho,21,49,61,51,216,0.046,3,55,6,19,1,4,5.0,10,70.0
vb_1f9bf290b957,Olivia,Hyman,28,102,1,3,20,-0.1,19,221,41,30,0,0,0.0,34,42.0
vb_be0ba3cb1c52,Sophie,Schonauer,26,97,15,13,88,0.023,22,228,12,19,0,2,2.0,31,28.0
vb_b96c0ef0f764,Nourhan,Hadjeb,7,13,0,0,3,0.0,28,6,4,4,0,0,0.0,0,4.0
vb_d1cfdd1c3c65,Kylynn,White,28,106,296,94,809,0.25,415,220,58,42,5,37,42.0,0,377.5
vb_d7c2c9d043f1,Asuka,Shibue,24,77,4,0,8,0.5,43,199,22,22,0,0,0.0,59,26.0
vb_b2188a63686b,Elena,Leung,18,55,67,50,249,0.068,4,25,3,1,0,8,8.0,13,74.0
vb_b4d135c33718,Isabella,Garcia Valencia,11,18,0,0,1,0.0,0,4,1,7,0,0,0.0,3,1.0
vb_cfee7c7ecfad,Alex,Fernandez,15,31,17,27,96,-0.104,3,40,1,7,0,7,7.0,9,21.5
vb_f3e814aaccd0,Lindsay,Osterhoudt,28,105,205,69,451,0.302,9,46,45,66,18,55,73.0,0,295.5
vb_d9558ddd6b1d,Elizabeth,Cerullo,22,64,47,53,271,-0.022,7,41,2,1,0,6,6.0,13,52.0
vb_f6a2d2914ef7,Alexis,Stoehrer,20,70,3,0,16,0.188,58,234,11,15,0,1,1.0,31,14.5
vb_9842972da120,Jayna,Marie Lorenzo,27,95,59,41,300,0.06,391,132,12,24,5,35,40.0,0,93.5
vb_a2de9f613b23,Kendall,Conrad,27,102,282,142,864,0.162,3,58,0,1,15,43,58.0,23,318.5
vb_4fc47d9fc492,Maya,Angelova,28,106,119,43,315,0.241,10,30,0,1,34,80,114.0,2,193.0
vb_8e1f2d84a949,Olivia,Price,21,66,81,39,379,0.111,12,105,8,6,1,7,8.0,19,93.5
vb_dd7db31de129,Serréa,Battle,18,27,14,20,56,-0.107,1,9,0,0,2,5,7.0,2,18.5
vb_241a6d845702,Morgan,Burnett,28,99,85,88,370,-0.008,22,189,36,48,2,7,9.0,35,126.5
vb_6893797dbcca,Tiana,Copp,28,93,124,65,447,0.132,8,104,19,17,0,5,5.0,45,145.5
vb_d4de1bd5b15a,Camryn,Karelus,28,97,277,143,784,0.171,9,68,9,24,5,33,38.0,13,307.5
vb_2c8f53a6194c,Morgan,Verbridge,28,99,99,58,322,0.127,6,44,21,31,19,52,71.0,1,165.0
vb_aeea7b81b4e3,Ryan,Hull,28,95,139,72,389,0.172,162,143,6,21,2,29,31.0,1,161.5
vb_74b709e6d932,Rachel,Dixon,28,97,126,46,334,0.24,8,19,0,1,13,37,50.0,1,157.5
vb_690646795b59,Julia,Dufková,28,99,1,3,26,-0.077,35,210,35,22,0,0,0.0,48,36.0
vb_993ac5602d59,Selin,Turgut,31,108,206,96,682,0.161,13,336,30,47,7,41,48.0,0,263.5
vb_464cfb47d15d,Milica,Stamenic,4,8,0,0,1,0.0,0,1,2,1,0,0,0.0,0,2.0
vb_e2df65b1c8ab,Lily,Fjell,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_e549ee73af5e,Shelby,Fabbri,7,15,0,0,1,0.0,11,34,0,0,0,0,0.0,4,0.0
vb_528e61cf15e5,Amber,Glen,16,45,0,0,0,0.0,6,13,10,10,0,0,0.0,2,10.0
vb_2a257e773f54,Erin,Matzke,31,110,207,55,492,0.309,7,22,0,0,24,51,75.0,2,256.5
vb_151f4bbb8053,Janelle,Pye-Blacknard,31,111,379,159,1151,0.191,22,358,23,33,8,23,31.0,48,421.5
vb_3d202f4f980d,Alice,Pavan,8,28,54,13,130,0.315,5,15,12,6,5,9,14.0,0,75.5
vb_7e364b817b6b,Elena,Kasavica,31,111,38,9,122,0.238,1286,370,40,44,10,23,33.0,0,99.5
vb_4f3842c1ef68,Kenzie,Bernard,2,3,2,2,9,0.0,0,1,0,0,0,0,0.0,0,2.0
vb_bf9f87f06603,Lilly,Marth,30,106,0,0,10,0.0,60,390,33,24,0,0,0.0,23,33.0
vb_6c62d3578fde,Susanna,Beretti,31,111,534,179,1345,0.264,65,431,40,25,9,17,26.0,18,591.5
vb_fd1e455f56ba,Zeynep,Cetin,27,90,171,44,381,0.333,4,24,0,0,23,46,69.0,0,217.0
vb_37eeebb3912a,Suraya,Newman,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0
vb_49c1a1547501,Pinar,Dugeroglu,1,1,2,1,4,0.25,0,0,0,0,0,0,0.0,0,2.0
vb_77033fb9374e,Macey,Rocco,15,48,0,1,3,-0.333,3,6,10,13,0,0,0.0,0,10.0
vb_551a8af6755d,Madeline,Burke,25,95,0,2,32,-0.063,79,376,30,19,0,0,0.0,47,30.0
vb_74596a9447d1,Ashley,Roinnel,2,5,4,3,12,0.083,0,4,0,0,3,3,6.0,0,8.5
vb_73275e387e28,Sam,Pila,20,63,67,58,246,0.037,27,139,11,19,9,7,16.0,12,90.5
vb_960eeaafde28,Petrina,Ofori,1,3,2,0,3,0.667,0,0,0,2,0,1,1.0,0,2.5
vb_8f398e550bed,Melis,Kocak,13,35,50,38,178,0.067,1,18,0,0,2,17,19.0,0,60.5
vb_71564a103e5d,Taylor,Lacerda,25,86,179,79,606,0.165,17,157,23,13,2,12,14.0,41,210.0
vb_876376c24cf0,Annabelle,Stabach,1,3,3,1,11,0.182,0,2,1,1,0,0,0.0,0,4.0
vb_869de57eee29,Etta,Rocco,25,93,122,58,334,0.192,3,19,0,2,17,35,52.0,1,156.5
vb_e81ba43d5de2,Peyton,Elward,25,97,165,57,435,0.248,4,39,35,50,19,36,55.0,1,237.0
vb_7aece229ad03,Hollyn,Frano,25,90,230,119,689,0.161,10,162,23,39,3,10,13.0,19,261.0
vb_03eb2789706e,Miia,Dembski,19,50,82,49,278,0.119,0,15,0,1,3,12,15.0,1,91.0
