athlete_id,first_name,last_name,gp,gs,ab,r,h,doubles,triples,hr,rbi,tb,bb,so,sb,sb_att,avg,ip,era,w,l,sv,k,app
bb_4db0343d03b4,Tyler,Della Mura,37,34,104,17,23,5,1,1,14,33,20,21,2,4,0.221,,,,,,,
bb_f575f7e75beb,Dominick,Coniglio,30,24,70,8,14,0,0,0,6,14,6,18,1,1,0.2,,,,,,,
bb_cbcc71d72513,Liam,Daly,23,23,77,25,42,11,5,4,31,75,14,5,7,7,0.545,,,,,,,
bb_12537405cb6a,Kyle,Coy,12,3,14,3,6,2,0,0,4,8,2,2,1,1,0.429,,,,,,,
bb_c713c6dc4969,Jackson,Marchetti,9,1,9,5,3,1,0,0,1,4,1,1,0,0,0.333,,,,,,,
bb_3c1699f349b0,Justice,Aponte,14,0,3,2,1,0,0,0,1,1,1,0,0,0,0.333,3.0,24.0,0,0,0,5,
bb_b530243f0863,Ben,Sciarra,21,15,46,13,15,1,0,0,7,16,6,13,3,3,0.326,,,,,,,
bb_30f98456755e,Robert,Nunez,19,6,28,10,9,1,0,1,7,13,10,10,0,0,0.321,,,,,,,
bb_b2cf12f8cd54,Lukes,Vukdedaj,9,1,13,1,4,1,1,0,6,7,3,3,0,0,0.308,,,,,,,
bb_2cdaeabbaf36,Jared,Rosa,22,11,49,12,15,6,1,2,16,29,6,6,7,7,0.306,,,,,,,
bb_fd78d2e4cd50,Nicholas,Gonzalez,17,4,23,2,7,1,0,0,3,8,2,8,0,0,0.304,9.0,4.0,1,0,1,11,
bb_f2e1f870f71f,Jordan,Cassuto,18,6,38,7,9,0,0,0,5,9,0,2,0,0,0.237,6.1,8.53,0,0,0,3,
bb_ae0e1ad7a114,Zachary,Redlund,12,4,17,2,4,2,0,0,4,6,2,9,0,0,0.235,,,,,,,
bb_47ad6dcda371,Richard,Salonia,20,8,30,10,6,1,0,1,3,10,6,10,1,1,0.2,,,,,,,
bb_48edbe0f0958,Christian,Galarza,22,11,37,7,4,0,1,0,5,6,5,13,2,2,0.108,,,,,,,
bb_fb388b5e3ed3,Christian,Miesegaes,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0.0,44.2,7.66,3,4,0,20,
bb_aa418120f9c2,Louis,Gonzalez,,,,,,,,,,,,,,,,40.2,5.09,2,4,0,36,
bb_b92f70b34782,Brandon,Reybok,,,,,,,,,,,,,,,,51.2,5.23,3,6,0,43,
bb_9ba32db6dc50,Anthony,Ciccone,,,,,,,,,,,,,,,,12.0,2.25,2,0,0,3,
bb_f7b21dff0b7e,Isaiah,Rubin-Patel,,,,,,,,,,,,,,,,12.0,3.0,0,0,6,9,
bb_f2c0d9628ab8,Sean,Fanning,,,,,,,,,,,,,,,,26.0,5.54,2,1,0,13,
bb_382e439939b7,Philip,Dragovich,,,,,,,,,,,,,,,,10.2,8.44,0,1,0,3,
bb_f75afa032de3,Thomas,Fanning,,,,,,,,,,,,,,,,8.0,9.0,0,1,0,3,
bb_0a9d9354956f,Seamus,O'Connor,,,,,,,,,,,,,,,,10.1,11.32,0,0,0,11,
bb_ffbc536b78c0,Colin,D'Onofrio,,,,,,,,,,,,,,,,10.2,13.5,1,1,0,6,
bb_7300058c82b5,Tyler,Martin,32,30,102,21,34,6,0,0,19,40,13,21,2,3,0.333,,,,,,,
bb_73f998b221a5,Frankie,Kowal,30,30,106,20,35,8,1,1,16,48,23,35,4,6,0.33,,,,,,,
bb_2569c3fce423,Ryan,Hart,26,24,84,18,26,3,0,2,8,35,14,23,3,4,0.31,,,,,,,
bb_38c4436c2e12,Michael,Piccirillo,30,30,114,26,32,6,0,4,25,50,9,26,4,4,0.281,,,,,,,
bb_63c23fdeeb71,Colin,Ross,28,28,90,23,25,5,0,5,19,45,21,20,0,0,0.278,,,,,,,
bb_8e0fb0973d8c,Jonathan,Beale,25,22,83,13,22,5,2,1,15,34,11,10,6,6,0.265,,,,,,,
bb_56877d324ef9,Austin,Caldwell,25,22,83,19,19,3,1,1,16,27,11,25,1,2,0.229,,,,,,,
bb_697bc758a1b6,William,Keefe,8,7,20,3,8,1,0,0,2,9,3,2,0,0,0.4,,,,,,,
bb_d8070cd9b5cd,Michael,Mann,5,2,13,3,5,1,0,0,2,6,1,3,0,0,0.385,,,,,,,
bb_719e939aef5d,Braeden,Calkins,12,10,37,12,14,2,0,1,11,19,4,3,0,1,0.378,,,,,,,
bb_3cc4d6a3a0ab,Jackson,Pam,22,21,80,19,28,6,1,2,19,42,13,7,4,5,0.35,,,,,,,
bb_f9ec7847f610,Logan,Provost,13,5,30,6,10,0,0,0,5,10,4,3,0,0,0.333,,,,,,,
bb_99896a7e2158,Tyler,Maggio,2,1,3,0,1,0,0,0,0,1,1,0,0,0,0.333,,,,,,,
bb_b05d85014c37,Aman,Aery,11,1,10,4,3,0,0,0,0,3,0,3,3,4,0.3,,,,,,,
bb_c53f5ca20a81,Jackson,Paplin,4,1,7,3,2,1,0,0,2,3,5,3,1,1,0.286,,,,,,,
bb_ca1b354b9214,Ian,Warren,15,14,51,7,13,5,0,0,13,18,8,11,0,0,0.255,,,,,,,
bb_4ccbf96b8fa1,Mason,Diltz,4,0,4,1,1,0,0,0,0,1,3,0,0,0,0.25,,,,,,,
bb_f2944e6184f5,Marc,Cancelliere,15,12,47,8,11,2,0,0,9,13,4,7,1,3,0.234,,,,,,,
bb_817c0a81832a,Luciano,Fiorello,12,9,26,7,6,1,1,0,6,9,7,13,0,0,0.231,,,,,,,
bb_0cf1a06faf04,David,Wallace,13,12,45,13,10,1,0,0,7,11,4,10,1,2,0.222,,,,,,,
bb_081f2487b941,Bostyn,Duquette,15,14,43,7,9,1,0,0,5,10,7,7,1,2,0.209,,,,,,,
bb_ecc804c87e97,Nick,Pace,4,1,7,1,0,0,0,0,1,0,1,3,0,0,0.0,,,,,,,
bb_7a22d2e2bda1,Seth,Petrashune,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
bb_16b97abc9e04,Angel,Quiles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
bb_3994b5b91e09,Jack,Castillo,,,,,,,,,,,,,,,,47.0,4.98,2,5,0,64,
bb_4ea6d44bf352,Kyan,Zamaniyan,,,,,,,,,,,,,,,,33.2,5.35,3,2,0,21,
bb_e467bce56919,Isaiah,Maines,,,,,,,,,,,,,,,,46.1,6.02,2,5,0,34,
bb_d51dffbdd0ae,Kyle,Sperring,,,,,,,,,,,,,,,,9.1,0.96,2,0,0,4,
bb_15b604da9dbb,Kwintin,Nurse,,,,,,,,,,,,,,,,4.2,1.93,0,0,0,5,
bb_f8bc486ca034,Jason,Carrasco,,,,,,,,,,,,,,,,10.1,3.48,0,0,0,14,
bb_edf49c57401e,Max,Palermo,,,,,,,,,,,,,,,,15.1,3.52,0,0,0,12,
bb_91ef76cee704,John,Esposito,,,,,,,,,,,,,,,,21.1,5.91,3,0,0,23,
bb_d9b9187c61c8,Cole,Wetzel,,,,,,,,,,,,,,,,3.0,6.0,0,0,0,1,
bb_1fdb1febf119,Liam,Suozzo,,,,,,,,,,,,,,,,23.1,6.17,1,1,3,13,
bb_ea87a6cea99c,Ryan,Loughlin,,,,,,,,,,,,,,,,24.0,7.13,2,2,2,19,
bb_0ecd55546d99,Angelo,Trusso,,,,,,,,,,,,,,,,2.1,7.71,0,0,0,3,
bb_16c457d53047,Drew,Romesser,,,,,,,,,,,,,,,,1.0,9.0,0,0,0,1,
bb_e5f2fc95739b,Dom,Benedetto,,,,,,,,,,,,,,,,10.0,12.6,0,1,1,5,
bb_3107ef588923,Hunter,Eberhart,,,,,,,,,,,,,,,,5.2,12.71,0,0,0,2,
bb_d551e795c3ad,Justin,Sargent,,,,,,,,,,,,,,,,6.1,15.63,0,0,0,4,
bb_e96cd66651d2,Sean,Kelly,,,,,,,,,,,,,,,,1.1,27.0,0,0,0,1,
bb_218c19213113,Nathan,Vaughan,40,40,152,49,51,7,1,1,21,63,21,15,25,27,0.336,,,,,,,
bb_d3c2d882027c,Maddox,German,38,37,141,32,46,12,2,3,40,71,9,8,5,5,0.326,,,,,,,
bb_f6d314afe142,Colton,Sandiford,35,34,116,23,37,10,0,3,20,56,12,29,8,9,0.319,,,,,,,
bb_f1afaa84f8b3,Dylan,Oblepias,41,40,140,26,44,9,0,5,36,68,19,34,1,1,0.314,,,,,,,
bb_07c4982547e5,Jordan,Hunt,41,41,150,35,46,5,1,0,24,53,22,11,25,28,0.307,,,,,,,
bb_06af08cacad8,Ethan,Loucks,40,39,110,26,32,8,1,2,21,48,27,33,4,5,0.291,,,,,,,
bb_d7cc9b0b20ff,Jayden,Alvarez,36,36,121,35,35,1,1,0,29,38,25,6,10,12,0.289,3.0,0.0,0,0,0,3,
bb_2956f8c03ffa,Andrew,Knox,14,9,28,5,12,0,0,0,3,12,1,2,2,2,0.429,,,,,,,
bb_3ec657dfa768,James,Blotter,21,17,39,13,16,2,0,0,8,18,6,3,7,9,0.41,20.2,3.48,1,0,0,9,
bb_13679432655c,Keegan,Hager,16,11,40,5,12,2,0,0,6,14,8,10,1,2,0.3,,,,,,,
bb_c0f5e1e1b0bc,Addison,Way,7,0,4,1,1,0,1,0,0,3,0,3,2,2,0.25,,,,,,,
bb_123603e77cf7,Ben,Tweedy,30,26,83,19,20,4,1,0,8,26,21,18,6,8,0.241,,,,,,,
bb_377e3a0e2364,Caleb,Wood,28,21,66,8,12,3,0,0,12,15,9,10,4,5,0.182,9.1,15.43,0,1,0,9,
bb_3ae997fa512c,Ethan,Renshaw,6,0,6,1,1,0,0,0,2,1,0,1,0,0,0.167,,,,,,,
bb_0c141bb12775,CJ,Williams,6,1,7,2,1,1,0,0,1,2,0,3,0,0,0.143,,,,,,,
bb_20280cbba54c,Jake,O'Donnell,7,3,9,2,1,0,0,0,0,1,2,1,0,0,0.111,,,,,,,
bb_c7ca160a8c73,Raz,Kolakovsky,21,18,44,4,4,1,0,0,8,5,8,16,0,0,0.091,,,,,,,
bb_0d81aaae2dbe,Glenn,Thompson,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
bb_3049a5f47a2f,Logan,Ambrose,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
bb_4d77a04445aa,Hendersen,Brenner,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
bb_690f4a120ea9,Will,Maloney,,,,,,,,,,,,,,,,64.2,3.06,4,6,1,59,
bb_3cc5f1a783ab,Trevor,Richardson,,,,,,,,,,,,,,,,5.1,3.38,0,0,0,3,
bb_a4f2619ca0cb,Dylan,Jones,,,,,,,,,,,,,,,,26.0,3.46,3,3,0,19,
bb_0dd03ea452c9,Benjamin,Krause,,,,,,,,,,,,,,,,17.0,5.29,1,0,0,9,
bb_9503cd0e8a40,Wilson,Estep,,,,,,,,,,,,,,,,15.1,6.46,1,0,1,10,
bb_9c3bf05809c5,Elijah,Clarke,,,,,,,,,,,,,,,,18.0,6.5,1,4,0,16,
bb_ea4ab9ad6edc,Kaden,Hunley,,,,,,,,,,,,,,,,25.0,7.56,2,0,0,21,
bb_f09531a85478,Austin,Shackelford,,,,,,,,,,,,,,,,27.1,7.9,1,1,0,26,
bb_e96dd80cc65c,Adam,Tatham,,,,,,,,,,,,,,,,34.0,9.0,3,3,0,13,
bb_a3eadc44b8ba,Conner,Abernathy,,,,,,,,,,,,,,,,1.0,9.0,0,0,0,1,
bb_a0a20ef194b1,Isaiah,Thomas,,,,,,,,,,,,,,,,3.0,9.0,0,0,0,1,
bb_521f2eda30ee,Wyatt,Helsel,,,,,,,,,,,,,,,,16.1,9.37,1,1,0,11,
bb_8121072903d6,Hayden,Radican,,,,,,,,,,,,,,,,8.1,14.04,0,3,1,5,
bb_58f7abccad95,Nathan,Lamarche,,,,,,,,,,,,,,,,4.2,17.36,0,0,0,5,
bb_96da3cab9b24,Alexander,Almanzar,,,,,,,,,,,,,,,,2.0,22.5,0,0,0,2,
bb_971c2c34cdf9,Russel,Clark,,,,,,,,,,,,,,,,2.0,27.0,0,1,0,3,
bb_a2b90b3867b1,Aidan,Cellili,,,,,,,,,,,,,,,,3.2,27.0,0,0,0,4,
bb_e9342da0c6b4,Jack,Humbach,33,23,92,19,32,5,0,1,19,40,16,14,5,5,0.348,,,,,,,
bb_8b387405f218,Carter,Dickinson,42,41,161,29,53,13,0,4,36,78,28,26,2,3,0.329,,,,,,,
bb_cff9c1282177,Justin,Strozyk,39,36,128,28,40,10,1,9,35,79,18,44,7,7,0.313,,,,,,,
bb_20eecfc9dcfa,Tommie,Shaw,42,41,177,39,55,13,1,1,35,73,16,20,8,12,0.311,,,,,,,
bb_e53a280e928b,Trey,LaVigne,41,32,107,32,33,7,1,2,23,48,27,28,0,1,0.308,25.0,6.84,1,2,0,14,
bb_9a68c3c3f278,Sebastian,Vazquez,41,35,121,24,34,10,0,2,18,50,4,25,4,5,0.281,,,,,,,
bb_110933a2e018,Alex,McClelland,42,37,138,34,38,5,1,0,21,45,37,38,12,17,0.275,,,,,,,
bb_c93781aad907,Joe,Castellano,42,34,127,25,33,8,2,2,21,51,16,25,5,12,0.26,,,,,,,
bb_f92be30a2041,Tripp,Shytle,34,23,84,19,21,3,0,2,14,30,12,16,1,2,0.25,,,,,,,
bb_1b51f9d49bb8,Mikey,Raby Jr.,40,39,121,23,27,3,0,1,18,33,26,25,10,15,0.223,,,,,,,
bb_9bb9e8bece6e,Christian,Giannone,9,2,9,3,3,0,0,0,5,3,0,2,0,0,0.333,,,,,,,
bb_81cec3e40ebf,Josh,Misiaszek,21,7,32,3,10,0,0,0,6,10,6,5,1,1,0.313,1.2,21.6,0,0,0,3,
bb_d6f744443bce,Lucas,Sinacola,10,2,10,3,3,0,0,0,3,3,4,3,0,0,0.3,,,,,,,
bb_de4b4e10a45e,Turner,Clews,31,17,71,12,17,3,1,0,14,22,7,20,3,3,0.239,,,,,,,
bb_dbeb9be6869a,Logan,Sinacola,8,6,17,7,4,0,1,1,4,9,8,5,1,1,0.235,,,,,,,
bb_8655ef9e5bce,Michael,Lodge,5,2,6,0,0,0,0,0,0,0,0,5,0,0,0.0,,,,,,,
bb_b63687b78e6b,Evan,Primeau,16,1,5,5,0,0,0,0,1,0,1,3,1,1,0.0,,,,,,,
bb_5de0593f9f72,Brenston,Velasquez,18,0,3,3,0,0,0,0,0,0,1,2,1,1,0.0,,,,,,,
bb_e56d01c5f442,CJ,Ritchie,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.1,35.1,0,1,0,1,
bb_a855be7cd594,Nick,Lescarbeau,,,,,,,,,,,,,,,,58.2,5.52,4,3,2,42,
bb_389f4970d3d1,Luke,Russell,,,,,,,,,,,,,,,,64.2,6.54,1,8,0,35,
bb_1f31aadb3d98,Carter,Chapman,,,,,,,,,,,,,,,,44.1,8.32,3,2,0,29,
bb_d8a8b57cd5e9,Kyle,Wilson,,,,,,,,,,,,,,,,40.2,8.63,1,2,0,23,
bb_f21b0ef753a0,Jake,Waller,,,,,,,,,,,,,,,,16.0,9.0,0,1,0,10,
bb_9ffdd9c6aff3,Keaton,Nann,,,,,,,,,,,,,,,,9.1,9.64,0,2,0,10,
bb_3dc6d56203c0,Patrick,Hallett,,,,,,,,,,,,,,,,37.1,11.33,3,6,0,27,
bb_a314f783d4b7,Kyle,Hess,,,,,,,,,,,,,,,,9.0,14.0,0,0,0,3,
bb_f70083c95cd8,Kevin,Hewlett,,,,,,,,,,,,,,,,14.2,17.18,0,0,0,7,
bb_ba7acd4e1165,Robbie,Briggs,,,,,,,,,,,,,,,,13.0,22.15,0,0,0,7,
bb_93837a710358,Luca,Polli,,,,,,,,,,,,,,,,1.2,37.8,0,0,0,0,
bb_1b149da9ee17,Sam,Lacombe,,,,,,,,,,,,,,,,4.0,38.25,0,2,0,4,
bb_f4dc10137742,Cesar,Cisneros,39,39,126,30,43,4,1,0,19,49,27,19,13,15,0.341,,,,,,,
bb_5c1b1eca4f0e,Sean,Dunton,33,27,85,24,28,3,0,0,17,31,12,20,11,11,0.329,,,,,,,
bb_3646611a2953,Aaron,LeFrancois,33,32,83,26,26,2,0,0,10,28,18,21,12,12,0.313,,,,,,,
bb_8ef5228f6571,Tredell,Blow,39,39,140,28,42,10,0,3,33,61,10,28,5,5,0.3,,,,,,,
bb_9dcd406a3d4f,Eyon,Tembreull,35,35,120,25,35,8,3,1,29,52,22,11,1,1,0.292,,,,,,,
bb_851c6acc5019,Matt,Doherty,31,28,103,14,30,3,0,4,18,45,7,19,0,0,0.291,,,,,,,
bb_0e657d899bf2,Ryan,Alt,37,37,135,20,33,8,0,2,22,47,3,14,3,7,0.244,,,,,,,
bb_cdf8d70acb50,Jeren,Harrison,37,37,109,22,23,5,1,3,17,39,14,21,8,8,0.211,,,,,,,
bb_089d57170107,Matt,Gonyeau,35,33,95,14,18,3,0,1,10,24,13,9,1,1,0.189,19.1,6.98,0,3,0,24,
bb_50d7b9d0dcc1,Michael,Matsi,9,1,2,4,1,0,0,0,0,1,0,1,2,2,0.5,,,,,,,
bb_e14b3b822e07,Ismael,El Gharbi,8,4,12,3,4,0,0,0,2,4,1,4,0,0,0.333,,,,,,,
bb_6b85387e7451,Luke,Senecal-Lamothe,15,7,24,5,7,2,0,0,2,9,3,5,0,0,0.292,,,,,,,
bb_3394e723f7fa,Eric,Hernandez Jr.,16,7,31,2,9,2,1,0,6,13,3,8,1,3,0.29,2.1,23.14,0,1,0,1,
bb_e2f57d9a35fe,Carter,Paquette,8,7,21,3,6,2,1,0,6,10,0,3,3,4,0.286,,,,,,,
bb_631bd65cc536,Austin,Bigelow,22,12,40,9,10,1,2,0,9,15,4,6,0,0,0.25,20.2,4.35,3,0,4,21,
bb_a4a3ec718c77,Jack,Daicar,12,8,27,5,6,2,0,1,2,11,4,8,0,0,0.222,,,,,,,
bb_6760f760d507,James,Ripley,12,5,25,4,5,1,0,0,2,6,1,7,0,1,0.2,,,,,,,
bb_81221f00c483,Braeden,Adams,5,3,10,1,2,0,0,0,2,2,0,4,0,0,0.2,,,,,,,
bb_7b9fdfdc68f3,Ian,Hedgepeth,5,2,6,1,1,0,0,0,1,1,1,0,1,1,0.167,,,,,,,
bb_f76da75c3f7b,Jess,Seaton,16,9,28,3,4,0,0,0,3,4,4,1,0,0,0.143,,,,,,,
bb_cdb0135f2f2a,Andrew,Lovejoy,4,1,3,0,0,0,0,0,0,0,0,2,0,0,0.0,,,,,,,
bb_228c8f6ecad3,Keegan,Stephenson,18,2,3,1,0,0,0,0,0,0,0,2,0,0,0.0,21.1,7.59,2,2,1,15,
bb_00e495455788,Zinabu,McNeice,12,1,1,1,0,0,0,0,0,0,1,1,0,0,0.0,10.2,10.12,1,0,0,4,
bb_29aec7d07ea1,Brayden,Ross,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.2,9.82,0,0,0,5,
bb_6e341b7e6069,Carlos,Rodriguez,,,,,,,,,,,,,,,,66.1,2.04,5,3,1,57,
bb_dc72442a8415,Tyler,Kimball,,,,,,,,,,,,,,,,41.0,6.8,2,2,0,22,
bb_a6acb583588f,Nathan,Bigelow,,,,,,,,,,,,,,,,49.1,8.39,2,4,0,32,
bb_699f2cfed045,Mike,Redmond,,,,,,,,,,,,,,,,37.2,8.36,1,4,0,20,
bb_25c948b0a440,Isaiah,Gutierrez,,,,,,,,,,,,,,,,16.1,10.47,0,3,0,8,
bb_2d143cc0fd83,Matthew,Chamberlain,,,,,,,,,,,,,,,,7.1,13.5,0,1,0,3,
bb_bd8d2aa617ef,Adam,Guenther,,,,,,,,,,,,,,,,10.2,20.25,0,1,0,6,
bb_d5829832d258,Ethan,Cross,,,,,,,,,,,,,,,,2.0,31.5,0,1,0,1,
bb_79ed4a0e8b92,Adam,Barrington,39,34,129,35,52,4,2,5,23,75,19,17,24,28,0.403,,,,,,,
bb_7ea9971c0ed2,Chip,Krese,43,43,150,57,59,13,4,3,20,89,28,27,14,15,0.393,,,,,,,
bb_c2e3276aa613,Griffin,Zitko,43,43,144,37,54,8,1,8,40,88,30,43,8,8,0.375,,,,,,,
bb_35d76ed0d7a4,Vinnie,Stigliano,36,24,91,14,32,7,0,1,18,42,9,5,6,7,0.352,22.1,3.63,3,0,0,8,
bb_0333abad7dd6,Quinton,Sterling,35,28,103,22,36,5,0,2,27,47,9,10,14,15,0.35,,,,,,,
bb_3f703206b00c,Edward,"""E.J."" Balewitz Jr.",39,30,114,16,33,5,1,7,31,61,11,33,3,4,0.289,,,,,,,
bb_16c0205d3a53,Jackson,Wein,37,26,91,21,25,2,1,3,18,38,16,17,13,15,0.275,,,,,,,
bb_fc28468c8a14,Garret,Wolf,31,29,107,19,38,3,0,6,32,59,8,26,10,13,0.355,12.2,0.71,1,1,3,9,
bb_53257f4102c0,Veer,Wadhwani,28,20,73,13,23,5,0,0,11,28,4,17,6,6,0.315,,,,,,,
bb_94509b69e5f5,Adam,Kobayashi,32,10,56,6,16,3,0,1,11,22,2,6,1,2,0.286,,,,,,,
bb_76e72d5d37c3,Robert,Savely,21,4,29,5,8,3,0,0,4,11,4,3,3,3,0.276,,,,,,,
bb_d88442e03d3a,Dylan,Fishbough,32,31,113,25,31,8,1,4,15,53,9,37,16,16,0.274,,,,,,,
bb_10abc1bc3552,Jason,Wu,14,5,15,1,4,0,0,0,0,4,2,4,2,4,0.267,,,,,,,
bb_bd182a35e52d,Tyler,Wilke,25,15,53,9,13,0,0,2,8,19,3,9,2,2,0.245,,,,,,,
bb_61552b605e46,Alex,Santora,10,0,9,3,2,1,0,0,3,3,1,4,0,0,0.222,,,,,,,
bb_96789466e9a0,Aaron,Wong,32,12,45,4,9,1,0,0,2,10,6,14,4,6,0.2,,,,,,,
bb_050262cf1bd0,Ethan,Simpson,23,6,35,8,7,1,0,0,5,8,3,7,7,7,0.2,,,,,,,
bb_b5fd3503188c,John,Czernyk,31,16,47,6,7,1,0,0,2,8,5,15,2,4,0.149,,,,,,,
bb_6e878eac38fb,Luke,Mahala,6,1,7,3,1,0,0,1,1,4,1,4,3,3,0.143,,,,,,,
bb_6f910a0f356e,Nate,Hill,16,0,13,3,1,0,0,0,2,1,0,5,1,1,0.077,,,,,,,
bb_b33e64e84710,Jonah,Swarts,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
bb_9de994089d60,David,Finch,,,,,,,,,,,,,,,,64.1,2.66,7,1,0,76,
bb_88c32debfc7f,Erik,Sibbach,,,,,,,,,,,,,,,,77.0,4.21,4,4,0,44,
bb_95e0e8456285,Dawson,Guerard,,,,,,,,,,,,,,,,25.1,2.84,4,1,1,26,
bb_bcc970ac23f5,Dan,Calantropio,,,,,,,,,,,,,,,,6.0,4.5,0,0,0,5,
bb_1beaa8b14c8a,Evan,Carrier,,,,,,,,,,,,,,,,25.1,4.97,1,1,0,19,
bb_a226e6665db0,Raphael,Schneider,,,,,,,,,,,,,,,,14.0,5.14,1,1,0,13,
bb_6c56112b11bb,Connor,Herlihy,,,,,,,,,,,,,,,,31.0,5.23,1,1,4,21,
bb_7314c0c3d9d4,Yuvan,Anthony,,,,,,,,,,,,,,,,4.2,5.79,0,0,0,4,
bb_26bf95000c26,Noah,Stopnik,,,,,,,,,,,,,,,,17.0,7.94,0,1,0,16,
bb_2bb3e0c7fb88,Zach,DeGeorge,,,,,,,,,,,,,,,,13.0,8.31,0,1,0,14,
bb_a1d473a396f7,Connor,McLachlan,,,,,,,,,,,,,,,,10.2,8.44,2,0,0,9,
bb_e8de4adbb421,Ryan,Ciesla,,,,,,,,,,,,,,,,19.0,9.0,4,1,1,10,
bb_dd0d53704ad8,Mack,Lipari,,,,,,,,,,,,,,,,3.0,9.0,0,0,0,3,
bb_e24b48edbb4e,Dean,Qira,,,,,,,,,,,,,,,,15.1,12.91,0,0,0,9,
bb_693fbb052c13,Rob,Hughes,,,,,,,,,,,,,,,,5.1,15.19,0,2,0,7,
bb_012ec5b54588,Josh,Costello,42,42,131,28,43,9,0,0,29,52,21,16,12,14,0.328,,,,,,,
bb_de9f91a6f344,Reese,Berg,42,42,148,23,48,7,1,1,21,60,18,40,5,7,0.324,,,,,,,
bb_3ad4ab3dbf7c,Gavan,Schulte,41,41,144,28,45,9,2,2,27,64,22,15,14,17,0.313,,,,,,,
bb_87b148935608,Daniel,Sherman,42,41,123,28,38,11,0,1,12,52,13,20,2,3,0.309,,,,,,,
bb_0e2144e64298,Sam,Knickerbocker,41,39,125,17,37,9,0,0,19,46,22,15,0,0,0.296,,,,,,,
bb_5ef55766accb,Dom,Najacht,36,33,105,13,29,7,0,0,19,36,14,19,9,10,0.276,,,,,,,
bb_1da82d2396ad,Ryan,Csida,41,39,142,27,37,12,4,7,29,78,12,54,13,13,0.261,,,,,,,
bb_6b580cc69343,Colin,Nigl,6,3,16,3,6,1,0,0,1,7,0,3,2,2,0.375,,,,,,,
bb_bd2a687ad2c4,Alex,Hanneman,31,24,85,22,27,8,0,3,11,44,13,24,8,13,0.318,,,,,,,
bb_06ea3f2b3516,Joe,Anderson,22,13,38,12,12,2,0,0,4,14,9,11,9,9,0.316,,,,,,,
bb_ab1f3931a52a,Rheis,Johnson,9,6,17,2,5,0,0,0,2,5,6,5,1,2,0.294,,,,,,,
bb_650ec74ef7cc,Drew,Rothenberger,26,18,60,8,17,5,0,3,11,31,5,18,4,4,0.283,3.0,24.0,0,1,0,2,
bb_cd083d620171,Jack,Anderson,26,13,51,12,12,4,0,0,8,16,13,17,2,3,0.235,,,,,,,
bb_175b8b92e0d2,Stephen,Golden,27,19,72,8,15,1,1,0,8,18,8,10,1,1,0.208,,,,,,,
bb_985edd898b67,Nikolai,Niemela,12,5,22,0,3,0,0,0,2,3,4,4,0,0,0.136,,,,,,,
bb_6376c12f3c33,Devin,Coyle,2,2,6,1,0,0,0,0,0,0,1,2,1,1,0.0,,,,,,,
bb_d62df2136255,Brady,Patten,17,0,3,0,0,0,0,0,0,0,0,2,0,0,0.0,26.1,2.05,2,2,5,22,
bb_1542154cc65f,Connor,Olson,16,0,2,0,0,0,0,0,0,0,0,2,0,0,0.0,26.1,2.05,2,2,1,21,
bb_80f378bbeeb9,Anthony,Weyers,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
bb_c5e5ffd4995d,Eddie,Gray,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0.0,,,,,,,
bb_1d623c1b4aee,Joe,Beckman,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
bb_1a916deda1de,Cullen,Sackman,8,0,0,1,0,0,0,0,0,0,0,0,1,2,0.0,,,,,,,
bb_054ef5a7dd39,Connor,Tulley,,,,,,,,,,,,,,,,45.0,4.2,4,2,0,34,
bb_184affe2b72b,Kasey,Carlson,,,,,,,,,,,,,,,,53.2,4.7,7,2,0,32,
bb_f32cc3583693,Luke,Pilot,,,,,,,,,,,,,,,,2.2,0.0,0,0,0,1,
bb_eef1d807c43b,Jackson,Peterson,,,,,,,,,,,,,,,,8.0,1.13,1,0,0,5,
bb_a8d6ed9fdb5d,Eric,Charest,,,,,,,,,,,,,,,,22.1,2.82,0,0,3,13,
bb_06892f36570b,Tyson,Allen-Woodcock,,,,,,,,,,,,,,,,19.0,3.32,0,1,0,6,
bb_ba097387db14,Andrew,Milner,,,,,,,,,,,,,,,,24.2,4.01,3,0,0,16,
bb_7497be0f4a6c,Maddox,Cejka,,,,,,,,,,,,,,,,32.1,4.73,2,2,0,21,
bb_fdc34c358dd8,Mason,Windschitl,,,,,,,,,,,,,,,,8.2,5.19,1,0,3,13,
bb_3459ff600716,Colin,Blake,,,,,,,,,,,,,,,,1.2,5.4,0,0,0,1,
