athlete_id,first_name,last_name,gp,gs,ab,r,h,doubles,triples,hr,rbi,tb,bb,so,sb,sb_att,avg,ip,era,w,l,sv,k,app
sb_2beb286425b8,Kennedy,Shea,32,22,65,8,11,3,0,0,2,14,9,23,0,0,0.169,,,,,,,
sb_9171a2efe6dd,Semira,Tigg,35,29,74,8,11,2,1,0,6,15,12,22,0,1,0.149,,,,,,,
sb_4ecadfdf48af,Kyla,Maxwell,26,9,28,5,4,1,0,0,2,5,4,10,3,3,0.143,,,,,,,
sb_58fc5c5feddc,Kendra,Lewis,49,44,120,30,49,14,0,10,36,93,25,21,2,2,0.408,,,,,,,
sb_6baf37fd83c4,Kylee,Gleason,51,51,172,37,59,7,2,3,22,79,15,20,5,8,0.343,,,,,,,
sb_9c6133e7e401,Cali,Legzdin,49,46,134,35,44,8,2,10,32,86,13,17,4,5,0.328,,,,,,,
sb_ee438a3fdfcd,Emma,Jo Evans,49,49,125,33,41,4,2,7,22,70,11,29,8,8,0.328,,,,,,,
sb_257210616356,Madison,Edwards,51,51,156,33,49,9,1,3,23,69,18,12,12,15,0.314,,,,,,,
sb_6922c3e3e5d2,Emily,LeGrand,50,49,139,28,43,10,0,10,36,83,15,22,1,1,0.309,,,,,,,
sb_196c97827350,Kira,Ortega,44,36,109,10,33,5,0,4,19,50,6,10,0,0,0.303,,,,,,,
sb_edeb0796ba65,Payton,List,46,43,126,25,38,7,0,11,40,78,17,12,2,2,0.302,,,,,,,
sb_0dbb7f64f329,Bella,Henzler,51,51,152,22,43,5,0,6,25,66,6,20,1,1,0.283,,,,,,,
sb_398e6669bf43,Aynalem,Zoet,15,1,19,2,5,2,0,0,2,7,0,2,0,0,0.263,,,,,,,
sb_4e5b66135842,Mia,Tribul,39,8,56,9,14,3,0,2,8,23,3,9,0,0,0.25,,,,,,,
sb_c13880bd9e36,Kate,Carrier,19,7,20,1,5,1,0,0,0,6,0,3,0,0,0.25,,,,,,,
sb_cfb43d0de618,Lisey,St. Jean,32,21,27,8,5,0,0,0,2,5,1,2,3,5,0.185,,,,,,,
sb_be4e2f80d686,PK,Arredondo,9,9,19,3,3,1,0,0,1,4,7,2,1,1,0.158,,,,,,,
sb_2ae3e501a3cc,Lili,Smith,16,0,12,1,1,0,0,1,2,4,1,3,0,0,0.083,,,,,,,
sb_bbaac7d3e08c,Carsen,Sanders,8,0,6,0,0,0,0,0,1,0,2,2,0,0,0.0,,,,,,,
sb_790da7c1b176,Reaghan,Warner,41,0,1,15,0,0,0,0,0,0,0,1,4,4,0.0,,,,,,,
sb_5196d47ab4e5,Lucy,Bertram,9,0,1,2,0,0,0,0,0,0,0,0,1,1,0.0,,,,,,,
sb_fdc781569465,Morgan,Mesaros,3,0,1,1,0,0,0,0,0,0,1,0,2,2,0.0,,,,,,,
sb_3df58295be6a,Morgan,Brown,57,57,171,34,60,17,2,6,39,99,19,17,9,11,0.351,,,,,,,
sb_2dc1e181601e,Meagan,Brown,58,58,177,30,57,14,4,1,28,82,20,18,4,5,0.322,,,,,,,
sb_bd9fceb8ffc3,Hollie,Thomas,55,51,165,28,53,13,2,6,28,88,4,14,8,11,0.321,,,,,,,
sb_d72bb0001620,Carys,Platt,57,57,150,21,43,3,2,0,9,50,20,22,8,9,0.287,,,,,,,
sb_84abab125469,Elle,Carter,58,58,154,18,44,5,1,0,19,51,10,12,10,11,0.286,,,,,,,
sb_a78fb9361abe,Brooklin,Lippert,57,53,145,32,39,2,1,0,11,43,26,14,11,19,0.269,,,,,,,
sb_bc7b373ff2ff,Maryssa,Zenzen,42,37,108,10,29,8,1,4,20,51,9,23,0,1,0.269,,,,,,,
sb_1cccb243c7db,Olivia,Faggard,41,32,98,10,26,10,1,0,13,38,11,11,5,8,0.265,,,,,,,
sb_183518b25102,Cecilia,Gonzales,23,0,4,6,1,0,0,0,1,1,2,1,1,3,0.25,,,,,,,
sb_b02587944996,Maddie,Nichols,8,3,4,1,1,1,0,0,1,2,0,0,0,0,0.25,34.2,4.04,4,2,0,42,
sb_81226e04a7d5,Ashanti,McDade,21,11,4,0,1,0,0,0,1,1,2,1,0,0,0.25,145.0,2.12,18,9,3,77,
sb_6cc44cc50d5c,Kailey,Monsef,32,16,55,12,13,1,0,0,0,14,8,2,4,5,0.236,,,,,,,
sb_761f32f1eef0,Carson,Jansky,39,35,92,5,21,2,0,2,8,29,8,16,1,1,0.228,,,,,,,
sb_72f2a2ee4454,Dally,Engle,12,5,19,2,4,1,0,2,4,11,1,11,0,0,0.211,,,,,,,
sb_118b3eb29e55,Cheyenne,Jenkins,21,9,21,7,4,1,0,0,3,5,8,10,4,5,0.19,,,,,,,
sb_02c90e7016f8,Tessie,Harrison,8,5,12,0,2,2,0,0,0,4,4,3,0,0,0.167,,,,,,,
sb_33e645dfb290,Kelsey,Kovar,42,40,100,5,16,2,0,1,4,21,10,26,3,3,0.16,,,,,,,
sb_7fde1ee7b6fb,Kennan,Nunamaker,12,3,14,0,2,1,0,0,3,3,2,5,0,0,0.143,,,,,,,
sb_1c394717c3ec,Reece,Briggs,25,5,29,2,3,0,0,1,5,6,5,13,0,0,0.103,,,,,,,
sb_fa07b6f9a34d,Tessa,Ivy,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,4.2,1.5,0,0,0,2,
sb_fcc4f3fa90f2,Abagail,Creighton,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,2.1,0.0,0,0,0,1,
sb_1bea1100f8a3,Skylar,Waggoner,,,,,,,,,,,,,,,,145.2,2.21,10,5,3,104,
sb_49f921294273,Dakota,Lake,,,,,,,,,,,,,,,,53.2,3.39,5,4,0,41,
sb_25723a33f2f3,Bristin,Bordeau,,,,,,,,,,,,,,,,13.2,7.17,1,0,1,11,
sb_7d3df59329c8,Sydni,Burko,57,57,171,41,66,8,0,24,48,146,34,13,0,1,0.386,,,,,,,
sb_69b00fabfeb3,Bella,Gerlach,57,57,174,39,54,8,0,15,34,107,26,27,1,1,0.31,,,,,,,
sb_de340821c6f7,Ava,Blake,56,56,163,39,50,3,1,17,41,106,29,32,8,9,0.307,,,,,,,
sb_a449a6491bc7,Paige,Simpson,57,57,144,23,41,5,0,1,14,49,22,31,11,13,0.285,,,,,,,
sb_832fedf8b9b4,Haleigh,Adkins,57,57,148,19,39,9,1,5,17,65,15,28,1,1,0.264,,,,,,,
sb_4f621b9666ff,Chandler,Hoskins,55,55,156,24,41,11,0,9,28,79,15,16,1,1,0.263,,,,,,,
sb_c767f4746d00,Tia,Titi,48,44,122,13,31,5,1,6,18,56,17,20,1,1,0.254,,,,,,,
sb_ed9616ec3c0c,Diamond,Leslie,57,57,178,27,43,4,4,10,36,85,10,30,11,16,0.242,,,,,,,
sb_f80f45fef1ca,Abby,Darnley,51,49,121,18,25,2,0,5,19,42,19,31,0,0,0.207,,,,,,,
sb_931d49ef8d77,Sydney,Turner,36,8,26,12,5,0,0,0,1,5,3,4,9,10,0.192,,,,,,,
sb_b2afeab455f9,Ramey,George,28,16,59,3,11,1,0,3,8,21,1,15,0,0,0.186,,,,,,,
sb_8613c411d184,Makayla,Taylor,38,0,0,14,0,0,0,0,0,0,0,0,9,11,0.0,,,,,,,
sb_1e576612e642,Kate,Spry,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_32c50ac0bf77,Summer,Horn,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_c46d4e0bb5e3,Skylar,Heger,53,53,144,11,40,10,1,2,25,58,12,29,1,1,0.278,,,,,,,
sb_fbf538827114,Mimi,Thornton,53,53,149,16,36,4,1,1,16,45,13,14,5,7,0.242,,,,,,,
sb_8725fecd725f,Kayla,Santiago,52,48,117,14,27,4,0,0,11,31,19,18,8,10,0.231,,,,,,,
sb_ea4d234c9128,Jada,Zepeda,53,53,135,26,31,2,1,0,8,35,25,10,22,24,0.23,,,,,,,
sb_3245c4d28485,Erynne,Castillo,51,48,124,14,28,1,1,0,12,31,16,11,7,11,0.226,,,,,,,
sb_16dd06d05887,Zoey,Stewart,52,52,140,22,31,5,3,0,9,42,35,27,16,23,0.221,,,,,,,
sb_7cead22262b2,Taylor,Reyes,51,43,104,7,21,6,1,1,13,32,9,33,6,7,0.202,,,,,,,
sb_177b3f5a619b,Karisa,Lopez,51,51,120,15,24,3,3,1,19,36,13,36,4,6,0.2,,,,,,,
sb_16860b7b9e95,Eva,Gallegos,39,17,56,1,17,2,0,0,5,19,8,13,0,0,0.304,3.1,0.0,0,0,0,1,
sb_c94622d96e5b,Brooke,Jones,49,33,62,13,11,1,0,0,2,12,7,25,7,9,0.177,,,,,,,
sb_413acab68930,CJ,Castilla,42,12,50,5,8,0,0,0,1,8,6,17,0,0,0.16,,,,,,,
sb_76e2061744eb,Natalie,Garcia,27,2,14,3,0,0,0,0,0,0,1,7,2,3,0.0,,,,,,,
sb_a06e8b203ad2,Rylee,Guthrie,12,0,6,1,0,0,0,0,0,0,3,4,0,0,0.0,,,,,,,
sb_9618b11fee7b,Sydney,Salinas,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_e6698166a11a,Mackenzie,Durr,20,5,0,5,0,0,0,0,0,0,0,0,0,0,0.0,24.2,6.53,0,5,0,11,
sb_56ea037d1b19,Kendra,Winfrey,,,,,,,,,,,,,,,,126.0,6.94,9,15,0,79,
sb_bf7a72402a28,Josie,Whitehead,,,,,,,,,,,,,,,,99.2,7.23,3,13,0,41,
sb_87f4b4c44c2f,Holly,Ayala,,,,,,,,,,,,,,,,56.0,8.0,2,5,1,8,
sb_1f11da76b9e9,Peyton,Welker,,,,,,,,,,,,,,,,11.1,12.35,0,0,0,3,
sb_d6a1c1729822,Hannah,Christian,57,57,191,38,73,11,2,5,43,103,22,12,14,17,0.382,,,,,,,
sb_b461e49bb96f,Carrie,Green,57,57,164,31,54,6,3,0,23,66,24,21,14,17,0.329,,,,,,,
sb_4e4663f58b46,Madison,Johnson,57,57,154,29,47,8,3,3,25,70,18,27,6,9,0.305,,,,,,,
sb_33d8e603d6ee,Nealy,McManus,57,57,122,27,37,12,1,1,22,54,32,16,5,5,0.303,,,,,,,
sb_9997ac8e353a,Julia,Glasgow,52,49,120,23,36,6,1,0,14,44,11,20,5,6,0.3,,,,,,,
sb_22d1b026ae25,Kinsley,Gordon-Sivley,57,57,158,30,47,5,4,1,29,63,21,14,7,7,0.297,,,,,,,
sb_0c19536ce964,Kayce,Bennett,51,49,139,17,36,9,0,5,20,60,13,16,0,0,0.259,,,,,,,
sb_1bfa91f27b7c,Jolie,Hays,46,41,119,13,29,4,0,2,21,39,15,18,0,0,0.244,,,,,,,
sb_40c6564191a6,Abbi,Troquille,57,57,131,27,28,4,0,2,20,38,27,25,1,1,0.214,,,,,,,
sb_c3837b6b10a4,Chloe,Miller,17,7,31,4,8,2,0,0,5,10,3,5,0,0,0.258,,,,,,,
sb_f3562cea073f,Issie,Coker,20,11,26,4,6,3,0,0,3,9,8,10,0,1,0.231,,,,,,,
sb_bd0a05ca7ed7,Ava,Segura,6,0,5,0,1,0,0,0,1,1,0,3,0,0,0.2,,,,,,,
sb_61dbe22a6c3b,Emma,Day,15,6,22,3,4,0,0,0,6,4,4,8,0,0,0.182,,,,,,,
sb_051acd0a220a,Katalina,Ybarra,12,0,11,5,2,1,0,0,2,3,1,5,0,0,0.182,,,,,,,
sb_ccbc4c53d554,Ava,Nehring,5,2,6,0,1,0,0,0,1,1,0,1,0,1,0.167,,,,,,,
sb_2f3028b70d57,Adryan,Cox,26,0,13,7,2,1,0,0,3,3,0,4,3,4,0.154,,,,,,,
sb_5eb1296b4ece,Paris,Ferguson,16,4,20,4,3,0,0,1,4,6,4,7,0,0,0.15,,,,,,,
sb_ff76de83059d,Carlee,Tubbs,11,1,13,1,1,0,1,0,0,3,0,5,0,0,0.077,,,,,,,
sb_cb396177acd4,Olivia,Christian,18,2,4,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
sb_514a85eb55a7,Bella,Ramon,3,1,4,0,0,0,0,0,0,0,0,2,0,0,0.0,,,,,,,
sb_5e7408058de8,Jadyn,Rausch,15,0,3,5,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_9aafa104478f,Briley,Whittington,15,3,3,0,0,0,0,0,0,0,2,0,0,0,0.0,,,,,,,
sb_78530ddb2749,Keely,Williams,61,61,187,40,70,17,1,4,28,101,43,15,10,14,0.374,,,,,,,
sb_d7131b63937e,Harley,Vestal,58,58,161,23,56,9,0,1,27,68,21,10,5,9,0.348,,,,,,,
sb_d2e354001c8f,Aiyana,Coleman,60,60,138,29,46,4,0,16,51,98,67,28,1,2,0.333,,,,,,,
sb_040437433cc9,Kate,Bubela,58,57,172,29,51,9,1,9,30,89,9,27,9,12,0.297,,,,,,,
sb_63446a3bdfb2,Karmyn,Bass,61,60,188,29,54,11,2,1,31,72,23,5,3,3,0.287,,,,,,,
sb_bd216d3b441c,Kat,Zarate,58,58,165,29,47,8,1,12,35,93,24,31,1,2,0.285,,,,,,,
sb_dd6593656572,Sydney,Harvey,57,54,133,30,29,0,0,0,4,29,25,21,8,9,0.218,,,,,,,
sb_578207bdbb0b,Sami,Hood,59,58,134,24,29,6,0,5,23,50,15,28,10,12,0.216,,,,,,,
sb_5f87f9c2b986,Megan,Kelnar,54,50,121,11,25,4,1,1,13,34,18,21,4,4,0.207,,,,,,,
sb_a00f7ca68dff,Abby,Garza,7,0,6,0,2,0,0,0,0,2,0,3,0,0,0.333,,,,,,,
sb_c1145fe2f35e,Melania,Reeves,38,3,20,15,5,2,0,0,5,7,1,7,0,0,0.25,,,,,,,
sb_b52bb1e80ca5,Chesney,Davis,16,2,8,2,2,0,0,0,2,2,1,2,1,1,0.25,11.1,3.71,1,1,1,6,
sb_72392c5f2e9c,Mayson,Garrett,22,11,38,7,9,3,0,1,6,15,3,10,0,0,0.237,,,,,,,
sb_418da6dab13b,Ava,Renteria,20,5,21,4,4,1,0,0,0,5,3,6,0,0,0.19,,,,,,,
sb_4d9b14d75559,Bailee,Slack,29,6,21,6,4,0,0,0,2,4,5,5,2,3,0.19,,,,,,,
sb_58f48c2e3d95,Savannah,Coleman,12,1,11,0,2,0,0,0,1,2,2,2,0,0,0.182,,,,,,,
sb_3e5891b54da6,Emily,Fish,17,5,18,4,3,1,0,0,1,4,3,6,0,0,0.167,,,,,,,
sb_9dedfbeb724e,Sophie,Sandel,7,0,7,0,1,0,0,0,1,1,0,2,0,0,0.143,,,,,,,
sb_1208c7eac2e8,Camryn,Plocheck,11,0,7,1,0,0,0,0,0,0,2,5,0,0,0.0,,,,,,,
sb_36e78f1e8369,Haley,Carder,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0.0,,,,,,,
sb_cc863bd118b0,Madison,Azua,,,,,,,,,,,,,,,,244.2,1.95,26,13,3,236,
sb_a3a249ea14ec,Emma,Strood,,,,,,,,,,,,,,,,106.0,2.05,9,5,1,94,
sb_1656dbca454e,Abigail,Jennings,,,,,,,,,,,,,,,,15.1,2.74,0,0,0,6,
sb_7ef295ef7f6d,Kaili,Witherell,,,,,,,,,,,,,,,,19.2,4.27,2,2,0,5,
sb_89c012018552,Analisa,Soliz,,,,,,,,,,,,,,,,20.1,7.92,1,1,0,12,
sb_871ee16976d3,Virginia,Mambelli,57,47,121,14,38,9,1,7,27,70,14,20,0,0,0.314,,,,,,,
sb_5998fe1ef1b8,Kara,Wine,50,46,134,9,42,8,0,4,26,62,16,17,0,0,0.313,,,,,,,
sb_3e2538cbf5b1,Olivia,Branstetter,57,57,158,29,49,11,2,7,29,85,19,13,3,4,0.31,,,,,,,
sb_097cc9169643,Presley,Lively,59,59,180,33,54,6,8,0,11,76,24,26,11,15,0.3,,,,,,,
sb_440819b88cbf,Gracie,Dees,59,59,177,24,45,16,1,5,29,78,13,14,1,1,0.254,,,,,,,
sb_5d323e4ea0ab,Lillie,Stagner,52,48,130,9,30,5,0,6,28,53,20,38,1,1,0.231,,,,,,,
sb_f6563596ac54,Ansleigh,Smith,50,48,107,2,21,3,0,0,8,24,2,15,0,0,0.196,,,,,,,
sb_e4809b9744b8,Kayden,Dunn,46,28,86,8,16,5,1,5,13,38,12,31,0,1,0.186,,,,,,,
sb_fedded5deba2,Sydney,Stewart,52,38,103,11,18,5,1,2,10,31,11,27,4,4,0.175,,,,,,,
sb_00566063ed32,Gracie,McDonald,55,4,12,19,3,0,0,0,1,3,0,3,13,14,0.25,,,,,,,
sb_411ac6838efb,Edy,Gavin,38,19,47,12,11,4,0,1,7,18,1,11,6,7,0.234,,,,,,,
sb_bbdabca55fb1,Caitlyn,Gavin,44,22,47,13,11,2,0,0,1,13,5,17,2,3,0.234,,,,,,,
sb_e0e14e83c153,Reganied,Franka,42,17,43,13,9,1,1,0,1,12,6,21,4,4,0.209,,,,,,,
sb_12aa0800956b,Brooklynn,Bockhaus,49,38,71,10,9,0,1,0,3,11,12,17,1,1,0.127,,,,,,,
sb_8317cd0cbc47,Sophia,Mendoza,7,0,6,0,0,0,0,0,0,0,0,4,0,0,0.0,,,,,,,
sb_cbd0bf05671b,Gracie,Jo Ward,19,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_b4fca151987e,Ryley,Harrison,,,,,,,,,,,,,,,,206.0,2.41,18,14,5,204,
sb_04f7a182207f,Sydney,Scapin,,,,,,,,,,,,,,,,100.0,2.52,8,9,2,90,
sb_47736ff59a1e,Tori,Miller,,,,,,,,,,,,,,,,48.1,4.78,5,3,1,37,
sb_1fe964d31bc5,Olivia,Cato,,,,,,,,,,,,,,,,20.2,5.08,1,0,0,16,
sb_4427a8580e0e,Cailyn,Heyl,,,,,,,,,,,,,,,,12.2,8.84,0,1,0,6,
sb_c35c4e0158bb,McKenzie,Walker,55,55,179,54,68,7,3,5,27,96,28,22,20,27,0.38,,,,,,,
sb_f0453279c4ee,Maya,Bagsby,56,54,178,39,63,7,1,0,25,72,16,27,21,24,0.354,,,,,,,
sb_a7fce803352c,Maia,Mumpfield,42,42,134,14,45,6,0,1,37,54,10,11,2,6,0.336,,,,,,,
sb_362875d6940c,Lauren,Brister,49,43,127,20,40,6,0,6,28,64,14,28,6,6,0.315,,,,,,,
sb_562f4fd11879,Chloe,Hatcher,53,51,149,27,46,6,1,10,44,84,25,41,5,5,0.309,,,,,,,
sb_df8dd4c539e7,Zoey,Defoor,56,56,138,28,39,4,2,0,8,47,18,24,4,4,0.283,,,,,,,
sb_7ca466915a6a,Payton,O'Connor,47,29,86,17,23,0,1,0,3,25,6,27,4,6,0.267,,,,,,,
sb_10e43d42daa8,Ciarra,Jefferson,55,48,132,24,33,6,1,4,18,53,6,38,4,5,0.25,,,,,,,
sb_15725f343e0d,Caitlyn,Hall,49,47,123,10,30,1,0,1,13,34,3,14,0,2,0.244,,,,,,,
sb_f98feffacdc5,Bella,Morton,11,11,39,9,17,3,0,0,4,20,2,5,2,3,0.436,,,,,,,
sb_5aa069fc3dad,Makayla,Stephens,35,24,3,0,1,0,0,0,0,1,0,2,0,0,0.333,195.2,2.61,18,13,1,225,
sb_dacfa93fb8bb,Jordan,Rayner,4,1,11,0,3,1,0,0,0,4,0,1,0,0,0.273,,,,,,,
sb_cfbdcd034bc8,Morgan,Willingham,36,18,69,5,17,5,0,1,10,25,2,8,0,0,0.246,,,,,,,
sb_b2619b36e1aa,Kya,Walker,23,19,45,7,10,2,0,0,3,12,6,14,0,0,0.222,,,,,,,
sb_734d131b2d5b,Dillyn,Suggs,32,8,47,5,9,2,0,3,12,20,4,26,1,1,0.191,,,,,,,
sb_eb989b81a99b,Samantha,Breaux,12,2,16,0,3,0,0,0,2,3,1,5,0,0,0.188,,,,,,,
sb_74551dbe677a,Allison,Jones,36,20,65,8,11,2,0,0,8,13,4,14,3,3,0.169,,,,,,,
sb_1ca6dae913cb,Briana,Bower,,,,,,,,,,,,,,,,150.2,4.27,6,16,0,96,
sb_211d60361614,Brynn,Belstle,,,,,,,,,,,,,,,,19.1,8.33,1,0,0,10,
sb_c60864505886,Tenison,Myricks,,,,,,,,,,,,,,,,6.1,12.16,0,0,0,4,
sb_907ea6d09e63,Yahnya,Acevedo,48,48,143,24,55,9,2,3,27,77,11,6,21,23,0.385,,,,,,,
sb_3bc9e70b756c,Rajayla,McBride,42,40,101,24,35,3,1,1,11,43,7,13,10,12,0.347,,,,,,,
sb_a9733d4db669,Olivia,Miller,50,47,135,29,42,7,0,3,21,58,9,7,5,5,0.311,66.0,7.95,2,3,0,27,
sb_62aee0ec976e,Karmen,Bernard,47,42,105,21,28,5,0,0,20,33,9,13,1,1,0.267,,,,,,,
sb_d4505d30c93f,Ka'Miya,Dillon,43,41,94,12,25,2,0,0,12,27,3,7,1,1,0.266,,,,,,,
sb_20a49164237b,Paris,Thompson,50,50,134,25,35,5,0,3,19,49,16,20,3,3,0.261,,,,,,,
sb_fe1248faf0d5,Jamyiyah,Cotten,46,39,105,22,27,2,2,0,13,33,19,16,5,5,0.257,,,,,,,
sb_80a0858c5065,Mariah,Morgan,41,41,113,17,28,1,5,3,25,48,8,16,4,6,0.248,,,,,,,
sb_7a15dc53fc24,Chiara,Olison,47,42,86,15,21,5,0,1,14,29,6,11,2,2,0.244,140.0,6.8,9,19,0,32,
sb_02995f0fe766,Sanai,Salvant,44,37,70,15,16,2,1,0,10,20,21,13,6,6,0.229,,,,,,,
sb_19c83651e9ca,Se'Marai,Smith,6,4,2,1,2,0,0,0,1,2,0,0,0,0,1.0,5.2,3.71,0,1,0,3,
sb_cf347e9dd94c,Makayla,Lindsey,5,3,7,2,2,0,0,0,0,2,1,0,0,0,0.286,,,,,,,
sb_74bd5d74896c,Alainah,Felton,35,25,49,10,12,2,0,3,12,23,4,14,1,1,0.245,94.0,5.36,4,11,1,39,
sb_9b0ea38584b7,Mackenzie,Ward,9,1,6,3,1,1,0,0,2,2,2,1,0,0,0.167,,,,,,,
sb_3cb42e26c5f7,Layla,Watts,30,18,47,6,7,2,0,2,4,15,5,19,1,1,0.149,0.0,0.0,0,0,0,0,
sb_305344775e4d,Adriyana,Ruffin,26,9,34,1,5,2,1,0,3,9,4,8,0,0,0.147,0.1,63.0,0,0,0,0,
sb_72e2e2faf01d,Khi,Rather,7,3,14,3,2,0,0,0,1,2,4,3,0,0,0.143,,,,,,,
sb_0ae0f478687f,Gabrielle,Carr,12,2,9,2,0,0,0,0,1,0,2,6,1,2,0.0,,,,,,,
sb_092307ef598d,Makayla,McClain,50,50,161,64,63,11,0,18,46,128,29,22,13,17,0.391,,,,,,,
sb_c17eb7814d1b,Grace,Barrett,50,50,151,47,55,12,1,6,46,87,27,6,5,5,0.364,,,,,,,
sb_8dde354fcf0a,Julia,Girk,50,50,130,37,44,8,2,1,15,59,20,28,6,9,0.338,,,,,,,
sb_d8640cd9fd95,Macy,Hamby,38,37,124,30,40,6,0,7,35,67,10,25,1,2,0.323,,,,,,,
sb_55f52496394f,KB,Bradshaw,46,39,111,27,34,4,2,7,25,63,19,25,4,4,0.306,,,,,,,
sb_3e5c4072d0a7,Leah,Gore,49,45,130,32,39,6,1,8,31,71,20,15,2,2,0.3,,,,,,,
sb_a3edda3263d8,Taylor,Schafer,50,50,144,25,43,4,0,10,43,77,25,18,1,1,0.299,,,,,,,
sb_6eaf536dc3fa,Madison,Fletcher,41,32,86,16,25,4,0,6,26,47,12,22,0,0,0.291,,,,,,,
sb_af9d36d425aa,Emilie,Ching,49,49,128,25,30,3,0,12,35,69,23,14,0,0,0.234,,,,,,,
sb_4f94fb35fdd6,Kate,English,3,0,1,0,1,0,0,0,0,1,0,0,1,1,1.0,,,,,,,
sb_8f9e1c916d54,Emersyn,Presutty,31,4,15,16,5,0,0,1,4,8,0,6,8,8,0.333,,,,,,,
sb_700b50efc7aa,Dakota,Daniel,38,18,53,10,13,0,1,0,7,15,3,13,7,8,0.245,,,,,,,
sb_6cac66e73308,Madison,McIntyre,19,13,38,4,6,1,0,1,7,10,2,13,0,0,0.158,,,,,,,
sb_ab7beed8d078,Marti,Henkel,14,7,22,7,3,1,0,0,0,4,6,5,2,2,0.136,,,,,,,
sb_b2e56b3eeebc,Summer,Simpson,32,6,22,9,0,0,0,0,1,0,3,5,1,1,0.0,,,,,,,
sb_fb60997f97c7,Sophie,Moshos,,,,,,,,,,,,,,,,158.2,3.31,14,11,3,108,
sb_14a5a9a2ef01,Camryn,Fisher,,,,,,,,,,,,,,,,121.2,5.01,14,7,1,104,
sb_b2bfa754374f,Bel,Varadi,,,,,,,,,,,,,,,,32.0,6.34,1,3,0,15,
sb_2bac38698623,Kali,Austerman,50,50,157,62,69,13,7,14,56,138,21,18,12,12,0.439,,,,,,,
sb_b2501b7b87e3,Grace,Cruthis,38,26,82,25,36,6,6,2,26,60,13,7,10,13,0.439,,,,,,,
sb_5a8a0768a6b6,Josefina,Lacalle,41,37,101,24,33,6,4,3,27,56,11,22,2,3,0.327,56.2,9.14,1,8,0,50,
sb_6d1b769558eb,Tori,Green,44,38,107,34,31,4,0,0,12,35,13,11,28,29,0.29,,,,,,,
sb_d95996583af8,Destiny,King,43,37,72,18,18,2,0,0,5,20,14,7,5,5,0.25,1.2,0.0,0,0,1,1,
sb_62a3f3624332,Jaliyah,Grigsby,28,27,81,21,32,5,1,5,34,54,7,6,5,5,0.395,,,,,,,
sb_384e702766dc,Akyndra,Montalvo,28,28,86,20,29,6,1,2,20,43,7,5,3,3,0.337,,,,,,,
sb_461ed3e88c40,Kara,Burman,41,17,57,12,19,1,0,1,14,23,7,10,2,2,0.333,38.2,8.69,1,4,1,22,
sb_f680a563b911,Ahkeela,Honeycutt,14,5,27,6,9,1,0,1,4,13,4,5,1,1,0.333,,,,,,,
sb_3e602d981d14,Maria,Paula Ocrospoma-Figueroa,34,34,94,14,31,6,0,1,17,40,10,12,4,5,0.33,,,,,,,
sb_577aa85d8c52,Bailey,Webb,14,14,40,9,13,5,0,1,9,21,5,3,0,0,0.325,,,,,,,
sb_5c226b305a53,Rayven,Ramos,37,15,41,16,13,3,0,0,2,16,6,12,13,14,0.317,,,,,,,
sb_4ca6a9d4f992,Mariah,Solorio,31,9,36,5,11,1,0,0,9,12,4,8,3,3,0.306,,,,,,,
sb_32257c908b64,Lily,Calderon,32,22,69,6,20,1,0,0,13,21,14,7,1,1,0.29,,,,,,,
sb_39aebd9d7a43,Ariana,Montiel,26,25,76,20,22,3,1,0,24,27,6,3,6,6,0.289,,,,,,,
sb_0dcb9da35a8b,Mary,Grace Whatley,20,13,35,6,10,1,0,1,3,14,3,4,3,3,0.286,,,,,,,
sb_ff9790bf602f,McKenna,Furnari,28,9,26,4,7,1,0,0,7,8,4,3,0,0,0.269,61.1,8.79,2,6,1,33,
sb_4f1e05ec85ba,Kaylee,Tatum,35,20,55,7,13,2,0,0,7,15,6,6,0,0,0.236,84.1,7.97,7,6,0,30,
sb_7869d6a3c955,Hannah,Wyroski,33,15,51,8,12,1,1,1,12,18,7,8,1,1,0.235,,,,,,,
sb_b5c731d654a8,Kailee,Gilbert,30,7,18,13,4,0,0,0,0,4,1,4,11,12,0.222,,,,,,,
sb_5885ac852a77,Dylann,Rambally,23,9,5,0,1,0,0,0,0,1,0,0,0,0,0.2,62.0,7.9,7,4,0,23,
sb_15109b0b5b67,Natalie,Picado,29,23,21,2,3,0,0,0,2,3,1,7,0,0,0.143,,,,,,,
sb_922cf52888b9,Callia,Rooks,25,11,5,5,0,0,0,0,0,0,0,4,2,4,0.0,,,,,,,
sb_0a1c0e4133f9,Talee,Sims,56,53,147,33,55,9,1,3,41,75,10,11,5,7,0.374,,,,,,,
sb_18f92cdc34d9,Alana,Scott,53,51,153,39,52,11,4,6,41,89,23,9,20,23,0.34,,,,,,,
