athlete_id,first_name,last_name,gp,gs,ab,r,h,doubles,triples,hr,rbi,tb,bb,so,sb,sb_att,avg,ip,era,w,l,sv,k,app
sb_aec7600326e3,Morgan,Saucedo,42,28,85,9,28,3,1,2,11,39,9,9,1,1,0.329,,,,,,,
sb_b97961c2a1b8,Annabelle,Burke,50,46,145,21,45,7,0,1,25,55,14,10,10,14,0.31,,,,,,,
sb_731538846f36,Tiare,Guerrero,50,50,143,29,43,2,0,1,17,48,17,5,15,17,0.301,,,,,,,
sb_d06d1fe4b3c9,Taylor,Rodriguez,45,39,109,7,32,7,0,3,25,48,9,13,1,1,0.294,110.0,3.88,7,8,3,53,
sb_1952339867fb,Aneesa,Brewer,38,30,78,8,18,3,0,3,14,30,3,12,0,1,0.231,,,,,,,
sb_d4d9ddd1d12f,Morgan,Heggstrom,44,42,101,11,20,6,1,1,10,31,7,9,1,1,0.198,,,,,,,
sb_e3c67c12ff4d,Kelissa,Lee,50,50,117,22,23,3,1,2,11,34,17,16,4,5,0.197,,,,,,,
sb_4d219ba4941c,Alyssa,Williams,8,0,7,0,4,0,0,0,2,4,1,1,0,0,0.571,,,,,,,
sb_26395de4f343,Marina,Medina,29,7,35,1,11,1,0,0,9,12,3,2,0,0,0.314,,,,,,,
sb_40f1e951fce5,Jadyn,Magnuson,35,15,59,6,17,3,0,1,9,23,7,9,0,0,0.288,,,,,,,
sb_9999a2004b96,Alexis,Abalos,48,29,53,13,14,2,0,0,5,16,7,6,3,5,0.264,,,,,,,
sb_184612449e18,Leslie,Ruiz,34,29,87,10,21,8,0,2,12,35,6,12,5,7,0.241,,,,,,,
sb_afa1ae166d25,Kaitlyn,Aguilar,21,3,22,0,5,0,0,0,1,5,3,2,0,0,0.227,,,,,,,
sb_76d8ec4859b9,Leila,Benson,38,18,55,17,12,0,0,0,7,12,9,14,1,2,0.218,,,,,,,
sb_32c98781c560,Ali,Fierro,20,4,19,2,4,0,0,0,1,4,1,1,0,0,0.211,,,,,,,
sb_f364841cbd47,Karlyne,Manuel,46,10,24,17,4,1,0,1,4,8,6,7,9,9,0.167,,,,,,,
sb_f223eab85f01,Payton,Oas,44,18,31,10,5,0,0,0,1,5,2,6,8,9,0.161,,,,,,,
sb_500d776302ca,Alexis,Verduzco,,,,,,,,,,,,,,,,74.1,2.07,8,4,0,32,
sb_28d48e5db86a,Nayellys,Torres-Gonzalez,,,,,,,,,,,,,,,,97.0,4.26,5,10,3,39,
sb_2eb21457951a,Hannah,Escalante,,,,,,,,,,,,,,,,30.2,3.2,2,2,0,7,
sb_1defcc206007,Mia,Souza,,,,,,,,,,,,,,,,34.1,3.26,4,0,0,4,
sb_62fbe06b88da,Elyse,LeClair,53,53,166,28,62,7,0,1,13,72,8,3,25,27,0.373,,,,,,,
sb_1da47c36be34,Hannah,Whitaker,51,49,138,20,37,10,0,3,22,56,8,20,3,4,0.268,,,,,,,
sb_72164519ef9d,Abbey,Strong,45,43,98,19,25,6,0,1,8,34,3,14,5,6,0.255,,,,,,,
sb_1d530ecb3da8,Kenni,Tudor,50,46,126,11,32,6,0,4,24,50,11,11,1,3,0.254,,,,,,,
sb_e7c0334b65d0,Katelin,Keller,44,36,98,5,24,3,0,1,10,30,4,23,0,1,0.245,,,,,,,
sb_5c958df27780,Sara,Camplain,53,53,125,13,29,1,0,0,2,30,17,47,10,13,0.232,,,,,,,
sb_76951a8b7635,Kennedy,Lord,42,42,96,11,22,3,1,4,15,39,15,26,6,7,0.229,,,,,,,
sb_b368c12ae3f5,Lillian,Bacon,41,30,88,5,13,1,0,3,10,23,5,14,0,0,0.148,,,,,,,
sb_933813127858,Lylith,Harris,24,7,36,0,10,0,0,0,3,10,1,6,0,0,0.278,,,,,,,
sb_2c14cb7d45c0,Haley,Kruger,39,38,88,14,20,4,0,2,8,30,8,15,3,5,0.227,,,,,,,
sb_ef77e7eaf316,Brooklyn,Charnock,27,23,61,5,12,5,0,2,9,23,1,12,1,1,0.197,70.2,3.67,2,9,0,34,
sb_f5d1f01981e2,Lindsey,Mauppin,33,16,32,9,5,2,0,1,4,10,2,14,3,3,0.156,50.0,2.66,3,2,2,20,
sb_3ab40fb91c75,Kate,Williams,17,10,26,0,4,0,0,0,2,4,1,10,0,0,0.154,,,,,,,
sb_fea17eb67c4a,Gracyn,McGowen,17,1,8,2,1,1,0,0,0,2,0,3,1,3,0.125,,,,,,,
sb_0e6344faff9d,Laraby,Jennings,18,4,24,1,2,0,0,0,1,2,0,8,1,1,0.083,,,,,,,
sb_57800fc95672,Rylynn,Truett,28,16,31,2,2,0,0,0,1,2,8,15,3,4,0.065,,,,,,,
sb_e57c46a7d6b3,Bradi,Odom,18,12,3,0,0,0,0,0,0,0,0,1,0,0,0.0,96.0,3.21,8,7,0,79,
sb_ea59be6a5c55,Kennedy,Schroeder,22,14,0,1,0,0,0,0,0,0,0,0,0,2,0.0,76.2,7.03,3,10,0,26,
sb_3ea638709f55,Addison,Hughes,,,,,,,,,,,,,,,,11.2,7.8,1,1,0,6,
sb_dce36e4ce845,Bailey,Melton,,,,,,,,,,,,,,,,13.2,10.24,0,2,1,14,
sb_2216fba11803,Lorena,Ruiz-Rubio,46,42,119,14,39,7,0,3,21,55,12,6,2,2,0.328,,,,,,,
sb_353f0a6dce22,Ashlyn,Zapach,53,51,150,20,46,14,0,6,35,78,23,21,2,2,0.307,,,,,,,
sb_24c168dbdd11,Audrey,Higgins,53,51,137,25,42,8,0,8,24,74,30,27,1,1,0.307,,,,,,,
sb_dae6411b5b59,Sammie,Jarvis,44,43,121,19,33,8,0,5,25,56,8,22,5,5,0.273,173.1,5.41,10,18,0,161,
sb_91992946ebd6,Alyssa,Haynes,46,44,118,20,31,5,0,0,12,36,24,37,4,6,0.263,,,,,,,
sb_0c505ab471bf,Trinity,Fleming,46,46,136,17,33,6,0,1,15,42,6,11,1,1,0.243,,,,,,,
sb_575e4f7c72bd,Gweny,Wessling,53,52,150,16,35,4,3,0,12,45,9,25,1,2,0.233,,,,,,,
sb_7322b94e9ae9,Madison,Smith,49,48,114,16,26,5,1,1,13,36,13,33,2,2,0.228,,,,,,,
sb_0e82a7cff481,Kaitlyn,England,3,1,2,1,1,0,0,0,0,1,0,1,0,0,0.5,,,,,,,
sb_9aabc61a108c,April,Belcher,35,31,79,10,23,2,0,1,9,28,4,14,5,6,0.291,,,,,,,
sb_a2115d10a379,Christina,Montgomery,22,19,55,14,16,4,0,3,10,29,7,11,0,0,0.291,,,,,,,
sb_7bda4c76c27f,Cortney,Dobbs,13,10,26,11,7,1,0,1,5,11,7,8,3,3,0.269,,,,,,,
sb_785a5d445be9,Maybe,Ledesma,26,14,34,4,8,0,0,1,4,11,8,6,0,0,0.235,,,,,,,
sb_1b4820747992,Alyssia,Munoz,16,5,9,0,2,0,0,0,2,2,0,5,0,0,0.222,23.1,9.3,0,4,0,10,
sb_72fc3eb9ae87,Maisie,McDaniel,11,3,16,2,3,1,0,0,2,4,0,3,0,0,0.188,,,,,,,
sb_26f1a3628b86,Isabelle,Thomas,21,8,7,4,1,0,0,0,0,1,0,3,1,1,0.143,7.2,16.43,0,1,0,3,
sb_86a2aedc7705,Jazmin,Orr,5,3,8,0,1,0,0,0,1,1,1,5,0,0,0.125,,,,,,,
sb_faeb49e3dc34,Cayden,Warfield,30,13,25,8,3,0,0,0,1,3,1,4,2,2,0.12,,,,,,,
sb_c667286fa488,Meg,Henkle,21,20,50,6,5,1,0,0,2,6,12,9,0,0,0.1,,,,,,,
sb_b3dc9d5fb58d,Kendal,Tellings,22,12,12,2,1,0,0,0,2,1,4,3,0,0,0.083,29.0,12.07,1,6,0,8,
sb_53871f59f406,Lexi,Musick,6,2,8,1,0,0,0,0,1,0,1,0,0,0,0.0,,,,,,,
sb_36bb6476a20a,Faith,Heater,5,3,4,1,0,0,0,0,1,0,5,3,0,0,0.0,,,,,,,
sb_392e1fc5dc6e,Makenzie,Gregory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,,,,,,,
sb_5265a0d0cbb8,Saylor,Kneeland,,,,,,,,,,,,,,,,100.1,6.91,3,10,0,48,
sb_a89f6441745e,Andrea,Pannell,,,,,,,,,,,,,,,,1.2,12.6,0,0,0,0,
sb_ab554d9911bd,Emma,Niemczyk,56,48,163,43,54,10,0,4,13,76,7,18,18,22,0.331,,,,,,,
sb_6577be340b08,Landry,Cochran,56,56,168,23,48,9,6,0,17,69,15,35,12,14,0.286,,,,,,,
sb_f175e380405c,Kaley,Adzick,54,54,157,10,43,11,0,0,22,54,7,14,0,0,0.274,136.2,2.0,9,11,0,97,
sb_7d496122010c,Claire,Nelson,55,55,154,10,40,7,0,3,28,56,15,30,0,0,0.26,,,,,,,
sb_9dc750ef0697,Isabel,Ervin,50,49,143,23,35,10,0,2,23,51,12,23,3,3,0.245,,,,,,,
sb_bce752e36b2f,Reece,Anderson,56,56,123,21,27,8,1,3,18,46,12,38,1,2,0.22,,,,,,,
sb_3bdfb5283a77,Gabrielle,Bax,56,56,140,14,30,9,0,2,23,45,8,22,0,1,0.214,,,,,,,
sb_5a62a59331a9,Kelsey,Palmer,32,25,77,13,29,7,0,0,12,36,8,11,0,0,0.377,,,,,,,
sb_b805f6f644bb,Arissa,Zajac,7,2,6,0,2,0,0,0,0,2,0,2,0,0,0.333,,,,,,,
sb_3450a71b35dd,McKenna,Becher,12,1,14,0,4,0,0,0,0,4,0,6,0,0,0.286,,,,,,,
sb_9725972403a8,Avery,Budde,35,28,81,5,22,9,0,0,9,31,9,18,0,0,0.272,33.0,2.33,1,2,0,16,
sb_338e6f2517a2,Kirsten,Peterson,30,14,27,2,7,1,0,0,2,8,2,6,0,0,0.259,,,,,,,
sb_ac31875c880a,Sadie,Christensen,6,0,4,0,1,0,0,0,1,1,2,2,0,0,0.25,,,,,,,
sb_182ec1ee8777,Haley,Bryant,36,35,91,10,21,3,0,1,11,27,17,13,0,1,0.231,,,,,,,
sb_cd9f15496c84,Madi,Divis,36,10,45,4,10,3,0,1,13,16,7,8,0,0,0.222,,,,,,,
sb_39a7649f7329,Kenna,Trower,37,23,48,11,8,2,0,0,3,10,6,13,1,2,0.167,,,,,,,
sb_f179c599e490,Jordan,Meng,32,13,18,9,1,0,0,0,0,1,2,6,3,3,0.056,,,,,,,
sb_2d310efdf7d2,Natalie,Wilks,22,5,5,0,0,0,0,0,0,0,0,3,0,0,0.0,31.0,7.45,2,4,1,22,
sb_109f09b33694,Jordyn,Foley,31,29,3,0,0,0,0,0,0,0,0,3,0,0,0.0,162.2,2.88,15,12,0,97,
sb_a88295612b84,Brie,Chilton,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,10.0,7.0,0,0,1,7,
sb_4fae11949248,Mykala,Dodds,38,0,1,9,0,0,0,0,0,0,0,1,2,2,0.0,,,,,,,
sb_4480b653cc0b,Jacey,Byler,13,0,1,5,0,0,0,0,0,0,0,1,1,1,0.0,,,,,,,
sb_c400bdc60e6b,Faith,Roberts,,,,,,,,,,,,,,,,2.1,9.0,0,0,0,0,
sb_bedc26e6ec0d,Graham,Cobb-Gulledge,,,,,,,,,,,,,,,,1.1,10.5,0,0,0,0,
sb_da775e96147b,Christina,Meneses,47,47,120,38,54,11,2,9,47,96,35,15,2,2,0.45,,,,,,,
sb_d2a7c21c38e7,Natalie,Rodarte,36,35,100,27,38,7,2,1,16,52,19,19,4,4,0.38,,,,,,,
sb_213d7bdce070,Seneca,Aarstad,36,28,71,13,24,2,1,3,19,37,14,12,0,1,0.338,,,,,,,
sb_620abce20100,Samantha,Parisi,47,47,133,36,44,6,1,0,8,52,23,19,3,3,0.331,,,,,,,
sb_54f21d3ab1b9,Marissa,Rodriguez,40,21,77,16,24,4,0,5,18,43,12,20,0,0,0.312,87.1,4.33,10,3,0,43,
sb_58af948a0490,Giazza,Lopez,45,38,109,22,31,10,0,2,25,47,17,18,0,0,0.284,19.0,7.74,0,4,0,9,
sb_29183c37ccac,Emily,Marsh,44,44,122,26,34,8,0,5,23,57,7,22,7,7,0.279,,,,,,,
sb_064cc814641f,Talia,Martin,45,44,118,26,32,10,0,7,32,63,25,31,4,4,0.271,,,,,,,
sb_dd13739dce70,Ana,Paula Oquita,32,17,56,10,20,5,0,4,21,37,7,9,0,0,0.357,,,,,,,
sb_717812fcc043,Jordan,Rivera,20,5,16,3,5,1,0,2,6,12,3,5,0,0,0.313,13.1,12.6,0,3,0,4,
sb_f36d46c4d8ab,Alexa,Ayala,11,9,21,3,6,1,0,1,8,10,3,8,0,0,0.286,,,,,,,
sb_c973813e352e,Lorissa,Scott,28,24,48,10,10,2,0,0,6,12,4,11,0,0,0.208,,,,,,,
sb_a17a8d2e7e58,Cierra,Smith,19,1,12,2,2,1,0,0,0,3,2,4,0,0,0.167,10.0,19.6,0,1,0,9,
sb_d20d133538b3,Madison,Begaye,8,1,6,1,1,0,0,0,1,1,2,3,0,0,0.167,,,,,,,
sb_14020a26a6f4,Kayla,Campbell,33,33,73,14,11,1,0,4,13,24,13,26,1,1,0.151,,,,,,,
sb_42d116830b61,Destiny,Johnston,8,0,7,0,1,0,0,0,3,1,1,2,0,0,0.143,,,,,,,
sb_36d7fd48b38a,Miranda,Guillen,24,16,22,3,3,0,0,0,0,3,3,12,0,0,0.136,94.2,5.25,8,9,0,97,
sb_4da46985bdbe,Angelina,Rubalcava,20,9,16,4,2,0,0,0,0,2,6,3,1,1,0.125,58.1,5.88,2,6,0,41,
sb_3acc0663fcb3,Cheyanne,Ortiz,8,0,8,0,1,1,0,0,0,2,0,1,0,0,0.125,,,,,,,
sb_5960a30e421c,Haleigh,Pearce,21,15,29,4,3,1,0,0,4,4,10,5,0,0,0.103,,,,,,,
sb_8205d80adf07,Samyrah,Sanders,22,0,7,6,0,0,0,0,0,0,1,4,1,2,0.0,,,,,,,
sb_2f1b1875d824,Aubrey,Jaramillo,16,0,1,6,0,0,0,0,0,0,1,1,0,0,0.0,,,,,,,
sb_87c267e2103d,Ciara,Loken,,,,,,,,,,,,,,,,0.1,84.0,0,0,0,0,
sb_5942280a6426,Delaney,Ridgell,53,53,163,36,68,11,1,8,37,105,13,22,2,3,0.417,,,,,,,
sb_23e965604b6e,Kinsley,Proepper,54,54,153,30,63,13,2,7,34,101,25,15,1,1,0.412,,,,,,,
sb_3b75fa825a3f,Tulana,Mingin,59,59,195,48,62,2,3,0,6,70,16,12,23,27,0.318,,,,,,,
sb_82f472475e57,Megan,Chroniger,59,59,178,36,53,9,6,10,48,104,8,29,8,9,0.298,,,,,,,
sb_4c3627e15c41,Katie,Master,59,59,159,27,44,13,2,7,41,82,15,49,12,14,0.277,,,,,,,
sb_5c2dffe1bf13,Karlye,Teman,46,41,103,14,26,6,0,3,11,41,9,12,5,7,0.252,5.0,15.4,0,1,0,1,
sb_ac38a890afde,Kylie,Ingram,7,0,3,1,1,0,0,0,0,1,0,0,0,0,0.333,,,,,,,
sb_aa89c8154d9f,Kaitlynn,Colangelo,40,24,82,6,22,4,0,1,16,29,4,14,0,0,0.268,,,,,,,
sb_a928a6cb976f,Maddy,Pritchard,35,32,94,7,23,1,0,4,16,36,3,16,0,1,0.245,,,,,,,
sb_d4aed35f351b,Maddin,Grow,44,44,127,19,31,4,1,1,11,40,15,14,1,4,0.244,,,,,,,
sb_76cf89637363,Marissa,Perez,36,31,87,20,19,2,1,0,4,23,13,18,12,13,0.218,,,,,,,
sb_366bf2b987c2,Brennan,Corr,8,6,15,2,3,0,0,0,4,3,1,2,0,0,0.2,,,,,,,
sb_82071cf480d2,Gigi,DeMito,32,24,71,2,13,2,0,1,12,18,3,14,1,2,0.183,,,,,,,
sb_8c669b2f9cf7,Faith,Troyer,19,10,12,1,2,2,0,0,3,4,0,5,0,0,0.167,29.1,5.01,1,2,0,6,
sb_26d5409afeae,Georgia,Tym,40,27,70,8,11,1,2,0,3,16,3,14,5,7,0.157,,,,,,,
sb_3debe9c11573,Macy,Crum,41,15,30,16,3,1,0,0,0,4,5,11,10,14,0.1,,,,,,,
sb_ce71db2cac41,Mackenzie,Aird,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
sb_d1d33aa58d2a,Tessa,Guenette,26,15,2,0,0,0,0,0,0,0,0,1,0,0,0.0,109.1,3.52,12,5,1,59,
sb_dea3860c2b02,Kaylee,Watson,9,1,1,3,0,0,0,0,0,0,0,1,1,1,0.0,,,,,,,
sb_aef275041f15,Molly,Gilliland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_db3971d6385d,Addison,Bianco,9,0,0,3,0,0,0,0,0,0,0,0,1,1,0.0,,,,,,,
sb_4e3e00a02f3c,Sarah,Davenport,,,,,,,,,,,,,,,,233.1,2.19,25,12,3,307,
sb_f9d9261fd17b,Meadow,Lake,,,,,,,,,,,,,,,,15.1,3.65,0,1,0,8,
sb_9e2fafa8938d,Lex,Difato,46,46,154,58,66,3,1,1,13,74,19,10,34,36,0.429,,,,,,,
sb_128ef6acbac8,Hannah,Taylor,46,46,146,40,62,21,0,12,66,119,23,11,8,8,0.425,,,,,,,
sb_2e88bd123d00,Ella,Coiner,46,46,152,44,63,12,5,14,55,127,15,2,19,21,0.414,,,,,,,
sb_b78aafe9abca,Abby,Lucas,35,33,88,15,23,3,1,0,11,28,13,13,3,4,0.261,,,,,,,
sb_592271c63d0e,Gracie,Ciccarello,46,46,109,25,28,7,1,0,19,37,13,17,3,3,0.257,,,,,,,
sb_5e0651e540c0,Faith,Wharton,45,45,135,13,29,5,0,7,31,55,17,30,1,1,0.215,,,,,,,
sb_2c073d9e0b38,Mia,Hernandez,40,38,81,19,15,0,0,0,1,15,14,19,7,7,0.185,,,,,,,
sb_a498d253b4ac,Maddie,Bostack,31,24,69,11,22,1,2,0,7,27,8,11,4,4,0.319,,,,,,,
sb_b3f40faef93f,Molly,Scott,22,18,50,5,14,0,0,0,3,14,7,9,1,1,0.28,,,,,,,
sb_553ce1236361,Jazz,Jones,26,26,70,10,18,4,0,0,13,22,15,7,10,12,0.257,,,,,,,
sb_9e8dccf59d27,Kaili,Cannon,21,17,47,2,10,0,0,0,10,10,5,9,0,0,0.213,,,,,,,
sb_35e309735d15,Ashley,Cain,10,7,19,7,4,0,0,0,2,4,4,0,3,3,0.211,,,,,,,
sb_9aca69a5092d,Joelle,Wike,6,0,5,0,1,0,0,0,0,1,1,2,0,0,0.2,,,,,,,
sb_554ac50aa4c3,Kinsley,Castro,25,16,54,3,9,1,1,0,8,12,4,7,0,0,0.167,,,,,,,
sb_2ade7fd95bbe,Saige,Sampson,11,6,20,1,1,0,0,0,1,1,2,8,0,0,0.05,,,,,,,
sb_f47de6d22c44,Mayson,Leatherwood,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
sb_02b1792455d5,Julia,Heter,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,26.2,3.94,2,0,0,18,
sb_95b99b25b20f,Sophia,Kevitt,24,0,0,6,0,0,0,0,0,0,0,0,2,2,0.0,,,,,,,
sb_d2a597908c5b,Brandilyn,Reymer,,,,,,,,,,,,,,,,191.2,1.79,21,8,1,248,
sb_b2b9d791ca73,Elise,Roy,,,,,,,,,,,,,,,,83.0,2.87,8,5,0,23,
sb_a640723a45b6,Grace,Ausborn,36,36,99,14,27,1,1,0,4,30,21,16,10,13,0.273,,,,,,,
sb_0e764e7cc029,Carson,Stowe,43,43,105,5,26,2,0,1,17,31,25,10,0,0,0.248,,,,,,,
sb_ff945caf4251,Jacie,McCall,42,41,99,9,19,1,0,0,5,20,11,15,0,1,0.192,,,,,,,
sb_0021f3bb01d5,Shelby,Rinefierd,43,42,110,5,21,3,0,0,5,24,3,9,0,0,0.191,,,,,,,
sb_1bed56d61229,Gillian,Price,41,36,82,7,14,0,0,0,1,14,2,17,2,3,0.171,2.2,0.0,0,0,0,2,
sb_c478f0389387,Quinn,Overby,31,12,22,2,7,0,0,0,1,7,2,2,0,0,0.318,52.2,8.24,0,3,1,22,
sb_a2c0a6dd2c00,Autumn,Matherly,35,34,24,0,6,2,0,0,1,8,6,6,0,0,0.25,107.1,7.11,2,20,0,33,
sb_672ad60470a6,Eliana,Cooper,20,18,42,0,9,0,0,0,2,9,2,6,0,0,0.214,,,,,,,
sb_d094480b115c,Kaylee,Purvis,24,12,42,1,7,1,0,0,0,8,4,15,0,0,0.167,,,,,,,
sb_339b023255a2,Vic,Epps,19,5,25,0,3,0,0,0,0,3,1,8,0,0,0.12,,,,,,,
sb_2cf57b6378f1,Lenox,Roberts,31,7,17,8,2,0,0,0,0,2,2,6,0,1,0.118,,,,,,,
sb_c8bbf04961d9,Reagan,Beagle,31,26,19,0,2,1,0,0,1,3,1,1,0,0,0.105,86.0,7.81,2,17,0,38,
sb_c59e797b5ec9,Dezarea,Hillery,34,18,45,7,4,0,0,1,5,7,5,13,3,4,0.089,,,,,,,
sb_771fb9dec942,Kaylee,Stewart,8,0,6,0,0,0,0,0,0,0,1,4,0,0,0.0,,,,,,,
sb_e38d8f26d535,Addison,Hendrix,,,,,,,,,,,,,,,,35.2,7.26,0,2,0,2,
sb_a58ca66e9e15,Emma,Wood,50,50,158,32,57,13,3,3,26,85,17,29,8,10,0.361,,,,,,,
sb_f64a033d7873,Kendall,Wilkie,38,25,81,17,29,4,4,5,26,56,6,16,9,9,0.358,,,,,,,
sb_8aca88e758c5,Leah,Oberkehr,50,49,156,33,48,2,2,0,13,54,17,20,46,50,0.308,,,,,,,
sb_4f9bc14afa57,Shelby,Morse,44,38,103,16,30,8,0,2,15,44,17,17,0,0,0.291,148.2,2.68,11,12,2,69,
sb_08f778b5999d,Mattea,Martin,50,49,148,22,39,6,0,0,22,45,13,29,2,4,0.264,,,,,,,
sb_60356778023f,Vanessa,Gilbert,40,33,101,14,25,1,0,0,6,26,5,10,3,3,0.248,,,,,,,
sb_9348e1e2c7e3,Addison,Orr,50,50,152,20,37,10,3,1,24,56,8,9,3,6,0.243,,,,,,,
sb_f53438af9ebf,Sierra,Lipton,50,50,136,12,28,3,1,0,9,33,5,19,3,5,0.206,,,,,,,
sb_48bd2550c952,Ava,Arnold,49,49,114,10,21,5,0,0,9,26,13,34,2,2,0.184,,,,,,,
sb_e7e04cdb3432,Riley,Sullivan,46,46,94,12,16,3,0,0,8,19,6,18,2,4,0.17,,,,,,,
sb_a3fd52de9358,Jessica,Van Zyl,21,5,21,2,7,1,0,0,4,8,4,1,1,2,0.333,,,,,,,
sb_42309cc7982c,Gianna,Domenici,28,15,43,4,12,1,0,0,8,13,10,10,0,1,0.279,,,,,,,
sb_d96227ab8e22,Hayley,McElroy,11,4,13,1,1,0,0,0,1,1,1,5,0,0,0.077,,,,,,,
sb_3ee04baf2b53,Olivia,Dougherty,,,,,,,,,,,,,,,,144.0,1.99,11,10,0,130,
sb_4b93d126ff02,Aubrey,Yeary,,,,,,,,,,,,,,,,3.2,3.82,0,0,0,0,
sb_57221f12835e,Ava,Domenici,,,,,,,,,,,,,,,,46.0,7.15,2,4,1,22,
sb_e46c1f4f8b1c,Taryn,Burkhardt,47,46,157,36,59,3,5,0,12,72,16,12,32,34,0.376,,,,,,,
sb_26446181cb46,Brooke,Flewelling,47,47,159,39,55,8,4,16,43,119,14,33,4,5,0.346,,,,,,,
sb_5eec185f7e68,Addison,Callaway,40,37,109,32,36,10,3,3,24,61,8,13,6,9,0.33,,,,,,,
sb_58d1ca64866d,Avery,Brewer,45,45,114,25,37,5,2,9,37,73,25,24,3,3,0.325,,,,,,,
sb_438361dbbee2,Elina,Bartlett,45,41,111,18,35,4,3,1,22,48,6,9,5,6,0.315,,,,,,,
sb_5ea0d835921f,Sydney,Wagner,47,47,157,27,48,3,2,1,18,58,14,9,3,4,0.306,,,,,,,
sb_efa5fb1bd44c,Kinsey,Perine,45,43,119,21,36,5,5,1,13,54,3,11,7,8,0.303,,,,,,,
sb_ca21a6638cf3,Brynley,Smith,38,35,98,22,29,5,0,5,17,49,13,24,4,6,0.296,,,,,,,
sb_c6d0b9903b90,Ally,Miller,25,23,69,9,26,1,0,4,21,39,6,9,1,1,0.377,,,,,,,
sb_674d7b58d8b4,Hannah,Butterbaugh,29,17,3,1,1,0,0,0,1,1,0,0,1,1,0.333,114.0,2.52,12,6,1,56,
sb_568f060ccc7b,Addyson,Easter,10,4,17,0,5,3,0,0,4,8,1,1,0,0,0.294,,,,,,,
sb_d7d4af4d3d0d,Karli,Wehunt,17,12,42,6,11,2,0,1,5,16,3,10,0,1,0.262,,,,,,,
sb_3a43d06ca95f,Mallory,Moore,21,12,43,3,11,0,0,0,5,11,5,2,1,1,0.256,,,,,,,
sb_6735ce849d78,Leslie,Ramos,28,18,46,14,10,5,0,0,7,15,5,3,1,1,0.217,,,,,,,
sb_5b9f296dfb47,Lily,Winright,8,2,5,0,1,0,0,0,0,1,1,1,0,0,0.2,,,,,,,
sb_0f9c2cbd6b0d,Juliana,De Luna,17,9,24,7,4,1,0,1,5,8,7,3,2,3,0.167,,,,,,,
sb_8b9f9e342607,Kennedy,Topping,4,1,6,0,0,0,0,0,0,0,0,4,0,0,0.0,,,,,,,
sb_f399ef8810f7,Sophia,Garcia,9,0,3,2,0,0,0,0,0,0,0,1,1,1,0.0,,,,,,,
sb_e821ce22a85b,Emma,Watkins,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0.0,,,,,,,
sb_7898df9d8b8f,Sophie,Herman,9,0,0,4,0,0,0,0,1,0,2,0,0,0,0.0,,,,,,,
sb_a7ab5700435e,Izzy,Sloan,,,,,,,,,,,,,,,,55.1,3.67,3,4,4,38,
sb_b1044a6494cb,Morgan,Tomlinson,,,,,,,,,,,,,,,,71.2,4.0,7,2,1,32,
sb_13b50c8c3541,Chloe,Wilson,,,,,,,,,,,,,,,,53.0,4.23,5,4,1,17,
sb_e791f2ba0a87,Maci,Hayes,,,,,,,,,,,,,,,,22.1,3.13,2,2,0,10,
sb_c5b888b10c6e,Ema,Cebrian,11,10,28,4,13,3,0,0,1,16,3,4,0,2,0.464,2.1,12.0,0,0,0,0,
sb_86342eda7e90,Natasha,Melbye,11,11,25,9,11,2,0,1,7,16,3,2,4,5,0.44,,,,,,,
sb_1493369c144a,Sophia,Simmons,11,11,35,3,13,4,0,0,1,17,3,2,2,3,0.371,,,,,,,
sb_c9299f30121e,Shelby,Edwards,10,10,25,5,8,1,1,0,6,11,4,3,2,3,0.32,,,,,,,
sb_ea18ba36b445,Bryn,Ernest,10,10,24,7,7,2,0,2,5,15,3,7,1,3,0.292,,,,,,,
sb_6c37b373626a,Courtney,Ward,10,10,28,3,4,2,0,0,2,6,3,4,1,1,0.143,,,,,,,
sb_eb6e5b508f1e,Shaina,Lugo,9,9,26,1,2,0,0,0,0,2,1,11,0,0,0.077,38.2,13.22,0,6,0,9,
sb_821614d2cfc8,Kayden,Leonard,10,9,22,1,1,1,0,0,0,2,2,6,2,2,0.045,,,,,,,
sb_ff9851997ecb,Oreanna,Donaldson,6,6,17,0,4,0,0,0,0,4,0,6,0,1,0.235,15.2,14.74,0,3,0,4,
sb_f131b6676e73,Jamia,Guilford,3,2,7,0,1,0,0,0,1,1,0,0,0,1,0.143,,,,,,,
sb_9e4ed7a79d20,Olivia,Walker,2,2,7,0,0,0,0,0,0,0,0,3,0,0,0.0,,,,,,,
sb_99ac99f8f400,Treja,Patterson,38,34,106,24,38,10,1,5,30,65,12,8,4,5,0.358,,,,,,,
sb_7fc775873212,Tiara,Stueck,36,33,112,15,39,4,0,6,31,61,2,8,2,3,0.348,,,,,,,
sb_77a9aff58a2b,Sydney,Jackson,35,30,98,29,34,5,1,11,38,74,13,27,8,9,0.347,,,,,,,
