athlete_id,first_name,last_name,gp,gs,goals,assists,points,shots,sog,gwg,gb,to,ct,dc,fow,fo_att,minutes,gk_ga,gk_gaa,gk_saves,gk_sv_pct
lax_add27b75c8b9,Reece,Lapham,6,0,1,2,3,1,1,0,0,1,0,,0,0,,,,,
lax_920f6379440e,Cade,Poe,13,10,0,3,3,1,0,0,65,4,1,,95,158,,,,,
lax_0ce2f61e9839,Jack,Finneran,3,0,1,1,2,3,1,0,0,0,0,,0,0,,,,,
lax_57e24366f2d5,Damian,Nunes,11,0,1,1,2,1,1,0,5,3,1,,0,0,,,,,
lax_edd4cce22150,Hans,Sweatt,18,0,1,1,2,4,3,0,20,4,5,,1,1,,,,,
lax_5f21cbefa878,Drew,Curren,18,10,1,0,1,3,1,0,25,4,16,,0,0,,,,,
lax_297bbb2e6370,Wyatt,Kleckler,14,0,1,0,1,1,1,0,5,3,1,,0,0,,,,,
lax_b60d94459ff1,Sean,McCarty,8,0,1,0,1,1,1,0,0,0,0,,0,0,,,,,
lax_89cbea91ba19,Eli,Nelson,5,0,1,0,1,1,1,0,1,0,0,,0,0,,,,,
lax_03895e3aa9f5,Joseph,Switzer,18,17,1,0,1,2,2,0,24,8,5,,1,1,,,,,
lax_e04ee96cba0a,Jake,Cloutier,14,14,0,1,1,8,4,0,37,12,14,,0,0,,,,,
lax_383d945e306f,Braden,Schneider,10,9,0,1,1,2,1,0,7,5,4,,0,0,,,,,
lax_e8dbe6b5ade3,Coltan,Tagg,8,0,0,1,1,2,1,0,0,1,0,,0,0,,,,,
lax_b5894d0d85ad,Bergen,Anderson,17,16,0,0,0,1,0,0,12,6,5,,0,0,,,,,
lax_2432b8a56222,Easton,Caneva,5,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_cbb02299a418,Zane,Coda,13,9,0,0,0,0,0,0,10,8,0,,0,0,,83,10.95,78,0.484
lax_d02d3a855e81,Jackson,Crocker,16,15,0,0,0,4,1,0,21,8,13,,0,0,,,,,
lax_128f1fd60517,Asa,Davison,14,2,0,0,0,1,0,0,14,2,7,,0,0,,,,,
lax_c68ccc3b820f,Connor,Hellman,3,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_56307bdac72b,Braddock,Kendrick,5,0,0,0,0,0,0,0,2,1,0,,0,0,,,,,
lax_65bfaf3b62d7,Nolan,Ledwith,7,0,0,0,0,0,0,0,1,0,1,,0,0,,,,,
lax_43b99fdf04d1,Stellan,McGowan,7,0,0,0,0,0,0,0,4,0,1,,0,0,,,,,
lax_bb5657ea0f76,Will,Minter,1,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_59f88f4f50e0,Hunter,Philbeck,6,0,0,0,0,1,1,0,3,0,0,,0,0,,,,,
lax_aa6c246164ce,Tony,Pucci,11,0,0,0,0,0,0,0,21,0,1,,32,57,,,,,
lax_b25827d7afeb,Ethan,Sheklow,5,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_a4b657affecc,Carter,Skinner,2,0,0,0,0,0,0,0,0,0,1,,0,0,,,,,
lax_ab4869216ca4,Curren,Wallace,3,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_b38d6c2d7ec7,Matthew,White,9,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_a029c3ccb5d2,Joshua,Wilson,2,0,0,0,0,0,0,0,1,0,1,,0,0,,,,,
lax_1942dc0c2b96,Brody,Woods,14,9,0,0,0,0,0,0,13,3,2,,0,0,,107,10.15,90,0.457
lax_db5e3354102a,Devon,Garcia,15,15,30,10,40,108,70,0,24,40,9,,0,1,,,,,
lax_461d26d0ecae,Karsen,Kronen,15,7,31,5,36,121,75,1,31,26,12,,0,0,,,,,
lax_2ec750f9cc1b,Xzavier,Jankowiak,15,1,20,7,27,76,39,0,26,41,3,,0,1,,,,,
lax_877642d4666e,Charlie,Taylor,15,15,11,3,14,29,19,0,17,16,6,,0,0,,,,,
lax_9d6a774d7f21,JayC,Morlog,15,0,12,1,13,42,25,0,10,23,1,,6,13,,,,,
lax_f9d54ba93b07,Jordan,Delorme,15,15,4,8,12,15,7,0,22,21,6,,0,0,,,,,
lax_b394e08d0957,Hunter,Bradshaw,15,0,4,1,5,38,15,0,13,23,4,,14,34,,,,,
lax_9caf5baad9db,Collin,Flannery,9,1,2,0,2,3,2,0,8,8,2,,0,0,,,,,
lax_0bc0a7c683ae,James,Besten,12,4,1,1,2,4,2,0,16,3,5,,0,0,,,,,
lax_3b66eefae10a,Nolan,Harris,15,0,1,1,2,4,4,0,35,9,14,,0,1,,,,,
lax_94ab4d285844,Anthony,Mann-Fry,9,0,1,1,2,2,1,0,1,8,0,,0,0,,,,,
lax_09735ed5e69c,Nate,Duffy,8,0,0,2,2,5,2,0,2,7,0,,0,0,,,,,
lax_ed76c5a08b89,Braeden,Bush,4,0,0,1,1,3,2,0,1,1,0,,0,0,,,,,
lax_5a9802ebdf67,Michael,Bertrand,5,2,0,0,0,0,0,0,4,2,3,,0,0,,,,,
lax_9a5953cb6823,Elijah,Foster,2,0,0,0,0,1,1,0,1,0,0,,0,0,,,,,
lax_d9b45c7b388a,Henry,Fulton,14,4,0,0,0,3,0,0,11,11,6,,0,0,,,,,
lax_f25474673467,Carson,Jeansonne,1,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,
lax_d57aacc663d0,Justin,Kearney,11,2,0,0,0,4,3,0,7,10,3,,0,4,,,,,
lax_4a11eaf4d942,Avery,Linthicum,14,13,0,0,0,0,0,0,14,12,5,,0,0,,193,17.43,173,0.473
lax_494a8b9acc3f,Bryce,Lopez,10,0,0,0,0,0,0,0,4,9,4,,0,0,,,,,
lax_d6c95e6eaa47,Brandon,Megonnell,14,11,0,0,0,0,0,0,9,3,3,,0,2,,,,,
lax_21718cccdda4,Kade,Melton,13,12,0,0,0,2,1,0,41,13,3,,109,277,,,,,
lax_56944c34ecb2,Matthew,Morrison,14,2,0,0,0,0,0,0,6,1,2,,20,112,,,,,
lax_d4c4bb5ffa14,Logan,O'Donnell,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_05f26b92608e,Jacob,Orr,8,2,0,0,0,0,0,0,11,5,0,,0,0,,99,24.81,52,0.344
lax_6ec2b8fb6f80,Chance,Richardson,15,15,0,0,0,2,1,0,17,8,17,,0,0,,,,,
lax_3fadd505c7a6,Carter,Simms,14,14,0,0,0,8,3,0,28,22,23,,1,1,,,,,
lax_95b5cf002d1b,Chiebuka,Soribe,15,15,0,0,0,0,0,0,12,9,10,,0,1,,,,,
lax_98431bd86fca,Nathan,Traud,6,0,0,0,0,0,0,0,3,3,1,,0,1,,,,,
lax_6292cc630be2,Patterson,Ware,3,0,0,0,0,0,0,0,0,2,0,,0,0,,,,,
lax_a7aa460625fa,Will,Elfline,11,10,21,6,27,114,52,0,12,25,2,,0,1,,,,,
lax_d37eecdd866d,Calvin,Welsh,11,3,16,2,18,54,28,0,11,12,0,,0,0,,,,,
lax_7a74067f0bad,Cole,Soper,11,10,10,3,13,56,27,0,10,14,0,,0,2,,,,,
lax_288d6fbaf18b,Tanner,Ennis,11,10,9,2,11,51,24,0,7,17,3,,0,0,,,,,
lax_08240b2b5381,Brakken,McDougal,11,0,7,4,11,39,24,0,6,11,3,,1,2,,,,,
lax_73ecb10b3d9b,Mateo,Polanco,9,8,7,4,11,24,16,0,7,14,2,,0,0,,,,,
lax_33c4b6d2f857,Benjamin,Southern,11,0,6,3,9,20,15,0,6,9,3,,0,0,,,,,
lax_156e9bd8eed2,Mathew,Stasinowsky,5,0,1,4,5,8,3,0,6,15,0,,0,0,,,,,
lax_6e7fc40955ff,Kenny,Seiler,2,0,2,0,2,8,5,0,1,0,0,,0,0,,,,,
lax_aea303b48170,Hunter,Smith,6,3,1,0,1,4,2,0,39,3,0,,59,101,,,,,
lax_4fbd1f9b7d74,Mason,Compton,11,0,0,0,0,4,2,0,4,9,1,,0,0,,,,,
lax_7191ce8d1479,Thomas,Corbett,6,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_e493f1ab6248,DeShaun,Cross,7,1,0,0,0,0,0,0,1,0,0,,4,34,,,,,
lax_65943d5c85f6,Casey,Garcia,10,7,0,0,0,1,1,0,37,9,4,,55,163,,,,,
lax_7fe874e35900,Giovanni,Gibbs,11,7,0,0,0,0,0,0,16,7,11,,0,0,,,,,
lax_380c2efd1943,Logan,Henry,6,3,0,0,0,0,0,0,1,7,0,,0,0,,54,16.1,25,0.316
lax_61c9f80f3083,Wyatt,Holtman,11,11,0,0,0,0,0,0,23,11,12,,0,0,,,,,
lax_daf2a64135b6,Tieler,Jones,9,1,0,0,0,0,0,0,2,0,4,,4,24,,,,,
lax_0aad613dc265,Logan,Kemp,8,8,0,0,0,0,0,0,7,2,3,,0,0,,,,,
lax_6edf421bdf95,Tristan,Lawrence,11,11,0,0,0,1,0,0,13,8,14,,0,1,,,,,
lax_846dcf0b95df,Cruz,Maynes,8,7,0,0,0,0,0,0,10,8,7,,0,0,,,,,
lax_92d1822dd038,Cole,Rutz,8,8,0,0,0,0,0,0,12,5,5,,0,0,,159,21.52,113,0.415
lax_5e8844b94a3d,Lucas,Schettini,11,2,0,0,0,0,0,0,7,8,6,,0,0,,,,,
lax_9a4aa4b79bf9,Tim,Keefe,15,0,30,15,45,109,62,0,12,27,2,,0,0,,,,,
lax_9ab04ee13308,Lucas,Anthony,15,15,32,10,42,114,71,2,21,22,5,,0,0,,,,,
lax_bbb533ff6dde,Christopher,Harper,15,0,14,20,34,42,24,0,6,14,2,,0,0,,,,,
lax_e5688dd8aceb,Pierce,Montes,15,15,21,12,33,58,34,1,10,7,3,,0,0,,,,,
lax_c946f4422aa7,Leo,Mileto,15,15,20,12,32,74,40,1,31,28,5,,0,0,,,,,
lax_8eb0e028e933,Gavin,Young,15,0,17,9,26,58,32,0,9,18,1,,0,0,,,,,
lax_3010553aae6f,Jay,Kyle,13,0,7,2,9,29,18,0,2,11,0,,0,0,,,,,
lax_f104a96c2e75,Connor,Hinson,14,0,5,4,9,29,14,0,8,7,2,,0,0,,,,,
lax_382d52a0b77e,Luke,Barber,15,15,7,0,7,22,13,0,38,3,5,,0,3,,,,,
lax_90c57f2cf81c,Spence,Hondru,14,0,5,2,7,22,14,1,4,7,0,,0,0,,,,,
lax_c0593da2e3fb,Mac,Goodman,14,0,5,0,5,11,10,2,4,7,0,,0,0,,,,,
lax_fc079a22067a,Matthew,Hawkins,10,0,4,1,5,11,8,0,0,1,0,,0,0,,,,,
lax_9ebd3d947ba1,Noah,Bissmeyer,14,1,0,0,0,3,2,0,8,1,11,,0,1,,,,,
lax_93da54ec96c0,Joseph,Bleck,14,14,0,0,0,1,0,0,21,3,6,,0,0,,,,,
lax_3b8c0a4497e6,Owen,Chesla,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_eb5558e3ec1e,Giacomo,Comuzzi,10,0,0,0,0,1,1,0,6,3,1,,0,0,,,,,
lax_ce5d4b24842d,Dylan,Crocker,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_4736c44e603c,Tommy,Cussen,8,0,0,0,0,0,0,0,6,1,1,,0,0,,,,,
lax_9e7fbe396e15,Bobby,Cyr,15,15,0,0,0,1,0,0,31,11,13,,0,0,,,,,
lax_e63776d11c85,Gavin,Daly,15,15,0,0,0,1,1,0,35,9,15,,0,0,,,,,
lax_16cf4653da7a,Colin,Finnegan,11,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_3798cf24c1c3,Will,Flanigan,15,3,0,0,0,0,0,0,25,3,0,,58,142,,,,,
lax_fe2f0eac8749,Delaney,Garner,11,1,0,0,0,0,0,0,2,0,5,,0,0,,,,,
lax_6741a2744437,Todd,Giol,14,0,0,0,0,2,0,0,7,1,9,,0,0,,,,,
lax_f1bf551a45b9,Carter,Groezinger,4,0,0,0,0,0,0,0,2,0,0,,0,0,,5,9.08,9,0.643
lax_e52c489cd281,Jaxon,Holden,15,12,0,0,0,1,0,0,25,2,0,,77,169,,,,,
lax_ff446a58ced6,Eddie,Houston,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_07e1772942ad,Bennett,Hynes,4,0,0,0,0,0,0,0,1,0,0,,5,14,,,,,
lax_5abe7d62c1b7,Reid,Kerr,15,15,0,0,0,0,0,0,22,6,1,,0,0,,157,10.75,166,0.514
lax_f526eeeb1014,Nathan,Kidwell,9,0,0,0,0,2,2,0,5,0,1,,19,50,,,,,
lax_9683ad097c64,Miles,Leva,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_5929015c497c,Ryan,Luhrs,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_ec4d1ec27019,Sean,Meyers,1,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,
lax_78d351976c35,Kellen,Padgett,15,0,0,0,0,0,0,0,27,5,9,,0,0,,,,,
lax_a6ade5a87041,John,Peters,3,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_0b2eb39ab1f8,Hunter,Rudisill,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_6530ae9e39d6,Aaron,Shapiro,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_7db30cd764fe,Vinnie,Spolidoro,15,14,0,0,0,1,1,0,30,7,8,,0,0,,,,,
lax_ab4ac24117ef,Justin,Willems,2,0,0,0,0,0,0,0,0,0,1,,0,0,,,,,
lax_149ccd264954,Dominic,Ziccardi,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_c9ffcb8b2979,Ryland,Laturell,16,3,30,24,54,110,65,0,31,37,6,,0,0,,,,,
lax_12cc68da7e01,Ryley,Dowswell,16,16,36,9,45,100,69,2,19,34,5,,0,0,,,,,
lax_24ec79963005,Everett,Muratori,16,0,20,14,34,79,50,0,25,33,11,,2,2,,,,,
lax_32ab3aabb7ca,Cole,Stachniak,14,9,20,11,31,64,45,1,17,22,3,,0,1,,,,,
lax_eb62b66c6d76,Devin,Gardner,16,8,21,8,29,50,37,0,11,20,2,,0,0,,,,,
lax_e8b7d2a5c5d7,Erik,Lichtner,15,14,17,10,27,49,29,0,16,30,10,,0,0,,,,,
lax_8da5feb1c1bf,Braden,Weeks,16,0,14,5,19,49,31,0,6,20,2,,0,1,,,,,
lax_1f96ffc27a3a,Grant,Anderson,12,0,8,3,11,28,20,0,8,16,4,,0,0,,,,,
lax_df0817d69918,Tristen,Cuda,16,15,4,5,9,29,12,0,119,19,1,,212,394,,,,,
lax_144ea9a7500d,Josh,Williams,16,13,1,5,6,7,6,0,19,9,12,,0,1,,,,,
lax_f75b1e6e44e1,Gabe,Melendez,13,0,4,1,5,11,8,0,17,15,5,,1,15,,,,,
lax_0bd4a1fadf27,Ethan,Hildebrandt,16,15,1,2,3,6,3,0,63,19,15,,0,0,,,,,
lax_7e6e2124c98f,Lane,Doherty,8,0,1,1,2,5,2,0,1,8,0,,0,0,,,,,
lax_a0742b7fa380,AJ,Quaid,16,16,1,1,2,1,1,0,18,10,12,,0,0,,,,,
lax_4f29400db1b6,Connor,Mann,8,0,1,0,1,2,1,0,5,3,0,,0,0,,,,,
lax_b45757eafa42,Brayden,Polly,15,0,1,0,1,1,1,0,5,2,1,,26,102,,,,,
lax_2758b1a58d3b,Grady,Magruder,12,4,0,1,1,0,0,0,22,11,1,,0,0,,91,17.3,76,0.455
lax_84b6a688f234,Griffin,Brown,16,15,0,0,0,2,1,0,33,11,15,,0,0,,,,,
lax_06808318668e,Jett,Giovani,3,1,0,0,0,0,0,0,0,0,0,,0,1,,2,5.39,1,0.333
lax_63060cc9c640,Rashad,Jefferson,11,0,0,0,0,0,0,0,10,9,3,,0,0,,0,0.0,4,1.0
lax_6405f8302281,Cameron,Lui,16,16,0,0,0,1,1,0,23,14,13,,0,0,,,,,
lax_b01f90179df4,Allen,Morris,9,0,0,0,0,0,0,0,1,3,4,,0,0,,2,15.52,0,0.0
lax_0f24b1d7b483,Nick,Pilon,14,11,0,0,0,0,0,0,37,15,2,,0,0,,193,19.32,194,0.501
lax_94943a39f43d,William,Thomas,11,4,0,0,0,3,3,0,4,7,2,,0,0,,,,,
lax_5c30380dcd02,Liam,Dunn,11,11,15,6,21,56,33,0,30,13,17,,9,38,,,,,
lax_93f95e6f0ef0,Connor,Langdon,11,11,10,11,21,52,32,0,22,39,4,,0,0,,,,,
lax_d2773e6dcf47,Stanley,Labady II,10,6,11,6,17,44,27,0,15,21,3,,0,0,,,,,
lax_6295b718337b,Damian,Carrigan,11,7,13,2,15,43,23,0,12,22,5,,0,1,,,,,
lax_fe270b1376fa,Ethan,Todner,10,10,7,2,9,28,22,0,12,19,2,,0,0,,,,,
lax_891dc8f1b5fc,Brian,Rosko,9,4,5,3,8,25,12,0,15,18,5,,0,0,,,,,
lax_81f7f88e8137,Joe,Bouab,11,3,4,1,5,26,12,0,13,19,4,,0,0,,,,,
lax_05b0dd2913f3,Zach,Garlinger,8,1,2,1,3,5,4,1,1,5,1,,0,0,,,,,
lax_2a17ed89e7ee,Declan,Oliva,11,11,1,1,2,3,1,0,14,11,7,,0,0,,,,,
lax_a7fe5a2421e0,Ian,Fleurant,11,11,0,2,2,1,0,0,24,14,17,,0,0,,,,,
lax_34d5aebb7fdd,Mark,Gilles,11,11,1,0,1,3,1,0,46,9,9,,90,247,,,,,
lax_ee0b3faa52e6,Landon,Santangelo,11,10,0,1,1,0,0,0,11,12,3,,0,0,,163,17.53,105,0.392
lax_925e6a2a1dc2,Ruairi,O'Connor,6,0,0,0,0,0,0,0,2,0,0,,0,0,,19,13.6,16,0.457
lax_860ac0b1a2c4,Sultan,Seddik,7,0,0,0,0,0,0,0,1,1,5,,0,0,,,,,
lax_efa13e9abc2c,Aaron,Sibal,10,1,0,0,0,0,0,0,9,6,8,,0,0,,,,,
lax_6da139402fc6,Joshua,Silva,3,0,0,0,0,0,0,0,0,2,0,,0,0,,,,,
lax_e6aaf9d27dab,Chris,Solis,9,9,0,0,0,0,0,0,4,4,2,,0,0,,,,,
lax_d5de2d4bcf26,Anthony,Torre,10,2,0,0,0,2,2,0,9,5,4,,0,0,,,,,
lax_a57bdf7e750d,Trace,McDonald,17,11,29,38,67,94,55,1,15,34,12,,0,0,,,,,
lax_07fd99f9140f,Ben,Nyberg,17,17,30,12,42,72,45,1,20,15,8,,0,0,,,,,
lax_a612b5607396,Will,Linko,17,17,30,8,38,76,48,1,26,23,2,,0,0,,,,,
lax_b38c35aa3dfe,Griffin,Moore,17,0,24,6,30,82,47,2,11,11,2,,0,0,,,,,
lax_e5f6417040d5,Demspey,Gibbs,16,0,23,6,29,63,38,1,6,20,3,,0,0,,,,,
lax_ea24b6bd5aad,Micah,Quinn,16,5,14,4,18,39,24,0,9,11,3,,0,0,,,,,
lax_6f5a1e2dfc9f,Jack,Pilla,10,2,12,6,18,58,26,1,5,4,4,,0,1,,,,,
lax_0d62cf676b69,Cole,Gaudet,13,0,10,1,11,30,18,1,2,5,0,,0,0,,,,,
lax_f15751a29fe5,Brexton,Carter,16,0,3,3,6,6,5,1,10,6,6,,0,0,,,,,
lax_d8557a0ddee4,Brendan,Obloj,15,0,3,2,5,5,5,0,9,9,7,,0,0,,,,,
lax_19fafdb00c30,Brendan,Watson,17,16,2,3,5,4,3,0,37,9,18,,0,0,,,,,
lax_14c702583070,Reece,Shaw,14,0,3,0,3,10,7,0,1,4,0,,0,0,,,,,
lax_f5b674d09309,Brandon,Carter,13,0,2,1,3,3,2,0,2,2,3,,0,0,,,,,
lax_bedbd1560c32,John,Kersey,16,1,1,2,3,4,2,0,12,4,13,,0,0,,,,,
lax_b4616d510ec3,Tommy,Leonard,5,0,1,2,3,12,7,0,1,3,0,,0,0,,,,,
lax_7eb9a70db813,Beau,Howard,8,0,1,1,2,7,2,0,4,3,0,,0,0,,,,,
lax_ebb92d187955,Auggie,D'Ambrosi,7,0,1,0,1,2,1,1,0,0,0,,1,1,,,,,
lax_0905cb8fe949,Jacob,Hauser,5,1,1,0,1,2,2,0,3,1,0,,0,1,,,,,
lax_619670ceef4e,Gordon,Ogden III,6,6,1,0,1,2,2,0,10,1,0,,1,8,,,,,
lax_833ae0d1f14a,Mitchell,Lynch,14,2,1,0,1,1,1,0,11,2,0,,28,61,,,,,
lax_a4a0c9314c74,Mekai,Nelson,17,16,1,0,1,4,3,0,30,10,12,,0,0,,,,,
lax_0903ac0b8f6d,Andrew,Carter,5,0,0,1,1,1,1,0,0,2,0,,0,1,,,,,
lax_9306766afb06,Sam,Larrimore,10,0,0,1,1,10,3,0,4,6,1,,0,0,,,,,
lax_f2800f53e46c,Ryan,McLaughlin,14,1,0,1,1,0,0,0,13,3,0,,26,66,,,,,
lax_d7f8fc993dcc,Cody,Trivits,11,0,0,1,1,8,5,0,0,1,2,,0,0,,,,,
lax_ccd18fb83c95,Andrew,Wehberg,17,1,0,1,1,5,3,0,19,5,12,,2,7,,,,,
lax_6122ed552e3c,Landon,Zehr,3,0,0,1,1,0,0,0,1,0,0,,0,0,,4,7.08,9,0.692
lax_f6484e06c978,Puck,Arnone,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_881a22a92475,Will,Colhoun,4,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,
lax_5081a96badf1,Austin,Combs,4,0,0,0,0,1,1,0,1,0,4,,0,2,,,,,
lax_961b9764cad9,Tag,DeLuca,9,5,0,0,0,0,0,0,20,4,0,,46,104,,,,,
lax_88e9e509e713,Conner,Delz,16,10,0,0,0,1,0,0,10,3,16,,0,0,,,,,
lax_1ef6cf8c2ba7,Jacob,Dillon,3,1,0,0,0,0,0,0,1,0,0,,0,0,,,,,
lax_b1f045454b5a,James,Dunn,3,0,0,0,0,1,0,0,1,0,1,,0,0,,,,,
lax_0335a152003e,Chase,Grand,9,0,0,0,0,15,6,0,3,4,0,,0,0,,,,,
lax_f6ff6b0de40d,James,Haggerty,4,0,0,0,0,0,0,0,3,2,2,,0,0,,,,,
lax_8d6ffe04c31b,Max,Hartsock,1,0,0,0,0,0,0,0,1,0,1,,0,0,,,,,
lax_51618afc454e,Tyler,Hayden,10,7,0,0,0,0,0,0,16,1,1,,48,108,,,,,
lax_cf8ec0d78d05,Landis,Kelly,3,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_03fecec9cee5,Wade,Lamon,11,8,0,0,0,0,0,0,20,3,2,,0,1,,75,9.61,76,0.503
lax_5a8629774408,Isaiah,Lattanzio,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_b4c04ff5da31,Luke,Law,4,0,0,0,0,3,2,0,1,1,0,,0,0,,,,,
lax_0f3a7cdaf825,Noah,Lawless,7,0,0,0,0,2,1,0,0,1,0,,0,0,,,,,
lax_94b4f187ca46,Payton,Maxwell,16,7,0,0,0,2,1,0,20,2,10,,0,0,,,,,
lax_ae2dde6fb491,Liam,Murray,4,0,0,0,0,7,3,0,1,1,0,,0,0,,,,,
lax_64879c473c31,Ian,Plott,6,0,0,0,0,5,2,0,0,3,0,,0,0,,,,,
lax_d92af4610c2c,Rocco,Ruffolo,4,0,0,0,0,0,0,0,3,0,0,,3,10,,,,,
lax_933cd8d56946,Ty,Scheckenbach,17,16,0,0,0,5,1,0,35,12,28,,0,0,,,,,
lax_4e8da3079dcc,Matt,Scudder,1,1,0,0,0,1,0,0,0,0,0,,0,0,,,,,
lax_699b613818a9,Austin,Slade,4,1,0,0,0,0,0,0,2,1,0,,0,0,,15,12.89,16,0.516
lax_804a7013f8be,Jonah,Smith,12,8,0,0,0,2,0,0,15,2,1,,0,0,,61,8.03,73,0.545
lax_4a88bdfb51f5,Walker,Smith,6,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,
lax_dcfa251bb52c,Sam,Taylor,2,0,0,0,0,0,0,0,0,0,1,,0,0,,,,,
lax_478583010dd8,Gavin,Thompson,6,0,0,0,0,8,6,0,0,4,1,,0,1,,,,,
lax_81ecfa5ed4d3,Thomas,Strong,17,1,30,5,35,87,41,1,5,31,2,,0,0,,,,,
lax_647580f84b59,Joe,Coveleski,17,17,18,16,34,62,38,2,17,19,3,,0,0,,,,,
lax_bc4657071787,Brooks,Van Esselstyn,16,11,23,8,31,47,35,3,26,9,9,,0,0,,,,,
lax_08c087beec52,Max,Henry,17,17,16,13,29,43,24,1,9,15,2,,0,0,,,,,
lax_3e58bc93af6e,Ryan,Chancer,16,15,10,17,27,65,32,0,10,23,3,,0,0,,,,,
lax_ec1c28e74c0a,Parker,Kane,15,0,16,4,20,37,24,0,7,10,0,,0,0,,,,,
lax_e7db7b9567d3,Landon,Addleman,16,0,8,4,12,26,16,1,2,8,1,,0,0,,,,,
lax_5f71c62a6661,Jack,Cornwell,15,0,8,2,10,23,16,0,4,5,2,,0,0,,,,,
lax_cd4573ed3115,Jonah,Borynec,17,0,6,4,10,16,10,0,5,22,0,,1,1,,,,,
lax_e5229516c719,Dawson,Long,16,2,7,2,9,18,13,1,5,9,3,,0,0,,,,,
lax_3c517e898597,JD,Ross,17,0,7,2,9,26,12,0,3,10,1,,0,0,,,,,
lax_3818929c9975,Robert,McNamara,17,0,6,3,9,26,13,0,0,19,0,,0,0,,,,,
lax_971adb06c579,Gavin,Stecher,17,1,6,3,9,17,11,0,2,8,1,,0,0,,,,,
lax_1cd3a83456e1,Aidan,Addison,15,1,4,5,9,31,12,0,3,13,0,,0,0,,,,,
lax_8a7b516e71a8,Rob,Gadomski,13,0,5,0,5,12,10,1,4,4,0,,0,0,,,,,
lax_a22742f9bc8a,Steve,Ulrichs,17,17,3,2,5,8,6,0,58,9,39,,0,0,,,,,
lax_819d22fef99c,Reed,Herbert,10,0,2,2,4,9,4,0,2,3,1,,0,1,,,,,
lax_ff7b96f24e8d,Carson,Mann,16,0,1,3,4,2,2,0,20,4,10,,0,0,,,,,
lax_e0d5567d8354,Drew,Haffner,11,0,1,1,2,6,3,0,1,5,0,,0,0,,,,,
lax_2fe273dcabd2,Quinn,Olson,16,0,0,2,2,1,1,0,12,6,10,,0,0,,,,,
lax_7636e27542eb,Noah,Guarrera,16,0,1,0,1,1,1,0,8,2,6,,0,0,,,,,
lax_2f02f0145486,Shale,Saeger,17,0,1,0,1,4,4,0,28,6,4,,66,174,,,,,
lax_e5726efd8bc8,Max,Watson,12,0,1,0,1,3,2,0,4,1,3,,0,0,,,,,
lax_1ea46087dc1b,Bobby,Canaway,5,4,0,1,1,0,0,0,10,1,3,,0,0,,,,,
lax_105c15d8c97c,Derek,Duplechin,4,0,0,1,1,0,0,0,1,2,0,,0,0,,,,,
lax_f28b900e5dba,Zack,Ough,15,15,0,1,1,3,1,0,19,8,8,,0,0,,,,,
lax_6b0545856220,Nicky,Vreeland,5,0,0,1,1,0,0,0,0,2,0,,0,0,,,,,
lax_9cf2baea39da,Braiden,Ames,2,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_69767ce0bdea,Carter,Batt,17,16,0,0,0,0,0,0,43,7,4,,82,204,,,,,
lax_f7d865b8d52e,Chase,Blumbergs,6,0,0,0,0,1,1,0,1,0,0,,0,0,,,,,
lax_d4c9c25124ab,Jack,Cornish,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_983288252be4,Jax,Francisco,17,17,0,0,0,0,0,0,37,6,2,,0,0,,144,8.46,203,0.585
lax_670a3027b276,Brayden,Glogower,2,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
lax_7148ccbb517f,Garrett,Gmeiner,17,17,0,0,0,0,0,0,26,3,13,,0,0,,,,,
lax_8b428e9b356b,Grant,Grieves,2,0,0,0,0,1,0,0,0,0,0,,0,0,,,,,
