athlete_id,first_name,last_name,major,previous_school,height_raw,height_in,weight_raw,weight_lbs,sport,athletic_year,season,division,gender,conference,school,position_raw,position_group,class_year_raw,class_standing,hometown_raw,hometown_city,hometown_state,origin,high_school,high_school_is_academy,source_url
ski_cbe2676e6650,Josh,Baurick,Biological Sciences,,,,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"6'3""",Other,Sr.,Sr,"Fairbanks, Alaska",Fairbanks,AK,domestic,West Valley High School,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_fc18c8d1cac0,P.J.,Bragonier,Biological Sciences,FXC,6-3,75.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"6'3""",Other,Fr.,Fr,"Fairbanks, Alaska",Fairbanks,AK,domestic,West Valley High School,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_926a04d9e908,Ben,Dohlby,Mechanical Engineering,Pewaukee High School,6-0,72.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"6'0""",Other,Jr.,Jr,"Pewaukee, Wis.",Pewaukee,WI,domestic,Pewaukee High School,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_19d747ed7e98,Cole,Flowers,Aerospace Engineering,Alaska Winter Stars,6-0,72.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"6'0""",Other,So.,So,"Anchorage, Alaska",Anchorage,AK,domestic,West Anchorage High School,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_ca8e2a12bc26,Blake,Hanley,Homeland Security and Emergency Management,,5-11,71.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"5'11""",Other,So.,So,"Anchorage, Alaska",Anchorage,AK,domestic,West Anchorage High School,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_85f89a2a32e6,Aidan,Hay,Civil Engineering,British Columbia Ski Team,5-9,69.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"5'9""",Other,Jr.,Jr,"North Vancouver, B.C.",North Vancouver,,international,Sutherland Secondary,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_8a9a73761d8b,Philipp,Moosmayer,Digital Journalism,Hans-Multscher Gymnasium,5-11,71.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"5'11""",Other,Jr.,Jr,"Leutkirch, Germany",Leutkirch,,international,Hans-Multscher Gymnasium,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_834993140865,Matyas,Pavek,Electrical Engineering,Dukla Liberec,5-10,70.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"5'10""",Other,So.,So,"Liberec, Czech Republic",Liberec,,international,Gymnázium Jeronýmova,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_37397da519d7,Gabriele,Rigaudo,Biological Science,Alpi Marittime Ski Club,6-0,72.0,,,skiing,2025-26,2025-26,D2,Men,Great Northwest Athletic Conference,Alaska Fairbanks,"6'0""",Other,So.,So,"Roccavione, Italy",Roccavione,,international,Peano-Pellico,0,https://alaskananooks.com/sports/mens-skiing/roster/2025-26
ski_c018c31f83f0,Grey,Barbier,,,,,,,skiing,2025-26,2025-26,D1,Men,Big Sky Conference,Montana St.,Nordic,Nordic,So.,So,"Steamboat Springs, CO",Steamboat Springs,CO,domestic,,0,https://msubobcats.com/sports/mens-skiing/roster/2025-26
