athlete_id,first_name,last_name,gp,gs,minutes,goals,assists,points,shots,sog,gwg,pk_goals,pk_att,yc,rc,gk_ga,gk_gaa,gk_saves,gk_sv_pct,gk_shutouts
soc_fe9e8f49828d,Johannes,Hanken Tjostheim,15,7,544,8,0,16,20,14,2,0,0,0,0,,,,,
soc_9ef6e26ae7ca,Ask,Ekeland,17,13,1088,5,4,14,46,14,3,1,1,3,0,,,,,
soc_621814797f2a,Russell,Brown,16,6,666,2,5,9,29,12,1,0,0,3,0,,,,,
soc_f230662530b5,Michael,Asare,14,12,717,3,0,6,17,12,0,0,0,3,0,,,,,
soc_d774c512fd7b,Nikolai,Rojel,14,9,578,2,1,5,13,4,0,0,0,0,0,,,,,
soc_f58f31fb5b7a,Bryan,Toro,15,4,592,2,1,5,7,2,0,0,0,4,0,,,,,
soc_8f013e618436,Ziad,Abdul-Malak,17,10,715,1,2,4,19,9,0,0,0,0,0,,,,,
soc_d86fe1dfddb9,Jack,Burkhardt,17,17,1407,1,2,4,14,3,1,1,1,2,0,,,,,
soc_37022d53be67,Dylan,Mafong,15,7,650,2,0,4,15,8,0,0,0,2,0,,,,,
soc_b6944d63fff9,Patrick,Reddy,6,0,139,1,2,4,5,2,0,0,0,0,0,,,,,
soc_95099ff249f4,Erick,Almendares,12,5,398,1,1,3,6,1,0,0,0,0,0,,,,,
soc_2553bce915e4,Mitchell,Shevchenko-Rogers,4,0,91,1,1,3,2,1,0,0,0,0,0,,,,,
soc_6056a8e7c98f,CJ,Williams,16,15,1222,1,1,3,3,3,0,0,0,3,1,,,,,
soc_b5e7140762f0,Aidan,Farwell,15,7,673,0,2,2,4,1,0,0,0,2,0,,,,,
soc_03d9ec776913,Devon,Galluzzo,6,0,150,0,2,2,4,2,0,0,0,2,0,,,,,
soc_4a4861a5da2a,Marci,Killeen,13,11,942,0,2,2,11,1,0,0,0,3,1,,,,,
soc_295c4cc1621d,Henry,Wassarman,8,3,392,1,0,2,4,1,0,0,0,0,0,,,,,
soc_1bd30b238208,Alexi,Karalis,2,0,66,0,1,1,1,0,0,0,0,0,0,,,,,
soc_d2fae5425417,Harald,Race,2,0,65,0,1,1,2,2,0,0,0,0,0,,,,,
soc_9b1dc02c680c,Max,Andrews,2,2,159,0,0,0,1,0,0,0,0,0,0,,,,,
soc_61c64154f8f7,Christian,Bejar,4,4,268,0,0,0,1,0,0,0,0,0,0,,,,,
soc_b7533c049388,Andrej,Borak,14,14,1260,0,0,0,0,0,0,0,0,3,0,,,,,
soc_4181eb55af8d,Patrick,Donovan,3,3,245,0,0,0,0,0,0,0,0,0,0,,,,,
soc_3d8f8936f783,Connor,Gibson,13,7,708,0,0,0,4,1,0,0,0,3,0,,,,,
soc_8ad51617a51e,Moritz,Gundelach,14,14,1120,0,0,0,3,1,0,0,0,2,0,,,,,
soc_6715d8035f0f,Fynn,Henze,17,16,1395,0,0,0,1,0,0,0,0,1,0,,,,,
soc_693205e2a3ca,Sander,Martinsen-Wold,12,1,358,0,0,0,8,2,0,0,0,1,0,,,,,
soc_54a8334d529d,Watts,Richmond,4,0,90,0,0,0,0,0,0,0,0,0,0,,,,,
soc_50c671896d9e,Leo,Seidel,1,0,25,0,0,0,0,0,0,0,0,0,0,,,,,
soc_d876ee3e1467,Luka,Lukic,18,14,1063,8,1,17,41,21,1,2,2,3,0,,,,,
soc_66857075a282,Malcolm,Zalayet,18,11,1070,4,2,10,32,14,1,1,1,0,0,,,,,
soc_d3bd08e65f63,Alfredo,Ortiz,18,18,1520,3,1,7,12,6,2,1,2,0,0,,,,,
soc_00201e76a5b6,Junhwan,Park,16,6,598,3,1,7,17,10,1,0,0,2,0,,,,,
soc_102195fc3ddb,Kieran,Bracken Serra,17,12,984,1,4,6,6,4,0,0,0,2,0,,,,,
soc_21b3e67b6c9f,Cam,Wilkerson,18,16,1235,2,2,6,16,6,2,0,0,1,0,,,,,
soc_32a9b34c2734,Callen,Lewis,16,5,746,2,0,4,15,5,0,0,0,0,0,,,,,
soc_4588ded6fa1d,Beau,Morrison,18,18,1465,2,0,4,5,3,1,0,0,0,0,,,,,
soc_a7666c3459cb,Noe,Morales,18,17,1264,1,1,3,37,13,0,0,0,2,0,,,,,
soc_23055d1f19ff,Gaku,Nishimura,14,13,1042,0,3,3,13,1,0,0,0,2,0,,,,,
soc_746a8801c781,Cesar,Cordova,16,11,801,0,1,1,8,1,0,0,0,4,0,,,,,
soc_96296bd18051,Adrian,Jacobs,3,1,104,0,1,1,5,2,0,0,0,0,0,,,,,
soc_6c0b8a7fc373,Rohan,McEligot,16,3,528,0,1,1,12,4,0,0,0,3,0,,,,,
soc_bc39cd23c0c8,Wisdom,Onuoma,6,5,372,0,1,1,4,1,0,0,0,0,0,,,,,
soc_43db5243274b,D'Andre,Pickett,13,12,965,0,1,1,4,3,0,0,0,0,0,,,,,
soc_cfe6f0325c12,Zack,Andoh,5,0,214,0,0,0,0,0,0,0,0,0,0,3,1.26,1,0.25,
soc_502b20649886,Brendan,Bell,5,2,121,0,0,0,2,2,0,0,0,1,0,,,,,
soc_b9dff1a03113,Jack,Bowers,1,0,8,0,0,0,0,0,0,0,0,0,0,,,,,
soc_9dee0f2cd157,Marco,Brougher,9,3,460,0,0,0,0,0,0,0,0,0,0,5,0.98,18,0.783,
soc_86db710337bf,Sintayehu,Clements,7,5,422,0,0,0,3,0,0,0,0,0,0,,,,,
soc_f07a001206d1,Kai,Djerbaka,3,0,56,0,0,0,0,0,0,0,0,1,0,,,,,
soc_2e45caad66ec,Griffin,Gustafson,1,0,25,0,0,0,0,0,0,0,0,0,0,,,,,
soc_839a0c31e2b7,Allan,Juarez,16,4,677,0,0,0,7,3,0,0,0,3,0,,,,,
soc_60500b494ff0,Connor,Lambe,16,15,944,0,0,0,0,0,0,0,0,0,0,18,1.71,37,0.673,
soc_bb543ebc5720,Giancarlo,Mota,13,2,368,0,0,0,0,0,0,0,0,0,0,,,,,
soc_6a9547d5d79a,Cameron,Robie,3,1,82,0,0,0,0,0,0,0,0,0,0,,,,,
soc_9b4305253aa9,Nico,Ruiz,2,0,18,0,0,0,1,0,0,0,0,0,0,,,,,
soc_e32ec8a7f441,Isaiah,Thomas,16,4,621,0,0,0,3,2,0,0,0,0,0,,,,,
soc_8b141e2188f1,Kenan,Hot,19,19,1624,8,4,20,48,19,2,0,1,5,0,,,,,
soc_a5806b5290ed,Alessandro,Arlotti,20,12,1172,7,5,19,37,16,1,1,1,0,0,,,,,
soc_a59b3753aac1,Ulfur,Bjornsson,17,14,1208,5,4,14,56,20,1,1,1,4,0,,,,,
soc_b9fe23dab39c,Leonardo,D'Ambrosio,20,6,787,4,4,12,26,11,2,0,0,0,0,,,,,
soc_ece4ad16a811,Trevor,Burns,19,19,1350,2,3,7,11,4,1,1,2,2,0,,,,,
soc_88f2210fdaf6,Drew,Kerr,20,20,1681,1,5,7,35,11,0,0,0,0,0,,,,,
soc_c1cb416d7bee,Jose,Ortega,12,7,647,2,3,7,13,5,2,0,0,2,1,,,,,
soc_ca870dcd55d9,Thomas,Vold,17,5,626,1,3,5,5,2,0,0,0,2,0,,,,,
soc_d844dd35cd83,Kamran,Acito,19,18,1647,0,3,3,15,5,0,0,0,3,0,,,,,
soc_f3db653c3f40,Adrian,Byasiima,6,0,133,1,1,3,4,3,0,0,0,1,0,,,,,
soc_5ce20eabd870,Axel,Gudbjornsson,7,1,220,1,0,2,4,1,0,0,0,1,0,,,,,
soc_3a9b3aaca158,Jackson,Lagos,3,0,96,1,0,2,4,1,0,1,1,0,0,,,,,
soc_57ffa28cb180,Nikolai,Ronaldo Bull Jorgensen,17,11,1042,0,1,1,11,4,0,0,0,3,0,,,,,
soc_7de74b88834e,Caleb,Donaldson,2,0,74,0,1,1,0,0,0,0,0,0,0,,,,,
soc_6a9645dc88ed,Jamie,Kabuusu,12,12,961,0,1,1,2,0,0,0,0,2,0,,,,,
soc_4e59e0edff85,Julius,Suber,10,2,279,0,1,1,6,1,0,0,0,0,0,,,,,
soc_51b028a4ad95,Sol,Arbib,2,0,14,0,0,0,0,0,0,0,0,0,0,,,,,
soc_754a08658d72,Casey,Bag,2,0,73,0,0,0,1,1,0,0,0,0,0,,,,,
soc_281327f8850d,Jackson,Blakeney,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
soc_1dc0d7c882a8,Eryk,Dymora,19,19,1665,0,0,0,0,0,0,0,0,1,0,,,,,
soc_8e2ea18241c4,Ryan,Gallagher,2,0,44,0,0,0,0,0,0,0,0,0,0,,,,,
soc_fee6b99e4dd9,Nathan,Gaviser,2,1,90,0,0,0,0,0,0,0,0,0,0,,,,,
soc_ec391f170951,Alex,Hauschild,4,0,99,0,0,0,3,1,0,0,0,0,0,,,,,
soc_5a789aeb2a34,Ian,Hecker,5,0,111,0,0,0,4,2,0,0,0,0,0,,,,,
soc_fe51390ba8b2,Aleksandar,Vukovic,14,14,1032,0,0,0,6,2,0,0,0,4,1,,,,,
soc_4e9ee58b464e,Preston,Zabinko,15,14,1067,0,0,0,12,5,0,0,0,3,0,,,,,
soc_e4ff4cb94273,Michael,Lee,17,15,971,3,2,8,23,8,1,0,0,0,0,,,,,
soc_22de6cdec9e4,Chase,Vazquez,17,15,999,3,2,8,26,10,2,0,0,0,0,,,,,
soc_d987722a916a,Nicholas,Parham,16,7,953,2,2,6,13,7,0,0,0,3,0,,,,,
soc_db15e9267103,Quinton,Wilson,17,1,601,3,0,6,12,4,0,0,0,2,0,,,,,
soc_712ec0ce8392,Noah,De Blasis,17,17,1530,1,3,5,8,4,0,0,0,3,0,,,,,
soc_df9ff9f30227,Leon,Kondic,17,1,545,1,3,5,23,10,0,0,0,1,0,,,,,
soc_6f9f0808dcb8,Olayinka,Ogunleye,17,17,1530,2,1,5,5,4,1,0,0,3,0,,,,,
soc_154f6119677d,Ryan,Quintos,10,10,864,2,0,4,10,2,1,0,0,0,0,,,,,
soc_d2b71e9099cc,Bilal,Camara,17,16,1035,0,3,3,21,4,0,0,0,0,0,,,,,
soc_680ed03f7496,Filip,Fredhall,12,2,496,1,1,3,8,2,0,0,0,2,0,,,,,
soc_2e7267e96b77,Jack,Boring,17,16,1029,0,2,2,7,5,0,0,0,4,0,,,,,
soc_62d7062e8442,TJ,Kahoalii,17,17,1502,0,1,1,13,6,0,0,0,2,0,,,,,
soc_0774ddb1bbad,Jack,Lewis,16,15,1252,0,1,1,11,1,0,0,0,3,0,,,,,
soc_8d018f4ed0c4,Elijah,Brijbasi,16,16,1237,0,0,0,24,7,0,0,0,2,0,,,,,
soc_63ddf3b484bb,Ashton,Flowers,5,5,422,0,0,0,3,2,0,0,0,2,0,,,,,
soc_9691a5f75eb6,Daniel,Grider,3,0,31,0,0,0,0,0,0,0,0,0,0,,,,,
soc_55fcd8b256f4,Fernando,Sanchez,10,0,155,0,0,0,2,0,0,0,0,2,0,,,,,
soc_e4f429c88054,KG,Sukati,5,0,147,0,0,0,3,0,0,0,0,0,0,,,,,
soc_2953227c23d1,Alex,Svetanoff,17,17,1530,0,0,0,0,0,0,0,0,1,0,,,,,
soc_9cfebf4b74f4,Stephan,Soghomonian,20,9,970,13,1,27,46,25,4,5,5,2,0,,,,,
soc_3aa9ff72c3d7,Milton,Lopez,20,15,998,7,2,16,32,14,3,0,0,3,0,,,,,
soc_ee3d7a6c4933,Mukisa,Emmanuel,20,11,1048,6,2,14,39,20,1,2,2,0,0,,,,,
soc_bf875fffef92,Charles-Emile,Brunet,20,20,1708,2,6,10,40,12,1,0,0,4,0,,,,,
soc_fbd215b454f2,Ryan,Clanton-Pimentel,19,12,1123,1,6,8,13,5,1,0,0,2,0,,,,,
soc_7c1c8db58425,Daniel,Escorcia,18,18,1528,0,6,6,6,3,0,0,0,3,0,,,,,
soc_eac81d7f9b0b,Jaylinn,Mitchell,20,20,1509,0,6,6,30,9,0,0,0,2,0,,,,,
soc_8b7ba3787b38,Luis,Flores,15,5,641,1,3,5,17,4,0,0,0,1,0,,,,,
soc_003d1324d8fb,Landon,Hickam,19,6,722,2,0,4,6,4,1,0,0,0,0,,,,,
soc_56e556e93456,Enzo,Panozzo,20,20,1555,1,1,3,8,2,0,0,0,5,0,,,,,
soc_0caaa94f6750,Slade,Starnes,20,20,1782,1,1,3,9,5,0,0,0,2,0,,,,,
soc_e13483dd67a2,Matthias,Dick,14,0,341,0,1,1,3,0,0,0,0,1,0,,,,,
soc_f620b81928b7,Villads,Landsperg,20,20,1785,0,1,1,5,1,0,0,0,3,0,,,,,
soc_d5b314172048,Alex,Salvo,17,16,1314,0,1,1,5,0,0,0,0,2,0,,,,,
soc_249b50f8913e,Trey,Clements,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,
soc_6854f19dbce2,Martin,Dominguez,14,14,1260,0,0,0,0,0,0,0,0,0,0,13,0.93,38,0.745,6
soc_aee1168f33b2,Noah,Ervin,15,0,190,0,0,0,2,0,0,0,0,0,0,,,,,
soc_4f3afa8a49ed,Richard,Garcia,4,0,36,0,0,0,0,0,0,0,0,0,0,,,,,
soc_598183ba25e9,Mason,Grimm,2,0,23,0,0,0,0,0,0,0,0,0,0,,,,,
soc_734a43a9e3b0,Soren,Russell,6,6,540,0,0,0,0,0,0,0,0,0,0,7,1.17,9,0.563,1
soc_370082ca15af,Fredrik,Skilberg,3,0,41,0,0,0,2,1,0,0,0,0,0,,,,,
soc_c957ad7eb4f2,Owen,Zarnick,8,8,681,0,0,0,5,0,0,0,0,0,0,,,,,
soc_f399025983a5,Carlos,Zambrano,20,11,1074,5,3,13,42,18,1,1,1,3,0,,,,,
soc_f788de2573a4,Chimere,Omeze,19,19,1415,4,2,10,23,7,0,0,0,5,1,,,,,
soc_14f3cbe521bc,Tim,Brdaric,20,20,1741,4,0,8,10,5,2,0,0,5,0,,,,,
soc_e5d8da3f3192,Landon,Darko,20,5,689,3,2,8,16,8,3,0,0,1,0,,,,,
soc_f0e24226f570,Sachiel,Ming,20,11,1051,2,1,5,24,9,1,0,1,1,0,,,,,
soc_c0f5e732e7c7,Kristjan,Fortier,15,12,1049,1,2,4,13,3,0,0,0,1,0,,,,,
soc_95ad70f56b19,Ernest,Mensah Jr.,16,12,1019,0,3,3,12,4,0,0,0,0,0,,,,,
soc_9049bb6ec9ad,Nathan,Scott,20,15,1084,1,1,3,13,7,0,1,1,1,0,,,,,
soc_53c3f6e7f99c,Michael,Acquah,20,5,665,1,0,2,32,14,0,0,0,0,0,,,,,
soc_873a586b0b51,Kelvin,Da Costa,18,17,1366,1,0,2,4,2,0,0,0,6,0,,,,,
soc_91834b90b7a7,Garrett,Holman,19,19,1609,1,0,2,4,2,1,0,0,3,0,,,,,
soc_1a886b39ee11,Giona,Leibold,16,14,870,0,2,2,10,6,0,0,0,0,0,,,,,
soc_dbf463832ae2,Bryson,Rodriguez,11,4,538,1,0,2,13,6,1,0,0,1,0,,,,,
soc_20f5b899a299,Gavin,Wigg,19,13,1276,0,2,2,5,2,0,0,0,0,0,,,,,
soc_e2ca6057862b,Tomas,Hut,20,20,1800,0,1,1,0,0,0,0,0,1,0,,,,,
soc_5557f4050739,Tim,Noeding,13,4,419,0,1,1,11,3,0,0,0,2,0,,,,,
soc_73438d61bc49,Emanuel,Cappello,6,0,80,0,0,0,1,0,0,0,0,0,0,,,,,
soc_63d384d470a1,Quentin,Christey,14,3,412,0,0,0,6,1,0,0,0,1,0,,,,,
soc_4aa8bdbc99fa,Santiago,Frias,12,0,144,0,0,0,0,0,0,0,0,1,0,,,,,
soc_40d4f8617b8f,Ivan,Irinimbabazi,13,6,663,0,0,0,5,1,0,0,0,1,0,,,,,
soc_9edfd167e7c6,Callum,Lugton,4,0,27,0,0,0,0,0,0,0,0,0,0,,,,,
soc_9012aac6ee3e,Bright,Nutornutsi,18,10,802,0,0,0,16,4,0,0,1,1,0,,,,,
soc_dcf3c883a03b,Cooper,Flax,17,17,1135,9,7,25,28,13,2,4,4,1,1,,,,,
soc_faa88167a7a6,Tate,Lorentz,17,11,762,6,5,17,17,7,0,1,1,2,0,,,,,
soc_98d1207b37a8,Basit,Umar,17,15,947,4,3,11,24,9,0,0,0,2,0,,,,,
soc_9bee904ad5d1,Jeffrey,White,16,15,847,3,2,8,24,11,1,0,0,0,0,,,,,
soc_bf98e01078fa,Jose,Perez,17,17,1248,3,1,7,26,12,1,0,0,3,0,,,,,
soc_63ba29939f77,Nico,Rabiu,17,0,299,2,3,7,5,5,0,0,0,0,0,,,,,
soc_56385e24c25d,Harvey,Sarajian,17,15,886,2,2,6,22,7,0,0,0,1,0,,,,,
soc_4ecab3d13f15,Ethan,Subachan,15,3,432,2,2,6,9,2,1,0,0,0,0,,,,,
soc_aa1b9e3c20df,Ryan,Belal,16,2,360,2,1,5,9,4,0,0,0,3,0,,,,,
soc_b1e07e5a90aa,Amoni,Thomas,17,17,1213,0,4,4,11,1,0,0,0,3,0,,,,,
soc_3e9334ef415e,Daniel,Krueger,14,8,890,1,1,3,5,1,0,0,0,0,0,,,,,
soc_0b6e99e32f87,Vlad,Walent,17,1,581,1,1,3,9,3,1,1,1,0,0,,,,,
soc_f4a941305352,Alfred,Debah,17,1,526,1,0,2,11,5,0,0,0,0,0,,,,,
soc_10c966f6e1bf,Mason,Sullivan,15,9,729,1,0,2,2,1,1,0,0,2,0,,,,,
soc_6d2693ccbbdd,Chandler,Young,11,4,353,1,0,2,16,4,0,0,0,1,0,,,,,
soc_bbfbd613b5fe,Bret,Russell,3,0,30,0,1,1,0,0,0,0,0,0,0,,,,,
soc_033fbd5d6752,Joel,Torbic,16,2,536,0,1,1,9,2,0,0,0,1,0,,,,,
soc_e96a59b861a9,Owen,Barnett,4,0,91,0,0,0,0,0,0,0,0,0,0,,,,,
soc_8828bdcf7c79,Copeland,Berkley,12,0,384,0,0,0,0,0,0,0,0,0,0,,,,,
soc_f0a4a9099044,Lorenze,Currie,4,0,44,0,0,0,1,0,0,0,0,0,0,,,,,
soc_fd9191500e8e,Jojo,Davila,6,0,129,0,0,0,0,0,0,0,0,0,0,,,,,
soc_fd9504eba2ee,Cristian,Escribano,16,16,1188,0,0,0,6,2,0,0,0,1,0,,,,,
soc_f5cb044085d4,Will,Jackson,4,0,51,0,0,0,0,0,0,0,0,0,0,,,,,
soc_8c5a784f4b9c,Jonah,Mednard,17,17,1439,0,0,0,0,0,0,0,0,1,0,,,,,
soc_b6b23d6e8cd6,David,Nguema,15,0,314,0,0,0,2,0,0,0,0,1,0,,,,,
soc_c8707a839627,Travis,Smith Jr.,17,17,1402,0,0,0,2,1,0,0,0,2,0,,,,,
soc_c8069268e993,Johan,Nissen-Lie,17,17,1062,10,0,20,49,22,1,2,2,1,0,,,,,
soc_c51ba22d15a8,Nick,Harshaw,17,16,1177,4,5,13,17,10,1,0,0,0,0,,,,,
soc_0819ff718696,Brendan,Schoemehl,16,11,1059,2,4,8,11,5,1,0,0,2,0,,,,,
soc_9d008c649227,Rhys,Davies,17,17,1456,3,1,7,8,5,0,2,2,0,0,,,,,
soc_50ad708dc7a2,Colin,Mackey,16,0,514,2,2,6,5,3,0,0,0,2,0,,,,,
soc_cba0e50e51de,Jackson,Marks,14,10,765,2,1,5,12,7,0,0,0,2,0,,,,,
soc_74c92e5a7e6d,Martin,Cadagan,13,9,883,2,0,4,7,5,2,0,0,1,0,,,,,
soc_e6b90882686a,Alex,Halevy,17,9,673,1,2,4,13,6,1,0,0,0,0,,,,,
soc_c36204e93ed6,Tate,McCrery,17,17,1137,2,0,4,20,8,1,0,0,1,0,,,,,
soc_714baee890b7,Jeffrey,Cox,16,16,1397,0,3,3,10,1,0,0,0,0,0,,,,,
soc_ff5018e28ae5,Collin,Folds,17,6,680,1,1,3,3,1,1,0,0,1,0,,,,,
soc_f91e249ece08,Teddy,Franke,17,0,462,1,1,3,14,6,0,0,0,2,0,,,,,
soc_de0615d64ff8,Cade,Morgan,16,16,837,1,1,3,28,5,0,0,0,4,0,,,,,
soc_414074a4d24e,Brady,Smith,4,0,59,1,1,3,2,1,0,0,0,0,0,,,,,
soc_e18dee2dd854,Sam,Safly,17,16,1387,0,2,2,0,0,0,0,0,1,0,,,,,
soc_e94e3da281d9,Joaquin,Wladdimiro,6,0,98,1,0,2,4,3,0,0,0,0,0,,,,,
soc_94cf31ad5cc1,James,Gardev,7,7,538,0,1,1,0,0,0,0,0,0,0,,,,,
soc_1f3564a64069,Jackson,Jones,9,0,177,0,1,1,1,1,0,0,0,1,0,,,,,
soc_32703778905d,Bennett,Kirn,5,0,29,0,1,1,2,1,0,0,0,0,0,,,,,
soc_c623676c60b1,Gavin,Crowe,5,1,169,0,0,0,0,0,0,0,0,0,0,,,,,
soc_dfc90691c283,Luke,Gonda,5,1,156,0,0,0,0,0,0,0,0,0,0,,,,,
soc_0fc17e55df6b,Sawyer,Gribble,2,1,135,0,0,0,0,0,0,0,0,0,0,,,,,
soc_958f97f3f4a6,Tudor,Iordan,2,0,65,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1.0,
soc_7df1774eeebd,Ethan,Jacobs,12,0,266,0,0,0,1,1,0,0,0,1,0,,,,,
soc_13a0cb5aa204,Alessandro,Rincon,1,0,45,0,0,0,2,1,0,0,0,0,0,,,,,
soc_2e0af840b744,Sawyer,Trowel,8,0,96,0,0,0,0,0,0,0,0,0,0,,,,,
soc_2b4a67ec2b65,Peter,Van Euwen,17,17,1487,0,0,0,0,0,0,0,0,0,0,18,1.09,52,0.743,
soc_0721fe3855dc,Bartosz,Wojda,11,0,263,0,0,0,4,3,0,0,0,1,0,,,,,
soc_42ba4ca6d58f,Devonte,Richards,16,16,1209,5,1,11,30,13,3,0,0,0,0,,,,,
soc_e3d5cd2a92d9,Maxim,Sheenkov,10,7,468,4,2,10,12,8,0,0,0,1,0,,,,,
soc_13bf7ea4379b,Michael,Oliveri,15,2,537,4,0,8,11,7,1,0,0,3,0,,,,,
soc_1ed391099ab1,Pietro,Fontana,14,13,896,2,2,6,15,8,0,0,0,4,0,,,,,
soc_c234770c2b9c,Vaclav,Kozeny,16,11,863,2,1,5,14,9,0,0,0,1,0,,,,,
soc_b26f1c3af692,Lucas,Shearer,16,15,1259,0,5,5,10,7,0,0,0,2,0,,,,,
soc_3da7e4cd9535,Omar,Atia,15,14,1075,0,2,2,7,4,0,0,0,2,0,,,,,
soc_ce6f45f609e1,Elijah,Bishop,13,12,1016,1,0,2,3,2,0,0,0,2,0,,,,,
soc_5b91d4bfba71,Matheo,Francou,13,13,1073,0,2,2,3,0,0,0,0,0,0,,,,,
soc_c93ba455e783,Aby,Gomez,11,10,719,0,2,2,15,5,0,0,0,0,0,,,,,
soc_b9325a13b30b,Kyle,Schwartz,6,0,123,1,0,2,4,3,0,0,0,0,0,,,,,
soc_179ad755684f,Noa,Bamballi,13,3,463,0,1,1,10,1,0,0,0,0,0,,,,,
soc_2ecabe729587,Nicholas,Rahman,8,1,315,0,1,1,1,0,0,0,0,0,0,,,,,
soc_ac57a5d23803,Oliver,Barta,2,0,30,0,0,0,0,0,0,0,0,0,0,,,,,
soc_60ece24e59c3,Merrick,Cook,8,7,570,0,0,0,0,0,0,0,0,2,0,12,1.9,45,0.789,1
soc_6fdc6d01eb86,Edgar,Correia,3,3,266,0,0,0,2,0,0,0,0,2,1,,,,,
soc_272fd06f7570,Jordan,Gaona,8,1,178,0,0,0,1,1,0,0,0,0,0,,,,,
soc_39478ba87b3f,Alex,Kiss,15,12,977,0,0,0,0,0,0,0,0,4,0,,,,,
soc_7a465e7c9dfa,Kaisei,Matsudo,14,10,991,0,0,0,6,3,0,0,0,3,0,,,,,
soc_f09b9972787d,Joseph,Mwamba,11,10,828,0,0,0,1,0,0,0,0,0,1,,,,,
soc_17db9045ea14,Claudel,Ngongang,5,1,138,0,0,0,2,0,0,0,0,0,0,,,,,
soc_a093f50d0c33,Javier,Ramirez,10,9,871,0,0,0,0,0,0,0,0,0,1,24,2.48,56,0.7,1
soc_236b788e63b0,Omar,Seye,3,0,18,0,0,0,0,0,0,0,0,0,0,,,,,
soc_6533bd821f3b,Jonathan,Sorto,14,4,434,0,0,0,6,2,0,0,0,0,0,,,,,
soc_41af846faba7,Garner,Wolfe,12,2,411,0,0,0,3,1,0,0,0,1,1,,,,,
soc_31a2f60aed01,Caio,Oliveira,16,16,1246,5,3,13,24,13,2,0,0,3,0,,,,,
soc_bd694a1c4277,Salvador,Martinez,13,11,764,5,1,11,18,11,1,0,0,2,0,,,,,
soc_939207572b06,Edson,Murguia,16,10,1017,4,3,11,19,10,1,0,0,0,0,,,,,
soc_2cd1c09fb4bb,Ignatius,Demark,15,14,1138,3,2,8,8,6,1,0,0,1,0,,,,,
soc_756e57ac47c7,Pedro,Arcoverde,16,12,986,3,0,6,12,6,0,0,0,4,0,,,,,
soc_8af3ae1f0ccd,Victor,Lopes,16,16,1396,1,1,3,11,5,0,0,0,3,0,,,,,
soc_6b44e9808156,Brooks,Beeman,8,3,319,1,0,2,5,4,1,0,0,2,0,,,,,
soc_01423e817dde,Job,Choute,11,4,393,1,0,2,15,7,0,0,0,0,0,,,,,
soc_a79ef8ff45ec,Brian,Lopez,15,6,697,0,2,2,5,4,0,0,0,3,0,,,,,
soc_a5fabf6b25bd,Arber,Shala,15,10,791,0,2,2,2,2,0,0,0,6,0,,,,,
soc_633abaefb892,Jose,Bustamante,16,8,626,0,1,1,6,3,0,0,0,1,0,,,,,
soc_3ac92201da96,Jai,Sahni,5,0,80,0,1,1,1,0,0,0,0,0,0,,,,,
soc_c8268e734a35,Lucas,Barsoee,16,13,1090,0,0,0,4,2,0,0,0,4,0,,,,,
soc_f7cfb8ff658f,Cao,Chaves,3,0,47,0,0,0,0,0,0,0,0,0,0,,,,,
soc_cfb27463dc03,Linus,Dahl,11,6,444,0,0,0,2,0,0,0,0,1,0,,,,,
soc_75a2c2b4d125,Jose,Escobar,9,3,366,0,0,0,2,0,0,0,0,1,1,,,,,
soc_84c5dcd02bbb,Ryan,Heron,14,0,382,0,0,0,3,1,0,0,0,0,0,,,,,
soc_a440eb6addc2,Nicolas,Leite,4,4,353,0,0,0,0,0,0,0,0,1,0,6,1.53,10,0.625,0
soc_81155a2c86f1,Shachar,Nissim,12,2,278,0,0,0,3,1,0,0,0,1,0,,,,,
soc_f489ca0cd994,Gustaf,Rosengren,8,1,149,0,0,0,0,0,0,0,0,1,0,,,,,
soc_3d7219687a7b,Leo,Schorr,9,4,275,0,0,0,3,2,0,0,0,1,0,,,,,
soc_477cc658a45b,Dylan,Zavatini,12,6,498,0,0,0,3,1,0,0,0,5,0,,,,,
soc_adcded191b85,Oliver,Weng,13,12,1087,0,0,0,0,0,0,0,0,0,0,16,1.32,55,0.775,4
soc_d6a543487ee3,Juan,Pablo Gonzalez,18,15,1177,5,1,11,33,16,2,1,1,2,0,,,,,
soc_65a32fbf9465,Matias,Tobon,14,4,628,3,3,9,16,8,1,0,0,3,0,,,,,
soc_7348a75b5ea7,Nicolas,Aanensen Karlsen,17,7,738,3,2,8,14,5,0,0,0,1,0,,,,,
soc_4187409598cb,Iver,Skorve,14,11,871,3,0,6,7,5,1,0,0,1,0,,,,,
soc_f38ec83695b5,Logan,Hall,17,14,1289,1,3,5,10,5,0,0,0,0,0,,,,,
soc_7417746ed9be,Dante,Wright,11,8,613,2,1,5,10,7,0,0,0,1,0,,,,,
soc_25a38d78f2a0,Kailas,Cooper,13,3,464,2,0,4,14,8,0,0,0,0,0,,,,,
soc_efac7038384c,Felix,Kogler,18,16,1257,1,2,4,28,17,1,0,0,3,0,,,,,
soc_6514d8475565,Diego,Valles,16,15,1100,1,2,4,10,4,1,0,0,4,0,,,,,
soc_d35a1fde1794,Leonardo,Davi C Santos,12,2,265,1,0,2,7,3,0,0,0,2,1,,,,,
