athlete_id,first_name,last_name,gp,goals,assists,points,plus_minus,minutes,goalie_ga,goalie_gaa,goalie_saves,goalie_sv_pct
ih_1f9de720be6c,Brooke,Markley,25,0,1,1,-14,9,,,,
ih_4d044f71e6b0,Paige,Russell,25,2,2,4,-7,0,,,,
ih_81a8d809da73,Noelle,Woodard,19,0,1,1,0,0,61,3.45,616,0.91
ih_a153785639e7,Katrina,Conway,25,0,0,0,-24,6,,,,
ih_60f1fde0a37b,Haylie,Anzelini,13,0,0,0,-3,5,,,,
ih_f03f5691205f,Addy,Hunter,21,0,0,0,-13,1,,,,
ih_ac8d96d0252c,Liberty,Pink,15,1,0,1,-8,2,,,,
ih_5efbb0e577fb,Madison,Paglia,24,0,0,0,-13,3,,,,
ih_5e08128ec16a,McKayla,Peters,8,0,0,0,-1,0,,,,
ih_e774a1f5581b,Brook,Adams,10,0,0,0,0,1,31,4.3,311,0.909
ih_84d3f4dad035,Marissa,Rumsey,25,0,2,2,-13,4,,,,
ih_b99bc640b647,Reagan,Mitcheltree,6,0,0,0,-2,0,,,,
ih_a0fd2ca86c0c,Charlotte,Labre,25,6,10,16,-13,13,,,,
ih_031cf5d979a2,Chloe,Ballew,25,4,3,7,-16,2,,,,
ih_a403d5f3ae0f,Samantha,Babbitt,22,2,4,6,-18,10,,,,
ih_ca7ef23428f4,Gina,Sciortino,25,0,3,3,-13,3,,,,
ih_88a95667606d,Grace,Orr,11,0,0,0,-7,0,,,,
ih_8cfbc98c9ca5,Kate,Devlin,25,1,3,4,-17,3,,,,
ih_35900286e55a,Ayla,Paley,17,0,0,0,-6,2,,,,
ih_1a156a1bd982,Erin,Keville,13,0,0,0,-3,0,,,,
ih_c2509e56fcbf,Sofia,Gualtieri,14,0,1,1,-11,3,,,,
ih_3b8af583acea,Pnina,Basov,24,2,1,3,-17,3,,,,
ih_07bd295ee773,Audrey,Routledge,8,0,0,0,-7,3,,,,
ih_b0b20f9c8c08,Cordelia,Hauck,25,0,1,1,-21,7,,,,
ih_4d1b70650cd9,Meadow,Gilchrist,25,7,4,11,-22,10,,,,
ih_8bad1b9e2ab3,Mae,Lafferty,25,1,5,6,-13,3,,,,
ih_fcde25e3498d,Alexis,Hornsby,23,5,4,9,-20,6,,,,
ih_7233703b74d8,Lauren,Bolger,14,0,0,0,-1,0,,,,
ih_c7acc9b34153,Claire,Gerarden,23,0,0,0,-16,6,,,,
ih_956c6095b6cc,Mary-Hanna,Sargent,15,0,0,0,-5,0,,,,
ih_ae889760f4dc,Isabella,Marzano,16,4,1,5,-14,4,,,,
ih_5819bfe8728b,Keira,Gallacher,24,1,3,4,-15,0,,,,
ih_ff53922c451a,Caeden,Parsons,1,0,0,0,0,0,,,,
ih_6e6c28cd35be,Jamie,Blondin,25,6,4,10,-22,4,,,,
ih_8c4ae14df45f,Jordan,Pond,25,0,3,3,-16,3,,,,
ih_a4393f6f889d,Lucy,Armour,2,0,0,0,0,0,6,14.37,26,0.813
ih_f80cfb0869fd,Anna,McGinty,15,0,0,0,0,0,39,2.72,591,0.938
ih_327fae621dbd,Angelina,De Divitiis,24,1,0,1,-5,4,,,,
ih_8cb05fc6b7e1,Ally,Bickford,8,0,0,0,0,2,,,,
ih_aadef081781f,Lilah,Cudney,16,0,0,0,0,3,,,,
ih_30442f752795,Izzy,Bourgeault,21,0,3,3,-4,2,,,,
ih_36eaba1591fe,Jane,Pancoe,26,5,5,10,-3,5,,,,
ih_81861f233729,Amy,Roemer,10,0,0,0,0,0,,,,
ih_b0624ad060bb,Anna,Pavlasova,26,4,10,14,-2,7,,,,
ih_8adc92df18e8,Lucy,Beal,26,2,12,14,-2,7,,,,
ih_b75111b01bfb,Abby,Tate,25,1,1,2,0,2,,,,
ih_f428c0e5561d,Jordan,Caroccio,23,0,2,2,-2,3,,,,
ih_b5f404d14535,Riley,Andzel,26,8,8,16,-4,6,,,,
ih_5ae85a7626da,Ashten,Morris,26,3,2,5,-3,8,,,,
ih_9c0378df4437,Chamonix,Jackson,26,7,2,9,-2,4,,,,
ih_975c00d6c1f4,Asha,Hanson,26,0,7,7,-5,2,,,,
ih_bb5259653606,Taylor,Stoll,24,3,3,6,-3,0,,,,
ih_b147d7eff06b,Joey,Schemenauer,24,2,2,4,0,1,,,,
ih_6b095beea07b,Bailey,Cote,20,4,5,9,,6,,,,
ih_ab7a9969b03e,Molly,Lenihan,17,0,1,1,0,0,29,1.68,459,0.941
ih_90eb9689023b,Abby,Seaman,2,0,0,0,0,0,3,1.5,40,0.93
ih_4a3d3b3884a9,Isabella,Paswaters,26,1,7,8,-2,1,,,,
ih_637b5085a70e,Kylah,Small,25,5,2,7,-4,3,,,,
ih_1f990a5e6407,Clara,Rayner,1,0,0,0,0,0,0,0.0,6,1.0
ih_4e20bd3fc322,Danika,Lalonde,26,6,14,20,-1,2,,,,
ih_3e68485bb475,Sydney,Valiquette,26,0,9,9,-1,1,,,,
ih_1d14466c523d,Sophie,Bywater,9,0,1,1,-1,3,,,,
ih_034ba4230fe1,Alyssa,Townsley,6,0,1,1,0,0,10,1.65,109,0.916
ih_3c32e88fc2cc,Kyra,O'Keefe,25,7,0,7,-1,7,,,,
ih_db1d6de74793,Isabelle,Deutz,3,0,1,1,0,0,3,2.75,35,0.921
ih_e10de582b5a3,Gillian,Dinsmore,26,1,4,5,,2,,,,
ih_27df2a04c56b,Bella,Jayme,3,0,0,0,0,0,,,,
ih_03e74ba03a25,Morgan,Raymond,28,0,3,3,,0,,,,
ih_9fe612765395,Fanny,Aneborn,28,12,11,23,,3,,,,
ih_0b6bc9e7d4c8,Grace,Karakas,28,4,9,13,,5,,,,
ih_e35282b77305,Ainsley,Delacourt,28,3,12,15,,1,,,,
ih_7a0985b9d5ff,McKenzie,Brown,18,0,2,2,-3,2,,,,
ih_0e61b808064d,Kira,Cook,28,13,3,16,,6,,,,
ih_2f987e2c16c0,Katie,Mahoney,28,11,20,31,,3,,,,
ih_200586a4e943,Ella,Iwinski,28,1,6,7,,3,,,,
ih_be519f1ec9e2,Katie,Diem,22,5,7,12,,1,,,,
ih_2e855844bbee,Josselyn,Drayson,10,1,2,3,0,1,,,,
ih_84faf3351b82,Hayley,Hunter,28,2,2,4,0,4,,,,
ih_8a71e29e30b7,Genevieve,Sbrocca,28,3,1,4,-1,3,,,,
ih_9902e8f275f8,Sophie,Hart,24,0,4,4,-2,1,,,,
ih_329defa66911,Drew,Kopek,26,3,7,10,,1,,,,
ih_25fec105417d,Victoria,Griffin,24,0,0,0,-1,1,,,,
ih_eb5b772109c6,Kylie,Nolan,28,3,1,4,,3,,,,
ih_d8aaa6f16593,Filippa,Aneborn,18,0,1,1,-1,0,,,,
ih_08154be07eec,Carlen,Bertrand,26,6,13,19,,4,,,,
ih_df1ab3084d7a,Emma,McLean,22,5,2,7,,5,,,,
ih_63fcab70fed9,Kayla,Persinger,28,3,5,8,,8,,,,
ih_9e241762db01,Eline,Gillodes,28,0,0,0,0,0,46,1.69,599,0.929
ih_2c52ad30da08,Erika,Finney,1,0,0,0,0,0,0,0.0,0,0.0
ih_3c872729528c,Camryn,London,7,0,1,1,,1,,,,
ih_5df9a7b8eb18,Helen,VanDamme,26,1,8,9,,3,,,,
ih_86a9a8698c9f,Georgia,Cunliffe,25,7,8,15,,4,,,,
ih_937e5a196bce,Brittany,Iversen,26,0,4,4,,1,,,,
ih_46862d73bb77,Natalie,Loncz,24,5,3,8,,3,,,,
ih_a91359ffe78c,Leah,Coley,26,5,5,10,,7,,,,
ih_110a9970fcac,Erika,Parenti,26,2,3,5,-3,4,,,,
ih_e60bc8c61317,Fiona,Sierens,19,0,2,2,-1,0,,,,
ih_56dca5baa682,Alexandra,O'Brien,26,1,2,3,-2,2,,,,
ih_a0bfe3033c6b,Katie,Demers,24,2,5,7,,1,,,,
ih_6e2ee306ecad,Julia,Power,25,2,6,8,0,1,,,,
ih_1284980b424d,Lauren,Riccobelli,24,5,3,8,-2,6,,,,
ih_fba581b346cb,Meagan,Smith,26,8,3,11,-1,3,,,,
ih_a90e44abaf07,Elizabeth,Cooley,26,3,7,10,0,1,,,,
ih_cc69a3a0f131,Solana,Zizzo,6,0,0,0,,0,,,,
ih_a49e6a0984f6,Jenna,Majewski,25,8,5,13,,7,,,,
ih_318cd6b24e2c,Kayla,Doerre,25,2,6,8,-2,8,,,,
ih_dd7ccf8ccd1d,Abigail,Dicks,6,0,0,0,-2,1,,,,
ih_f31ff4d37c7e,Shaye,Jasiel,26,1,4,5,,7,,,,
ih_d703c50cb660,Liliana,Ficaro,18,3,1,4,0,1,,,,
ih_64633270402b,Sydney,Pinti,26,1,9,10,,7,,,,
ih_122251f1a125,Tilly,Pethrick,26,3,2,5,,4,,,,
ih_1710da207c4c,Ava,Christensen,2,0,0,0,0,0,2,1.85,32,0.941
ih_34fc8b027065,Mia,DeVivo,25,0,0,0,0,0,42,1.69,519,0.925
ih_293ee4c64c1f,Jayne,Gamburg,22,0,4,4,-9,2,,,,
ih_5301693a0cd7,Sophia,Leas,24,1,0,1,-6,1,,,,
ih_119300428900,Rebecca,Cain,26,2,8,10,-2,6,,,,
ih_14701fa552f5,Victoria,Proulx,26,1,2,3,-8,8,,,,
ih_56c354d4f9a8,Mara,Edwards,25,0,2,2,-6,4,,,,
ih_19af91a7ed7c,Elise,Clifford,26,2,5,7,-3,14,,,,
ih_8daa7d9a2ea7,Rachelle,Cain,22,1,3,4,-6,2,,,,
ih_057316990209,Marissa,Whiteside,26,2,1,3,0,1,,,,
ih_ab9f145429df,Jessika,Bullock,26,1,8,9,-2,15,,,,
ih_fff0350e3ac3,Alessia,Marandola,25,3,4,7,-5,8,,,,
ih_4198e95b39e8,Josie,Purdy,26,2,1,3,-11,5,,,,
ih_db16856365cf,Tegan,Konecnik,26,1,0,1,-1,4,,,,
ih_ef8fa42bd56d,Megan,Mills,26,3,2,5,-8,2,,,,
ih_15e8c89bf342,Jalynn,Castro,26,11,7,18,-4,10,,,,
ih_8b7e28b9dbe1,Olivia,Visco,23,1,1,2,-5,3,,,,
ih_8bf2be6f618f,Coralie,Paradis,26,5,3,8,-3,2,,,,
ih_32ca9d1323a8,Ryanne,Rathburn,22,0,0,0,-5,2,,,,
ih_426a5254ab29,Isabel,Boyd,24,3,1,4,-3,2,,,,
ih_d7ffea13f394,Maddy,Ferguson,4,0,0,0,0,0,10,3.4,78,0.886
ih_cb04a68129bc,Magalie,Parent,23,0,0,0,0,0,46,2.06,659,0.935
ih_4cad94611e00,Kaylyn,Bourque,25,9,9,18,-13,2,,,,
ih_57f70c6c2cef,Keira,Goffe,25,11,10,21,-20,6,,,,
ih_235621784b6c,Angalisa,Caceda,25,6,5,11,-6,0,,,,
ih_67ae76a85216,Ema,Jaskova,23,4,0,4,-14,13,,,,
ih_c9a3fc5d9aff,Riley,Devlin,25,5,7,12,-16,3,,,,
ih_f011c3e2cad7,Morgan,Belyea,20,0,0,0,-6,1,,,,
ih_43f375673499,Anna,Lehan,22,0,2,2,-4,2,,,,
ih_a517e7807771,Isabelle,Brennan,25,3,7,10,-7,5,,,,
ih_ff536647d973,Sienna,Reeves,25,2,12,14,-20,11,,,,
ih_2430d5c95fb0,Kerstin,Ambruso,25,3,5,8,-13,0,,,,
ih_9a511845502f,Rhea,Bullens,25,1,3,4,-5,11,,,,
ih_cb10f688b5ea,Alexis,Pacheco,25,3,2,5,-17,5,,,,
ih_ba6c6de3de1f,Sophie,Costello-Krakowski,22,0,2,2,-6,2,,,,
ih_2a4fef48131b,Spencer,Cameron,8,0,0,0,0,0,,,,
ih_67cb68a99b3e,Kasey,Litwin,25,3,7,10,-3,4,,,,
ih_c3405d87438d,Taylor,Breen,23,2,1,3,-9,2,,,,
ih_c2fd4d12548a,Felicia,Zander,23,0,0,0,0,0,,,,
ih_4aa88b7b04bb,Carly,Messer,21,0,0,0,0,0,,,,
ih_f49fe81e8f9a,Cela,MacDougall,22,1,4,5,-13,8,,,,
ih_393baac52a1a,Avery,Moriarty,25,0,2,2,-17,4,,,,
ih_a8cf85b0c72d,Ivy,Grant,9,0,0,0,0,0,13,2.04,171,0.929
ih_00febc44fe6c,Taylor,Daley,11,0,0,0,0,0,34,3.38,247,0.879
ih_c6d69a8de072,Paige,Almon,9,0,0,0,0,0,28,3.82,225,0.889
ih_d31fbdb3a121,Geena,Cookinham,29,15,15,30,,8,,,,
ih_959dcaf4eddf,Ellin,Rees,28,4,11,15,,9,,,,
ih_c36cadf11f71,Lauren,Tuzik,29,4,18,22,,5,,,,
ih_e325324e0abf,Natalie,Heutmaker,25,3,4,7,,4,,,,
ih_430148f800c3,Maggie,Hunter,29,6,21,27,,1,,,,
ih_31de3effea22,Madison,Anderson,24,7,16,23,,10,,,,
ih_26621855fae6,Tristina,Doyle,18,1,1,2,,2,,,,
ih_8ab2adf704b8,Olivia,Boyer,29,14,21,35,,3,,,,
ih_b74bd92224fd,Dani,Ammons,29,3,12,15,,5,,,,
ih_63ff6aee7fe9,Marja,Linzbichler,27,4,14,18,,7,,,,
ih_e506975d582a,Livia,Brooks,29,19,17,36,,2,,,,
ih_e53846949433,Penny,Saich,23,1,2,3,,1,,,,
ih_ae979e958b3b,Alex,Leslie,29,5,18,23,,3,,,,
ih_513b618febcb,Grace,McCluskey,29,0,4,4,,0,,,,
ih_d93a586e4b99,Anna,Lisac,28,12,10,22,,6,,,,
ih_1bb65b33f85e,Breanna,Ricker,29,19,14,33,,6,,,,
ih_b5c94ed100c6,Sophia,Nelson,20,3,0,3,,2,,,,
ih_8884ff3935b1,Rylie,McIntyre,4,0,0,0,-1,1,,,,
ih_a956d5f040dd,Jordan,Brady,29,6,12,18,,11,,,,
ih_6736b23d9b11,Madison,Brunet,23,0,1,1,0,0,23,1.06,327,0.934
ih_185d39d27b63,Payton,Sutherland,6,0,0,0,0,0,1,0.18,68,0.986
ih_2ccbb10fdcb6,Dana,Rigan,3,0,0,0,0,0,1,0.6,9,0.9
ih_6f401db54d94,Libby,Lane,29,3,9,12,,5,,,,
ih_78d1c6b8951c,Madalyn,Liles,29,5,5,10,,3,,,,
ih_de14c43a3438,Karlee,Lehner,8,0,0,0,0,0,17,2.39,176,0.912
ih_e95ca02e3699,Maddie,Wiggins,17,1,5,6,0,2,,,,
ih_8a0438e14d26,Maci,Peller,10,0,0,0,0,2,,,,
ih_4b2cd60c193d,Jacqueline,Martin,23,2,2,4,-5,4,,,,
ih_1ac49b3dcd13,Alanna,Hoag,3,0,0,0,-3,0,,,,
ih_3a52ac9ebb33,Gracie,Menicci,9,1,0,1,0,2,,,,
ih_dacb0f1ec6f6,Laura,Castronova,26,6,4,10,-3,7,,,,
ih_db7c44ed1156,Claire,Deis,26,2,6,8,-4,13,,,,
ih_f7f976c3ea5c,Katie,Porrello,24,7,10,17,,3,,,,
ih_53d68868e510,Juliet,Rutigliano,13,0,1,1,-1,1,,,,
ih_8e63701dce46,Jamie,Steinmetz,22,1,4,5,-3,6,,,,
ih_e53cb05b91e2,Cera,Luciani,24,1,4,5,-5,5,,,,
ih_c8335181563a,Mylee,Serkis,23,4,3,7,-5,4,,,,
ih_7ae3316b3905,Morgan,Cunningham,26,2,5,7,-3,3,,,,
ih_18dfe6757f27,Sofia,Cuozzo,26,6,2,8,-3,8,,,,
ih_bcdd390336b6,Emma,Lemery,16,0,1,1,-3,3,,,,
ih_cfdd0e4997a8,Lilli,Warnock,25,4,6,10,0,11,,,,
ih_752f872d47c9,Olivia,Robbins,24,5,5,10,0,0,,,,
ih_7cead251efbd,Lisi,Palmer,26,4,10,14,,6,,,,
ih_f4c50efe244c,Grace,Bonnell,26,6,11,17,,1,,,,
ih_f6239cfecac4,Emily,Gerrie,26,6,11,17,0,1,,,,
ih_2daf850cc5cf,Teagan,Wilson,8,0,0,0,0,1,22,2.79,206,0.904
ih_c7dd3f82c4ec,Caeli,Reed,20,1,1,2,0,7,,,,
ih_eb2d00ad26b2,Jorja,Moore,11,0,0,0,0,0,22,2.01,274,0.926
ih_41651d59a7f2,Erika,Johnson,26,1,5,6,-3,4,,,,
ih_e59c31d4083b,Amelia,Spencer,19,0,3,3,-3,13,,,,
ih_4061534abaa1,Adriana,Dooley,13,0,0,0,0,4,,,,
ih_3642fb269e64,Kendal,Davidson,33,8,5,13,-13,22,,,,
ih_64a45044ae8a,Charlotte,Wensley,33,8,7,15,-16,2,,,,
ih_8890b0145d8d,Sophia,Jones,20,1,4,5,-22,2,,,,
ih_64408ec010d9,Naomi,Forand,33,2,4,6,-22,13,,,,
ih_95e159316a18,Victoria,Savage,30,1,0,1,-15,4,,,,
ih_6c471f524cb6,Mia,Montanari,33,5,13,18,-20,5,,,,
ih_94aba769f079,Sabrina,Beaudoin,35,6,6,12,-15,4,,,,
ih_1c85983415ea,Kyley,Toye,35,5,2,7,-15,11,,,,
ih_3861e97e5949,Nina,Christof,21,5,6,11,-15,9,,,,
ih_395f8fe6cccf,Georgia,Bailey,35,5,10,15,-23,3,,,,
ih_612f2880cf68,Calla,Woodcroft,3,0,0,0,-1,0,,,,
ih_2e05970b07d8,Juliette,Thibault,20,1,2,3,-3,1,,,,
ih_05cc49e3681a,Gracyn,Mackay,35,1,8,9,-25,8,,,,
ih_32ad9a36e2f5,Michaela,Littlewood,29,1,2,3,-20,1,,,,
ih_7e340140da3f,Aylah,Cioffi,35,2,7,9,-21,12,,,,
ih_50d8bcf1d4af,Taryn,Rathwell,31,2,4,6,-19,4,,,,
ih_abeb3df3e7f9,Juliana,Goffredo,27,2,0,2,-5,0,,,,
ih_8b982d8a55a7,Brianna,Livingstone,33,0,1,1,-15,3,,,,
ih_0bc1f012248e,Chloe,Obser,32,3,1,4,-13,5,,,,
ih_8b8f6bf47d2c,Molly,Hamilton,16,0,1,1,-8,2,,,,
ih_93b2fa00fcb8,Reese,Keating,31,0,1,1,0,0,97,3.42,865,0.899
ih_b9fac3d2b4f6,Kami,O'Brien,26,1,1,2,-7,1,,,,
ih_66aea7b526b1,Ella,Newman-Mixon,27,0,1,1,-10,2,,,,
ih_faa58128f9f5,Maelee,Ambrass,9,0,0,0,0,0,28,4.37,206,0.88
ih_6d7e4e5ea4a4,Alexis,Brunet,28,1,0,1,-6,3,,,,
ih_f6c5d2bcdbd2,Kailyn,Williams,4,0,0,0,0,0,2,1.31,24,0.923
ih_619e53a1f0e9,Giada,Musa,14,4,0,4,,3,,,,
ih_20ff058a8150,Keegan,McGaheran,25,4,7,11,,2,,,,
ih_fcfd77e117db,Jessica,Driscoll,26,6,5,11,-3,0,,,,
ih_34e930be00aa,Lily,Caldwell,3,0,0,0,0,0,,,,
ih_7f4ccc2cdae5,Alexa,Vencill,19,0,2,2,,4,,,,
ih_871370878dba,Marina,Bassett,26,5,8,13,,1,,,,
ih_b38e38831af2,Casey,Roth,18,7,4,11,,7,,,,
ih_83a043c67414,Tia,Picardi,25,5,3,8,0,2,,,,
ih_af2ea6e6d577,Molly,Dukesherer,26,1,9,10,,4,,,,
ih_58a9911a195c,Molly,Hurley,17,0,0,0,,2,,,,
ih_2f7f9b12033f,Haylie,Grossmann,24,0,5,5,0,4,,,,
ih_3f8cff2dc4ac,Lexi,Davies,22,9,3,12,,2,,,,
ih_bbf0ff05fd5d,Kayley,Young,25,1,4,5,,0,,,,
ih_f37a82091740,Jillian,Hallee,14,0,4,4,,2,,,,
ih_9e11ede6f759,Maeve,Kelly,24,1,4,5,,0,,,,
ih_c63531f2dbc0,Mary,Kelley,24,4,9,13,,2,,,,
ih_8caa82f9548e,Rebecca,McKelvey,26,4,5,9,,11,,,,
ih_f91aff3ec750,Mason,Puumala,6,0,0,0,-2,0,,,,
ih_f4eee58334f5,Chloe,Bryda,26,16,12,28,,3,,,,
ih_687c396a4c6b,Olivia,Schultz,25,4,9,13,-1,1,,,,
ih_ff3885501a99,Olivia,Tucker,24,0,1,1,,12,,,,
ih_16f93ef78d72,Ella,Spinazola,23,0,4,4,0,3,,,,
ih_a9abeb834d34,Lillian,Wojcicki,24,6,2,8,0,5,,,,
ih_17f11b019e41,Emily,Krauss,8,0,0,0,0,0,18,2.65,264,0.936
ih_092a9e351686,Taylor,Bruno,19,0,0,0,0,0,30,1.7,569,0.95
ih_66cb5367a131,Amelia,Lebrun,2,0,0,0,0,0,1,3.52,9,0.9
ih_8a04d91a82f0,Olivia,Urbach,34,2,2,4,-4,5,,,,
ih_8732869b1b12,Cassandra,Kehler,34,1,6,7,-1,5,,,,
ih_2cb5dd66925b,Laura,Dyke,34,1,8,9,-3,4,,,,
ih_ae9468d9eb51,Kailey,Favro,28,4,15,19,0,10,,,,
ih_5a40b27d2318,Lily,Andreassi,31,1,2,3,-2,4,,,,
ih_d0880e037a88,Zoe,Ziotas,32,5,5,10,,5,,,,
ih_0231281abb22,Riley,Gramlich,31,4,3,7,,6,,,,
ih_49072be6fb94,Addie,Alvarez,34,9,23,32,-2,23,,,,
ih_8ddb04d9056a,Jaidan,Fahrny,34,6,8,14,-2,9,,,,
ih_cedf1347ed1d,Brac,Kelley,32,11,10,21,,13,,,,
ih_4059da23aebe,Ireland,Stein,34,11,8,19,-2,1,,,,
ih_fe9dcd52fb7a,Lexi,Sung,33,1,2,3,-1,1,,,,
ih_05be1e65681f,Karly,Kolssak,27,0,1,1,,0,,,,
ih_529eac3eb2fc,Emma,Pickering,26,11,15,26,,3,,,,
ih_b0a429937d20,Madison,Buziak,34,2,9,11,-9,6,,,,
ih_fd771eb58335,Linda,Rulle,34,12,8,20,-4,2,,,,
ih_47e8cd510684,Heron,Rohweder,26,0,1,1,-1,1,,,,
ih_8b47848bc661,Kolbee,Ashe,32,5,4,9,0,4,,,,
ih_939158a35dd0,Sophia,Bellina,26,0,1,1,0,1,62,2.54,664,0.915
ih_a983c1b26d86,Brenna,McNamara,12,0,0,0,0,0,21,2.15,276,0.929
ih_2a0a2f8b26e6,Lea,Grassia,16,0,0,0,0,0,45,3.66,308,0.873
ih_0e7009e755ad,Isabella,Brady,25,2,6,8,-3,9,,,,
ih_c4cff2209b8a,Ellie,Skaja,25,0,3,3,-2,5,,,,
ih_dd6bfd4d7445,Isabel,Burt,25,2,0,2,-1,1,,,,
ih_9a87e8688091,Aly,Vogelsang,20,1,0,1,-4,4,,,,
ih_11a1ad10dc24,Lauren,Schmidt,24,3,5,8,0,1,,,,
ih_cc7be0b65a83,Paige,Fasching,25,0,4,4,-4,6,,,,
ih_8fff3ebcc7ba,Jaden,Kozak,23,0,3,3,-1,6,,,,
ih_3df370be5746,Sarah,Wangen,25,0,0,0,-1,1,,,,
ih_c4a2421975f0,Michelle,Smith,22,3,5,8,0,0,,,,
ih_e04df411c0cb,Samantha,Bogen,25,10,3,13,-4,10,,,,
ih_09fa1911669b,Raechel,Painovich,25,0,6,6,0,14,,,,
ih_2ef7a1de5c0d,Ana,Myers,25,16,10,26,-2,4,,,,
ih_2eb2194800d1,Halle,Dunleavy,25,4,5,9,-3,2,,,,
ih_c3c41ce815f4,Rhiannon,Ashworth,25,9,2,11,0,2,,,,
ih_86a184067cd3,Paige,Loidolt,25,6,8,14,-4,1,,,,
ih_c6aa136aa2cd,Emma,Keith,25,0,5,5,-5,7,,,,
ih_91584a12f542,Lexie,Hagen,20,0,0,0,-2,3,,,,
ih_40d6a5b068e6,Lilly,Gillespie,25,8,1,9,-6,9,,,,
ih_fcd36c5b469e,Sara,Cooney,25,2,5,7,-4,3,,,,
ih_1ebcb53cc3aa,Autumn,Burt,13,0,1,1,0,1,,,,
ih_5e69f7f629d1,Anna,Friendshuh,6,0,0,0,0,0,3,1.12,47,0.94
ih_531ebff1afcc,Addie,Oettinger,12,0,0,0,0,0,30,2.99,267,0.899
ih_85f6012a1d4d,Anna,Riek,3,0,0,0,0,0,0,0.0,0,0.0
ih_a02b3cb47c7e,Cecelia,Stewart,26,4,6,10,-3,10,,,,
ih_f34335492737,Nicole,Doeringer,26,4,3,7,,7,,,,
ih_b77eb1760162,Cordelia,Wemyss,26,1,8,9,,9,,,,
ih_4633c592a2fb,Sienna,Chin Gerding,24,1,1,2,-1,4,,,,
ih_27a85d7d92d9,Sophie,Grant,26,8,9,17,,7,,,,
ih_6aabf6fc47b2,Alayna,Denofrio,21,0,5,5,,12,,,,
ih_d28437e45139,Erin,Lantry,26,6,3,9,,13,,,,
ih_9e8092ba3277,Andrea,Fernandez,18,0,0,0,-8,2,,,,
ih_8b313d603868,Eibhleann,Knox,26,1,10,11,,4,,,,
ih_1821dd51b53e,Maddie,Southwick,26,0,2,2,0,5,,,,
ih_b02de519412a,Brooklyn,Joyce,26,1,3,4,-2,5,,,,
ih_d6ff5ba354f2,Cameran,Evans,26,6,8,14,,7,,,,
ih_25f6e3baa0eb,Keira,Reckley,26,13,9,22,,4,,,,
ih_05780c016a70,Skylar,MacLean,16,3,1,4,,4,,,,
ih_c87958cecc4a,Josie,Palumbo,13,2,1,3,-3,3,,,,
ih_218e3a585a08,Katelyn,Cyr,26,0,0,0,-2,1,,,,
ih_557c235ef402,Ellie,Prantner,26,7,9,16,-5,5,,,,
ih_bc7372d392d2,Casey,Turek,26,0,4,4,,2,,,,
ih_6f683df79407,Jailey,Wilson,25,0,4,4,0,4,,,,
ih_327122b0cc8a,Elizabeth,Poole,7,0,0,0,0,0,4,1.21,74,0.949
ih_808fbbb26344,Brynn,Bacak,23,0,0,0,0,0,47,2.04,690,0.936
ih_41ca771230fe,Kieley,Curow,7,0,0,0,0,0,4,1.61,82,0.953
ih_8e5504238cd6,Victoria,Nelson,25,5,7,12,-3,4,,,,
ih_f328cbca268a,Greta,Culshaw-Klein,25,2,4,6,-3,8,,,,
ih_994de68c96b7,Katie,Sandelin,25,2,4,6,-4,8,,,,
ih_4aeddd169abb,Kendra,Royer,25,1,5,6,-2,0,,,,
ih_c064bd261c65,Hannah,Martin,24,0,0,0,0,0,,,,
ih_3ee144b8c68b,Suzi,Vidmar,24,2,4,6,0,2,,,,
ih_d6874ed4422b,Lyndi,Schubert,25,6,1,7,-5,5,,,,
ih_7d9380c581f0,Sophie,Parendo,25,2,6,8,-2,5,,,,
ih_3809f467fda5,Paige,Blattner,25,0,6,6,0,2,,,,
ih_6985525cc5ce,Bailey,Coole,25,3,6,9,-1,14,,,,
ih_2141a86fbe1b,Jolynn,Hauan,23,0,1,1,-6,0,,,,
ih_98bc703ad2e8,Emma,Laming,14,1,1,2,0,1,,,,
ih_d5d810588054,Isabella,Brama,23,1,3,4,-1,2,,,,
ih_87b027addbc0,Shelby,Evans,6,0,0,0,-1,0,,,,
ih_2aaacbb09e9b,Grace,Chapman,25,6,5,11,-4,3,,,,
ih_a0a41abc2645,Geneva,Letal,1,0,0,0,0,0,,,,
ih_885dd2c6546c,Alaina,Hedberg,25,6,14,20,,3,,,,
ih_2f56d42fb699,Gabby,Gamst,25,4,3,7,0,3,,,,
ih_6331a88e2296,Morgan,Mitchell,25,8,10,18,-4,3,,,,
ih_370d2633a7e9,Annica,Walters,12,0,0,0,-2,0,,,,
ih_2412382d1684,Hanley,Block,24,6,7,13,,9,,,,
ih_51bc95d1b2d3,Makenzie,Cole,23,0,0,0,0,0,52,2.31,694,0.93
ih_a79f231a52c6,Anita,Origlio,5,0,0,0,0,0,0,0.0,1,1.0
ih_afb5bc24f339,Rylan,Haslam,35,11,4,15,-2,3,,,,
ih_7b9286af4dd0,Ella,Nancarrow,31,3,8,11,-4,10,,,,
ih_9763f148a205,Kennedy,Wilson,35,6,8,14,,7,,,,
ih_e1df4105947d,Kiley,Mastel,35,6,0,6,-10,16,,,,
ih_c7641d464cfe,Mave,O'Hagan,35,1,1,2,-1,1,,,,
ih_775556cd9844,Cheyenne,Degeer,35,4,9,13,-6,8,,,,
ih_a503fd2715d8,Riley,Reeves,35,0,3,3,-5,2,,,,
