athlete_id,first_name,last_name,gp,goals,assists,points,plus_minus,minutes,goalie_ga,goalie_gaa,goalie_saves,goalie_sv_pct
ih_fa54b406e592,Luke,Gaffney,22,0,0,0,-6,3,,,,
ih_e6935e0d8d9b,Bret,Beale,15,6,4,10,-3,0,,,,
ih_6edf91cd4860,Roman,Wainwright,26,6,7,13,-13,9,,,,
ih_43f2be07c23e,Brad,Guden,20,1,3,4,-3,1,,,,
ih_d6c2c59cdb2d,Yaroslav,Alifanov,2,0,0,0,0,0,,,,
ih_46b51c0b9ca5,Brendan,Flanagan,2,0,0,0,0,0,0,0.0,13,1.0
ih_75cf70d42891,Maxim,Zinchenko,9,0,0,0,0,0,25,3.38,285,0.919
ih_96745737113c,Jake,Inzirillo,19,0,0,0,0,0,66,3.6,661,0.909
ih_ebab88b95a54,Victor,Malzahn,23,2,2,4,-10,6,,,,
ih_40bafe2e74de,Ethan,Seibert,13,0,2,2,-5,4,,,,
ih_24153e857d02,Livio,Azevedo,25,1,5,6,-8,4,,,,
ih_7b313f67b5ed,Kyle,Kussmann,23,4,13,17,-3,5,,,,
ih_1d8eb95bc54b,Jacob,Gates,24,4,9,13,-4,6,,,,
ih_9d4255662ebd,Michael,Kull,24,1,6,7,-13,1,,,,
ih_c508693bdff5,Josh,Higgins,2,0,0,0,0,0,,,,
ih_993a719e6215,Manny,Sanchez,22,7,14,21,-5,2,,,,
ih_5bbe0d14332d,Josh,Grund,21,3,5,8,-3,0,,,,
ih_dac3240a6119,Connor,McAleer,5,0,0,0,-3,1,,,,
ih_5674b209e083,Tobin,Winslow,5,0,0,0,-1,2,,,,
ih_29311b39c735,Sacha,Trudel,24,1,2,3,-11,9,,,,
ih_2046e361a4f8,Kaleb,Miller,22,3,4,7,-7,4,,,,
ih_2c0f6b7311c3,Nick,Reif,24,9,12,21,-2,6,,,,
ih_261a632f5106,Schuyler,Flansburg,26,8,3,11,,6,,,,
ih_f053484e4d9e,Spencer,Flansburg,24,1,4,5,-5,3,,,,
ih_a9cb4f2d585b,Andrew,Haugh,17,1,3,4,-1,3,,,,
ih_c1c3898ac92f,Brody,Seitz,24,8,11,19,0,9,,,,
ih_9e10f96a9785,David,Filak,17,0,0,0,0,0,45,2.94,510,0.919
ih_0fac778f00ab,Dax,Easter,13,0,0,0,0,0,32,3.34,297,0.903
ih_6aafbb0f46dd,Trevor,Joule,7,0,0,0,0,0,8,5.16,45,0.849
ih_c57c630fa97f,Jackson,Faughnan,23,0,5,5,-6,10,,,,
ih_186e9b3d7a15,Ben,Saurbaugh,4,0,0,0,-2,0,,,,
ih_4006d16151e5,Nick,Serafin,2,0,0,0,-1,1,,,,
ih_99eaa8d229c4,Aidan,Taylor,23,5,8,13,-5,5,,,,
ih_d6fa67520e2d,Matthew,Lee,26,8,11,19,0,5,,,,
ih_297a237869f5,Joshua,Przystal,21,3,3,6,-2,11,,,,
ih_108c833b3268,Dominic,Chirico,26,0,1,1,-6,2,,,,
ih_ed4571af2320,Grant,Linville,10,0,0,0,0,0,41,5.53,330,0.889
ih_ba7d8fce72f5,Ben,Douglas,17,0,1,1,-7,1,,,,
ih_6d76c0ebcf80,Connor,Carlile,16,1,2,3,-18,3,,,,
ih_8a623a4c7df4,Connor,Santay,25,4,6,10,-29,16,,,,
ih_0156ab741c74,Noah,Scherff,19,0,0,0,-9,2,,,,
ih_d69dd25e830d,Mason,Losel,18,4,4,8,-12,3,,,,
ih_73f986f70b07,Tanner,Dietz,23,5,9,14,-21,5,,,,
ih_cc9c4bc6aaef,Wyatt,Allan,23,0,1,1,-26,5,,,,
ih_e32925b444db,Will,Jones,24,3,4,7,-31,3,,,,
ih_0b7c3f69d870,Logan,Robins,25,1,2,3,-31,2,,,,
ih_c3edd1bf04a1,Carson,Walters,15,1,0,1,-12,0,,,,
ih_048f0ab7fce3,Ethan,Henry,25,1,2,3,-22,4,,,,
ih_4fd06e5a19f3,Gabe,Zelikov,1,0,0,0,0,1,,,,
ih_210219cf5813,Clark,Furman,15,1,0,1,-8,0,,,,
ih_3ab7ebaf16bb,Caden,Sutter,24,1,2,3,-16,11,,,,
ih_1e3793bcceca,Logan,James,24,1,1,2,-31,6,,,,
ih_c87ca615995e,Zach,Nicholls,25,2,3,5,-23,5,,,,
ih_686edec60222,Fisher,Moore,13,0,1,1,-4,1,,,,
ih_343844db0098,Noah,Patrick,20,0,1,1,-9,13,,,,
ih_bea0bc9b0024,Brady,Rossbach,25,1,2,3,-19,10,,,,
ih_31a9ceee0bd9,Billy,Loughnane,14,0,0,0,-7,1,,,,
ih_8a0e15c51a85,Tyler,Zembrzycki,24,3,2,5,-23,10,,,,
ih_b9861b66d960,Brayden,Goncalves,24,0,1,1,-24,0,,,,
ih_cec363b5c3b4,Chad,Lowe,16,0,0,0,0,0,69,4.99,632,0.902
ih_48c1ef046c4a,Will,Goumas,6,0,0,0,0,0,20,5.17,157,0.887
ih_6014604cd0fa,Myles,Douglas,25,0,0,0,-35,16,,,,
ih_c8c8acdc4ce3,Spencer,Bellina,26,5,8,13,-2,5,,,,
ih_774e67078678,Thierry,Lizotte,26,1,5,6,-3,8,,,,
ih_47ca01b33d94,Jaden,Ward,22,0,4,4,0,7,,,,
ih_b63784e5128f,Alexandro,Moliner,24,5,5,10,-2,6,,,,
ih_1adb62a93b08,Joshua,Belgrave,19,2,2,4,-1,4,,,,
ih_9001d1c6317d,Zander,Latreille,6,0,1,1,0,0,,,,
ih_08561b95dee6,Aaron,Catron,26,9,6,15,0,8,,,,
ih_c17776f6ebc6,Lonan,Bulger,26,2,13,15,,4,,,,
ih_eb29ca9e1703,Vlad,Pshenichnikov,24,5,7,12,-9,4,,,,
ih_0e213bc48432,Shane,Bondy,16,1,1,2,0,1,,,,
ih_a99efaae03a0,Colin,Callanan,20,2,7,9,-2,0,,,,
ih_0004a2ee0360,Blake,Hall,19,2,3,5,-1,1,,,,
ih_952eee7caee8,Quinn,Tavares,26,7,16,23,,13,,,,
ih_4e5928643df8,Mike,English,25,2,4,6,,8,,,,
ih_9e8244ebd21e,Patrick,Cole,20,4,5,9,-1,7,,,,
ih_b7105be89ad2,Gabriel,Filion,26,9,6,15,-1,2,,,,
ih_136fd0d977a0,Brannon,Butler,25,1,6,7,-2,16,,,,
ih_79183bbd48d0,Devin,Mauro,3,0,1,1,0,0,,,,
ih_c465bc7b70e9,Tyler,Ramm,13,0,0,0,-6,0,,,,
ih_f2022bbe0404,Riley,Sutherland,25,2,5,7,-3,3,,,,
ih_ca8b29fb098f,Jake,Sacratini,26,11,14,25,,8,,,,
ih_f4b1eca6accd,Beau,Lane,13,0,0,0,0,0,27,2.29,329,0.924
ih_396fa6b95f99,Brady,Spry,11,0,0,0,0,0,27,2.66,302,0.918
ih_07715375e09d,Dominik,Bovan,4,0,0,0,0,0,10,2.48,104,0.912
ih_e568055dc467,Ty,Oller,16,1,1,2,-7,2,,,,
ih_ada51e549384,Kyle,James,7,0,0,0,-2,0,,,,
ih_be0007af19c8,Felix-Antoine,Parenteau,21,3,1,4,0,4,,,,
ih_8d191b7d1d6a,Sam,Knight,8,0,0,0,0,1,,,,
ih_343ae4fd02fb,Cole,Mathews,21,0,3,3,-3,3,,,,
ih_60b908bf73bb,Dylan,Roebuck,20,2,3,5,,3,,,,
ih_aab548fad53f,Logan,Dapprich,26,6,13,19,,4,,,,
ih_de57fb4c1617,Cam,Reid,25,7,12,19,,6,,,,
ih_26d58cb5ebf0,Tyler,Burke,25,8,7,15,,3,,,,
ih_3ed1be114571,Jason,Atkinson,24,3,1,4,-1,1,,,,
ih_feae4f4bf635,Balint,Mesterhazy,14,0,2,2,-6,1,,,,
ih_7e981d5abf21,Avvi,Tanasiyenko,14,0,0,0,-3,2,,,,
ih_42af7beee746,Josef,Vyvial,25,8,6,14,-5,8,,,,
ih_16cf37b56a7b,Luke,Chakrabarti,25,18,12,30,,2,,,,
ih_f7b21b6cebc2,Anthony,Persi,26,1,1,2,-4,1,,,,
ih_b0b519c574b3,Emmett,McHardy,26,14,16,30,,9,,,,
ih_b3dc7c611a6d,Joey,Ala,12,0,2,2,0,3,,,,
ih_a3619ee5e9c9,David,Coyle,26,6,13,19,,3,,,,
ih_fba29bd07fa5,Marcus,Bellomo,25,8,9,17,0,4,,,,
ih_d723754666cf,Jack,Linton,24,1,2,3,-7,4,,,,
ih_e93428300fc3,Cedrick,Theodore,21,2,5,7,0,4,,,,
ih_5cb6f4f7ce53,Aiden,Robson,10,0,0,0,-1,9,,,,
ih_62b447688351,Jackson,Edwards,26,4,13,17,-6,2,,,,
ih_183cd3bcdedc,Trevor,Castino,23,6,11,17,-4,3,,,,
ih_81b602ff78ac,Charles,Watson,10,0,1,1,0,0,36,3.82,282,0.887
ih_73a437d09f1d,Lukas,Bukatovs,4,0,0,0,0,0,11,2.75,106,0.906
ih_13a9bdc267d4,Josh,Ward,13,0,0,0,0,0,35,2.73,370,0.914
ih_33f55b0e388b,Cole,Bowditch,26,1,13,14,0,9,,,,
ih_fc1dcae41307,Holdin,Getzlaf,23,0,7,7,,2,,,,
ih_f6f9956f2f52,Blake,Arneson,26,0,2,2,-8,10,,,,
ih_c4f868eb195f,Nick,Noble,6,0,2,2,,1,,,,
ih_2de854679b32,Cole,Mickel,26,3,25,28,,3,,,,
ih_60f54c76a824,Markus,Andrews,17,0,3,3,,6,,,,
ih_c78d46c0aa43,Paden,Hicks,26,7,14,21,-12,6,,,,
ih_2caf62ab0a38,Jake,Cameron,8,0,3,3,-1,3,,,,
ih_2dd7c2121136,Kyle,Arias,24,5,12,17,-7,2,,,,
ih_06cf91f03a64,Adler,Johnston,13,1,1,2,-2,4,,,,
ih_886aee0aa7c7,Colin,Tushie,24,7,9,16,-10,14,,,,
ih_a1e117bb195a,Ryan,Berglund,26,4,11,15,-2,5,,,,
ih_21ba2cf78b40,Luc,Cernohous,25,1,11,12,,1,,,,
ih_08cf21068e3c,Liam,McInnis,21,1,2,3,-9,5,,,,
ih_80d24a07345c,Blake,Green,25,1,1,2,-4,3,,,,
ih_1d2593f35497,Ben,Parent,8,1,0,1,0,1,,,,
ih_15dd3915dfb6,Connor,Abric,16,1,1,2,-12,5,,,,
ih_7c9bc2cdecc7,Tyler,Lafferty,20,1,10,11,,6,,,,
ih_4d0293f8444d,Jack,Campion,22,9,9,18,,6,,,,
ih_764c1b8d96d7,Parker,Anderson,19,1,1,2,,6,,,,
ih_b6198c849ccd,Cooper,Smyl,22,7,5,12,-2,4,,,,
ih_cea144c9d817,Carter,Newpower,26,15,18,33,,3,,,,
ih_921f38115a9f,Tommy,Wright,20,2,1,3,-4,2,,,,
ih_d07c7159cf68,Ben,Polomsky,26,5,4,9,-7,11,,,,
ih_ceac11a1939f,Reid,Watson,15,3,3,6,0,5,,,,
ih_ccbe2344308e,Logan,Abric,8,0,0,0,0,0,13,3.35,136,0.913
ih_f73d25632403,Robert,Bymers,5,0,0,0,0,0,5,4.62,35,0.875
ih_42dbf19945ce,Adam,Prokop,21,0,0,0,0,0,55,2.63,697,0.927
ih_f4850c852425,Tyler,Steuck,2,1,0,1,0,0,,,,
ih_8d85e8e29f18,Joona,Juntunen,26,21,25,46,,2,,,,
ih_6d4be2a9a0ea,Jake,McAlpine,30,6,1,7,,15,,,,
ih_474da6530ec1,Tristan,Therrien,29,11,10,21,,7,,,,
ih_f231376c56de,Zachary,Aprea-Ricard,5,0,0,0,0,0,,,,
ih_f75bcb1e64d2,Maksis,Brimanis,30,11,4,15,-1,3,,,,
ih_19097accf339,Gunner,Moore,30,1,15,16,,4,,,,
ih_0a9693f1c203,McCabe,Dvorak,24,2,4,6,,9,,,,
ih_c954b35a88be,Felix,Cadieux-Fredette,26,1,3,4,,6,,,,
ih_9b4b47e8ce54,Hayden,Stocks,30,17,22,39,,6,,,,
ih_5f110e9e68b1,Kullan,Daikawa,30,8,17,25,,5,,,,
ih_4fec2e750182,Evan,Luxford,17,4,1,5,-2,2,,,,
ih_483ae952c2d8,Tyler,Pfister,27,2,2,4,,12,,,,
ih_83bf50cfd03d,Carter,Bollinger,2,0,1,1,,1,,,,
ih_609cd191b66e,Evan,Vanden Heuvel,25,1,3,4,,5,,,,
ih_4bfc64f1e98d,Nicholas,Stevens,30,9,15,24,,22,,,,
ih_10c632e37fb0,Noah,Tyrrell,30,4,17,21,,3,,,,
ih_03ca9934613f,Arhip,Sidarovich,29,11,15,26,,13,,,,
ih_a7cd0be77c42,Connor,Mariner,22,1,3,4,-1,4,,,,
ih_8fa38cb16a85,William,Schofield,26,2,6,8,,0,,,,
ih_8c7e14772bea,Adrian,Stasiniak,14,1,1,2,-3,4,,,,
ih_bf52f0d37201,Sam,Kroon,30,2,4,6,-4,6,,,,
ih_8095c9c7fc9e,Nicolas,Pigeon,29,12,14,26,,7,,,,
ih_05f823901807,Will,Sinclair,29,2,3,5,,7,,,,
ih_6f6ebef9a7aa,Brendan,Boyce,24,4,4,8,,13,,,,
ih_7b29afd07809,Ryan,Knight,5,0,0,0,0,0,9,2.37,110,0.924
ih_8c937a312b41,Dawson,Green,9,0,0,0,0,0,18,2.55,174,0.906
ih_9dab85dc7131,Sebastian,Monaco,21,0,0,0,0,0,38,1.97,575,0.938
ih_c4d08e363f01,Jordan,Gibbs,21,1,4,5,-2,5,,,,
ih_f1da4e4fcb41,Tyler,Ryder,26,4,7,11,,10,,,,
ih_f7db2aa8cc99,Sam,Brennan,19,0,2,2,-9,3,,,,
ih_1e0f391f6907,Matt,Danziger,26,3,5,8,,1,,,,
ih_bc66b72e037a,Dusty,Bergstrom,26,1,9,10,-2,2,,,,
ih_7d03777faa6b,Isaac,Deveau,5,0,0,0,,3,,,,
ih_67244a94ea9c,Alexey,Yarmulnik,26,3,7,10,-2,11,,,,
ih_a957c20a7fd7,Daniel,Rozsival,26,8,13,21,,2,,,,
ih_ddbfd715859e,Justin,Dauphinais,26,3,5,8,-5,3,,,,
ih_209d9a7a599c,Blake,Setter,24,5,0,5,0,5,,,,
ih_e01ce1e801af,Kade,Shea,26,4,4,8,,2,,,,
ih_dbfa72147b40,Eliott,Mikesch,3,0,0,0,0,0,,,,
ih_1b6942720984,Andrew,Larson,26,3,5,8,-1,0,,,,
ih_55fc5501577f,Carson,Riddle,26,8,8,16,,3,,,,
ih_343223bd179f,Collin,Pederson,13,4,1,5,,8,,,,
ih_ec50b3f15c6f,Roope,Tuomioksa,19,6,5,11,,0,,,,
ih_b4394337ae4b,AJ,Reed,25,5,6,11,-2,17,,,,
ih_6819f5af824f,Ikki,Kogawa,19,2,3,5,-7,5,,,,
ih_8f49a82ac396,Evan,Axell,22,2,4,6,0,4,,,,
ih_d480a3dd929c,Zach,Lussier,12,0,2,2,-1,5,,,,
ih_6cd4f382c9b8,Chris,Ishmael,22,4,10,14,,5,,,,
ih_9a643585a4c7,Brady,Klemmensen,4,0,0,0,-1,0,,,,
ih_4f75f47a51b8,Liam,Whitehouse,15,0,4,4,-1,6,,,,
ih_3ea572faa92b,Logan,Nickerson,14,2,1,3,-2,1,,,,
ih_79d43077c9f4,Logan,Herbener,7,0,1,1,-1,1,,,,
ih_c36d768abe84,Austin,Paul,14,2,0,2,-1,3,,,,
ih_8b968c45c126,Kobe,Grant,6,0,0,0,0,0,11,2.65,108,0.908
ih_1f0c517d8036,Jack,Boschert,8,0,0,0,0,0,12,2.16,118,0.908
ih_115372081638,Jan,Skorpik,17,0,0,0,0,1,37,2.27,435,0.922
ih_516a32b04d60,Cooper,Rautenstrauch,19,0,0,0,0,0,53,2.8,576,0.916
ih_7a09f429bd69,Dan,Juzych,14,2,3,5,,4,,,,
ih_e012941a698f,Will,Soloway,23,4,8,12,-1,3,,,,
ih_48f2317662b0,Bobby,Falvey,15,0,1,1,-2,1,,,,
ih_8272a9d44fe6,Michael,Buenzow,16,0,4,4,,3,,,,
ih_2febf42d8e2f,Riley,Rosenthal,21,1,5,6,-11,3,,,,
ih_5899b6b7bba0,Alex,Keskintepe,22,0,2,2,-2,5,,,,
ih_34ee291fbaba,James,Tepper,16,2,1,3,,3,,,,
ih_43bdab26afe5,Max,Abene,22,3,3,6,,2,,,,
ih_bf4ae0abc961,Wyatt,Schmidek,18,2,4,6,,3,,,,
ih_0b5e607f9dea,Jayden,Grier,23,4,8,12,-4,6,,,,
ih_c572d51f27cd,Ben,Morgan,16,0,6,6,-1,2,,,,
ih_76b79ae2e07c,Donovan,O'Neil,23,2,4,6,-2,2,,,,
ih_d70475d9ce74,Cam,Russo,6,0,0,0,0,0,,,,
ih_80569fba7a5a,Kevin,McElaney,4,0,0,0,-1,1,,,,
ih_106fb7643e4f,Noah,Carpenter,10,1,4,5,-1,4,,,,
ih_bf158b6d03a1,Bobby,Landry,22,1,3,4,-5,2,,,,
ih_8e94610b3b17,Luke,Swaim,2,0,0,0,,0,,,,
ih_53869378a83b,Colby,Browne,24,18,10,28,-1,4,,,,
ih_d50e240836ca,Matthew,MacDonald,24,6,4,10,0,8,,,,
ih_fed7e00c8655,Jayden,Mullens,18,0,1,1,,6,,,,
ih_4348c9d4e5a2,Massimo,Gentile,21,6,6,12,-2,10,,,,
ih_336caa9485c4,Lucas,Marshall,10,0,1,1,-5,1,,,,
ih_d8695391cd08,Dhillon,Wilde,14,2,2,4,-1,2,,,,
ih_117d453cc7a1,Connor,Gallagher,19,2,8,10,,8,,,,
ih_6ee8204cb0a8,Tyler,Crist,24,5,5,10,-2,4,,,,
ih_1503d50f45da,Ryan,Moore,5,0,2,2,0,1,,,,
ih_bf373978d77c,Adam,Costley,5,0,0,0,0,0,11,3.38,65,0.855
ih_1242c3874a5c,Edward,Baliotti,3,0,0,0,0,0,2,1.0,35,0.946
ih_e010352bd0bf,Reese,Farrell,18,3,1,4,-3,2,,,,
ih_2e55346885c5,Aidan,Connors,8,0,0,0,-3,0,,,,
ih_6b4b48dfc4b6,Aksel,Reid,28,0,1,1,0,0,51,1.84,616,0.924
ih_7dab3f543c47,Garrison,Schultz,3,0,0,0,-1,0,,,,
ih_6eac7b20c893,Noah,Leibl,30,11,12,23,,5,,,,
ih_cf3ec164dec2,Connor,Thue,30,2,11,13,,4,,,,
ih_779878a6b121,John,Wojciechowski,30,5,21,26,,5,,,,
ih_e4d915056046,Ryan,Sordillo,30,7,13,20,,3,,,,
ih_def6ce10db78,Thomas,Beaudoin,1,0,0,0,0,0,,,,
ih_4fef231c87a8,Sebastian,Hamming,11,1,2,3,-3,3,,,,
ih_640c97697492,Brendan,Waivada,19,2,3,5,,1,,,,
ih_1eca05587790,Devon,de Vries,30,6,25,31,,11,,,,
ih_b6e6f4b00113,Clarence,Beltz,26,4,2,6,,6,,,,
ih_7d67b433dc52,Cameron,Miranda,2,0,0,0,0,2,,,,
ih_41e8e31b6b5b,Trey,Williams,16,0,2,2,,2,,,,
ih_621c25429ef7,Zach,Walsh,24,1,2,3,,1,,,,
ih_03e4e2fb1b23,Alex,Danis,26,5,6,11,,2,,,,
ih_a698bcab285b,Max,Bulawka,27,12,10,22,,5,,,,
ih_40ef9e7596a7,Curtiss,Sturgeon,17,2,2,4,,1,,,,
ih_c8afbf2deb7c,Michael,Gallary,27,2,9,11,,4,,,,
ih_775ce8553fdf,Carson,Hall,22,2,2,4,,4,,,,
ih_a49e2999d342,Ben,Zimmerman,20,4,6,10,,5,,,,
ih_37925c56aa58,Liam,Varmecky,30,2,3,5,,4,,,,
ih_12662004f7bb,Jackson,Krock,30,8,14,22,,8,,,,
ih_5fbc841bcaba,Luke,Tchor,26,18,16,34,,6,,,,
ih_8fdf3bb5cd44,Justin,Biraben,30,10,16,26,,3,,,,
ih_05822fade6c2,Tyler,Bloomfield,3,0,0,0,0,0,3,1.03,49,0.942
ih_18012e0ab7f9,Josh,Nadler,1,0,0,0,0,0,1,6.86,6,0.857
ih_ebdd6b281b0a,Lucas,Constantine,27,2,8,10,,2,,,,
ih_fe8363f62695,Vincent,Gould,17,4,8,12,,0,,,,
ih_e57a8d70140e,Jacob,Ierfino,20,3,4,7,-1,4,,,,
ih_7571681fcfa6,Jayden,Jensen,25,3,6,9,-6,8,,,,
ih_199b87c635d8,Vladimir,Fadeev,20,3,1,4,-6,10,,,,
ih_62a0a427e856,Jacob,Jakusz,20,0,3,3,-7,5,,,,
ih_2e26474b1fe0,Jeb,Dee,17,0,2,2,-3,3,,,,
ih_2f22b87154ef,Alexey,Trischuk,21,3,1,4,-3,8,,,,
ih_2dc47072ae52,Hunter,Bill,12,0,1,1,-10,5,,,,
ih_c0ed71afa9b0,Ethan,Look,23,4,9,13,-15,10,,,,
ih_30413eef654c,Ethan,Johnson,22,7,9,16,-5,5,,,,
ih_1beb08a609b9,Kenny,Sutton,21,2,0,2,-10,7,,,,
ih_c5ed6aa5e830,Logan,Schwartzhoff,16,0,3,3,-4,0,,,,
ih_e488ab70466b,PJ,Noonan,12,0,3,3,-1,4,,,,
ih_c2eb10b23996,Carter,Cloutier,17,5,6,11,-5,1,,,,
ih_03063172eace,Cade,Dewolf,19,3,7,10,-1,8,,,,
ih_e2c8e39876eb,Robby,Pustulka,21,3,8,11,-12,3,,,,
ih_177eb9428a2a,Ben,Winkelmann,13,2,1,3,-7,2,,,,
ih_ac0842efe175,Hayden,Johnson,18,2,2,4,-10,5,,,,
ih_9526daded229,Cristian,Tallarico,7,0,1,1,-7,5,,,,
ih_d5976d9e561a,Evan,Izenstark,16,0,2,2,-5,7,,,,
ih_04a082162410,Adam,Brzezicki,16,1,2,3,-11,7,,,,
ih_5d1d110c5143,Nicholas,Townsend,14,0,2,2,-9,2,,,,
ih_efe930452783,Luke,Robertson,19,3,5,8,-11,2,,,,
ih_da81983b9e3b,Tiziano,Pauchard,13,0,3,3,-7,1,,,,
ih_498fa7497590,Michael,Valdez,12,0,3,3,-4,3,,,,
ih_8790c61d012e,Josh,Danis,17,1,1,2,-13,4,,,,
ih_7583609fab20,Owen,Carlson,6,0,0,0,0,0,13,3.75,101,0.886
ih_d122d789e75c,Nolan,Mahaffey,18,0,0,0,0,3,66,3.89,490,0.881
ih_cac77a91dacd,Cody,Brekke,22,7,3,10,-10,10,,,,
ih_558e4bc55c99,Roman,Cherniak,19,5,11,16,-4,10,,,,
ih_7271f4119f41,Ethan,Beaumont,17,3,4,7,-6,12,,,,
ih_23b401b56226,Patrick,McDevitt,22,0,0,0,0,0,66,3.0,738,0.918
ih_165b1c262079,Mike,Fritz,11,0,0,0,-4,1,,,,
ih_47283b98434e,Dylan,Margel,25,6,4,10,-14,5,,,,
ih_77b154dba345,Han,Shin,20,0,5,5,,6,,,,
ih_546cf04b40b5,Danny,Judge,22,4,7,11,,5,,,,
ih_41d6f77d3bb6,Tanner,Kontir,11,0,0,0,-4,1,,,,
ih_092b93e1b14d,Jack,Bosco,24,3,3,6,-2,9,,,,
ih_295e22d43e1e,Danny,Markham,23,5,8,13,-3,11,,,,
ih_6e4a98397fe0,Connor,Sutherland,23,3,7,10,-14,1,,,,
ih_b0bbada4e0f7,Ethan,Davidson,22,2,15,17,-3,1,,,,
ih_ee141c79a5e2,Jon,Groth,14,0,0,0,-3,2,,,,
ih_a0afa0a344a2,Jack,DesRuisseaux,24,2,6,8,-7,5,,,,
ih_dd2fdeca4696,Braden,Pohlman,16,0,1,1,-2,1,,,,
ih_270a10a95339,Owen,Mahar,25,6,3,9,-6,1,,,,
ih_08292b221565,Cooper,Wiley,1,0,0,0,0,0,,,,
ih_79b05ddd48de,Will,Rassier,14,1,2,3,-7,0,,,,
ih_96c472e962a5,Jack,Marottolo,25,4,3,7,-12,4,,,,
ih_9917d04a5c9d,Hayden,Hanes,24,4,3,7,-11,3,,,,
ih_be9adbb66754,Dallas,D'Amato,9,2,0,2,,1,,,,
ih_a65f463b9cfc,Nolan,Roche,8,0,0,0,,2,,,,
ih_0720d82d3890,Robert,Martiniello,14,1,0,1,-3,3,,,,
ih_00a4448239de,Daniel,Lurie,24,2,4,6,-9,6,,,,
ih_c24743bd53b7,Connor,Hagness,10,1,0,1,-2,3,,,,
ih_df9189a6beb8,Ryan,Garvey,1,0,0,0,0,0,,,,
ih_9546576ac540,Jack,Doherty,1,0,0,0,0,0,,,,
ih_d46324543c57,Joe,Calo,12,0,1,1,-2,2,,,,
ih_5306819a5468,Zach,Stimeling,14,0,3,3,-3,1,,,,
ih_5f3586f038de,Troy,Maldonado,23,1,7,8,-3,5,,,,
ih_89f3fa645fbc,Jakub,Kohn,13,0,0,0,-4,2,,,,
ih_ac2bc8553546,Ethan,Fehrenbaker,3,0,0,0,0,0,5,2.08,71,0.934
ih_a29c2b18680c,Nathan,Kirschenbaum,1,0,0,0,0,0,1,1.0,19,0.95
ih_0052744e31ba,Andrew,Haxton,23,6,6,12,0,7,,,,
ih_6f4a1e89f81f,Paul,Terry,1,0,0,0,-1,0,,,,
ih_936cec031594,Ethan,Warrener,27,3,0,3,-17,6,,,,
ih_13f34a81c17f,Joey,Potter,32,4,6,10,-25,11,,,,
ih_5a425bb1bd95,Pavol,Funtek,17,0,2,2,-13,2,,,,
ih_663d29494cff,Brandon,Lajoie,6,0,0,0,-2,0,,,,
ih_47680c174ca5,Camden,Shasby,29,2,3,5,-24,4,,,,
ih_f9a15de24189,Oren,Shtrom,31,3,4,7,-21,10,,,,
ih_680521540d47,Conor,Cole,20,3,4,7,-14,5,,,,
ih_c3899cb78fb2,Logan,Acheson,33,1,8,9,-11,2,,,,
ih_f6d09e0a64e1,Dylan,Contreras,25,3,3,6,-6,0,,,,
ih_6049ec0088b6,J.P.,Steele,33,0,4,4,-14,12,,,,
ih_39292cafc342,Luke,Helgeson,5,0,0,0,-2,1,,,,
ih_b918527a4008,Henry,Bartle,7,0,0,0,-4,3,,,,
ih_83ce69ca9751,Jacob,Terpstra,19,3,2,5,-8,5,,,,
ih_1c6357c0c0e1,Ryan,Johnson,33,4,11,15,-23,13,,,,
ih_c5006bf58ffb,Bryce,Monrean,14,0,0,0,-4,4,,,,
ih_5eef52523a26,Judah,Makway,33,3,6,9,-23,11,,,,
ih_c71b4364b250,Nolan,Gagnon,18,0,3,3,-5,2,,,,
ih_a659cd759f96,Adam,Parsons,26,1,3,4,-8,0,,,,
ih_28cbf3ee705a,Ben,Anderson,12,1,0,1,-2,4,,,,
ih_b60fcc6ba3a0,Aiden,Westin,33,8,1,9,-8,7,,,,
ih_b6b488aa6b7d,Aaron,Reierson,18,1,4,5,-12,6,,,,
ih_0c526d1cd3a1,David,Jesus,33,1,3,4,-18,9,,,,
ih_bd112fee2e26,Tanyon,Bajzer,21,0,3,3,-9,0,,,,
ih_eec379a688fb,Dimitry,Kebreau,19,2,7,9,-10,1,,,,
ih_246db3cfd6d6,Tye,Spencer,32,8,5,13,-22,4,,,,
ih_8f4ad79c23c0,Tyler,Krivtsov,27,0,0,0,0,1,87,3.48,793,0.901
ih_b92e56538ff7,Bryant,Marks,6,0,1,1,0,0,23,4.53,156,0.872
ih_1910f2c3e0dc,Greg,Orosz,4,0,0,0,0,0,17,5.87,96,0.85
ih_50ffc55b6191,Luke,Johnson,16,2,0,2,-9,3,,,,
ih_790047147871,Karter,McNarland,33,4,17,21,-12,3,,,,
ih_b8a4a0c544d6,Carson,Reed,32,2,6,8,,2,,,,
ih_3b4c77d20a7d,Noah,Barlage,31,0,4,4,,2,,,,
ih_68cd98fd547c,William,Fleet,20,2,3,5,-4,7,,,,
ih_e8b52f8dd5a7,Jhett,Larson,32,7,7,14,-2,8,,,,
ih_4891ea5c2caa,Jackson,Anderson,32,2,7,9,-4,7,,,,
ih_fc4c1da1d224,Braden,Birnie,33,7,11,18,,6,,,,
ih_2588bc49b27a,Dean,Spak,25,2,7,9,,11,,,,
ih_24f53edf877a,Haden,Kruse,15,1,0,1,-6,3,,,,
